Gene = Cops9
index = 288
Annotated 5SS: [ 106 2299]
Annotated 3SS: [2225 4581]
SMsplice 5SS: [ 379 2299]
SMsplice 3SS: [2225 4581]
top_k =  1000
Partition function (log Z): -5.607356947384866

Sorted 5' Splice Sites (High to Low Probability):
Position 2299: 0.9663898994080454
Position 379: 0.5200291374736394
Position 106: 0.3951547614936889
Position 662: 0.2983502349675422
Position 672: 0.09851639936010419
Position 3301: 0.05033624326418829
Position 597: 0.04912879380330696
Position 1364: 0.03087714276985943
Position 2583: 0.028169389558939276
Position 3713: 0.027785005182750937
Position 2447: 0.023688888756124432
Position 2146: 0.021712968188051844
Position 667: 0.020498742681500134
Position 389: 0.019188794512649043
Position 396: 0.01738692449377155
Position 264: 0.01727446540709537
Position 3296: 0.015973091950200344
Position 269: 0.013669989035459304
Position 691: 0.01254656902081032
Position 1271: 0.011516505618630378
Position 618: 0.008407658913469965
Position 4042: 0.008239195266634962
Position 1725: 0.007792790755309353
Position 1742: 0.0070490465941128065
Position 246: 0.0058780201480807485
Position 4346: 0.005636516337330853
Position 3838: 0.0050321276524563936
Position 140: 0.0046325357252657165
Position 1013: 0.004058115703812636
Position 280: 0.003713613649908163
Position 2654: 0.0033208061372795904
Position 3080: 0.0032269773233584943
Position 3246: 0.0029897585013668572
Position 1798: 0.0023439159733357035
Position 4236: 0.0019932800695648457
Position 18: 0.0019470703494340257
Position 622: 0.0018739751411100019
Position 2493: 0.0014507465084604664
Position 2900: 0.001370390145856114
Position 2303: 0.0013363322978365638
Position 3480: 0.001298139305250857
Position 804: 0.0012297448052125731
Position 4167: 0.0011685557427857883
Position 4616: 0.0010929750220465592
Position 111: 0.0008648376024444016
Position 2735: 0.0008522076773268252
Position 542: 0.0008454422688619055
Position 2359: 0.0007444007498288919
Position 642: 0.0007078106987622064
Position 948: 0.0006790287795056671
Position 240: 0.0006526123115831493
Position 1299: 0.0005872274445960391
Position 579: 0.0005508398422182207
Position 1764: 0.00046665967896316875
Position 2854: 0.00039879588937504656
Position 3833: 0.0003964050269889402
Position 2756: 0.00039311666260931604
Position 1383: 0.0003827054773177025
Position 4761: 0.0003745083393750616
Position 4503: 0.00033139722910600835
Position 284: 0.0003296270018397833
Position 1572: 0.00031904405831853586
Position 1308: 0.0002964003359530539
Position 114: 0.0002526533500133402
Position 3984: 0.000247800125888154
Position 37: 0.00020996438912080774
Position 424: 0.00019926769382407202
Position 66: 0.00019529754073821848
Position 2233: 0.00017615324613601556
