Gene = Fadd
index = 392
Annotated 5SS: [360]
Annotated 3SS: [1602]
SMsplice 5SS: [ 360 1066 1737]
SMsplice 3SS: [1009 1602 2294]
top_k =  1000
Partition function (log Z): -3.6874280508954094

Sorted 5' Splice Sites (High to Low Probability):
Position 360: 0.9820419271233949
Position 1737: 0.9137382240830466
Position 1066: 0.6489918041319291
Position 164: 0.13646744256347645
Position 1280: 0.10761341899089337
Position 4028: 0.10507786202895651
Position 25: 0.06947532014469578
Position 4145: 0.041707841899853486
Position 2383: 0.04131627053597535
Position 2430: 0.03385423535883842
Position 1272: 0.01761458589237975
Position 1098: 0.013867296438211298
Position 1729: 0.012488712602278197
Position 627: 0.011366018006681522
Position 633: 0.008930011309259947
Position 1149: 0.008496145505548532
Position 522: 0.008230101844558023
Position 1866: 0.007942345731764036
Position 2404: 0.006260729334473778
Position 1125: 0.005435467972524557
Position 3608: 0.004178304855375018
Position 1876: 0.0037416442571627973
Position 4571: 0.0032487142362252553
Position 598: 0.0026339373298965812
Position 3391: 0.0025913590688867293
Position 2119: 0.0018444016473465718
Position 145: 0.001574683060865017
Position 1547: 0.0015203028909816102
Position 604: 0.0014844655652536582
Position 1287: 0.0014108154291126137
Position 1445: 0.0012394659039484878
Position 2170: 0.0012340401277765717
Position 1677: 0.0011177514166035398
Position 2426: 0.0009144126989110243
Position 1712: 0.0008803733799368304
Position 1047: 0.0008745887134051573
Position 656: 0.0008598172730339985
Position 886: 0.0008225452263474908
Position 4959: 0.0007998714112619313
Position 215: 0.000759506272808881
Position 2043: 0.0007383354199283224
Position 89: 0.0006534437809443972
Position 1257: 0.0005668222313855815
Position 482: 0.0005356456682229748
Position 4618: 0.0005327425943769462
Position 1504: 0.00047321879988997486
Position 4345: 0.00046440400138625094
Position 509: 0.0004436317893328123
Position 1156: 0.00042264827783970504
Position 118: 0.0004087142287249631
Position 760: 0.0003879206785281231
Position 1455: 0.0003855029224432331
Position 63: 0.0003675896548533285
Position 1068: 0.000355654596109118
Position 1070: 0.000328405074638878
Position 2656: 0.0003214214429412419
Position 4337: 0.00027933406018608057
Position 1096: 0.00025023687484909945
Position 1225: 0.00024998740892831804
Position 2074: 0.00024876150514057684
Position 1996: 0.00023756399480916686
Position 979: 0.0002286839075198319
Position 106: 0.000227915721109388
Position 779: 0.0001988335819755998
Position 1833: 0.0001940439080560576
Position 661: 0.00016129694564311975
Position 1476: 0.00013393132024046457
Position 1129: 0.00012759469316671584
Position 2370: 0.00012066899019587712
Position 1800: 0.0001202666949541799
Position 688: 0.000117115741377648
Position 805: 0.00011064215416822665
Position 151: 9.847955689748088e-05
Position 646: 9.45121313482205e-05
Position 1326: 8.299259162671582e-05
Position 1521: 7.951929448333516e-05
Position 789: 7.485338100632452e-05
Position 1247: 7.318665507360125e-05
Position 1205: 6.038146334127846e-05
Position 1250: 5.950125934666024e-05
Position 546: 5.92650876363701e-05
Position 1418: 5.21646031736803e-05
Position 1540: 4.851707569949166e-05
Position 37: 4.410061294407142e-05
Position 1135: 3.6677644507421846e-05
Position 188: 3.1436559233650235e-05
Position 1986: 3.1395149028895134e-05
Position 2066: 2.8782661782378595e-05
Position 2212: 2.748008404248337e-05
Position 841: 2.609126722515166e-05
Position 767: 2.488024455089248e-05
Position 963: 2.4688086246352848e-05
Position 2126: 2.3508681465150066e-05
Position 2193: 1.8592968011780618e-05
Position 2131: 1.826255689488896e-05
Position 1788: 1.810561855382545e-05
Position 703: 1.7293493239734692e-05
Position 268: 1.5664914639209417e-05
Position 750: 1.5510160947687587e-05
Position 1328: 1.529574655629389e-05
Position 798: 1.4784109288196527e-05
Position 705: 1.4138284495547348e-05
Position 570: 1.4104254083049965e-05
Position 1893: 1.3200436961083033e-05
Position 774: 1.190753233483223e-05
Position 1278: 1.109295469552322e-05
Position 1203: 1.0773231550179946e-05
Position 638: 9.651515748801422e-06
Position 1371: 8.939597537158171e-06
Position 772: 8.623223951086903e-06
Position 195: 8.548122473674465e-06
Position 1723: 7.866560025985701e-06
Position 2177: 6.146557781549063e-06
Position 208: 5.2562092566866035e-06
Position 1845: 5.1117833145460256e-06
Position 697: 4.847551428644949e-06
Position 2005: 3.807822535548708e-06
Position 526: 2.261810793554325e-06
Position 577: 1.805049349341179e-06
Position 691: 1.48402910995903e-06
Position 663: 1.4343083419000598e-06
Position 487: 1.4026812484812834e-06
Position 1042: 1.3333722614703892e-06
Position 501: 3.766651442806803e-07
Position 1611: 8.361591202007841e-08
Position 401: 1.4729053097727112e-08
Position 1755: 4.044566443645705e-09
Position 1747: 3.610728271698073e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1602: 0.9455332878608398
Position 1009: 0.7057434785971016
Position 2294: 0.1916631608655302
Position 4176: 0.17334267764677927
Position 229: 0.14488524866643787
Position 5098: 0.13771861307557345
Position 1141: 0.10635459244459444
Position 1923: 0.10231049220419822
Position 3757: 0.08230017960056503
Position 3943: 0.05990745422438728
Position 4365: 0.04294576017845836
Position 3915: 0.04289093813193845
Position 4071: 0.04066353656160537
Position 114: 0.03845803253124119
Position 3982: 0.03614035309925362
Position 3433: 0.03611086167085443
Position 3203: 0.027022708826725195
Position 3065: 0.02382311531957244
Position 501: 0.018287347406600724
Position 4026: 0.017584578221383856
Position 4336: 0.017387657380353857
Position 4410: 0.014338466130735578
Position 3661: 0.012106369212867773
Position 1610: 0.011962001822807069
Position 2012: 0.008784463102995872
Position 1822: 0.008337923012732546
Position 3361: 0.008245942485357285
Position 3709: 0.00814133265382677
Position 3665: 0.008039506670455164
Position 2037: 0.007321503573407408
Position 3812: 0.0069509467936687335
Position 438: 0.00694295629692969
Position 3876: 0.006875426080307661
Position 546: 0.00668138116108485
Position 4246: 0.005644186058665967
Position 2167: 0.005032853737964717
Position 2057: 0.004816996475904949
Position 2667: 0.0047843519511074585
Position 304: 0.004507723144398478
Position 4186: 0.004459671256670872
Position 3464: 0.004384187939232577
Position 3227: 0.004085790010577974
Position 4118: 0.004041279318685376
Position 226: 0.00402691203213636
Position 4856: 0.00401567599582145
Position 4958: 0.0039040867453304924
Position 4091: 0.0035321492771103516
Position 1364: 0.003494375405641001
Position 3110: 0.002938166737701283
Position 3469: 0.0029173345696234384
Position 2715: 0.0027703192741409754
Position 3545: 0.002639670259427063
Position 2810: 0.0024475177745385004
Position 1186: 0.002351117373810602
Position 2965: 0.0021257870239823453
Position 2818: 0.002012482470577658
Position 691: 0.0017578022542987634
Position 2483: 0.0015678382941305808
Position 808: 0.0014303876473296083
Position 1955: 0.0013637305957973009
Position 467: 0.0012957558341244893
Position 3440: 0.0012904673162925035
Position 4216: 0.0012292609383868806
Position 1214: 0.0012054931761181016
Position 1805: 0.0011364802696680412
Position 2224: 0.0010387068917693794
Position 3680: 0.0010087674676796236
Position 2169: 0.0009752812248806515
Position 2513: 0.0009682605462992039
Position 2718: 0.0009347527819449293
Position 268: 0.0009028565126216293
Position 3984: 0.0008898831064667045
Position 2257: 0.0008466034430037692
Position 1945: 0.0008439268718446652
Position 3042: 0.0008248293627343151
Position 160: 0.0007543344103025069
Position 1893: 0.0007286787074101038
Position 789: 0.000660447925741482
Position 1989: 0.0006297690159721919
Position 2629: 0.0006289282100005148
Position 2189: 0.0006141486977744346
Position 3232: 0.000603289733600445
Position 730: 0.0005979806262982843
Position 1017: 0.0005855688809949072
Position 3338: 0.0005775485651215969
Position 1521: 0.0005652916544978608
Position 2462: 0.000536128103230508
Position 2645: 0.000508123340089382
Position 4820: 0.0004886044284316141
Position 4272: 0.0004845345199836241
Position 4230: 0.0004818349296564679
Position 2680: 0.0004213808489074418
Position 2329: 0.00041180886493294254
Position 765: 0.0004102306183348076
Position 2186: 0.00040873907660641325
Position 3962: 0.00037525345238660125
Position 4249: 0.0003463476374994817
Position 193: 0.00032191171527283106
Position 1900: 0.00030165416993600846
Position 841: 0.0002938381526885134
Position 2516: 0.0002741996162714059
Position 3921: 0.00027145195432651335
Position 4650: 0.00026194135987296153
Position 474: 0.0002590719040911697
Position 4872: 0.0002575768078758633
Position 1408: 0.00024189034638095032
Position 627: 0.00023092073054423325
Position 2118: 0.0002236336464616869
Position 3714: 0.000196101694072276
Position 241: 0.00018354339536564182
Position 3480: 0.00015380361892434937
Position 1149: 0.00014072043392576505
Position 520: 0.00013506181313785716
Position 1174: 0.000132101690050888
Position 145: 0.00012521412494300861
Position 954: 0.00011940440559548105
Position 562: 0.00011363045237911364
Position 3126: 0.00010833377375218257
Position 2763: 0.00010590277658207598
Position 962: 0.00010505650609824181
Position 1550: 0.00010272684483373626
Position 1474: 9.748512081347097e-05
Position 2952: 9.612500245656367e-05
Position 3114: 9.472862048461855e-05
Position 2860: 8.683408936602706e-05
Position 184: 8.096518484125383e-05
Position 972: 7.303263719533378e-05
Position 508: 7.208696281247237e-05
Position 2402: 6.797680762599808e-05
Position 1676: 6.719121608109953e-05
Position 1211: 6.640670594150663e-05
Position 570: 6.09321957941043e-05
Position 1114: 5.9583273932560705e-05
Position 178: 5.76154462158115e-05
Position 1458: 5.741216795370735e-05
Position 2337: 5.5357704707405656e-05
Position 1030: 5.40493540121282e-05
Position 1958: 4.524330982347641e-05
Position 1455: 4.2793833825148754e-05
Position 810: 3.746437071441949e-05
Position 590: 3.5550031093688764e-05
Position 711: 3.3759523788880114e-05
Position 1429: 3.0358514290203248e-05
Position 139: 2.6449551998545336e-05
Position 815: 2.4632588847267768e-05
Position 944: 2.319794238272796e-05
Position 735: 2.2163027697496428e-05
Position 895: 1.8738007888814414e-05
Position 767: 1.8431243700126163e-05
Position 889: 1.8414070606786087e-05
Position 1573: 1.6557446716320223e-05
Position 871: 1.588459742427995e-05
Position 481: 1.5128709945242114e-05
Position 1163: 1.291856280846563e-05
Position 1266: 1.157340314856092e-05
Position 1371: 1.0415338325454159e-05
Position 1188: 9.580627265496931e-06
Position 1036: 7.3976237763775946e-06
Position 1485: 6.869695324051388e-06
Position 1528: 6.466177851828944e-06
Position 1378: 5.325784601227331e-06
Position 1393: 5.095111468314679e-06
Position 168: 4.264768634317771e-06
Position 1480: 4.186325710332664e-06
Position 322: 3.687165686207322e-06
Position 1691: 3.6165034782920753e-06
Position 631: 3.227927411394959e-06
Position 772: 2.9324188913130978e-06
Position 195: 2.546407854440005e-06
Position 1434: 1.689859899132199e-06
Position 355: 1.6101252510539777e-06
Position 1712: 9.645670475741715e-07
Position 812: 9.278800949953441e-07
Position 1504: 8.977628432480674e-07
Position 653: 7.312184771479169e-07
Position 2274: 6.735678257137269e-07
Position 851: 5.856507817576715e-07
Position 1027: 5.45652991291305e-07
Position 401: 5.354028326414408e-07
Position 1387: 4.980263511653494e-07
Position 697: 4.757991776628258e-07
Position 1332: 3.559477357684693e-07
Position 2269: 3.08569189747926e-07
Position 1052: 3.051944953605349e-07
Position 911: 2.847496013607484e-07
Position 1321: 2.6569454406339667e-07
Position 941: 2.3811022158029432e-07
Position 1723: 2.3317254961674343e-07
Position 1733: 2.3091242485051502e-07
Position 857: 1.2261996575984306e-07
Position 1223: 6.641012357282426e-08
Position 612: 3.542794182535944e-09
Position 359: 2.310378433264573e-09
Position 1775: 7.060546031408869e-10
Position 636: 3.871470777935613e-10
Position 389: 7.815199690695598e-11
Position 595: 5.123497583923683e-11
Position 367: 7.053207858613479e-12
