Gene = Xpo6
index = 1193
Annotated 5SS: [  510 26251 29379 31280 39548 43685 47583 51175 59844 69383 70861 72182
 76037 80052 84601 86752 87657 90495 91623 91957 93338 95308 95705]
Annotated 3SS: [26159 29265 31081 39387 43606 47128 51047 59733 69273 70770 72111 75876
 79958 84455 86604 87466 90338 91507 91784 93175 95208 95473 98017]
SMsplice 5SS: [  510  9869 18878 26251 29379 31280 39548 43706 47210 48092 51175 59844
 62412 69383 70254 70861 72182 76037 80052 84123 84601 86752 87657 90495
 91623 91957 93338 95308 95705 97330]
SMsplice 3SS: [ 9768 18576 26159 29265 31081 39387 43606 47128 47870 51047 59733 62196
 69305 70135 70767 72111 75876 79958 83935 84455 86604 87466 90338 91507
 91784 93175 95208 95473 97217 98017]
top_k =  1000
Partition function (log Z): 21.024648389728675

Sorted 5' Splice Sites (High to Low Probability):
Position 26251: 0.9999999999999878
Position 18878: 0.9999999999999843
Position 51175: 0.999614619474366
Position 31280: 0.9942583414720163
Position 69383: 0.9921771088950901
Position 93338: 0.9915369251214111
Position 91957: 0.9751559510614484
Position 70861: 0.943053392715933
Position 39548: 0.9391903430537759
Position 510: 0.9386079126520745
Position 59844: 0.9308169269058124
Position 86752: 0.9278257094020324
Position 29379: 0.8966792727553683
Position 91623: 0.8756579605506511
Position 76037: 0.8680725913043073
Position 9869: 0.8657900787346073
Position 90495: 0.8598161098094909
Position 95705: 0.8462737840112926
Position 62412: 0.8384741753947126
Position 84601: 0.7938211536703352
Position 87657: 0.7863628999561012
Position 95308: 0.7573502509618141
Position 72182: 0.7317175312117589
Position 47210: 0.7004717259058582
Position 70254: 0.6877393018325559
Position 80052: 0.6738808520503228
Position 84123: 0.6629255067364049
Position 80308: 0.5800580257432542
Position 7609: 0.4637666424583138
Position 43706: 0.4223098203235388
Position 48092: 0.41263799420467784
Position 43685: 0.40982227813596345
Position 56095: 0.3886935558289103
Position 47935: 0.3443287902441949
Position 95525: 0.34200583177915583
Position 71646: 0.28397410405654316
Position 97482: 0.27937774562856305
Position 97330: 0.2774360588650087
Position 73404: 0.23147104735832105
Position 32405: 0.22273727565560197
Position 80647: 0.20177671663730662
Position 11430: 0.19277782872804683
Position 59663: 0.18300249086357215
Position 32120: 0.17624359131474734
Position 47583: 0.17594986640134463
Position 1999: 0.15659799312526157
Position 50905: 0.15474380536055216
Position 56490: 0.14519996155056433
Position 3532: 0.144954924267874
Position 15113: 0.1392416138031189
Position 34377: 0.1335239652440025
Position 50942: 0.1326424394786489
Position 48366: 0.1298632715659338
Position 96786: 0.1251780137493102
Position 96212: 0.12195418011506669
Position 88231: 0.11077361808684257
Position 34018: 0.11063458697114537
Position 98054: 0.10453527554743333
Position 73312: 0.09292021893112391
Position 66207: 0.08928524695984236
Position 34128: 0.08927596078452943
Position 32063: 0.08900652880612879
Position 11219: 0.08698197020700302
Position 87238: 0.08386879023945593
Position 95085: 0.08328703936899948
Position 94088: 0.07597883076907047
Position 87641: 0.07578815077231166
Position 10061: 0.0751310349896172
Position 48096: 0.07200929301384582
Position 47214: 0.06899099146262053
Position 56159: 0.06765867787840958
Position 65369: 0.06563260471249371
Position 85709: 0.06127557198734464
