Gene = Glrp1
index = 438
Annotated 5SS: [ 276 6925]
Annotated 3SS: [6515 8923]
SMsplice 5SS: [276]
SMsplice 3SS: [9774]
top_k =  1000
Partition function (log Z): -9.027542108248818

Sorted 5' Splice Sites (High to Low Probability):
Position 276: 0.5016612126312545
Position 4287: 0.47145871214064233
Position 374: 0.21763431753315876
Position 5273: 0.21492384235506917
Position 50: 0.16617666477027893
Position 2694: 0.14610477372137468
Position 337: 0.1368223769817543
Position 2931: 0.12667283527110365
Position 3411: 0.10809644242223597
Position 678: 0.0827958618546329
Position 4212: 0.05503759758210444
Position 311: 0.050367376208052574
Position 1061: 0.04720879688715524
Position 3302: 0.04502753282595013
Position 964: 0.043200791484493566
Position 8984: 0.03789830437878321
Position 289: 0.03510988619384082
Position 1954: 0.03187916286742275
Position 5847: 0.021703680010061243
Position 3454: 0.018055512198367735
Position 4188: 0.01635621319525695
Position 4840: 0.01632145875108983
Position 7397: 0.015714272088599598
Position 5532: 0.0156579383320615
Position 5899: 0.010994258413583813
Position 4058: 0.007527014204896841
Position 32: 0.005574024586606296
Position 2759: 0.005275360670773482
Position 4046: 0.004744534129531785
Position 8536: 0.004327517760711247
Position 9077: 0.0029450243670597715
Position 9063: 0.002854714192775113
Position 662: 0.0026324390168334004
Position 3000: 0.0015593251237488214
Position 2351: 0.0013600250166665051
Position 5017: 0.00131909559002546
Position 86: 0.001123081442935118
Position 626: 0.0009770205220654919
Position 6124: 0.0008276328909606135
Position 3325: 0.0006627559023163906
Position 12: 0.0006457591517611606
Position 969: 0.00048230380471319756
Position 62: 0.0004479441642874961
Position 3394: 0.0004119751820449223
Position 3604: 0.0004024892764946009
Position 2833: 0.00027821522836621467
Position 2805: 0.00027523146254636636
Position 73: 0.00012072600864720511
Position 648: 0.00011159706464554594
Position 2450: 7.225114400172242e-05
Position 223: 7.061655087730736e-05
Position 293: 6.394515475570631e-05
Position 7378: 5.269255224862641e-05
Position 595: 5.0565347217636446e-05
Position 99: 4.2352952280153675e-05
Position 207: 3.886950305257217e-05
Position 363: 3.124515677463993e-05
Position 2613: 2.1754120181134862e-05
Position 103: 2.1429504088457327e-05
Position 708: 1.6634707913480403e-05
Position 381: 1.2763628399957937e-05
Position 411: 9.81938511361454e-06
Position 145: 9.47329073726777e-06
Position 466: 1.988892745570656e-06
Position 478: 1.1862352091103389e-06
Position 416: 9.076128205099078e-07
Position 603: 8.019241201237161e-07
Position 341: 5.551991103432254e-07
Position 163: 5.272037798070649e-07
Position 113: 5.210502995201225e-07
Position 1007: 3.46774995344101e-07
Position 2232: 3.317957907872422e-07
Position 397: 2.597706346136679e-07
Position 841: 1.6580275302862164e-08
Position 469: 1.890187773009843e-09
Position 480: 6.281965271512848e-12
Position 664: 1.6021179167286889e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4130: 0.5556717259853802
Position 9774: 0.5074004565118121
Position 8923: 0.2868025447581126
Position 5132: 0.2387720033507448
Position 119: 0.16905458407781715
Position 7924: 0.09989282899935518
Position 2786: 0.08467578619767971
Position 2560: 0.07582055674596991
Position 3301: 0.06404478943731824
Position 3113: 0.05830088310232436
Position 884: 0.05690954825261779
Position 2643: 0.04109005978468953
Position 5725: 0.035321287880615115
Position 2557: 0.035143894818557515
Position 2733: 0.03108342071835487
Position 3183: 0.028155677367604857
Position 7269: 0.02213941513197364
Position 8021: 0.021380279576585212
Position 8456: 0.021360991271268337
Position 477: 0.015955685462367437
Position 1837: 0.014936186797412617
Position 7963: 0.0148098766242237
Position 517: 0.014505952111724636
Position 4525: 0.01000902347925694
Position 3163: 0.009837041599717197
Position 4646: 0.009097826553305696
Position 3934: 0.008637446776793858
Position 5461: 0.007987797622334298
Position 1867: 0.00788708107517329
Position 701: 0.00764094644174061
Position 2694: 0.006575578593246109
Position 3242: 0.0062649184515749514
Position 747: 0.0060416996946865125
Position 5237: 0.005194986977216882
Position 2573: 0.004787814524728692
Position 6518: 0.0040381593426488
Position 3066: 0.004004284366802477
Position 5384: 0.0039699035168112365
Position 4246: 0.003819010912842001
Position 945: 0.0036950959408504668
Position 5531: 0.0036497364739424133
Position 3879: 0.003546040781168644
Position 9153: 0.003103382622316979
Position 2302: 0.003064039875371215
Position 548: 0.002927738662140542
Position 3227: 0.0029191537927851547
Position 529: 0.0026804855891513035
Position 1792: 0.002605294248478802
Position 500: 0.002450153364711277
Position 1870: 0.002407600527383338
Position 1910: 0.0023633231733002314
Position 6515: 0.0022610181804130084
Position 9716: 0.002108783219993711
Position 4385: 0.0020487205740943966
Position 9735: 0.0019887391300169913
Position 913: 0.00163547558993223
Position 4909: 0.0016185450123631217
Position 869: 0.0015847400085153536
Position 5957: 0.0014981645684007667
Position 4465: 0.0014687562833274146
Position 5707: 0.001460587978255787
Position 8402: 0.0014133495748753291
Position 951: 0.0012910707000119228
Position 9194: 0.001110306919384402
Position 573: 0.001081447879078568
Position 9134: 0.00107050210688133
Position 8635: 0.0009925932285484943
Position 6527: 0.0009377851641654169
Position 647: 0.0009260529960420052
Position 4175: 0.000916631637314968
Position 2577: 0.0008889833537554783
Position 8672: 0.0008501100129163406
Position 2884: 0.0008278974226792115
Position 1919: 0.0007621761232923256
Position 8600: 0.0007437090358546001
Position 4444: 0.0007198134459388675
Position 5135: 0.0006402245099653217
Position 125: 0.0006275777189635391
Position 8381: 0.000625670061749697
Position 8278: 0.0005866391870161618
Position 202: 0.000574203096220558
Position 305: 0.0005507578577400676
Position 3994: 0.000543197813000734
Position 839: 0.0005393060034857301
Position 825: 0.0005049029667913915
Position 4543: 0.0004925703969116589
Position 3507: 0.00043897710364606076
Position 4311: 0.0004338771430261361
Position 2996: 0.00043054609887977505
Position 898: 0.00040379445946778805
Position 750: 0.00040087228205028117
Position 555: 0.0003854680870621137
Position 2904: 0.0003359357627940549
Position 622: 0.0003048757660667401
Position 1856: 0.0002984825688925963
Position 381: 0.0002700497078992922
Position 1637: 0.00025257164035837195
Position 187: 0.00024654190097800333
Position 6487: 0.0002414598517620062
Position 6545: 0.00023742439504907038
Position 6524: 0.00021626791901672158
Position 3189: 0.0002082949299005747
