Gene = Pgghg
index = 814
Annotated 5SS: [  63  985 1616 2132 3184 3502 3769 3947 4182 4433 4622 4848 5133]
Annotated 3SS: [ 703 1404 1695 3063 3369 3656 3873 4044 4298 4525 4749 4920 5207]
SMsplice 5SS: [  63 1616 3184 3502 3769 3947 4182 4433 4848 5133]
SMsplice 3SS: [1404 3063 3369 3656 3873 4044 4298 4749 5032 5207]
top_k =  1000
Partition function (log Z): 13.818136337158355

Sorted 5' Splice Sites (High to Low Probability):
Position 3184: 0.987503667356166
Position 63: 0.9822719989073991
Position 1616: 0.9655143903626305
Position 4182: 0.9108311397399993
Position 5133: 0.9010534235864635
Position 3502: 0.8731681345056463
Position 4848: 0.8467557458120358
Position 3769: 0.7794433381158421
Position 4433: 0.6774053302214174
Position 3947: 0.5951690159988842
Position 985: 0.3462013778991713
Position 4622: 0.27604596399240927
Position 823: 0.18254582697896726
Position 5401: 0.15365495388939948
Position 4687: 0.10644827756968768
Position 2859: 0.1049292435708957
Position 4935: 0.1003587162815871
Position 2132: 0.10023245988947968
Position 3517: 0.07530831548836935
Position 859: 0.07422842565388606
Position 4488: 0.06330294579457606
Position 486: 0.0596917255065543
Position 804: 0.048032650011334846
Position 1350: 0.027053260979298315
Position 829: 0.023773244994763527
Position 5700: 0.022450252371739796
Position 479: 0.020277921849455052
Position 2280: 0.019626526891139712
Position 5406: 0.01728974703368865
Position 2091: 0.016093531410097724
Position 4189: 0.0110982794010944
Position 1632: 0.010630234222135196
Position 5641: 0.010342930165378765
Position 3412: 0.009220452556166527
Position 649: 0.00825432494222445
Position 781: 0.007688256492929223
Position 1093: 0.006846835377798831
Position 2761: 0.006817209839316218
Position 300: 0.005468565322360791
Position 5251: 0.005465262047821741
Position 2019: 0.005296276653349723
Position 2260: 0.004917995282438071
Position 2865: 0.004882457642312899
Position 4673: 0.00451345433455309
Position 3696: 0.00364633882673291
Position 1839: 0.0035020725608481914
Position 1696: 0.0029487484620943087
Position 1104: 0.002704486353424716
Position 2701: 0.002700291781357297
Position 1642: 0.002239533991417024
Position 4465: 0.0019062316738012856
Position 4833: 0.0018568090228450358
Position 5039: 0.0015538493567068636
Position 4109: 0.0015246875713638348
Position 3202: 0.0015217567457441478
Position 1835: 0.0014768116150524469
Position 3230: 0.0014701757567366317
Position 2918: 0.0014235382551834113
Position 4307: 0.001368610416029627
Position 769: 0.0013388111134674287
Position 256: 0.0012933610873895522
Position 2314: 0.0012376154343055935
Position 763: 0.0012329170055993652
Position 1319: 0.0011402254922538999
Position 3137: 0.001084096253119147
Position 3024: 0.0009160853090514386
Position 1283: 0.0008678749226272327
Position 5051: 0.0008535853466211081
Position 355: 0.0007983730151574647
Position 833: 0.0007973335015447387
Position 5797: 0.0007374130405861453
Position 1822: 0.0007314637257489402
Position 4449: 0.0007157014147269547
Position 4336: 0.0006942323622932775
Position 3936: 0.0006880906186215715
Position 1078: 0.000687082271644105
Position 3133: 0.0006686289495962108
Position 372: 0.0006575480848897631
Position 1468: 0.000630402580268774
Position 3008: 0.0005458839950296528
Position 240: 0.0005106355035883823
Position 3308: 0.00047794958542889815
Position 5216: 0.0004521102691914636
Position 280: 0.0004425126849193708
Position 1832: 0.0004406759159216349
Position 3785: 0.0004311784776548144
Position 1172: 0.0004103974362273874
Position 2409: 0.0003646966618719435
Position 4028: 0.0003541499149461769
Position 655: 0.00030215068655210466
Position 2418: 0.0002989509848075686
Position 3616: 0.00028556845164789507
Position 4577: 0.0002742269230607883
Position 490: 0.00021611307299319315
Position 1751: 0.00021577574274537578
Position 283: 0.0002142433889357107
Position 581: 0.00020125310847296667
Position 918: 0.0001935737480981387
Position 1063: 0.00019285302451395352
Position 4593: 0.00019234582864867896
Position 3483: 0.00019158616254198672
Position 4989: 0.00019001785455453259
Position 1906: 0.00017353809222312583
Position 2962: 0.00016022619263454763
Position 1366: 0.00015984758262308578
Position 4080: 0.00015829045127259146
Position 1495: 0.00014922050621323966
Position 3930: 0.00014116214347202366
Position 5285: 0.0001405236973019635
Position 1772: 0.00013582443912900897
Position 5282: 0.00011985324844481619
Position 3378: 9.548254158652849e-05
Position 4711: 8.536790793933854e-05
Position 831: 7.731641043752297e-05
Position 3512: 6.88652622019128e-05
Position 3755: 6.553103976324221e-05
Position 4218: 5.8850152188335184e-05
Position 2527: 5.1361974227315646e-05
Position 634: 4.823584603383316e-05
Position 121: 4.812205428390689e-05
Position 2863: 4.683757567115847e-05
Position 335: 4.468445396015438e-05
Position 4724: 4.4045584163159274e-05
Position 693: 3.9363377818339964e-05
Position 4179: 3.753317263153376e-05
Position 4186: 3.330222167648323e-05
Position 3893: 3.273254121158688e-05
Position 863: 2.9747325581728266e-05
Position 1143: 2.15506918504572e-05
Position 1257: 2.0937521601923044e-05
Position 3825: 1.959097417578388e-05
Position 772: 1.4496246541347641e-05
Position 4400: 1.4026484959216091e-05
Position 5414: 1.3969875222707742e-05
Position 3721: 1.2235139828352338e-05
Position 5298: 1.0597918810395604e-05
Position 3463: 9.39190843437675e-06
Position 67: 8.900950881181299e-06
Position 686: 8.069238488676366e-06
Position 1003: 7.778814509681235e-06
Position 619: 7.676764900454233e-06
Position 898: 7.119724617447331e-06
Position 3392: 6.800679015150196e-06
Position 5323: 6.698756229109544e-06
Position 5313: 6.447819366444561e-06
Position 3574: 5.577800633208768e-06
Position 4773: 3.50865174598629e-06
Position 156: 3.4357299731733438e-06
Position 48: 3.4211867388208634e-06
Position 436: 3.285540725490292e-06
Position 505: 2.2442339758491304e-06
Position 140: 2.2265659415846615e-06
Position 4750: 1.9143578990661843e-06
Position 1590: 1.2664976098095123e-06
Position 533: 6.636053424457481e-07
Position 552: 5.146263232806828e-07
Position 1497: 1.5549623114662301e-07
Position 876: 1.3248164843455247e-07
Position 1482: 8.988255315459735e-08
Position 4452: 5.9052005122218586e-08
Position 4937: 5.1983773251668055e-08
Position 642: 4.8525335918286765e-08
Position 671: 4.390623612846721e-08
Position 4976: 3.99787780273766e-08
Position 1488: 3.3763871955876594e-08
Position 992: 2.666010483248761e-08
Position 1499: 2.4101788691562973e-08
Position 653: 2.345150538885112e-08
Position 680: 2.1158919427675066e-08
Position 3918: 1.911803542967256e-08
Position 3519: 1.1692130994730522e-08
Position 1027: 1.0380116387951683e-08
Position 3249: 7.230977332304849e-09
Position 861: 5.665639545848798e-09
Position 661: 3.747843149928225e-09
Position 1712: 1.4141324992116998e-10
Position 3682: 9.698846844129677e-11
Position 3729: 9.034490496190928e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4749: 0.9226130644949943
Position 3063: 0.872595526713776
Position 5207: 0.8159846234884971
Position 3656: 0.8086330604284404
Position 3369: 0.8067753128646402
Position 4298: 0.700908738858551
Position 4044: 0.6937373389080453
Position 703: 0.5853395417854537
Position 3873: 0.547295020973634
Position 1404: 0.5263921957246526
Position 5032: 0.4734260637677368
Position 1521: 0.35952944093449096
Position 4525: 0.35278760651420216
Position 4961: 0.32286561815424575
Position 5554: 0.23340500965837618
Position 4072: 0.10795232451205633
Position 2679: 0.10374580663568068
Position 1495: 0.07747228688569285
Position 3103: 0.07181496505815291
Position 3333: 0.06468298261445814
Position 5234: 0.06458660634471575
Position 3294: 0.0642508812614585
Position 2019: 0.05819428108131761
Position 156: 0.056659075798779414
Position 3981: 0.051862978431203924
Position 4099: 0.049549524790909176
Position 3106: 0.046147284688240565
Position 923: 0.0402571522762011
Position 4920: 0.03980718354306584
Position 4974: 0.031688768773574606
Position 5011: 0.031589424931365837
Position 1987: 0.029429564498168432
Position 4343: 0.027819493239100896
Position 4709: 0.02254946809748702
Position 822: 0.02241152129723339
Position 4374: 0.017816746742305507
Position 1695: 0.017190672617831332
Position 5821: 0.01701989641281724
Position 2131: 0.016188056483587003
Position 3480: 0.015550272513849512
Position 1073: 0.014177948607871528
Position 5212: 0.013908114478975912
Position 898: 0.012748794620616502
Position 1922: 0.01231887005578033
Position 3565: 0.012315623556121837
Position 5771: 0.011395422898004345
Position 3311: 0.010454874002798679
Position 1196: 0.00940757297936624
Position 4414: 0.009338339747119492
Position 579: 0.00907652259162604
Position 5295: 0.00841117437256436
Position 984: 0.007498423772054713
Position 240: 0.0065881168457809424
Position 4569: 0.006573245162444758
Position 3876: 0.006484742115370827
Position 256: 0.0062665617541614645
Position 2160: 0.00624608229702125
Position 929: 0.006237793619691361
Position 4818: 0.006215932298570639
Position 1451: 0.006159856146385587
Position 5971: 0.0058586338548456685
Position 2655: 0.005260230575509253
Position 4304: 0.0052403208126924955
Position 4576: 0.005132145699727676
Position 939: 0.005091579774400087
Position 5087: 0.004755292441134695
Position 1554: 0.004481187598563687
Position 2814: 0.004444964246262998
Position 5464: 0.00442906435139011
Position 5747: 0.004251570821239029
Position 1781: 0.004036731666478075
Position 2664: 0.003871498921411865
Position 781: 0.0038668483266790085
Position 3903: 0.003725702927746521
Position 4147: 0.003697516457654457
Position 3941: 0.0035991190980607006
Position 1946: 0.003522628906767064
Position 400: 0.00310055613483117
Position 5513: 0.0029897636850079617
Position 4908: 0.002920707840259575
Position 1539: 0.0029071937405813755
Position 722: 0.0028386782345065776
Position 433: 0.0028338629994114697
Position 4590: 0.002689889776781839
Position 1428: 0.002624696990839951
Position 1885: 0.0024541652728248585
Position 5479: 0.0023131625254879536
Position 5132: 0.0020614398950892393
Position 907: 0.0019579161284103024
Position 4527: 0.0018963057683116314
Position 5934: 0.0018716967086407855
Position 1845: 0.001778360841867585
Position 4840: 0.001774855657133155
Position 5856: 0.0017031203696610646
Position 1036: 0.00154385994231086
Position 4000: 0.0015345172029416047
Position 790: 0.00146711992783441
Position 2586: 0.0013764622234549214
Position 3557: 0.0013172634073168263
Position 5982: 0.0012488596194500413
Position 5685: 0.0012350344790903634
Position 3946: 0.0011954125147148787
Position 1570: 0.001154984636916317
Position 436: 0.0011118177144545094
Position 5263: 0.0010477667186441105
Position 4301: 0.0010123683657383797
Position 873: 0.0009811535520010308
Position 5851: 0.0009787446495724207
Position 3768: 0.0009366907630514963
Position 4306: 0.0009339642601680873
Position 5050: 0.0009120898245129279
Position 3724: 0.0008847482719424007
Position 1729: 0.000801378072654095
Position 2731: 0.0007755388630829648
Position 3373: 0.0007416135372725772
Position 2966: 0.0007222014202797351
Position 3501: 0.0007023110077185956
Position 3124: 0.0006854175308605943
Position 3665: 0.000671095538568632
Position 3113: 0.0006665697587452619
Position 1842: 0.0006211500406704492
Position 3339: 0.0006161464878540471
Position 3988: 0.0006126612077853586
Position 3597: 0.0005926823968718589
Position 2765: 0.0005871340616957229
Position 1435: 0.000564951522109328
Position 2032: 0.0005646663116502054
Position 1183: 0.0005323561898622593
Position 763: 0.0005165620980164951
Position 548: 0.000502157814027045
Position 3603: 0.0004881859677241924
Position 512: 0.00048292625431106337
Position 2565: 0.0004682388654755368
Position 4593: 0.0004551622466590408
Position 744: 0.00043230147810172597
Position 5057: 0.0004311031413685518
Position 5379: 0.0004197447712019172
Position 393: 0.000413954633201181
Position 1103: 0.0004033001327466471
Position 2797: 0.00038864277442911445
Position 4934: 0.00038801591594202634
Position 5796: 0.00038510643101143
Position 5488: 0.00038003375143912907
Position 4119: 0.0003652230428010067
Position 1607: 0.00036227094789023206
Position 1299: 0.0003490709591583795
Position 3893: 0.0003460035605717702
Position 3832: 0.0003376161555364319
Position 3700: 0.00033248726991049295
Position 3732: 0.00032006450155002813
Position 5066: 0.00031787038868617433
Position 5186: 0.0003155992606551507
Position 5215: 0.0003014031146876257
Position 2045: 0.00028424749321980284
Position 5914: 0.00028179206370810173
Position 945: 0.000281277198270995
Position 4108: 0.0002745898413218972
Position 3677: 0.0002742183566906771
Position 533: 0.00026516485484540163
Position 4768: 0.0002618180135199064
Position 1109: 0.0002586274784925434
Position 1801: 0.0002555257522757292
Position 1203: 0.0002518726971953331
Position 2685: 0.0002468568213879369
Position 4621: 0.0002466444397392285
Position 4783: 0.00023678446812252062
Position 4206: 0.0002293652898132198
Position 4976: 0.00022473147490762916
Position 1891: 0.00019405777695803513
Position 1247: 0.00019060527702716905
Position 4014: 0.00018712298619015551
Position 2023: 0.00018519404153696017
Position 5090: 0.0001845679850648605
Position 3441: 0.00017565962352139008
Position 5605: 0.00017454648056460333
Position 3752: 0.00017215935882301524
Position 4557: 0.0001677649739995807
Position 2749: 0.00016608156597117035
Position 4717: 0.0001607850967239035
Position 2733: 0.00015994435630397759
Position 1200: 0.0001585173005716772
Position 1575: 0.00015006490420920482
Position 3675: 0.0001421442294944369
Position 4315: 0.0001409859820352871
Position 4847: 0.00013845131111702713
Position 4312: 0.00013504286723980624
Position 2608: 0.00013146674528064257
Position 2892: 0.00012697331296200357
Position 1340: 0.00012625026271246328
Position 4723: 0.000123337804606375
Position 671: 0.00012201583392003653
Position 2366: 0.00012121151184140322
Position 2858: 0.00012069396873047125
Position 3249: 0.00011063820718252218
Position 2522: 0.00010775738202873863
Position 2572: 0.00010078170227922578
Position 1345: 9.743454870312894e-05
Position 2095: 9.176732310448954e-05
Position 1230: 9.077657387715936e-05
Position 448: 8.806678887783215e-05
Position 3569: 7.840093941187664e-05
Position 5988: 7.67891110741426e-05
Position 2275: 7.38890727940403e-05
Position 718: 7.376759131286721e-05
Position 6039: 7.016900127946889e-05
Position 3593: 6.823565468554037e-05
Position 2516: 6.724472684079474e-05
Position 2067: 6.323137408683092e-05
Position 1136: 6.320571918713953e-05
Position 1807: 5.5731726064547236e-05
Position 3411: 5.2120277041181766e-05
Position 1206: 4.2163445489265814e-05
Position 3516: 3.969303300379072e-05
Position 2208: 3.9212915836531703e-05
Position 1209: 3.5299553942476126e-05
Position 2272: 3.3002756669307323e-05
Position 3423: 3.2584212278397e-05
Position 950: 3.137696472134424e-05
Position 3378: 3.087889724181813e-05
Position 1804: 3.0395953662834415e-05
Position 4007: 3.0395876459527726e-05
Position 634: 2.8844068857151186e-05
Position 3773: 2.8622592068898735e-05
Position 3398: 2.8344759622694233e-05
Position 3795: 2.7150477835839726e-05
Position 1154: 2.5362835968980223e-05
Position 4676: 2.4248234124554557e-05
Position 3579: 2.3389776633166085e-05
Position 3713: 2.279603788945457e-05
Position 3746: 2.2521255444670103e-05
Position 584: 2.2417409143595193e-05
