Gene = Pign
index = 820
Annotated 5SS: [   144   4351   4757   6042   6978   7710  10540  14361  15535  16946
  19165  22979  25461  26134  64595  65976  72022  74418  74595  75664
  78655  83722  97496 105656 106181]
Annotated 3SS: [  4276   4636   5792   6855   7610  10432  14235  15403  16828  19123
  22918  25367  26077  64515  65792  71881  74317  74501  75571  78545
  83612  97392 105552 106093 109743]
SMsplice 5SS: [   144   4351   4757   7710  10540  14361  15535  16946  25461  26134
  26889  48432  64595  65976  72022  74418  74595  78655 105656]
SMsplice 3SS: [  4276   4636   7610  10432  14235  15403  16828  25367  26077  26784
  48325  64515  65792  71881  74317  74501  78545 105552 106093]
top_k =  1000
Partition function (log Z): -46.358660321482894

Sorted 5' Splice Sites (High to Low Probability):
Position 144: 0.9857729161900544
Position 16946: 0.9542188266305633
Position 4351: 0.9238594267344516
Position 7710: 0.8985318672812355
Position 26889: 0.838016755473038
Position 25461: 0.8141715734177041
Position 4757: 0.7389502410804388
Position 26134: 0.7263985801427277
Position 10540: 0.6896778143624538
Position 6042: 0.5688353884466426
Position 15535: 0.5614602025671885
Position 14361: 0.5453901709198286
Position 22979: 0.4637428484629917
Position 18629: 0.34768443653566644
Position 6978: 0.3131611121447582
Position 6727: 0.23978590025887536
Position 10666: 0.15938625596418032
Position 10518: 0.15182306844720053
Position 15857: 0.13236859680087323
Position 9986: 0.09893708849976031
Position 8256: 0.08170426412511092
Position 29962: 0.08072734813589037
Position 15626: 0.07534532059440137
Position 7211: 0.06743417830157365
Position 4728: 0.06326186058508088
Position 19165: 0.0581638606464389
Position 14657: 0.05603257266257763
Position 5330: 0.0535913345939561
Position 7735: 0.04711452197623383
Position 17318: 0.046428012751843634
Position 15892: 0.04618199013339009
Position 6959: 0.044723383864496036
Position 14686: 0.04344206221860327
Position 26306: 0.033809158243037714
Position 501: 0.03204919816828204
Position 10534: 0.03130602474134769
Position 15875: 0.03057968658888134
Position 9584: 0.024708978233917735
Position 19338: 0.020651136001749254
Position 6067: 0.019967947039163648
Position 14117: 0.018721577283511964
Position 1120: 0.0186404626791506
Position 9503: 0.017208812726436616
Position 444: 0.015027670595896218
Position 5778: 0.014606148896166682
Position 5805: 0.014596201930159551
Position 15908: 0.01373349929705689
Position 9370: 0.012300024524622852
Position 3842: 0.011558292032719122
Position 2856: 0.011213003054282134
Position 3569: 0.01118290279789283
Position 2434: 0.010317499953608051
Position 377: 0.009719346549903798
Position 20629: 0.009483395026536032
Position 7217: 0.009437390322575068
Position 27189: 0.009299021903595559
Position 10275: 0.009184191940320592
Position 4949: 0.00885068538841984
Position 27888: 0.008841758717867323
Position 18087: 0.008500922389532102
Position 1163: 0.007871229455676856
Position 5583: 0.007546637184077959
Position 27214: 0.0075103176826466726
Position 17981: 0.007369976505519115
Position 2375: 0.0073037311473591006
Position 2111: 0.006711276806373925
Position 1145: 0.006147131007509109
Position 2419: 0.006100077799407303
Position 8453: 0.006012730884303168
Position 7115: 0.005679500807282821
Position 3743: 0.005186541526837679
Position 17: 0.004966485431804474
Position 9278: 0.004807639103005282
Position 407: 0.004251387450352552
Position 10946: 0.004194941449041295
Position 4544: 0.004152635372151158
Position 7972: 0.0038475515713678452
Position 10056: 0.00372291706320242
Position 260: 0.003674195850068899
Position 4923: 0.003592010015701355
Position 7255: 0.003547344686684728
