Gene = Plet1
index = 824
Annotated 5SS: [ 222 4775 6604]
Annotated 3SS: [4569 6547 9751]
SMsplice 5SS: [ 222 6604]
SMsplice 3SS: [6547 9133]
top_k =  1000
Partition function (log Z): -4.302924681341947

Sorted 5' Splice Sites (High to Low Probability):
Position 6604: 0.9926299042495952
Position 222: 0.9409369104310855
Position 4775: 0.46449128847991855
Position 2327: 0.3329051280855703
Position 9043: 0.3118005949215848
Position 9971: 0.29040968117021226
Position 1440: 0.22700082287737183
Position 10318: 0.15916398249588312
Position 5971: 0.13143955270662447
Position 10512: 0.10554317142675651
Position 5941: 0.09186484137091284
Position 5682: 0.0704947049942192
Position 5983: 0.0702378603214572
Position 7807: 0.06718764705138826
Position 2582: 0.0600183447223041
Position 5148: 0.056353376891275536
Position 2702: 0.05406641474382184
Position 8725: 0.04692986239563236
Position 9292: 0.037668852557565545
Position 9595: 0.024260850472038135
Position 1614: 0.023511108863798903
Position 399: 0.021456477002058622
Position 5920: 0.016374491711190407
Position 289: 0.015312132475511709
Position 2724: 0.013778293054811418
Position 201: 0.01098542853366181
Position 293: 0.010909878879105817
Position 2633: 0.010178280818505695
Position 6438: 0.009511584978901755
Position 616: 0.00855756775085768
Position 1038: 0.00818673226272035
Position 9206: 0.00777993100618624
Position 9574: 0.007360793604541564
Position 209: 0.005881526543088285
Position 1811: 0.004578747494537479
Position 566: 0.004156236786329456
Position 4712: 0.003717841675724558
Position 404: 0.0036478681313169554
Position 6407: 0.003619370286818776
Position 1058: 0.0034195869081228244
Position 2762: 0.0033436678581705184
Position 4823: 0.0029943668934263325
Position 7587: 0.0027914386724681045
Position 3395: 0.0023767063096239846
Position 4638: 0.002193878837038959
Position 5856: 0.0019598677451450005
Position 1502: 0.0019388266778911727
Position 582: 0.0018832146953575645
Position 620: 0.0018560971323817455
Position 2228: 0.0017811154118142383
Position 2629: 0.0017038330571408538
Position 8997: 0.0016269047479972201
Position 4593: 0.0014711044326897475
Position 642: 0.0014406585237035972
Position 604: 0.001431749319682387
Position 702: 0.0014081961474042021
Position 4683: 0.0014061042040822596
Position 1274: 0.0014039067337984629
Position 9219: 0.0011858523753009525
Position 4755: 0.0011227020213129123
Position 2663: 0.001118486559761552
Position 6349: 0.0010960345407568523
Position 2708: 0.0010804838053517164
Position 4667: 0.0008409820001548867
Position 2606: 0.0008403021522288895
Position 4479: 0.0007851559717855555
Position 6876: 0.0007541770731396792
Position 1666: 0.0006659137216608229
Position 4867: 0.000633503404640384
Position 9355: 0.0006232237883316849
Position 7388: 0.000610943104181068
Position 6858: 0.0005501014892678164
Position 4716: 0.0005304059333365594
Position 4470: 0.00046119288005696266
Position 9296: 0.00038938051698627013
Position 4681: 0.00035576017549701514
Position 4849: 0.0003462181514032902
Position 696: 0.0003371484610640672
Position 1042: 0.0003312648486861573
Position 739: 0.00032259539657745876
Position 824: 0.0002877633789965047
Position 1071: 0.00027929858953391174
Position 1256: 0.0002771795307142889
Position 1161: 0.000266042205336337
Position 6696: 0.00021532476214706275
Position 4764: 0.00014975098318425534
Position 329: 0.0001141970234770217
Position 1399: 0.00011299573460622127
Position 380: 0.00011190607137149145
Position 384: 9.226827789452284e-05
Position 8450: 8.670820188065554e-05
Position 9476: 8.538540558486308e-05
Position 340: 6.113299382611344e-05
Position 43: 5.9710791614427745e-05
Position 297: 4.704311114876889e-05
Position 750: 4.544589325315912e-05
Position 194: 4.077397104460235e-05
Position 319: 3.626065054868001e-05
Position 262: 3.0328729893343944e-05
Position 526: 2.6058865358506078e-05
Position 1135: 2.5592645284208132e-05
Position 130: 1.9937813038106548e-05
Position 724: 1.8675917499936523e-05
Position 299: 1.616445431053957e-05
Position 120: 1.3579572539731615e-05
Position 1140: 1.2334500961173976e-05
Position 6843: 9.313168133778085e-06
Position 8941: 9.087922313685865e-06
Position 705: 8.90667639969401e-06
Position 681: 8.669076538663939e-06
Position 8792: 8.140556346985056e-06
Position 792: 7.78784905374941e-06
Position 8118: 4.450686458793828e-06
Position 140: 2.5073542101477755e-06
Position 1556: 2.0132414620214133e-06
Position 373: 1.24834333453594e-06
Position 1488: 1.1704518724850566e-06
Position 244: 9.88428089503628e-07
Position 82: 6.933315895568823e-07
Position 137: 6.397153680788411e-07
Position 76: 5.290575641409998e-07
Position 226: 4.7560681201225285e-07
Position 348: 2.4319027757399627e-07
Position 301: 2.2605503426399527e-07
Position 644: 1.8882514742590246e-07
Position 326: 1.765150945265913e-07
Position 893: 1.562892557533829e-07
Position 303: 1.1554341321871944e-07
Position 255: 3.801699903998216e-08
Position 828: 3.078586439326126e-08
Position 924: 6.360289304949162e-09
Position 871: 4.936034306836555e-09
Position 496: 4.522480879504245e-09
Position 815: 4.04356732901353e-09
Position 450: 3.820457654340207e-09
Position 489: 3.3650110127310537e-09
Position 448: 1.2034717895352176e-11
Position 1013: 2.6190821615084183e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 6547: 0.9410055521515981
Position 9133: 0.38582244554695627
Position 4569: 0.3658777672610818
Position 9751: 0.36010974580245597
Position 2223: 0.3007272526681592
Position 10389: 0.24926938593497253
Position 8883: 0.22959163652144648
Position 1369: 0.1702541702942014
Position 5839: 0.13294295686309182
Position 8611: 0.11205744674510086
Position 2563: 0.11029496463219912
Position 10077: 0.09483166575830435
Position 10201: 0.08553986575147614
Position 10446: 0.07010493852515888
Position 5768: 0.0690157305406383
Position 5678: 0.06731889865977525
Position 6432: 0.06353128008638714
Position 10758: 0.055828614900883124
Position 4463: 0.05303258484636187
Position 9832: 0.04969890824150645
Position 5531: 0.04885950884237131
Position 5681: 0.04301131302361263
Position 10053: 0.039897986618669216
Position 4593: 0.03564391049385314
Position 9435: 0.03403203951445102
Position 1233: 0.031922423096923835
Position 10411: 0.029980815169979316
Position 10586: 0.029007344029172235
Position 507: 0.019275555688517982
Position 5043: 0.018480883756300283
Position 4991: 0.017273122811022674
Position 4617: 0.016492239897728234
Position 8762: 0.016117657474860377
Position 7716: 0.015885938542474852
Position 994: 0.015847177141903843
Position 10763: 0.015830448418419622
Position 7533: 0.015212147391665888
Position 2315: 0.012779374531849266
Position 10317: 0.012426699638118847
Position 2117: 0.01231765025999406
Position 5133: 0.011308638138181577
Position 5337: 0.011073797021445614
Position 310: 0.010818751288700731
Position 7750: 0.009511058771946078
Position 5657: 0.008930111221376344
Position 10120: 0.008792086039723932
Position 1311: 0.008623663962318005
Position 1531: 0.008458636903956006
Position 8718: 0.008232702490479823
Position 2361: 0.008194467324986333
Position 7485: 0.007489587143971519
Position 1273: 0.00734984853877128
Position 9042: 0.007192761911269282
Position 1112: 0.00693494547804384
Position 4967: 0.006890916249366343
Position 8777: 0.006450184055155385
Position 10232: 0.0059273000422983575
Position 6235: 0.005757394903722496
Position 7504: 0.00568804687207083
Position 7196: 0.005653921155084559
Position 2285: 0.0055928251914390175
Position 7725: 0.005334690143068139
Position 2417: 0.005106270953006154
Position 10841: 0.005071546929266113
Position 8756: 0.004998022927685387
Position 2444: 0.004548573024451212
Position 9880: 0.00438260657174069
Position 10800: 0.00437552385856462
Position 2095: 0.004108244213212199
Position 8676: 0.003943422681322673
Position 4597: 0.003887280337822982
Position 8293: 0.003760328923478904
Position 2002: 0.0036052190864049667
Position 4708: 0.0035066400130742918
Position 9688: 0.0034897185114724652
Position 10148: 0.0034766526540994285
Position 9763: 0.003339822585729458
Position 7624: 0.0032546425906443007
Position 1644: 0.003226741569487842
Position 7243: 0.0031676434562398817
Position 10127: 0.0029526200102886983
Position 4614: 0.002942899390645521
Position 10785: 0.0029330084059736457
Position 7433: 0.0029301049672232323
Position 7769: 0.002858598353892338
Position 10105: 0.002850180503717557
Position 1423: 0.0028408533706228874
Position 10689: 0.0028140857393138445
Position 10486: 0.002731079956607388
Position 4724: 0.002688177761764686
Position 7763: 0.002490682791283757
Position 1498: 0.0024347655344551214
Position 964: 0.0023812447131829227
Position 3337: 0.0023683288107337547
Position 1387: 0.002320400785839278
Position 1574: 0.002312260041883069
Position 1905: 0.0022995471893600436
Position 8691: 0.0022304273559102267
Position 10880: 0.0019157907490392674
Position 2162: 0.0018846479857513574
Position 2433: 0.0018276811430086863
Position 8993: 0.0017639434400819841
Position 9868: 0.0017635646101948634
Position 9783: 0.001510891199065712
Position 1129: 0.001370343018786018
Position 10004: 0.0013150815303490048
Position 5473: 0.001219002677237808
Position 6772: 0.001083159949011035
Position 9422: 0.0010569056995176943
Position 9142: 0.0010207678205981538
Position 2139: 0.0009426187551273553
Position 9081: 0.0009394676117472679
Position 6826: 0.0009275424699104908
Position 10503: 0.0009178255174097324
Position 2653: 0.0008713529318555779
Position 9785: 0.0008668454490060331
Position 2155: 0.000847972306312689
Position 398: 0.0007762974305299345
