Gene = Prune1
index = 864
Annotated 5SS: [  492 13846 16659 18485 19866 22837 24050]
Annotated 3SS: [13752 16455 18299 19706 22741 23890 26648]
SMsplice 5SS: [  492 13559 13846 16659 18485 19866 22837 24050]
SMsplice 3SS: [13462 13752 16545 18388 19706 22741 23890 26648]
top_k =  1000
Partition function (log Z): 7.745305613246018

Sorted 5' Splice Sites (High to Low Probability):
Position 492: 0.9989110598649146
Position 19866: 0.9906531838085624
Position 22837: 0.9861139028396642
Position 16659: 0.9727731100109774
Position 13846: 0.9561077998909083
Position 13559: 0.9460062670660067
Position 24050: 0.8894064568580136
Position 18485: 0.8467875651827581
Position 26838: 0.3271211361867095
Position 14279: 0.2947603525818671
Position 11118: 0.27052251118201215
Position 14349: 0.16294860338388653
Position 18024: 0.12346311965734917
Position 26848: 0.12124587122921059
Position 17926: 0.07902114646594266
Position 18019: 0.06285144230023451
Position 18497: 0.05155172770549877
Position 19095: 0.04887009265512637
Position 24002: 0.044239973665871034
Position 23199: 0.043928508545477536
Position 14641: 0.04262341162754175
Position 21167: 0.032170458776984275
Position 17680: 0.03216834563958277
Position 19091: 0.0308077383033991
Position 21120: 0.027961144418689677
Position 18045: 0.025705609198571875
Position 26454: 0.02351360501146053
Position 14563: 0.023401394789310682
Position 25292: 0.021820204422019398
Position 24910: 0.019494450926857573
Position 17365: 0.01739515917021471
Position 26262: 0.015095400226117234
Position 23642: 0.013900501606936256
Position 27869: 0.012415394212320848
Position 26751: 0.012353542470674685
Position 27281: 0.011433040556985798
Position 14236: 0.011186102914424843
Position 18165: 0.010419307518699097
Position 17706: 0.010377576620433702
Position 23761: 0.009885172828124893
Position 15457: 0.00939902978998536
Position 23757: 0.008920778671469225
Position 24343: 0.008439108295675162
Position 23364: 0.008351644548237525
Position 23651: 0.007344442481064476
Position 1271: 0.007187528402015617
Position 8896: 0.006858762647899553
Position 19119: 0.006566546129756081
Position 21264: 0.006428048203359879
Position 18073: 0.005980333409697355
Position 18170: 0.005651420230758415
Position 17544: 0.004800232710859427
Position 24989: 0.004489422113084218
Position 23551: 0.004349703224890199
Position 18160: 0.004319155848392548
Position 20542: 0.00430548825577343
Position 19932: 0.00404033516327905
Position 18069: 0.004012266369785032
Position 25225: 0.003945173518055489
Position 26844: 0.0038897996971783873
Position 23538: 0.003804718999503925
Position 24815: 0.003303380124201845
Position 14904: 0.003229609592849747
Position 20333: 0.003196473545149617
Position 21399: 0.0027845632228670836
Position 16378: 0.0027467267441609548
Position 17687: 0.002736037189583281
Position 22978: 0.002706324228671478
Position 18771: 0.0024896667763783234
Position 14360: 0.00225750220926978
Position 19895: 0.002168098810329667
Position 23436: 0.0021398973615483394
Position 21301: 0.0020819862753766964
Position 17184: 0.0020661435366638244
Position 24077: 0.001969884748679018
Position 13950: 0.0018867517672022617
Position 24139: 0.0018743920453485909
Position 25882: 0.0018623342684161118
Position 18825: 0.001813086537144315
Position 14443: 0.0017544033467728126
