Gene = Atrip
index = 154
Annotated 5SS: [  370  1518  2407  4846  6372  7108  8159  8997 12593 13015 13496 13862]
Annotated 3SS: [ 1386  2235  4726  6213  7005  8031  8324 12455 12922 13414 13611 14215]
SMsplice 5SS: [  370  2407  4846  7108  8159 12593 13015 13569 13862]
SMsplice 3SS: [ 2235  4726  7005  8031 12455 12922 13414 13643 14090]
top_k =  1000
Partition function (log Z): 10.75661426675618

Sorted 5' Splice Sites (High to Low Probability):
Position 4846: 0.9993577243549481
Position 12593: 0.9865321164086167
Position 8159: 0.9216370059622695
Position 7108: 0.8443446312514812
Position 2407: 0.791875220883262
Position 13015: 0.7696823117671043
Position 370: 0.7324857056660617
Position 13862: 0.7157581254285951
Position 13496: 0.5762928902426049
Position 1518: 0.5095201954515807
Position 2837: 0.36308489898815943
Position 5643: 0.31134127095683034
Position 13569: 0.29999313263769783
Position 6372: 0.27225373787330237
Position 4344: 0.26597433606517024
Position 5301: 0.24741872175084909
Position 10478: 0.2321903694122695
Position 4657: 0.2155487334492285
Position 271: 0.20115861478136146
Position 9155: 0.1513049865542642
Position 569: 0.13743496230842475
Position 4175: 0.11102499510179711
Position 895: 0.10568399518702473
Position 13804: 0.10258197359391012
Position 12411: 0.08675724561800456
Position 1951: 0.07409381981948773
Position 8997: 0.06674857854598237
Position 13255: 0.06169618946698947
Position 13573: 0.06008725986426181
Position 6632: 0.05947559890541198
Position 8912: 0.05743136572391002
Position 11071: 0.05405467810541283
Position 5051: 0.049310513782243236
Position 5711: 0.04885791146173467
Position 13244: 0.03880594934884952
Position 426: 0.036342516000816
Position 941: 0.033311764425473143
Position 114: 0.02908645472005306
Position 2171: 0.026703189421056726
Position 5567: 0.023362235599684127
Position 11029: 0.02282648271390613
Position 12813: 0.01783235365793194
Position 13564: 0.016898596074575348
Position 14128: 0.016800629750810266
Position 5969: 0.011799530901383266
Position 10274: 0.011612424721666898
Position 13133: 0.009727320140675996
Position 4230: 0.009670602122585331
Position 9171: 0.007703984163764371
Position 1398: 0.007670392675350757
Position 184: 0.0075524669869539126
Position 7807: 0.007503805980878701
Position 13657: 0.006836441795856768
Position 1942: 0.006421644439577651
Position 4326: 0.005676212173888264
Position 13530: 0.005565561456779473
Position 13794: 0.00556140700862582
Position 466: 0.00420046388913629
Position 824: 0.003952233129943366
Position 2134: 0.0037373189393691006
Position 9286: 0.0036549324973451044
Position 5254: 0.0031499868565964466
Position 5059: 0.002724720766526456
Position 4236: 0.0024668004043181834
Position 2849: 0.002216573101978129
Position 9304: 0.002159789704360462
Position 1915: 0.002034859304121293
Position 13816: 0.0019061339438897326
Position 7296: 0.0017810560587678576
Position 5117: 0.0016680495074477381
Position 10218: 0.0016467704842302582
Position 13783: 0.0015071964376891687
Position 9860: 0.001426132099789195
Position 4142: 0.001404803029888022
Position 1387: 0.00116907666942962
Position 9851: 0.0011109016478952115
Position 5279: 0.0010979662856669577
Position 9817: 0.0010748537687089172
Position 1081: 0.0010384363902932346
Position 13415: 0.0010053489234633415
Position 2596: 0.0009665989209122319
Position 8719: 0.0009019971180665539
Position 10249: 0.0007871713287660781
Position 1076: 0.0006586695369352392
Position 5025: 0.0006025153007612665
Position 10037: 0.0005701125052600185
Position 9583: 0.0005571321296253162
Position 1214: 0.0005080366300693719
Position 4273: 0.000469332646595108
Position 4198: 0.00033181059772860905
Position 5284: 0.00032413752680594994
Position 1266: 0.00031035371948986415
Position 4841: 0.0003065025486789135
Position 6359: 0.0002983268311483611
Position 6799: 0.00029218542887424973
Position 5348: 0.0002803352440311814
Position 13995: 0.00026820755686188377
Position 9604: 0.00022067866312811503
Position 1763: 0.00021864514989139674
Position 13986: 0.0002036135824562588
Position 47: 0.0001893216198977771
Position 4410: 0.0001844154115395313
Position 13534: 0.00017824170360342215
Position 4967: 0.00013547468661731664
Position 1072: 0.0001296662643263177
Position 3958: 0.00012438647598352856
Position 5166: 0.00011299581420856653
Position 3476: 0.00010864101141615308
Position 2537: 9.815769162154542e-05
Position 5486: 9.28675220811585e-05
Position 5027: 8.926263564684942e-05
Position 2993: 8.845533464403454e-05
Position 188: 8.475741972250334e-05
Position 5775: 7.979810116934503e-05
Position 1018: 6.90005617350407e-05
Position 107: 6.646421623512368e-05
Position 5234: 6.116620026692409e-05
Position 1002: 6.035900597324241e-05
Position 9757: 5.852826097537408e-05
Position 348: 4.43558833880809e-05
Position 160: 4.297692974965747e-05
Position 365: 4.079663172245444e-05
Position 5012: 3.662784953469839e-05
Position 6166: 3.639113201151327e-05
Position 664: 3.483485674238688e-05
Position 374: 3.098808927063858e-05
Position 341: 2.521895142701992e-05
Position 648: 1.9765297658888987e-05
Position 5004: 1.840315083441885e-05
Position 2547: 1.835209310793436e-05
Position 402: 1.3509952851343962e-05
Position 480: 1.2424180186787716e-05
