Gene = Poln
index = 832
Annotated 5SS: [    59  19732  36338  40346  46843  50563  52640  54089  55370  56140
  60098  61135  62362  64273  65551  89547  90533  92352 136703 145143
 155206 155947 159862 160609]
Annotated 3SS: [ 19586  36257  39844  46651  50449  52481  54019  55308  56074  60013
  61038  62304  64218  65484  89488  90454  92236 136619 145010 155094
 155867 159793 160546 161938]
SMsplice 5SS: [   198   2044   5926  36338  50563  52640  56140  60098  61135 136703
 145143 155206 155947 159862 160609]
SMsplice 3SS: [  1858   5696  36257  50449  52481  56074  60013  61038 136619 145010
 155094 155867 159793 160546 161938]
top_k =  1000
Partition function (log Z): -90.3199834470806

Sorted 5' Splice Sites (High to Low Probability):
Position 5926: 0.9956275389446068
Position 2044: 0.6883060795620509
Position 198: 0.45237527167315644
Position 59: 0.34942232501166604
Position 678: 0.21126147152709623
Position 3533: 0.15697278033618076
Position 14231: 0.06633016943802729
Position 70: 0.043992777917481816
Position 3201: 0.03552403442204457
Position 186: 0.027110356059381443
Position 3296: 0.025788288581537484
Position 13003: 0.024127629766278292
Position 20889: 0.024064772094724227
Position 17872: 0.018249762453280558
Position 9916: 0.016396010353573312
Position 14139: 0.013804254987794473
Position 10910: 0.011558566658533994
Position 4488: 0.011445328849979017
Position 4435: 0.00960978330249993
Position 2679: 0.008147411450868948
Position 1979: 0.007698353912303152
Position 11398: 0.0076253724328328165
Position 14641: 0.007348227524809686
Position 5597: 0.005686301685994176
Position 154: 0.005583594805489987
Position 11415: 0.005499720942793547
Position 223: 0.005448751765540429
Position 14655: 0.0048713513636839964
Position 3537: 0.004421636179408881
Position 133: 0.004273708303308327
Position 5100: 0.003761302920268064
Position 5073: 0.0037472917895004752
Position 5262: 0.0034084572635412376
Position 11403: 0.0033614819165224776
Position 3139: 0.0029457087113346626
Position 9102: 0.0028187852884743857
Position 10901: 0.0026529840689086173
Position 342: 0.0025304680546126175
Position 6978: 0.002416712172796686
Position 6594: 0.002259003050126256
Position 12997: 0.002186308137658806
Position 550: 0.002062959656716957
Position 6147: 0.00204049545033536
Position 1054: 0.0020257396405677325
Position 4518: 0.001479203808939835
Position 227: 0.0014728514973700337
Position 10839: 0.0013869015951643439
Position 3237: 0.0013611605412844263
Position 9993: 0.0012952406111326994
Position 5889: 0.0012292389113568128
Position 3829: 0.0012062887788917235
Position 495: 0.0011848635177859883
Position 647: 0.001132740468538874
Position 3906: 0.0011298080732106096
Position 5276: 0.0011198584959512022
Position 5818: 0.0011129824461611484
Position 5080: 0.0010666614683845252
Position 7982: 0.000981155997852557
Position 14590: 0.0009643184688247523
Position 1273: 0.0009089921627811041
Position 5153: 0.0009058690810698734
Position 2495: 0.0008762586163985029
Position 10680: 0.0008467237989608727
Position 1622: 0.000797418831608037
Position 3234: 0.0007618602459954742
Position 5797: 0.0007211971154890155
Position 450: 0.0006410879941300829
Position 7987: 0.0006147869016345025
Position 4466: 0.0005920835474357068
Position 9583: 0.0005737495136044309
Position 5002: 0.0005364873921613804
Position 890: 0.0004978380346817483
Position 10505: 0.0004905612963878001
Position 914: 0.0004680158740365244
Position 6129: 0.0004601360193932994
Position 7194: 0.00045944486919439684
Position 156: 0.0004566992315668583
Position 3186: 0.0004558047797352482
Position 2513: 0.0004422737001807401
Position 911: 0.00044225408549674504
Position 7117: 0.00041581138861952315
Position 9230: 0.0004098532620888404
Position 4619: 0.00040593028982332304
Position 10551: 0.00039778626834108716
Position 2400: 0.00038087881042281465
Position 5077: 0.0003103317836630286
Position 1288: 0.0002940650467381819
Position 944: 0.0002901237740526621
Position 8454: 0.0002739656134809331
Position 8891: 0.0002603073403628489
Position 2000: 0.00025545327850569756
Position 1995: 0.00025325446869850607
Position 1450: 0.00024531026145581034
Position 5215: 0.00024414451180292834
Position 1940: 0.00023784767370696631
Position 209: 0.0002330084956377469
Position 287: 0.0002243345450538941
Position 2076: 0.00020019491723166324
Position 4499: 0.0001759151049639431
Position 4809: 0.00016367600178666684
Position 18: 0.00016105430680282012
Position 4208: 0.00015317258955510602
Position 3853: 0.0001527011535184256
Position 1533: 0.00013654226114741835
Position 3302: 0.00012729056869012048
Position 3867: 0.00012534482579228535
Position 737: 0.00011957630571215817
Position 3435: 0.0001135618972781244
Position 2613: 0.00010987296140739674
Position 1234: 0.0001057607799032504
Position 2524: 0.00010530320028324518
Position 1385: 8.045323310705709e-05
Position 501: 7.94074644097343e-05
Position 3311: 7.04563094401999e-05
Position 1948: 7.003832431474144e-05
Position 1606: 6.789093720692317e-05
Position 975: 6.762498830553435e-05
Position 1819: 6.087030763608946e-05
Position 1946: 5.550341391197419e-05
Position 510: 3.5387857959917485e-05
Position 484: 2.7476200776236053e-05
Position 489: 2.7290451484829958e-05
Position 81: 1.0688708433444349e-05
Position 202: 1.0588142647206333e-05
Position 498: 8.916895392834327e-06
Position 2478: 6.674894333512221e-06
Position 39: 6.268620469596821e-06
Position 313: 4.694229165308937e-06
Position 2467: 4.4037951941480235e-06
Position 74: 4.19545701113189e-06
Position 2232: 3.6428558612387957e-06
Position 2490: 3.2145426268468357e-06
Position 358: 2.754776924474726e-06
Position 508: 2.684897817891823e-06
Position 350: 2.5735993855436355e-06
Position 4397: 2.4961909621354448e-06
Position 65: 2.1509432577804334e-06
Position 471: 1.223654858944597e-06
Position 6804: 1.1062343683201495e-06
Position 6125: 1.0654231958130754e-06
Position 423: 8.312413778382673e-07
Position 3796: 7.870580753121228e-07
Position 751: 7.296799381595787e-07
Position 177: 7.170166319629427e-07
Position 2446: 6.93523917463451e-07
Position 2607: 6.884175407905326e-07
Position 2386: 6.508596170976796e-07
Position 2538: 6.21264709182765e-07
Position 1506: 6.148384802142379e-07
Position 436: 3.672401608176225e-07
Position 598: 2.966026935668321e-07
Position 377: 2.8288086693617e-07
Position 5879: 2.7368711204409623e-07
Position 572: 1.5896551217187262e-07
Position 6144: 1.545323133970788e-07
Position 5983: 1.352592910848264e-07
Position 356: 1.3261143923487538e-07
Position 658: 1.1658710097255883e-07
Position 438: 9.010892996505748e-08
Position 578: 8.673864253069645e-08
Position 5918: 8.221371387350204e-08
Position 1651: 8.079394806319256e-08
Position 5847: 6.672277870574034e-08
Position 5866: 6.074847429087827e-08
Position 924: 5.608226176372207e-08
Position 5932: 5.2296199852743234e-08
Position 616: 4.38369994404725e-08
Position 564: 3.9625496389447695e-08
Position 589: 3.502175984790151e-08
Position 2294: 3.300309559078885e-08
Position 1023: 2.3596036480894227e-08
Position 5791: 1.2920051126627775e-08
Position 968: 9.635723604216468e-09
Position 792: 2.6893908597554255e-09
Position 1260: 2.5786015431773955e-09
Position 825: 2.4614568089136583e-09
Position 779: 9.165929557088703e-10
Position 379: 1.2918094692148412e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5696: 0.9970683825677858
Position 15341: 0.6414789234045383
Position 1858: 0.5720705652524667
Position 3092: 0.15323895056377568
Position 22141: 0.13711040461353982
Position 593: 0.09315362392845776
Position 19980: 0.05771687108355081
Position 14020: 0.03609979199350183
Position 14130: 0.0357274909625864
Position 1725: 0.03175109201335169
Position 20752: 0.03044677033718465
Position 1953: 0.03021680582844185
Position 17713: 0.02866451586702467
Position 3260: 0.027097134541303462
Position 15289: 0.025843452361496648
Position 4376: 0.02165064661564147
Position 10782: 0.018911065002134242
Position 1806: 0.01840346124740359
Position 3446: 0.018268243217008276
Position 12934: 0.01722145597225009
Position 1901: 0.0167440662380793
Position 4978: 0.015164349721781321
Position 14494: 0.013678418225252668
Position 1891: 0.012788036502541001
Position 3421: 0.011131816265184858
Position 9716: 0.01094162054469326
Position 18020: 0.010618937228027432
Position 3399: 0.010581917485177115
Position 16789: 0.010534622002565693
Position 11283: 0.01023654460653643
Position 19030: 0.009672389709179028
Position 12782: 0.009127757382123245
Position 11271: 0.007704902282983747
Position 1959: 0.006890263362781591
Position 9791: 0.006140987827224232
Position 2374: 0.006042376235937054
Position 14168: 0.005582498945851028
Position 14775: 0.0047424962488519075
Position 16806: 0.004590648624897669
Position 14057: 0.004550803700551794
Position 610: 0.004377970906304344
Position 1676: 0.004289065593026606
Position 13864: 0.003999624433549366
Position 5372: 0.003997781992299189
Position 8162: 0.0036960887241330917
Position 6060: 0.003572994227242025
Position 15957: 0.003312019099516681
Position 16467: 0.0030244657763487397
Position 18637: 0.0029586277826214964
Position 12821: 0.002889782062982169
Position 10281: 0.0028007042609680295
Position 6449: 0.0027217739471348023
Position 367: 0.002573500362355293
Position 11698: 0.0024967800537028166
Position 11779: 0.0024517227320839784
Position 2583: 0.002419605457136804
Position 419: 0.0024192635693877453
Position 880: 0.0024038201115575675
Position 19248: 0.002305234488216048
Position 10713: 0.0022342291669261633
Position 9068: 0.0021178389681895645
Position 3704: 0.0020737248097960678
Position 9735: 0.0020289140627042786
Position 1691: 0.002024271862367201
Position 460: 0.0020116102929778413
Position 6919: 0.002009363994459301
Position 12363: 0.001989388355230423
Position 16201: 0.0019872859306709987
Position 5713: 0.0019001712612758104
Position 10607: 0.001803635108925198
Position 397: 0.001802560589459822
Position 5430: 0.0016885371352439683
Position 10418: 0.0016772000423699153
Position 484: 0.0016250172261554206
Position 13105: 0.0013566529306075583
Position 9490: 0.0013489689338233206
Position 4281: 0.0012597515504528117
Position 10243: 0.001208726521393669
Position 3347: 0.001163799988236516
Position 3456: 0.0011247290127476782
Position 3207: 0.0010981805428216754
Position 13520: 0.0010434799907286432
Position 13401: 0.0010235976765912808
Position 3234: 0.0009869085266972595
Position 10909: 0.0009789058775292198
Position 9262: 0.0009292032523269234
Position 495: 0.0009150324762787702
Position 15836: 0.0009098974548672378
Position 831: 0.0009030524102956516
Position 12115: 0.0008987723230256051
Position 11313: 0.0008491260632222879
Position 14879: 0.0008478533997379857
Position 6933: 0.0008457375845498927
Position 1121: 0.0007731490159428618
Position 434: 0.0007461727975008512
Position 13031: 0.0007349795552922951
Position 8346: 0.0007337836374056667
Position 3359: 0.0007335301265421559
Position 12265: 0.0007299895929138493
Position 3465: 0.0007169469270976455
Position 7799: 0.0007133888222012312
Position 8974: 0.0006728752191512096
Position 3273: 0.000646141487560774
Position 7981: 0.000602040358935978
Position 1532: 0.0005952645813681204
Position 13493: 0.0005913822657870648
Position 8716: 0.0005799052880312628
Position 8870: 0.0005409926520897994
Position 7646: 0.0005353105038217825
Position 9475: 0.0005330586499502944
Position 9749: 0.0005307361218098969
Position 7066: 0.0005300384402276756
Position 13654: 0.0005145743327080611
Position 14790: 0.0005068515782985465
Position 1004: 0.0004981275393311648
Position 8087: 0.000496986776501878
Position 16587: 0.0004763650282584835
Position 9301: 0.00045259166719528125
Position 5716: 0.0004120619150787741
Position 13698: 0.0004092772249962859
Position 3365: 0.0004083648098640054
Position 7511: 0.0003989003233140625
Position 3676: 0.0003949243610304625
Position 12516: 0.0003894601231011878
Position 11261: 0.0003794440094115815
Position 4349: 0.0003677375049969326
Position 7579: 0.00036692512626438235
Position 1526: 0.00036505211497531815
Position 6877: 0.0003545002106348178
Position 2463: 0.000353418537334008
Position 16037: 0.00035035861697281474
Position 3218: 0.0003490630907687912
Position 7291: 0.00034324549409990823
Position 7401: 0.00034317102152640644
Position 15648: 0.00033972414079671117
Position 9881: 0.0003224787395507327
Position 15366: 0.000320629096195816
Position 10672: 0.0003154144919970273
Position 6488: 0.0003100021969186416
Position 2272: 0.00030749986719110677
Position 9978: 0.0003066484635668075
Position 12483: 0.0003027649990213126
Position 7868: 0.00030143495382028756
Position 3120: 0.0003014133764358529
Position 2559: 0.00029940526821195854
Position 3323: 0.00029626887107274554
Position 1979: 0.0002911900397773921
Position 8389: 0.0002826489531179899
Position 9568: 0.00027944532385368635
Position 15115: 0.0002707040159779979
Position 10500: 0.0002691849716676238
Position 811: 0.00026842212188315373
Position 9343: 0.00025914319129920183
Position 8220: 0.00025779365955757027
Position 7883: 0.00025571024316952366
Position 7310: 0.0002553719394341737
Position 3338: 0.00024222058991769197
Position 9519: 0.00023286430652309271
Position 321: 0.00023115677002790588
Position 15322: 0.00022406556840812934
