Gene = Npsr1
index = 765
Annotated 5SS: [    49    329  36849 156686 188833 191984 202458 212078 215336]
Annotated 3SS: [   140  36715 156581 188738 191781 202380 211990 215154 215704]
SMsplice 5SS: [   329  33823  36088  36849  64442  99647 121598 127899 129194 153985
 156686 157197 187340 188833 191984 199532 202458 212078 215336]
SMsplice 3SS: [ 33697  35905  36715  64251  99525 121414 127735 129123 153891 156614
 157083 187169 188738 191781 199454 202380 211990 215154 215704]
top_k =  1000
Partition function (log Z): -130.1375254928998

Sorted 5' Splice Sites (High to Low Probability):
Position 329: 0.9381311332792313
Position 7934: 0.5011022832326573
Position 2999: 0.02941952629667304
Position 360: 0.024485934218024887
Position 147: 0.023408076603548517
Position 3740: 0.020315139311655787
Position 6451: 0.015861291888950742
Position 3953: 0.014545644816130444
Position 8864: 0.011424497003859632
Position 49: 0.010177237380471837
Position 2871: 0.009697591048775257
Position 158: 0.00949850207307093
Position 8711: 0.008852956146347218
Position 7400: 0.00816299831175036
Position 5908: 0.006569975112854271
Position 15: 0.006432714925109678
Position 602: 0.006158084060034919
Position 4623: 0.006080402315938024
Position 1278: 0.006037591012121836
Position 6859: 0.0030753935151631956
Position 7735: 0.0029498388538641653
Position 3122: 0.002850987794450246
Position 7519: 0.0025149236245417456
Position 6789: 0.002356016514788064
Position 2222: 0.0021841228124077805
Position 11908: 0.0021149478747157766
Position 7407: 0.002044502169754004
Position 7936: 0.0020054933713450486
Position 7776: 0.001598951102413188
Position 3771: 0.001418265156089764
Position 5452: 0.0012678556797618451
Position 6221: 0.0011417583778881506
Position 7449: 0.0010620948345627995
Position 7292: 0.0010593484938989381
Position 3569: 0.0010139131768242785
Position 1368: 0.0009268473204062312
Position 3483: 0.0007196591611782334
Position 3882: 0.000674480387049444
Position 1037: 0.0006678815934533216
Position 5468: 0.0006502280074081447
Position 251: 1.3342487064567857e-05
Position 669: 7.979901051333094e-06
Position 2608: 6.061887194301895e-06
Position 1052: 4.728030531499194e-06
Position 2759: 3.7828594793086587e-06
Position 4423: 3.4549055934684473e-06
Position 1089: 2.5741098559896148e-06
Position 1004: 1.9514837632040735e-06
Position 43: 1.7293386824650611e-06
Position 2270: 1.7078215594085887e-06
Position 2797: 1.6752273152105126e-06
Position 5417: 1.6206928559059318e-06
Position 5470: 1.264894080447164e-06
Position 290: 9.480842293710857e-07
Position 4602: 8.696864629045767e-07
Position 2832: 8.549356615889638e-07
Position 227: 7.545724850352325e-07
Position 2606: 5.132408779495363e-07
Position 1820: 4.4437337381437316e-07
Position 2672: 4.117247792915008e-07
Position 2816: 4.0630670001475106e-07
Position 1402: 3.461255689037891e-07
Position 2183: 3.394746800480679e-07
Position 1022: 1.501574595872628e-07
Position 333: 1.2187007877176016e-07
Position 35: 9.722156904538063e-08
Position 1415: 8.944651677983577e-08
Position 2579: 8.792730495960546e-08
Position 1239: 8.37926354782329e-08
Position 269: 4.261618286343844e-08
Position 274: 4.256865264776731e-08
Position 642: 3.992690583870105e-08
Position 612: 2.7782693383085456e-08
Position 693: 2.686002416578469e-08
Position 2162: 2.0211730288405212e-08
Position 864: 1.808260294879861e-08
Position 712: 1.7331425713854597e-08
Position 301: 7.817944484143632e-09
Position 780: 6.5195663488514975e-09
Position 708: 5.8734590603670255e-09
Position 794: 5.6072860329728986e-09
Position 3088: 5.586525711747311e-09
Position 384: 5.531528417101752e-09
Position 783: 4.726775418420264e-09
Position 818: 3.5130013648484398e-09
Position 570: 1.656347270461736e-10
Position 768: 2.7828042199165727e-12
Position 787: 2.6453996153582893e-12
Position 647: 1.1949687852312897e-14
Position 649: 7.985935976961641e-15
Position 606: 7.203840477171591e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 7854: 0.5087227492427294
Position 20446: 0.49543315388798487
Position 18323: 0.16936075258603145
Position 16801: 0.05530081994847297
Position 14098: 0.04832286024056283
Position 16887: 0.04146957143409716
Position 8307: 0.02401626589466672
Position 8578: 0.02395107915475474
Position 16902: 0.020405906607782687
Position 7129: 0.01850876472403635
Position 6147: 0.015591784025321525
Position 7801: 0.013002813920540666
Position 5712: 0.011379271459123375
Position 2758: 0.01137039575765354
Position 3881: 0.010712908976369987
Position 3528: 0.009238954693214469
Position 2706: 0.008983955242798889
Position 2938: 0.0088544883853069
Position 8750: 0.008747474760746563
Position 12672: 0.007563392802610515
Position 3562: 0.00731282570258165
Position 7681: 0.0071516291085062566
Position 4545: 0.007011236310120339
Position 8082: 0.006754713830978657
Position 239: 0.006603773958711095
Position 2870: 0.006387700571009015
Position 10836: 0.006362108963711201
Position 7573: 0.006027210486633736
Position 3739: 0.0056448693983811
Position 8358: 0.004485566216578483
Position 2816: 0.004381362784129253
Position 13466: 0.004215715392994038
Position 9972: 0.004105028276138255
Position 10046: 0.0037723919895469135
Position 13492: 0.0037262947346143145
Position 146: 0.003698199432247861
Position 10129: 0.0036208875437625395
Position 3671: 0.0032923721372852812
Position 2732: 0.0029026106223162887
Position 11776: 0.002865776120191287
Position 140: 0.0028141725714913223
Position 8616: 0.0028094705700995684
Position 8777: 0.002745048598184724
Position 7472: 0.002742758249375893
Position 14626: 0.002567981986483578
Position 8817: 0.0025586105441216677
Position 1152: 0.002469792405610872
Position 11058: 0.0022535881325300763
Position 2983: 0.002172997373111686
Position 6702: 0.0020829724077040847
Position 6335: 0.0019485806442930702
Position 5313: 0.0019449402602906526
Position 6681: 0.001770425874740135
Position 5382: 0.0017071863449858594
Position 10020: 0.0016653843130253099
Position 7291: 0.0016500143778398885
Position 223: 0.00152594101821122
Position 8257: 0.0014634387206729864
Position 3402: 0.0013796261498411244
Position 1160: 0.0012886240430970133
Position 200: 0.001288507103842531
Position 6211: 0.0012827811711783076
Position 11771: 0.00127731972384674
Position 6254: 0.0012687160344920178
Position 6899: 0.0010437078403546726
Position 907: 0.0009757576400836532
Position 5617: 0.0009250921144151142
Position 3240: 0.0008785538407311491
Position 2098: 0.0008767209934050571
Position 5192: 0.0008758103406718828
Position 254: 0.000873531587352873
Position 251: 0.0008440820814638178
Position 2881: 0.0008204417825542522
Position 6827: 0.000812922914802871
Position 7027: 0.0007658179525147829
Position 7400: 0.0007302086349367088
Position 1131: 0.0006984821115039213
Position 9900: 0.0006884660003051309
Position 1294: 0.0006491735728593285
Position 1089: 0.0006128192588774304
Position 10883: 0.0006105709995281978
Position 8391: 0.0005908403587139694
Position 7221: 0.0005905307193236309
Position 3445: 0.0005558311647262319
Position 9294: 0.0005506350097300157
Position 9333: 0.0005469760772253097
Position 666: 0.0005261857319295552
Position 2028: 0.0005221938904527182
Position 4278: 0.0004765854926370342
Position 9999: 0.00047537608466612883
Position 6262: 0.00047241088386369766
Position 6853: 0.00046942650582230597
Position 10177: 0.0004624490458326174
Position 328: 0.0004595173430151667
Position 1747: 0.0004425140375031619
Position 6647: 0.0004409106644345481
Position 6743: 0.0004389484635154657
Position 8931: 0.000432327472550458
Position 2061: 0.00042661137361758015
Position 4511: 0.00041382565893509154
Position 4969: 0.00037340303130754837
Position 4084: 0.0003442210478091015
Position 2464: 0.00033251025534110807
Position 4423: 0.00032016558964734286
Position 2045: 0.00031830820585814694
Position 8863: 0.00031571653684902526
Position 8164: 0.00030961201651618226
Position 1136: 0.0003046212093077311
Position 3407: 0.0003007179816745934
Position 1789: 0.0002921486383490502
Position 3834: 0.00028171630173099636
Position 5238: 0.00027265527238445696
Position 1415: 0.00026059110257015984
Position 7623: 0.00025611767411802273
Position 3022: 0.0002514416069095162
Position 2921: 0.00023765895019803307
Position 4122: 0.00022516241358157054
Position 6971: 0.00019152846278837828
Position 284: 0.00018844183376721932
Position 3697: 0.0001847068248625053
Position 1300: 0.00018065671299758655
Position 3352: 0.0001762810548412956
Position 5113: 0.00016328869715010724
Position 9695: 0.0001491678379342582
Position 1581: 0.00014859899860372163
Position 1946: 0.00014450116730086086
Position 3536: 0.00013659799580722934
