Gene = Glyctk
index = 439
Annotated 5SS: [  98  650  994 1730]
Annotated 3SS: [ 233  841 1553 2030]
SMsplice 5SS: [ 98 364]
SMsplice 3SS: [233 841]
top_k =  1000
Partition function (log Z): -7.406291132868805

Sorted 5' Splice Sites (High to Low Probability):
Position 994: 0.6068361924973223
Position 98: 0.5606448103849817
Position 364: 0.544635019964293
Position 650: 0.44146301148935124
Position 1730: 0.2753092225129938
Position 3215: 0.2647182764591066
Position 1103: 0.17210125065814083
Position 480: 0.17078670538196375
Position 3781: 0.12370096920704152
Position 2548: 0.12317921066064723
Position 4449: 0.11401191896711868
Position 3843: 0.09450227717861204
Position 88: 0.08411599901787181
Position 1089: 0.075118072025621
Position 139: 0.05164588053791173
Position 29: 0.05114205384606964
Position 4190: 0.04533599227830735
Position 127: 0.038326215419854544
Position 2511: 0.027810411968155944
Position 4199: 0.01977046481598158
Position 4457: 0.018193513864756743
Position 408: 0.016313962116182953
Position 2298: 0.01230668763754866
Position 190: 0.010551300354011228
Position 291: 0.010333451733333335
Position 1066: 0.006851218676121239
Position 1695: 0.006384731759116413
Position 1082: 0.005503674522993967
Position 1042: 0.004976757538073468
Position 4006: 0.004179802682868883
Position 1855: 0.003845672465292316
Position 981: 0.003492201781921044
Position 595: 0.003488184914646824
Position 3451: 0.0033774944908550168
Position 606: 0.0032106015201593526
Position 412: 0.0017685858497854708
Position 3109: 0.001543016778719002
Position 200: 0.0014749316025841675
Position 147: 0.0013236177030811502
Position 3935: 0.001254262708419076
Position 540: 0.0012281723777126984
Position 876: 0.0011809077853847769
Position 3785: 0.0011624658240316469
Position 52: 0.0011230775457570011
Position 1024: 0.0008514085791761442
Position 1015: 0.0006771929880017902
Position 36: 0.0006310039604872624
Position 301: 0.0005596998048808164
Position 735: 0.00046589100429807455
Position 86: 0.0004494473149485799
Position 522: 0.00044412263845753725
Position 1154: 0.00041667921814609395
Position 155: 0.0003973748467273609
Position 1248: 0.000397291249447454
Position 322: 0.00037540993233770183
Position 1170: 0.0003213964528323196
Position 345: 0.0002591973695531483
Position 597: 0.0002586876685474591
Position 195: 0.0002137046407847303
Position 361: 0.00019004831885339484
Position 1047: 0.00014618345916847194
Position 686: 0.00012379895099745038
Position 656: 0.00011833886839105356
Position 14: 0.00011482996468250369
Position 395: 0.00011029547075588745
Position 174: 0.00010979287155163687
Position 16: 0.00010065512708823572
Position 588: 9.130175790288548e-05
Position 403: 8.047375171400506e-05
Position 417: 7.257747961490757e-05
Position 799: 6.237658514404597e-05
Position 1148: 6.207582677937919e-05
Position 1462: 5.430551453533999e-05
Position 204: 5.2579846722345246e-05
Position 1034: 5.159920177611126e-05
Position 745: 5.0187943921709566e-05
Position 3399: 4.6106240767754084e-05
Position 33: 3.093874604187164e-05
Position 31: 2.6237254287934215e-05
Position 449: 2.500021393269588e-05
Position 757: 1.6861259819107825e-05
Position 254: 1.372513895775697e-05
Position 764: 1.2518225998346445e-05
Position 1339: 1.0393382030559951e-05
Position 1750: 9.47430320966042e-06
Position 1681: 8.574519025593552e-06
Position 463: 1.697768210796393e-06
Position 3184: 1.9518285709943893e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 841: 0.9029587580597226
Position 233: 0.6224532475806152
Position 4332: 0.2815344302139641
Position 463: 0.27798254677915785
Position 3689: 0.2778000454922674
Position 3090: 0.19544211067577727
