Gene = Flacc1
index = 412
Annotated 5SS: [   52  3653  4249  5041 16090 17668 19425 25584 26526 28225 29127 34554
 36731 36958]
Annotated 3SS: [ 3507  4170  4994 15955 17573 19362 25485 26472 28124 29022 34490 36640
 36847 37522]
SMsplice 5SS: [   52  3653  4249 17668 19425 28225 29127 34554 36494 36731 36958]
SMsplice 3SS: [ 3507  4170 17598 19362 28124 29022 34490 36373 36640 36847 37518]
top_k =  1000
Partition function (log Z): -25.51262405596249

Sorted 5' Splice Sites (High to Low Probability):
Position 4249: 0.8382509880286683
Position 3653: 0.6742164499455575
Position 52: 0.5506841449769085
Position 422: 0.22974465798671437
Position 5389: 0.20517555360619588
Position 237: 0.19087748170155117
Position 9391: 0.14658162438552608
Position 5173: 0.1345055871316061
Position 5068: 0.12997888006828648
Position 8614: 0.1261702483524228
Position 4577: 0.09191296804364127
Position 4664: 0.07805173764981242
Position 5041: 0.054230549570750936
Position 338: 0.04705013678211043
Position 2746: 0.03838649015127467
Position 2310: 0.027073399295559672
Position 3687: 0.0248998090330593
Position 1351: 0.02478976490469364
Position 5720: 0.022017237782069456
Position 1579: 0.02043046971750876
Position 4656: 0.017520229232990146
Position 3668: 0.016778571204933285
Position 3872: 0.01124064057730328
Position 8831: 0.010518937957313628
Position 3879: 0.00875793432055911
Position 1081: 0.007829848826603415
Position 25: 0.007784652303125492
Position 5426: 0.007002190392970744
Position 3200: 0.006447870369169421
Position 993: 0.006170514988493091
Position 9116: 0.005519558763698428
Position 3845: 0.004551653218661412
Position 2766: 0.003792573603777
Position 4039: 0.0035357117854805556
Position 2772: 0.003454444262341022
Position 4659: 0.003431668015020413
Position 8474: 0.003139954534351111
Position 3148: 0.0029209776703988345
Position 138: 0.0028207139252588664
Position 8813: 0.002743631459858768
Position 4929: 0.002610429275837039
Position 2808: 0.002518347971806094
Position 3647: 0.002088205263478938
Position 2812: 0.0019675299153867646
Position 4680: 0.001916588003584027
Position 1982: 0.0018718846238067795
Position 5277: 0.001743700095243843
Position 812: 0.001298327386329045
Position 255: 0.0011639461157719117
Position 2816: 0.001145651755293782
Position 1052: 0.0011155211744694757
Position 5186: 0.0010411899175818903
Position 2820: 0.0008308525354644445
Position 9395: 0.0007814170392668729
Position 2832: 0.0007789415551286104
Position 2824: 0.0007337506198647982
Position 2484: 0.0006929244539089255
Position 660: 0.0006283124951409546
Position 2828: 0.0006136450179351613
Position 1466: 0.0005930718936612508
Position 5107: 0.0005495159316244878
Position 146: 0.0005430906566324232
Position 478: 0.0004743040059174668
Position 3885: 0.00041873843555944007
Position 3000: 0.00040658310824367397
Position 3883: 0.00040308747059867797
Position 2032: 0.00038912900299822157
Position 3881: 0.0003800679739648628
Position 2842: 0.0003455533115903658
Position 216: 0.00034521702172300375
Position 3887: 0.00034229768345940987
Position 1808: 0.0003209956774043349
Position 3985: 0.0002870728778446023
Position 4719: 0.0002607019648653656
Position 2129: 0.0002509431540467042
Position 2096: 0.00024197303737625236
Position 3179: 0.0002294076248706901
Position 2786: 0.00013592636489667546
Position 4397: 0.00013005089453544644
Position 274: 0.00011478352566663557
Position 816: 0.00010441032508659469
Position 426: 0.00010278972285423015
Position 4253: 8.345218682602953e-05
Position 5769: 8.173722140625304e-05
Position 909: 7.113978843109446e-05
Position 761: 6.927490776193442e-05
Position 1528: 6.721242650308082e-05
Position 355: 6.426331648747328e-05
Position 99: 6.2330440161455e-05
Position 2752: 6.0791214647397886e-05
Position 2432: 5.275187930445156e-05
Position 5815: 3.215165281015354e-05
Position 3693: 8.901140147766507e-06
Position 3565: 5.4747238836761896e-06
Position 5045: 5.421201141626825e-06
Position 5: 2.819307850714661e-06
Position 76: 2.300370169180472e-06
Position 158: 1.834571781576346e-06
Position 369: 1.664326867150083e-06
Position 704: 1.5931106703421257e-06
Position 734: 1.2930126611760518e-06
Position 1375: 6.643392348817419e-07
Position 3889: 6.199065035973786e-07
Position 1021: 5.452948060204755e-07
Position 1139: 5.10780210677859e-07
Position 981: 4.883784543034726e-07
Position 737: 4.1823019680867445e-07
Position 518: 3.0453794980608147e-07
Position 1122: 3.0107320806314374e-07
Position 1013: 2.7923672782154143e-07
Position 1860: 2.0157115940394302e-07
Position 2651: 1.4557054258075915e-07
Position 1507: 7.2064615579416e-09
Position 868: 4.654606476252436e-09
Position 620: 4.0026449572090954e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3507: 0.7244144514325487
Position 4170: 0.624018951666462
Position 8998: 0.34627398583849905
Position 4994: 0.3460955221766933
Position 8578: 0.22047129847243926
Position 5299: 0.18420943675815235
Position 4566: 0.17355671851285442
Position 9338: 0.13758013257862825
Position 4146: 0.1209865272337448
Position 12574: 0.10063289054083825
Position 12104: 0.07669845611949458
Position 9271: 0.049526856998114675
Position 2650: 0.045244921134997444
Position 4226: 0.03761643943086247
Position 5140: 0.036214996666784585
Position 284: 0.03530998474742442
Position 12858: 0.03494022515261376
Position 14546: 0.03169920971712881
Position 3760: 0.03091525454899623
Position 3969: 0.026979529272901478
Position 10985: 0.026013071975605213
Position 1252: 0.02512886730762761
Position 2232: 0.023982923267978393
Position 7267: 0.023902757158249997
Position 4175: 0.018805342763642846
Position 9166: 0.01825586589508203
Position 7129: 0.01745545597866292
Position 4503: 0.01724564280291471
Position 1487: 0.014705194807611545
Position 4867: 0.014530309575901124
Position 5615: 0.014153825436038065
Position 5590: 0.014093726912416145
Position 10277: 0.013009146186273851
Position 8668: 0.01300360439296909
Position 10924: 0.012981291254350415
Position 7887: 0.012037460067376354
Position 8722: 0.010969369074961769
Position 9510: 0.008555218609189372
Position 5260: 0.008382311830370451
Position 3795: 0.00789657964837842
Position 10921: 0.007618479237621774
Position 4070: 0.005362959772733247
Position 6637: 0.005231374898112332
Position 2703: 0.005028485449787395
Position 8367: 0.0045032405177337885
Position 939: 0.00399520634444244
Position 8785: 0.0038811623279775623
Position 2745: 0.00377390424494024
Position 3057: 0.0035511557566954037
Position 5242: 0.0034613662004057124
Position 1973: 0.003340261745928365
Position 3099: 0.003319613718603887
Position 330: 0.0030857367579248426
Position 5467: 0.0027329533895762417
Position 6842: 0.0027058127005580627
Position 5221: 0.0026600178869951876
Position 4038: 0.0025479627232504595
Position 877: 0.002342385589981069
Position 10190: 0.002291712822104927
Position 5638: 0.002278790526495107
Position 10018: 0.0022675850532410478
Position 6567: 0.0022247921183957244
Position 392: 0.0020924389201665335
Position 11197: 0.0018768308590152343
Position 5697: 0.0018600485804811946
Position 4199: 0.0018460780656744367
Position 9484: 0.0017848170343816544
Position 903: 0.0016242082045000701
Position 8437: 0.001495749753964593
Position 1909: 0.0014346217143841762
Position 4248: 0.0014093479987868404
Position 4084: 0.0013955941639176527
Position 4002: 0.0013526237466897826
Position 3082: 0.0013264953231915285
Position 2925: 0.001276900001430057
Position 4751: 0.001182772252959039
Position 3510: 0.0009902211013427978
Position 1260: 0.0009575416690207171
Position 4396: 0.0009501411830697845
Position 5998: 0.0009461497424728575
Position 362: 0.000922972811946892
Position 338: 0.0009134350105866396
Position 6961: 0.0008776083974553783
Position 3723: 0.00082039541024721
Position 1293: 0.000817067095834424
Position 8884: 0.000770777063461844
Position 4511: 0.000769578679308089
Position 5001: 0.0007519476608615651
Position 1118: 0.0007461335991740162
Position 6098: 0.0007309111319722413
Position 2902: 0.0007121677221206841
Position 4120: 0.0006530263523141548
Position 4571: 0.0005021189306109021
Position 1999: 0.000477066337104014
Position 3522: 0.00046474929738768477
Position 2345: 0.0004562851561974146
Position 2174: 0.0004456433273167889
Position 4891: 0.00041051281566349777
Position 7048: 0.0003591987746267964
Position 5719: 0.0003574081513407304
Position 1423: 0.00035092838474569095
Position 4601: 0.0003392454426865572
Position 7462: 0.0003211748173968751
Position 2627: 0.000317128263773959
Position 7495: 0.0003144493673140763
Position 1465: 0.0003119934662074154
Position 2560: 0.0003045401634349004
Position 3939: 0.00029939642090420396
Position 3526: 0.000279077886885175
Position 5471: 0.000278932475069521
Position 3765: 0.00026481034327697497
Position 7602: 0.0002507310734251554
Position 406: 0.0002447704253112137
Position 3955: 0.00023560284193048088
Position 1016: 0.00022461266190442478
Position 4047: 0.00021259035353014726
Position 1943: 0.00020646469881722737
Position 154: 0.00020345920935101988
Position 146: 0.00020343025012576745
Position 6173: 0.000201619923899725
Position 782: 0.00018079256521868234
Position 2425: 0.00015066520652076178
Position 1710: 0.000148166773881566
Position 2198: 0.00014163755564350352
Position 2391: 0.00014157532929622891
Position 4329: 0.00013899924131574387
Position 2605: 0.00013742020058520678
Position 5938: 0.0001285899216495705
Position 5680: 0.00012619282805275447
Position 1690: 0.0001231781059195452
Position 5810: 0.00012091773774428531
Position 3076: 0.00011226119073850449
Position 2118: 0.00011182501381779121
Position 1571: 0.00010797615611753617
Position 761: 0.00010094551972091842
Position 5425: 0.00010004480958203922
Position 158: 9.068093383488799e-05
Position 1719: 8.905890820905209e-05
Position 342: 8.899073237363507e-05
Position 3365: 8.708956829660667e-05
Position 311: 8.488702691668004e-05
Position 5185: 8.099958332408226e-05
Position 1439: 8.019464017355612e-05
Position 3129: 7.624454153540737e-05
Position 923: 7.582599699389554e-05
Position 2180: 7.347441292538282e-05
Position 2206: 7.105269373962649e-05
Position 1125: 7.095199346887239e-05
Position 5441: 6.572087085823684e-05
Position 4904: 6.431554034780309e-05
Position 724: 6.398929864074984e-05
Position 1307: 5.333232720754496e-05
Position 301: 5.2871010338725856e-05
Position 4371: 5.262145255146191e-05
Position 206: 4.919594387637167e-05
Position 909: 3.8275161821318276e-05
Position 3039: 3.141695446461011e-05
Position 2371: 2.9800059278207478e-05
Position 2006: 2.9131353974355123e-05
Position 4321: 2.57602129286992e-05
Position 704: 2.379665540666788e-05
Position 1787: 1.890031262545873e-05
Position 4791: 1.767898279643157e-05
Position 1361: 1.735102589734866e-05
Position 1700: 1.665626056558688e-05
Position 4976: 1.4603363956820574e-05
Position 4272: 1.4516968902211712e-05
Position 823: 1.4367940444660245e-05
Position 3318: 3.81849491518635e-06
Position 747: 1.8343514950039413e-06
Position 3632: 1.4663208609983544e-06
