Gene = Pgap2
index = 813
Annotated 5SS: [  230 13129 16084 25985 26181 26869]
Annotated 3SS: [13016 15908 25731 26085 26759 27038]
SMsplice 5SS: [  230 12369 13129 26181 26869]
SMsplice 3SS: [12219 13016 26085 26759 27038]
top_k =  1000
Partition function (log Z): -8.291313693754379

Sorted 5' Splice Sites (High to Low Probability):
Position 230: 0.9470623127160703
Position 13129: 0.8548005830075561
Position 26869: 0.6595049260352824
Position 26181: 0.5889280408892976
Position 12440: 0.5764054431603642
Position 19827: 0.524250243132224
Position 16084: 0.49600205374570144
Position 15499: 0.4698699418150749
Position 2081: 0.41098369610991753
Position 26193: 0.407940177175108
Position 12369: 0.34690741995945007
Position 10770: 0.24767574896818317
Position 1905: 0.21567669862394093
Position 20970: 0.192069041376924
Position 24069: 0.18235465292621442
Position 12936: 0.17600780116063702
Position 21064: 0.14163065901711885
Position 27260: 0.11266194373926791
Position 12124: 0.10817658172247634
Position 1594: 0.04764972509604397
Position 102: 0.044467746095716486
Position 7990: 0.04419482499903488
Position 834: 0.040392922978873355
Position 8189: 0.0403199204456644
Position 27865: 0.03821940688488356
Position 27955: 0.03495749608465028
Position 14123: 0.031742142979657745
Position 12789: 0.029046431747418545
Position 12453: 0.02615889947217124
Position 24079: 0.025886027818172286
Position 567: 0.023313142608597945
Position 12761: 0.018135157962343322
Position 2077: 0.013245661888004088
Position 586: 0.01293236425836941
Position 12344: 0.012553522393255676
Position 18617: 0.008384876868883308
Position 27109: 0.007688882586978861
Position 26965: 0.007148618091351222
Position 26857: 0.006937789304534995
Position 1808: 0.004181437659595602
Position 9514: 0.003359628215520694
Position 1815: 0.0033502802327301895
Position 13806: 0.0032893268640908097
Position 1837: 0.0031313489293628934
Position 27853: 0.0029883451304993686
Position 8477: 0.0025326554543363446
Position 1064: 0.0022330237010105406
Position 27625: 0.0018977046529009142
Position 26427: 0.0018621745836561983
Position 12420: 0.001833979921590943
Position 118: 0.0014651355319099406
Position 26411: 0.0013798173915412128
Position 27539: 0.0013088815909882293
Position 26852: 0.0011275577504899976
Position 15365: 0.0009072681889774732
Position 26666: 0.0008946341733372245
Position 13818: 0.0008299498017194618
Position 1038: 0.0007836017639571573
Position 991: 0.0007402179351588267
Position 1295: 0.0007286390961522609
Position 52: 0.0006097827781194301
Position 779: 0.00036378145553843844
Position 627: 0.0003168275825172929
Position 1563: 0.0002923754234303807
Position 26259: 0.00024803493752393474
Position 608: 0.00022889297878945212
Position 213: 0.00018833801298688842
Position 1207: 0.00015137006955949343
Position 1335: 0.000136666666546391
Position 1344: 0.0001352045489519188
Position 1733: 0.0001351956841772351
Position 591: 0.00013423182400568507
Position 26522: 0.00011525449325596802
Position 1021: 0.00010924021859362252
Position 236: 0.00010227303393068015
Position 1107: 8.08915652774399e-05
Position 856: 7.733384387858395e-05
Position 1051: 7.361593881576798e-05
Position 1557: 6.525147358235907e-05
Position 580: 6.30677419712602e-05
Position 1300: 6.16346641010962e-05
Position 1721: 5.6396858572925266e-05
Position 1884: 2.6587579487154085e-05
Position 405: 1.320182628696175e-05
Position 24: 1.0892898707189939e-05
Position 143: 1.0078084987567433e-05
Position 145: 9.261074529332861e-06
Position 135: 5.817280489600857e-06
Position 258: 3.810732610984322e-06
Position 1962: 3.7271904173413673e-06
Position 536: 2.1271337409856646e-06
Position 645: 1.1946887897758975e-06
Position 1318: 1.1564403264309196e-06
Position 746: 1.0319749412680045e-06
Position 75: 9.774643643614343e-07
Position 106: 9.64750674308304e-07
Position 529: 7.935797273326043e-07
Position 29: 7.693199866963875e-07
Position 619: 7.242326876377231e-07
Position 738: 7.008232038343978e-07
Position 376: 6.93029356543737e-07
Position 600: 5.728602616128409e-07
Position 1287: 5.576580666406909e-07
Position 351: 5.096421575386429e-07
Position 1232: 4.954234668994837e-07
Position 1164: 2.6451189905001246e-07
Position 802: 2.585507723904442e-07
Position 1419: 1.5200014423178398e-07
Position 1598: 1.3587303329547932e-07
Position 1143: 1.3355097418659108e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 26085: 0.9991845383910926
Position 13016: 0.8463075523414605
Position 15908: 0.4919712378400791
Position 27038: 0.4791439505149678
Position 12219: 0.45719028066826367
Position 1975: 0.3767695798249062
Position 27700: 0.3682266631485247
Position 12419: 0.32417781089385495
Position 19773: 0.3093237755237803
Position 20903: 0.27706933138035483
Position 26584: 0.2564187067915391
Position 26501: 0.24456876835186397
Position 26759: 0.23768715240527755
Position 15359: 0.2355349660817857
Position 19529: 0.2150826029722916
Position 1764: 0.21001357915716623
Position 23965: 0.2086127877009539
Position 12309: 0.19303678047304887
Position 15457: 0.1670622688857639
Position 10520: 0.13430637685234917
Position 12823: 0.1267642168175541
Position 12005: 0.10817658172247634
Position 10697: 0.08645096461602839
Position 7893: 0.05842387559656741
Position 20841: 0.056658563391453726
Position 28139: 0.05200839689796133
Position 15246: 0.05034074015984073
Position 12869: 0.04636662552565987
Position 1441: 0.044966358869202264
Position 27104: 0.04480278294006009
Position 716: 0.04321164576883763
Position 28174: 0.04024034451678232
Position 12649: 0.036637236314570665
Position 1904: 0.027558574462642718
Position 10599: 0.026918434114234568
Position 28062: 0.02679551092378133
Position 26734: 0.02635561876126323
Position 14043: 0.025143076413808134
Position 26728: 0.024442159427101255
Position 8073: 0.019084377316516025
Position 431: 0.017890073687036632
Position 27793: 0.014764536313949868
Position 27765: 0.01435027484018768
Position 27590: 0.012350729022488922
Position 26290: 0.011485375126147349
Position 15062: 0.010562550865426982
Position 12781: 0.009979471424598742
Position 18494: 0.007634722352822556
Position 15153: 0.0072802987677202426
Position 1979: 0.0067660233384241745
Position 27661: 0.006262572427091072
Position 1867: 0.0060022466880126175
Position 386: 0.005924556611253139
Position 27645: 0.005837100237671013
Position 27560: 0.005246270940442453
Position 463: 0.004827268944366919
Position 1617: 0.004592676859291212
Position 14077: 0.004485976317490223
Position 15857: 0.00413950866938787
Position 13656: 0.004120110569999442
Position 1334: 0.004041474071640442
Position 1593: 0.004025916948938124
Position 1614: 0.0032363982941585275
Position 7867: 0.003226515974374014
Position 1742: 0.003209835088973086
Position 8260: 0.0025326768957768635
Position 7948: 0.002385500712573053
Position 27148: 0.0022358742490788115
Position 1487: 0.0021748017973165262
Position 26251: 0.0020498771568985582
Position 347: 0.0015492102899084858
Position 9430: 0.001446757669463922
Position 1925: 0.001405984401298483
Position 12972: 0.001402464939011457
Position 8112: 0.0013791484196980638
Position 13852: 0.0012767028378319538
Position 1672: 0.0011487891998416659
Position 9409: 0.001124966962461557
Position 13981: 0.0008391698826775933
Position 9441: 0.0007879035835952159
Position 18431: 0.0007567415700954497
Position 2058: 0.000705346352869369
Position 1644: 0.0006936019024933107
Position 988: 0.0006425163187768566
Position 1103: 0.0005823095328831952
Position 1822: 0.0005423098963801663
Position 27402: 0.0005370205024689467
Position 556: 0.0004462892156947849
Position 171: 0.00040296234657559904
Position 1181: 0.00039745765990129223
Position 1721: 0.0002949550807594554
Position 499: 0.0002644804297844062
Position 1934: 0.00024086585661968262
Position 436: 0.00021519080519699177
Position 296: 0.00011965893567080968
Position 150: 0.00011221874371458285
Position 935: 0.00010910308055427804
Position 517: 0.00010909409975859239
Position 1107: 0.00010579909000797469
Position 1143: 6.902848835534755e-05
Position 17230: 5.217156772086036e-05
Position 178: 5.162136586297406e-05
Position 1650: 5.068097653216977e-05
Position 505: 4.2117890248095365e-05
Position 20070: 4.1207956343652524e-05
Position 252: 2.817240946351326e-05
Position 358: 2.7290741924567865e-05
Position 317: 2.207359160588963e-05
Position 875: 2.0847502052866296e-05
Position 681: 2.0252931247527356e-05
Position 1534: 1.9554391789470596e-05
Position 19431: 1.5966520537834732e-05
Position 8153: 1.539186760043449e-05
Position 392: 1.434628345571019e-05
Position 1410: 1.3366357849124577e-05
Position 1417: 1.3258563078425516e-05
Position 15721: 1.2501883107827933e-05
Position 831: 1.160716156316151e-05
Position 723: 1.0951496750843553e-05
Position 1843: 1.0603474172348965e-05
Position 465: 9.925184929318189e-06
Position 206: 9.806002401061123e-06
Position 990: 9.772280432401717e-06
Position 1837: 9.644843754475349e-06
Position 944: 9.292682295497597e-06
Position 1283: 7.708280490933505e-06
Position 1338: 7.564592913566542e-06
Position 1010: 6.919096685510032e-06
Position 192: 5.2585163083237995e-06
Position 309: 5.129946576306439e-06
Position 135: 3.7375741692470035e-06
Position 209: 2.5638002734352906e-06
Position 471: 1.4148418493191233e-06
Position 14491: 1.0167350760474941e-06
Position 938: 9.917581696287313e-07
Position 897: 6.448908127224203e-07
Position 752: 5.779156097211854e-07
Position 726: 5.514403717759982e-07
Position 311: 5.294265198599187e-07
Position 778: 5.100968887973294e-07
Position 580: 1.5713731908151414e-07
Position 787: 1.135367891357145e-07
Position 950: 6.882026013002363e-08
Position 213: 4.872950755125387e-08
Position 833: 4.6238309792197546e-08
Position 480: 4.0546761596576514e-08
Position 1157: 3.888552856742711e-08
Position 396: 3.462742600550945e-08
Position 1187: 3.3202375037472174e-08
Position 7538: 2.9521708615304143e-08
Position 613: 2.3364975165600652e-08
Position 7010: 2.3057315891338326e-08
Position 5668: 1.887521082042887e-08
Position 3715: 1.052667493432966e-08
Position 4514: 1.0309430226259268e-08
Position 443: 1.0010850604701425e-08
Position 5240: 7.78743049795741e-09
Position 5384: 7.230228764202857e-09
Position 5046: 5.576115621528726e-09
Position 118: 5.463102171684539e-09
Position 2845: 4.959057335968786e-09
Position 2451: 4.858120511062401e-09
