Gene = Irak1bp1
index = 593
Annotated 5SS: [  800  7944 16890]
Annotated 3SS: [ 7877 16758 16986]
SMsplice 5SS: [   82  7944 16890 17222]
SMsplice 3SS: [ 7877 16758 16986 17775]
top_k =  1000
Partition function (log Z): -11.902284493088398

Sorted 5' Splice Sites (High to Low Probability):
Position 8499: 0.5635549385557981
Position 800: 0.532550145910008
Position 7944: 0.505028421951247
Position 82: 0.45996355769890224
Position 316: 0.3882719557330651
Position 7955: 0.31938241900454
Position 1142: 0.20230838374062893
Position 2329: 0.13372118445340228
Position 963: 0.11996263459021823
Position 3968: 0.10262551035878512
Position 968: 0.0996241071640627
Position 8262: 0.08117660793495912
Position 1838: 0.06350335320314797
Position 4295: 0.05502485361539454
Position 8476: 0.05276728059683945
Position 1369: 0.045666583863468
Position 647: 0.040583512721985515
Position 4967: 0.037712696856369195
Position 11091: 0.03374334735477571
Position 3501: 0.02566093685085839
Position 5076: 0.02251256352575888
Position 4174: 0.016909516230308556
Position 3706: 0.016028447477504832
Position 704: 0.01546448484362519
Position 14452: 0.01347397513440021
Position 1852: 0.008384833762993335
Position 7429: 0.006615190341117518
Position 8688: 0.005813319105307692
Position 8208: 0.005780400371866665
Position 3818: 0.004377994450179817
Position 636: 0.004294823269866174
Position 10537: 0.004202320757174931
Position 3481: 0.0038918615695281615
Position 2250: 0.003707796803108245
Position 7995: 0.0034721186834615722
Position 1478: 0.0033402140800282737
Position 830: 0.0031965353663624247
Position 1335: 0.002873674875708822
Position 1157: 0.002567329112793347
Position 1890: 0.0024872747697004096
Position 1933: 0.0015849928605557186
Position 1868: 0.0014422579469250592
Position 295: 0.0013272725891038545
Position 2653: 0.0012737928881385917
Position 722: 0.0012236210408407618
Position 665: 0.0012040256582617336
Position 66: 0.001043967812420192
Position 8503: 0.001007966233704747
Position 490: 0.0007769007090692633
Position 744: 0.0005809609624642649
Position 518: 0.0004678568766124211
Position 641: 0.0004360472248027191
Position 692: 0.0004278102705237458
Position 242: 0.0003805607329679308
Position 1393: 0.0003570056920116997
Position 746: 0.0003542114803521621
Position 1482: 0.00033103642473151953
Position 258: 0.0002820995284962374
Position 165: 0.0002676700930709086
Position 698: 0.0002567457862881868
Position 1976: 0.00022635436885349815
Position 1786: 0.00016815444662283694
Position 127: 0.0001663789618305519
Position 1858: 0.00015800908473649573
Position 459: 0.0001440495460132427
Position 1879: 0.00010633032763642908
Position 611: 9.283120501237533e-05
Position 793: 7.498644881232621e-05
Position 96: 7.369918415245002e-05
Position 750: 6.476922073195641e-05
Position 1495: 6.236447040618461e-05
Position 1146: 5.604079285255968e-05
Position 1225: 4.911387425616887e-05
Position 331: 4.3410477921624536e-05
Position 1137: 4.33711097280803e-05
Position 819: 4.309207796825108e-05
Position 973: 4.14572936007121e-05
Position 247: 4.138455187920944e-05
Position 1416: 3.88964865179995e-05
Position 1910: 2.793392978863766e-05
Position 667: 2.420299290514264e-05
Position 27: 2.391065412774113e-05
Position 748: 1.4645758369715063e-05
Position 520: 1.463714894728234e-05
Position 1118: 1.3612030561954852e-05
Position 926: 1.0542474400233325e-05
Position 435: 5.642017545523359e-06
Position 1195: 4.839577328153703e-06
Position 4: 2.814914786327089e-06
Position 724: 2.785161583877098e-06
Position 838: 2.478119546544021e-06
Position 1486: 1.5444519319034746e-06
Position 533: 1.2921019632181685e-06
Position 364: 1.198871833738023e-06
Position 333: 1.0451980721712347e-06
Position 1172: 5.9276577822741e-07
Position 30: 2.659167149682318e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 7877: 0.9494939147501332
Position 8394: 0.5481156546562532
Position 583: 0.20822250142994433
Position 14223: 0.18280221853440531
Position 866: 0.13750086208788034
Position 11043: 0.13414549690685718
Position 1010: 0.12933326869667802
Position 909: 0.11243009035447102
Position 3906: 0.10804872571525473
Position 378: 0.10696068055723273
Position 8415: 0.10177241009308179
Position 17775: 0.09583528037948055
Position 14572: 0.09418490082664165
Position 17743: 0.09258007134853621
Position 10043: 0.09103635779448255
Position 1738: 0.08328545558129197
Position 589: 0.08103435074924933
Position 2044: 0.07449352941065875
Position 16986: 0.059737469405784595
Position 4117: 0.057462251943824955
Position 4858: 0.053467744076408225
Position 2134: 0.05294912616795166
Position 3388: 0.04857649146190884
Position 1330: 0.04473243406756308
Position 10395: 0.03135427835120233
Position 14538: 0.030900365027832135
Position 8184: 0.027188103711797182
Position 878: 0.0247880552144867
Position 8352: 0.023621564021954155
Position 8687: 0.02323479216607338
Position 1053: 0.016826639895115868
Position 4017: 0.012217673952758941
Position 14226: 0.010946259834789314
Position 11000: 0.010930175184981367
Position 8568: 0.010505131415014846
Position 177: 0.009209049047650011
Position 7274: 0.008349283638670605
Position 10920: 0.008234566208117713
Position 619: 0.0076830265198645775
Position 5001: 0.00711771462509716
Position 304: 0.006878850787056107
Position 8892: 0.006803141433134941
Position 664: 0.006603563338447203
Position 14451: 0.005753812250174646
Position 675: 0.0056034289181061845
Position 9096: 0.00543152338220958
Position 3346: 0.005407638785202386
Position 8543: 0.005177088387992432
Position 202: 0.004881907040791785
Position 10349: 0.004677783184951389
Position 12349: 0.0046233853757602725
Position 1101: 0.004245167559242988
Position 10399: 0.0039958538684512455
Position 2192: 0.003832965072700381
Position 414: 0.0034610772099163047
Position 2057: 0.003301424637549383
Position 1025: 0.003061448251093257
Position 9836: 0.0027959681996456
Position 8320: 0.002536565362278771
Position 476: 0.0024447685482525835
Position 686: 0.0019970700617743167
Position 219: 0.0019283077316431243
Position 8669: 0.0018009916285927703
Position 640: 0.001712080530236356
Position 338: 0.001436004883017744
Position 1188: 0.0013623713656858263
Position 1006: 0.0011859503755763047
Position 7410: 0.0011447281866135744
Position 1306: 0.0009330037739118408
Position 9862: 0.000891896347656271
Position 711: 0.0008380331312943241
Position 253: 0.0008237948095211091
Position 2487: 0.0007628334719103546
Position 1244: 0.0007163560557688342
Position 632: 0.0007080404612760747
Position 4560: 0.0006128463756714033
Position 8802: 0.0006066294327527475
Position 775: 0.0005002796747684074
Position 2510: 0.0004972695617320199
Position 651: 0.00042577233732906257
Position 1058: 0.00041495405104923427
Position 485: 0.0003959468897005886
Position 2000: 0.00034803890540826215
Position 718: 0.00033598326245661925
Position 2073: 0.00031722521081548586
Position 1368: 0.0003148404603856368
Position 179: 0.00030681403981307485
Position 1516: 0.00028363102983443533
Position 9300: 0.000282937025993891
Position 1172: 0.0002661513193984341
Position 4050: 0.0002011669049404668
Position 708: 0.000195915805575601
Position 418: 0.00019053043098222976
Position 280: 0.00015818764194053316
Position 225: 0.00012600655658651832
Position 145: 0.0001254561099368205
Position 6230: 0.00010528250441518678
Position 210: 9.136645116109036e-05
Position 733: 8.586740838291559e-05
Position 233: 7.059543791534587e-05
Position 428: 6.82173397747461e-05
Position 742: 6.437447873834973e-05
Position 2636: 5.927557112842012e-05
Position 3743: 5.86997759138409e-05
Position 739: 5.8415249272730084e-05
Position 704: 5.269056396593524e-05
Position 2438: 5.2400969153747475e-05
Position 275: 4.7362451730256843e-05
Position 1885: 4.700755900294184e-05
Position 285: 3.5006870541925286e-05
Position 5755: 3.2753073194646995e-05
Position 799: 2.7911429368299884e-05
Position 1957: 2.6850589962776354e-05
Position 916: 2.4373411862999027e-05
