Gene = Prpf31
index = 859
Annotated 5SS: [  72  758  921 2767 3417 4246 4878 6374 6767 8774 8946 9720 9903]
Annotated 3SS: [  572   859  2682  3318  4138  4707  6215  6676  8645  8872  9590  9803
 10811]
SMsplice 5SS: [   72   499   758   921  2767  3417  4246  4878  6374  6767  8774  8946
  9720  9903 10909]
SMsplice 3SS: [  402   572   859  2682  3318  4138  4707  6215  6676  8645  8872  9571
  9803 10811 11964]
top_k =  1000
Partition function (log Z): 25.888629851418756

Sorted 5' Splice Sites (High to Low Probability):
Position 8774: 0.998153677170093
Position 6767: 0.9888274294420715
Position 758: 0.976902912640766
Position 72: 0.9592547558679212
Position 9720: 0.940912794667224
Position 9903: 0.851356017369441
Position 3417: 0.8353654099495488
Position 2767: 0.8197246155457419
Position 8946: 0.8011095425611395
Position 921: 0.7661392003581019
Position 6374: 0.7343810956344969
Position 499: 0.6404673666555806
Position 4878: 0.5628824457334373
Position 4246: 0.4806505600988287
Position 4262: 0.44448509695360927
Position 10909: 0.3504349078074829
Position 10955: 0.3413727681446037
Position 9288: 0.1622678468541495
Position 9335: 0.15772208283858133
Position 3736: 0.1518134009559135
Position 9995: 0.10945178189279936
Position 6560: 0.10301041344073941
Position 1138: 0.08893849408505354
Position 4798: 0.08515087455628174
Position 2798: 0.03769450236243038
Position 9678: 0.03699812395587291
Position 3028: 0.03375031339938872
Position 6588: 0.027902678092129325
Position 10902: 0.02769451747552559
Position 1963: 0.02607456172432832
Position 282: 0.02431966264674178
Position 10228: 0.021865161468307446
Position 7276: 0.02115600406053511
Position 8963: 0.020922132764618583
Position 5331: 0.020020259033639774
Position 2537: 0.017855440176394708
Position 5944: 0.016914381756810717
Position 9439: 0.016447730331639404
Position 4217: 0.016276622885140382
Position 2362: 0.014827819869172016
Position 4883: 0.01404079723416674
Position 11153: 0.01118248374913687
Position 1205: 0.010152717898343381
Position 3514: 0.010089025021877543
Position 8551: 0.009726507467875062
Position 203: 0.009624786225313804
Position 763: 0.008812530264865805
Position 2066: 0.008668383912708178
Position 9523: 0.007941799383506162
Position 4214: 0.007474820463740434
Position 1182: 0.0074459187474741305
Position 1978: 0.007163960366434412
Position 11621: 0.00682604436780023
Position 4557: 0.006631404394348749
Position 9208: 0.006472097383904757
Position 6333: 0.006299357935017907
Position 4920: 0.006071158246855326
Position 4250: 0.005287030685338124
Position 7312: 0.005208670292950543
Position 12036: 0.00498363551265732
Position 3249: 0.004581013457748265
Position 7164: 0.004558783094115707
Position 3879: 0.004536611735578055
Position 8156: 0.004358243649131004
Position 683: 0.004214839483354797
Position 3769: 0.004085615524800997
