Gene = Treh
index = 1139
Annotated 5SS: [  108  7928  8193  8361  9500  9729  9933 10143 10389 10727 11493 11814
 12149 12448]
Annotated 3SS: [ 7826  8047  8272  9398  9635  9815 10019 10338 10531 11274 11701 12035
 12393 12642]
SMsplice 5SS: [  108  1656  7928  8193  8361  9500 10389 10727 11814 12149 12448]
SMsplice 3SS: [ 1566  7826  8047  8272  9398 10338 10531 11701 12067 12393 12642]
top_k =  1000
Partition function (log Z): 11.32029507575826

Sorted 5' Splice Sites (High to Low Probability):
Position 7928: 0.991841830035513
Position 8193: 0.9592264356002211
Position 8361: 0.9176887760704622
Position 11814: 0.9149440792070427
Position 108: 0.8378936609524918
Position 12149: 0.8374931235350895
Position 10727: 0.8373620197251581
Position 12448: 0.7259235995571769
Position 10389: 0.708230251617802
Position 9500: 0.6458371817510572
Position 4589: 0.3963698106618538
Position 688: 0.3938748826931081
Position 10143: 0.37962800837191274
Position 2010: 0.2833723303216996
Position 8676: 0.2539691428128723
Position 2311: 0.2379572035445893
Position 12507: 0.2231875404293989
Position 8697: 0.21821672885585544
Position 9933: 0.1839260250239829
Position 4549: 0.13767827714327202
Position 11605: 0.0962170823575737
Position 4618: 0.0949869237333769
Position 12163: 0.08537094856449566
Position 4585: 0.07525580018197642
Position 4311: 0.07464435604418723
Position 9729: 0.07450042115799747
Position 10657: 0.0630084838607275
Position 6526: 0.05934826897311443
Position 9937: 0.058652546591099156
Position 6350: 0.057930892182456346
Position 10794: 0.048687466494886464
Position 4804: 0.04812274207577177
Position 101: 0.04613838117617635
Position 1660: 0.043584390630398845
Position 649: 0.03298349132292412
Position 12695: 0.028603258132020967
Position 11493: 0.023766297981568693
Position 2014: 0.023467074142917783
Position 9695: 0.022615783064932178
Position 4228: 0.020496940204545
Position 10230: 0.019376833855668393
Position 11090: 0.018912743263725735
Position 9229: 0.018338216110852096
Position 9999: 0.01637611550087084
Position 1880: 0.013643891373949724
Position 9020: 0.012336793416182608
Position 5349: 0.010746773663438701
Position 6685: 0.010672620080105756
Position 4593: 0.010286255468064142
Position 1820: 0.009581237950086953
Position 6069: 0.00933377036566174
Position 9548: 0.009221192202150843
Position 6872: 0.008935668475829118
Position 116: 0.00871672725250531
Position 10441: 0.008429158556176408
Position 9901: 0.008268276413104682
Position 699: 0.007890999478144714
Position 6320: 0.007848023152163016
Position 3437: 0.007442550777328922
Position 6090: 0.007349640742936881
Position 1744: 0.007343352735003675
Position 5906: 0.007254714110104922
Position 5668: 0.006915785325028498
Position 3339: 0.006799226743852234
Position 9919: 0.00657428174305832
Position 427: 0.006376213962427995
Position 5264: 0.006247821618756325
Position 9789: 0.005146520345661287
Position 1649: 0.005054432001196405
Position 10706: 0.0049312767392765446
Position 10208: 0.004342597722548449
Position 2765: 0.0043131805908356875
Position 5187: 0.004267418474872242
Position 1716: 0.003926532459234004
Position 5940: 0.0037867148769459734
Position 10249: 0.003709612540248312
Position 2490: 0.003424650666800681
Position 3305: 0.0032326659269386075
Position 8414: 0.0028506423166437082
Position 12720: 0.0027550383365699794
Position 1636: 0.002428377347809721
Position 275: 0.002388763282668543
Position 229: 0.002251400896351318
Position 12462: 0.0022428397350422753
Position 223: 0.0020398066732867626
Position 2019: 0.0019030823222330598
Position 4551: 0.001860583066001066
Position 1706: 0.0018469127369579378
Position 782: 0.0018189160448706147
Position 4283: 0.0016641013355656164
Position 670: 0.001560807118188617
Position 1431: 0.001494858372070007
Position 1598: 0.0014922585261450893
Position 8069: 0.0014111907125431724
Position 12422: 0.0013215992279414191
Position 12243: 0.0010345144584740478
Position 9721: 0.0010003830300781792
Position 8388: 0.0009874051376109168
Position 1914: 0.0009829965887793708
Position 2855: 0.0008887118764498056
Position 1991: 0.0008205490549661039
Position 10494: 0.0007699718687652741
Position 1663: 0.0007665694927048456
Position 1938: 0.0007456236212359569
Position 8816: 0.0007059655088150149
Position 75: 0.0006997594344030451
Position 400: 0.0006517040022730787
Position 2676: 0.0006306426182997333
Position 9985: 0.0005917158574402583
Position 8973: 0.0005838020064311965
Position 12486: 0.0004909757697456554
Position 869: 0.00046451936824455127
Position 8909: 0.0003890972552755204
Position 8525: 0.00035309447216453564
Position 12435: 0.0003190648129291271
Position 808: 0.00029915696472713793
Position 1619: 0.0002934450504130301
Position 1002: 0.00028610575962270386
Position 12285: 0.0002596038044990481
Position 1922: 0.00023182943957931798
Position 12838: 0.000229059886915007
Position 12130: 0.00022719843878136364
Position 127: 0.00022253055685165842
Position 10435: 0.00021408676621353486
Position 9431: 0.0002041832862955101
Position 4581: 0.00019689346504893828
Position 1621: 0.00015819547202808142
Position 12547: 0.0001475139407848468
Position 9504: 0.00013695615159877746
Position 8125: 0.00011666368278028656
Position 9649: 0.00011342371011801002
Position 1300: 0.00010858974919349172
Position 12319: 0.00010832778210568606
Position 1886: 0.00010497236212236016
Position 1827: 0.00010369881077433907
Position 4597: 0.00010273199714957003
Position 1156: 0.00010128831176745727
Position 388: 8.985807498740248e-05
Position 129: 8.09639166002147e-05
Position 12702: 7.547871380520271e-05
Position 8146: 5.888472188167171e-05
Position 12528: 5.09540810817984e-05
Position 9600: 4.513768988439097e-05
Position 1588: 4.2921127403437414e-05
Position 562: 4.27647732237394e-05
Position 4845: 3.687460842019912e-05
Position 335: 3.5017531082091214e-05
Position 506: 3.366231091694196e-05
Position 8163: 3.2910134143858275e-05
Position 1054: 3.0696476258407154e-05
Position 579: 2.7862267970943963e-05
Position 442: 2.350344695186194e-05
Position 937: 2.2984161477172195e-05
Position 9642: 2.287451139356092e-05
Position 324: 2.2769105611592227e-05
Position 298: 2.0078252656072347e-05
Position 12248: 1.6669521376146784e-05
Position 1365: 1.4267268439073593e-05
Position 1397: 1.3395911032317915e-05
Position 149: 1.2522767937748329e-05
Position 7: 1.2026029442140784e-05
Position 1389: 1.042042371597342e-05
Position 314: 9.951984735061206e-06
Position 262: 9.541868170099937e-06
Position 133: 8.896220933119199e-06
Position 12986: 8.404655777447588e-06
Position 19: 8.356336340126294e-06
Position 10907: 6.651011255748923e-06
Position 1183: 5.438045628011107e-06
Position 1292: 4.886482762899452e-06
Position 131: 4.88581551644398e-06
Position 264: 4.737741885232916e-06
Position 436: 3.852962323609246e-06
Position 1435: 3.502190776195475e-06
Position 12442: 3.2899859543206324e-06
Position 12511: 2.8046710190033865e-06
Position 1160: 2.463749642696954e-06
Position 756: 2.2700285653137283e-06
Position 1402: 2.2371420416082697e-06
Position 1354: 2.0291354564205053e-06
Position 810: 1.8655102652417123e-06
Position 1009: 1.661491720618516e-06
Position 726: 1.2087103845703273e-06
Position 724: 1.2076170976177163e-06
Position 12475: 1.0046345701501797e-06
Position 1093: 9.382536568630864e-07
Position 2516: 8.918944073309284e-07
Position 589: 8.853297566879352e-07
Position 1095: 8.537594808911074e-07
Position 466: 8.174746029006907e-07
Position 492: 8.017198032194588e-07
Position 821: 6.286413379601308e-07
Position 12361: 4.6556434107895254e-07
Position 836: 3.05643345340882e-07
Position 1130: 2.1432675153590904e-07
Position 1138: 2.1291004370493908e-07
Position 1086: 1.6193803595988902e-07
Position 634: 1.0380411735422649e-07
Position 494: 5.162438401129785e-08
Position 11919: 4.059943947870093e-08
Position 447: 1.8001889405179249e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8047: 0.9519548876902236
Position 7826: 0.9398895555339499
Position 12642: 0.9081885320427353
Position 8272: 0.8956795653654421
Position 12393: 0.8948766963682475
Position 10531: 0.7606171735159653
Position 11701: 0.7525742421734086
Position 9398: 0.6972082408805718
Position 4444: 0.6589575149901925
Position 10338: 0.6518322508468771
Position 12067: 0.5643624079082501
Position 9815: 0.3304192009303311
Position 500: 0.2971060635546377
Position 10019: 0.26997979347762896
Position 8595: 0.24379564356384378
Position 12035: 0.23977078648023126
Position 2182: 0.19777838332313272
Position 10637: 0.14878774895002456
Position 11662: 0.1447875459434757
Position 1566: 0.13656917483303613
Position 1869: 0.12853542097056225
Position 1766: 0.1234145907416371
Position 8577: 0.11250844913830993
Position 11454: 0.08436849007426528
Position 4141: 0.0754434900981882
Position 8441: 0.05327025123780257
Position 7786: 0.05309936002724225
Position 6243: 0.05303551971339568
Position 9785: 0.05180683885607609
Position 6341: 0.04199052032471374
Position 9635: 0.04051701304444509
