Gene = Igsf6
index = 566
Annotated 5SS: [ 134 4082 6312 6992 7374]
Annotated 3SS: [3721 6207 6943 7295 9054]
SMsplice 5SS: [ 134 3722 4082]
SMsplice 3SS: [3605 3974 7295]
top_k =  1000
Partition function (log Z): -3.294811217467545

Sorted 5' Splice Sites (High to Low Probability):
Position 134: 0.9244029663709417
Position 3722: 0.8688257611609919
Position 7374: 0.7860112283487249
Position 4082: 0.4353169694241554
Position 7818: 0.3619251180713261
Position 3054: 0.3510746198457016
Position 4075: 0.30950479655274765
Position 6463: 0.24867509033541899
Position 6228: 0.2401086152476275
Position 6992: 0.12158496013893047
Position 6558: 0.08553832326132514
Position 4117: 0.07582227469220248
Position 6997: 0.06722990991502284
Position 5652: 0.06690606327772997
Position 7113: 0.052406057179289506
Position 3727: 0.04748281098659364
Position 4557: 0.04591179222365891
Position 5584: 0.04380346792815139
Position 8750: 0.04108792869144525
Position 3215: 0.04050897518479558
Position 76: 0.03795082610215999
Position 7677: 0.03150326662880225
Position 242: 0.030133655044273053
Position 6280: 0.0282838756372567
Position 3440: 0.027981447304069786
Position 2167: 0.024217363538000778
Position 6312: 0.02357372658881795
Position 4428: 0.02050224315022566
Position 4115: 0.01914862026085541
Position 2327: 0.01440798209655444
Position 2198: 0.014229617865422666
Position 3556: 0.013814499962213242
Position 8401: 0.011236973745275996
Position 826: 0.010041611964329457
Position 2131: 0.008721148130678036
Position 5784: 0.007096389281558843
Position 3283: 0.006493284847465667
Position 1945: 0.005854830734679937
Position 9213: 0.005345402048428127
Position 7079: 0.0051143097035882806
Position 3567: 0.004587240322092281
Position 130: 0.004369516698835671
Position 142: 0.004253240769423759
Position 1635: 0.004004184465392865
Position 7045: 0.003901748478577965
Position 5597: 0.00345770688743384
Position 1091: 0.003418090505906352
Position 3866: 0.0030502339916495197
Position 1609: 0.0028847377441667595
Position 880: 0.002719635448848148
Position 1813: 0.0025482824264312968
Position 6085: 0.002534635743294491
Position 7465: 0.0022001683195946313
Position 2465: 0.0017093084086262824
Position 3744: 0.0014854861487360786
Position 4716: 0.0012042183286988812
Position 2377: 0.0011414033124045265
Position 4680: 0.0010697061052380135
Position 7547: 0.0009827769800775897
Position 2580: 0.0009418028734697571
Position 4127: 0.0008537700486873964
Position 1966: 0.000709258953763826
Position 1074: 0.0006840669382405486
Position 2079: 0.0006092311286342468
Position 7481: 0.0006048580383932155
Position 2374: 0.0005416495397965443
Position 2410: 0.0005151966844397442
Position 3704: 0.0004992911843274561
Position 6510: 0.0004509628912053718
Position 3761: 0.0004154280500275191
Position 285: 0.0003575555076811143
Position 3806: 0.00033309612609049163
Position 4952: 0.00030852230571763506
Position 2746: 0.0003051015450474532
Position 3013: 0.00029616663817804464
Position 739: 0.0002889297994094117
Position 1049: 0.00025151565398921034
Position 426: 0.00021429860615460484
Position 2927: 0.0002001734248632553
Position 2094: 0.0001870441931856088
Position 3855: 0.0001816690437672813
Position 701: 0.00016348124742495608
Position 3058: 0.00015326745226801978
Position 3551: 0.00012983323895739886
Position 4124: 8.668868394124978e-05
Position 5644: 8.590067817233293e-05
Position 6177: 8.39486612210057e-05
Position 7964: 5.867228247277232e-05
Position 1902: 4.3307848246132945e-05
Position 4109: 4.261237741114703e-05
Position 4904: 3.733420514178126e-05
Position 172: 1.804002992153e-05
Position 4337: 1.6070329159571555e-05
Position 3955: 1.3433446649952153e-05
Position 4326: 1.0563025826926095e-05
Position 3978: 7.191347022602368e-06
Position 1239: 6.5989888650678825e-06
Position 393: 5.363032790725508e-06
Position 263: 3.464816602920463e-06
Position 4121: 3.4455180914746798e-06
Position 4072: 3.4449050460925753e-06
Position 1972: 2.8794756729412937e-06
Position 2135: 2.8624908896067195e-06
Position 309: 2.6787387687342047e-06
Position 3967: 2.475782836822009e-06
Position 1024: 2.1296429598343003e-06
Position 4131: 1.768610665628243e-06
Position 1897: 1.707581292388531e-06
Position 4086: 1.4140301751844527e-06
Position 1689: 1.255756953957372e-06
Position 4144: 8.753969203911245e-07
Position 1877: 5.409804702513246e-07
Position 1848: 5.265442694700187e-07
Position 433: 3.710247131354725e-07
Position 80: 3.233102616901672e-07
Position 668: 3.0787515411157327e-07
Position 503: 3.0628803111233984e-07
Position 369: 2.866240489340281e-07
Position 830: 2.3574257692851227e-07
Position 7760: 2.318964204325912e-07
Position 1223: 2.308876308955315e-07
Position 199: 1.9565036708350423e-07
Position 1276: 1.6613483400620248e-07
Position 327: 1.259940158884367e-07
Position 385: 9.92696615653537e-08
Position 690: 9.341592980014716e-08
Position 1494: 6.473273772412959e-08
Position 40: 6.005405000491194e-08
Position 929: 5.1287974089251194e-08
Position 1212: 4.1828398196701826e-08
Position 975: 3.650212815906279e-08
Position 197: 3.119374606834655e-08
Position 1581: 2.9099092380481348e-08
Position 379: 2.8313825888821353e-08
Position 947: 2.5999927301402544e-08
Position 566: 1.6209515959451582e-08
Position 330: 9.377316280024632e-09
Position 583: 8.082242313467553e-09
Position 467: 1.8188145809879775e-09
Position 246: 2.041986371088282e-10
Position 523: 1.7337089923547268e-10
Position 3731: 4.4094714795500875e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3605: 0.891562566129996
Position 7295: 0.856766897847513
Position 3974: 0.7439248189656082
Position 6375: 0.35265507987592776
Position 7763: 0.1932596013253419
Position 6076: 0.1841467516356565
Position 2807: 0.1586773490807397
Position 9133: 0.1513674411549943
Position 7579: 0.14187555859918288
Position 2948: 0.13277587491648282
Position 6943: 0.12555779528266903
Position 5366: 0.12360298363192157
Position 9406: 0.12212013507983908
Position 8661: 0.11131749428136327
Position 9054: 0.1095871966249361
Position 8254: 0.08944944872781496
Position 7319: 0.06579178879016864
Position 6901: 0.06333550938200648
Position 8161: 0.05805045552755272
Position 4509: 0.04919502165343995
Position 7701: 0.047816969377883115
Position 7873: 0.033708917084042785
Position 3820: 0.03187579525746996
Position 6006: 0.02357738400488195
Position 3178: 0.023433674106595154
Position 7465: 0.022900779712666783
Position 6151: 0.021816016797029377
Position 6003: 0.021762816963998056
Position 4472: 0.020777501508727793
Position 6906: 0.020614996071516872
Position 7721: 0.020514271628366606
Position 7026: 0.019844134294693044
Position 6207: 0.019435626695703336
Position 9560: 0.019358044337937908
Position 3664: 0.019262942760283643
Position 3488: 0.019017047271872867
Position 2972: 0.01813127366037557
Position 2072: 0.01763651999531986
Position 3099: 0.01714169618058464
Position 3905: 0.017111670384551247
Position 3876: 0.0170000787116346
Position 6885: 0.015526639574284606
Position 3009: 0.015220503204048969
Position 6038: 0.01420075409532389
Position 3992: 0.012500925984933329
Position 1993: 0.011957906693883524
Position 4015: 0.011735894809655733
Position 2027: 0.010167976934182787
Position 2852: 0.010132519716980155
Position 7740: 0.009213343652086037
Position 6084: 0.009147723533317182
Position 9641: 0.009135656800099423
Position 3392: 0.00880784015839459
Position 9273: 0.00872345911283667
Position 8360: 0.008378251964815425
Position 7477: 0.007868190711066174
Position 9154: 0.007823990111693066
Position 2230: 0.007816182631480434
Position 8789: 0.007698638748067716
Position 4362: 0.007347601642633489
Position 763: 0.007246201400362589
Position 7988: 0.006841298054129325
Position 8428: 0.006814078553465886
Position 2810: 0.006743553348435405
Position 4314: 0.006607153781122962
Position 8033: 0.005966603839130404
Position 7451: 0.005719107395837922
Position 6835: 0.005465025832709261
Position 7737: 0.005387894570017017
Position 3721: 0.004976168951210403
Position 1731: 0.004872272783141013
Position 2975: 0.004830475650179586
Position 1862: 0.004819839747459081
Position 2262: 0.004787920667770371
Position 7547: 0.004750248066559948
Position 2813: 0.004616292993376272
Position 3280: 0.004540758464940781
Position 7964: 0.0045231606449541405
Position 9365: 0.004424980003895839
Position 2037: 0.004318633060679635
Position 3212: 0.003948356567410215
Position 1574: 0.0037771108354911777
Position 3835: 0.0037200051390242593
Position 4218: 0.0036221557377524483
Position 994: 0.0034585903396460154
Position 7707: 0.003406426885008965
Position 5326: 0.003402253726644816
Position 2197: 0.0033522582402185173
Position 3012: 0.003217577601692805
Position 4398: 0.0030739213811178607
Position 8546: 0.0029797572587292854
Position 2878: 0.0028856710887871454
Position 7691: 0.0028510963483469208
Position 4260: 0.0027010372036127624
Position 3334: 0.002693860849674425
Position 7909: 0.0026005453478160304
Position 8134: 0.002410979474235826
Position 9036: 0.00239968566479861
Position 1902: 0.002304707524393033
Position 2956: 0.0022968866788226627
Position 572: 0.002013675380783087
Position 9143: 0.0020027071937859186
Position 3150: 0.0019307630049413146
Position 9104: 0.0018913188263667228
Position 2735: 0.00175339428725673
Position 6349: 0.0017183710170455982
Position 3323: 0.0016603686914236655
Position 163: 0.0016304837012972551
Position 3236: 0.0015863967470688529
Position 7925: 0.0015777628120934436
Position 8605: 0.0014796374637713024
Position 1451: 0.001424496172055131
Position 5651: 0.0014121467938117153
Position 5011: 0.001329786884367258
Position 642: 0.00129881834337625
Position 4243: 0.0012940531590622084
Position 3955: 0.0012190021698748005
Position 6463: 0.0011853729055293029
Position 601: 0.0011656820281697468
Position 7616: 0.001119627439687655
Position 3338: 0.0010870448046637505
