Gene = Arcn1
index = 133
Annotated 5SS: [  176  7884  8965  9285 10726 15736 16630 17521 22428]
Annotated 3SS: [ 7619  8784  9078 10560 15569 16481 17411 22222 23828]
SMsplice 5SS: [  176  7884  8965  9285 10726 15736 16630 17521 22452]
SMsplice 3SS: [ 7619  8784  9078 10560 15569 16481 17411 22222 23828]
top_k =  1000
Partition function (log Z): 2.3567341521036527

Sorted 5' Splice Sites (High to Low Probability):
Position 17521: 0.9848472736697099
Position 9285: 0.9444866227293391
Position 8965: 0.9413108529309502
Position 10726: 0.9109142109290439
Position 7884: 0.8903052513615174
Position 176: 0.8752761215613599
Position 15736: 0.8050580085619865
Position 16630: 0.6637680148270781
Position 22452: 0.4268469118021939
Position 3495: 0.41882875212929954
Position 22428: 0.4049619670925933
Position 10927: 0.3830280455189707
Position 14542: 0.37213991681191966
Position 12629: 0.3489216242081489
Position 11901: 0.29743587599804266
Position 15425: 0.23201050399582177
Position 611: 0.09758120063731278
Position 1550: 0.09264173609223673
Position 18952: 0.08816099146137443
Position 19007: 0.08137354242507788
Position 4625: 0.07816453360617763
Position 23710: 0.06906553622973659
Position 6848: 0.06346682971734495
Position 16634: 0.04419898471233059
Position 14505: 0.040564263268465864
Position 11543: 0.04035760447959851
Position 16578: 0.036686856604621135
Position 4386: 0.03586317548383086
Position 1916: 0.03581202187435592
Position 22805: 0.03490390529634991
Position 15467: 0.034611895175537095
Position 14839: 0.03306666021998013
Position 79: 0.030660228194758155
Position 23080: 0.03032099033873214
Position 15412: 0.02942665407014108
Position 974: 0.026825644316036987
Position 769: 0.02616155432265514
Position 4918: 0.025418113220943013
Position 7776: 0.024448013814069015
Position 5639: 0.023457116821165403
Position 546: 0.022963346417475976
Position 20287: 0.019257812016489503
Position 20867: 0.01901640583774454
Position 1906: 0.01876209436290098
Position 24015: 0.01638085017416457
Position 20947: 0.016044379908354126
Position 856: 0.015403960220246218
Position 14212: 0.015160884832951194
Position 10644: 0.014899484295036134
Position 4062: 0.01470155823292202
Position 23915: 0.01440030841696322
Position 17037: 0.013775903870410559
Position 23977: 0.012748377353800163
Position 6030: 0.012328931195867834
Position 22249: 0.012259392756668638
Position 7815: 0.010547141679704256
Position 17051: 0.010249853623484646
Position 11021: 0.010043707697181773
Position 22311: 0.009882607089853652
Position 15881: 0.009669513008854703
Position 5171: 0.009621443430810958
Position 9626: 0.00952334696028035
Position 14583: 0.009487643655761633
Position 9191: 0.0081638998451607
Position 6412: 0.00799173459470504
Position 20872: 0.007888263015822536
Position 6253: 0.007413997405870452
Position 24193: 0.006958891704240185
Position 17303: 0.006950907676931943
Position 10233: 0.006764326294336848
Position 12987: 0.006763338085403545
Position 6285: 0.006662429506482798
Position 16572: 0.005729149166514493
Position 6258: 0.0056093306585376194
Position 21003: 0.005373414215451303
Position 20886: 0.0051022490567560926
Position 9708: 0.0046053418604786785
Position 17073: 0.004508296670174048
Position 24873: 0.004438238801931446
Position 19112: 0.0043579945256930165
Position 3955: 0.004321631108944535
Position 9726: 0.003819101199855308
Position 23474: 0.0037845825023981997
Position 2144: 0.0037598747701989375
Position 23059: 0.003690243666221122
Position 25239: 0.0036610207800303724
Position 17989: 0.003578510971122452
Position 21007: 0.0032833941357477245
Position 394: 0.0030317088049926296
Position 17015: 0.0029994431991694423
Position 15433: 0.002899677719208061
Position 862: 0.0028575680445439154
Position 2128: 0.0028320588656462944
Position 5438: 0.00280165831976868
Position 21043: 0.002739899850605732
Position 2155: 0.0025135635311505687
Position 9766: 0.0023940205206204115
Position 22301: 0.0022962672253776205
Position 9406: 0.0018752137099556573
Position 23456: 0.0018559554691087966
Position 4216: 0.001798753462694758
Position 6921: 0.0017562857798542118
Position 3030: 0.0017419017557127265
Position 22483: 0.0016236731877255725
Position 22346: 0.0015837270021145265
Position 23031: 0.0015345709001090251
Position 18610: 0.0014660899397642157
Position 23870: 0.001419878562604674
Position 22952: 0.0014128819929678266
Position 1477: 0.0013748768752857236
Position 15020: 0.0013706694340245187
Position 24250: 0.0013357054175848753
Position 1894: 0.0012983652144572429
Position 9358: 0.0012979900015991338
Position 5163: 0.00124642650212811
Position 15065: 0.001217021740929652
Position 9297: 0.0012036632224576504
Position 21072: 0.0011653824195129064
Position 14906: 0.0011610631847864996
Position 3479: 0.0011418353942375676
Position 1378: 0.0011280762252913758
Position 16999: 0.0010299833818582385
Position 7080: 0.0010259735495929754
Position 10947: 0.0008869859970349574
Position 22907: 0.0008066740792978726
Position 9295: 0.0007848711252156666
Position 24594: 0.0007660495235917333
Position 7935: 0.0007325171195562347
Position 13402: 0.0006934855731839796
Position 3850: 0.0006612979043091907
Position 11515: 0.0006285279537226031
Position 16344: 0.0005945559391317514
Position 14418: 0.0005853834691433809
Position 5581: 0.0005329498992679314
Position 9265: 0.0005293166579462975
Position 12445: 0.0005221350996081249
Position 20982: 0.0004994875560418959
Position 13862: 0.0004991551825486419
Position 5631: 0.0004805895376380347
Position 604: 0.00045597865709180876
Position 8980: 0.00044759245266103335
Position 9341: 0.0003576961370076444
Position 8944: 0.00029784224260594953
Position 10973: 0.000271313192130777
Position 1248: 0.00024772876067207325
Position 4340: 0.0002395509126757055
Position 4363: 0.00022194034790210747
Position 24473: 0.0002091747554410854
