Gene = Tfpt
index = 1076
Annotated 5SS: [ 333 1057 5286 8822 9108]
Annotated 3SS: [ 797 5214 8751 8900 9409]
SMsplice 5SS: [ 113 1057 5286 8822]
SMsplice 3SS: [ 797 5214 8751 9409]
top_k =  1000
Partition function (log Z): -2.5519711013713247

Sorted 5' Splice Sites (High to Low Probability):
Position 5286: 0.9783100380266339
Position 8822: 0.7519584098875501
Position 1057: 0.5683286055997346
Position 5949: 0.43778636217066513
Position 113: 0.4046861103586638
Position 9108: 0.32318142603763567
Position 1061: 0.3079360629577146
Position 333: 0.22619838655384192
Position 9339: 0.21843514177945758
Position 201: 0.14190002038509916
Position 1813: 0.1302724006842182
Position 1758: 0.09578549140570594
Position 3187: 0.09176049046940095
Position 5483: 0.0907954922753684
Position 184: 0.0860913629083142
Position 5758: 0.0711189600251381
Position 9138: 0.06665010504069795
Position 253: 0.040872203077287984
Position 132: 0.03590865814812016
Position 9217: 0.034479401481320025
Position 8844: 0.0331247160374529
Position 6029: 0.031586122430389066
Position 1649: 0.03114658449002017
Position 5490: 0.027242560752655513
Position 7863: 0.026026558183713643
Position 7966: 0.019818120821398742
Position 890: 0.01790230435749731
Position 9069: 0.017710552175945717
Position 1638: 0.01754434986722242
Position 7198: 0.01706725901186331
Position 647: 0.01681923874100097
Position 1919: 0.015090218988671892
Position 6162: 0.013549480909882578
Position 3812: 0.013162380147982
Position 2988: 0.013100321228035264
Position 3680: 0.012370001764967428
Position 1827: 0.011982576516792798
Position 6262: 0.01165440959482599
Position 3485: 0.010967007851856425
Position 3958: 0.008496549587205915
Position 1817: 0.006404532801630994
Position 9172: 0.006119086949521067
Position 2815: 0.006023182019933983
Position 5994: 0.004576555271293314
Position 5649: 0.004096931234820462
Position 4532: 0.004031170923621917
Position 33: 0.004003153920946881
Position 5762: 0.003810584114571677
Position 475: 0.003556180368313942
Position 1929: 0.0035373908640521277
Position 104: 0.0031630522252598533
Position 5423: 0.0030995349402546967
Position 2133: 0.002983894164102012
Position 413: 0.0029573240036739313
Position 4343: 0.0027444864822712594
Position 121: 0.0021839934051289134
Position 3742: 0.0021690656365650003
Position 3545: 0.0018778086482426472
Position 4413: 0.001875219892322724
Position 3710: 0.0018397342542630694
Position 5624: 0.001822857777030772
Position 179: 0.00168360302999543
Position 291: 0.0016827986326689568
Position 1031: 0.0016176813986474713
Position 3772: 0.0014251979519544049
Position 3817: 0.001299724397451491
