Gene = Etfa
index = 388
Annotated 5SS: [  213 12226 16502 16682 23414 24844 25542 26974 29971 47450 50624]
Annotated 3SS: [12078 16419 16598 23313 24732 25439 26904 29887 47383 50542 57480]
SMsplice 5SS: [  213 12226 16502 16682 23414 24844 25542 26974 29971 47450 50624]
SMsplice 3SS: [12078 16419 16598 23313 24732 25439 26904 29887 47383 50542 57480]
top_k =  1000
Partition function (log Z): -11.493698977493159

Sorted 5' Splice Sites (High to Low Probability):
Position 29971: 0.9784389050494624
Position 16502: 0.9556338900722741
Position 213: 0.942038255996158
Position 23414: 0.895352253784162
Position 25542: 0.892662349461042
Position 24844: 0.8813396247103682
Position 12226: 0.6990227590331874
Position 26974: 0.6727224124436584
Position 16682: 0.5822984004831377
Position 14137: 0.4607347401465759
Position 16689: 0.35096351911180396
Position 21538: 0.3503047080843963
Position 7432: 0.34466498119350647
Position 12242: 0.28332045732257155
Position 10045: 0.1983006319458254
Position 11252: 0.18379470183815927
Position 4934: 0.14180470396303435
Position 8873: 0.13340277519304755
Position 26518: 0.129167714556128
Position 11907: 0.12396631177143387
Position 597: 0.11610487868007434
Position 12462: 0.11547080767460483
Position 27257: 0.11379980063596613
Position 20378: 0.10269377259797108
Position 24823: 0.09270067358278371
Position 8568: 0.0913333057498844
Position 23115: 0.09112117618212844
Position 12646: 0.052616142566188726
Position 13901: 0.046811245140180514
Position 4144: 0.04425783334021315
Position 9347: 0.043096357409619715
Position 241: 0.042081701777328
Position 7501: 0.036175564779475616
Position 4939: 0.0344920172847294
Position 19086: 0.03192110158783232
Position 36996: 0.029979509505929272
Position 38436: 0.029572811284520745
Position 12986: 0.02145784917567455
Position 26815: 0.019380682958888635
Position 25333: 0.01882262131589462
Position 1298: 0.01717953478639692
Position 5579: 0.015069087485433019
Position 21260: 0.014772338679957262
Position 27042: 0.013548022228103335
Position 8285: 0.012849782512366247
Position 5651: 0.012646012509820033
Position 24042: 0.012438708496324292
Position 13706: 0.01230166445520464
Position 25753: 0.01189779711558679
Position 35260: 0.00962459531885079
Position 13802: 0.008853421077730654
Position 26979: 0.007805967576644463
Position 2931: 0.007600853222451052
Position 28253: 0.0074752835744537295
Position 24915: 0.007119238381542063
Position 1981: 0.0068843038139117085
Position 13741: 0.006682435538665747
Position 33479: 0.0063059024310475765
Position 8602: 0.005956227872454406
Position 14141: 0.00562875724196859
Position 29354: 0.005267444138683165
Position 34407: 0.005257983744825921
Position 12185: 0.005178163632011796
Position 32286: 0.004575147222239559
Position 16507: 0.004434978846339249
Position 18176: 0.00429507616811241
Position 18109: 0.0042644290595177685
Position 24239: 0.0041802004354461126
Position 10086: 0.004109296174205671
Position 36341: 0.0036233886104938464
Position 9508: 0.0035837454581891253
Position 17945: 0.003076780847886053
Position 24875: 0.0025039433013527984
Position 15378: 0.0020278254159072683
Position 24422: 0.0019334449898592162
Position 30022: 0.0017159064004977271
Position 28695: 0.0016809901879546224
Position 28295: 0.0016073048080682503
Position 24270: 0.0016002685408501413
Position 17449: 0.0014574756244359174
Position 31481: 0.0014421947014739678
Position 79: 0.0013741981403202147
Position 29556: 0.0011893133455164024
Position 2271: 0.0011249757751028884
Position 17982: 0.0010909167608740495
Position 25662: 0.0010672865495314852
Position 32311: 0.001030485104139663
Position 30291: 0.0009890421249891558
Position 282: 0.0009161432926374522
Position 20526: 0.0008464642849137376
Position 25532: 0.0007904160476041676
Position 5169: 0.0007852246349828132
Position 324: 0.0007323726797833097
Position 24565: 0.0007270917140540226
Position 145: 0.0007241889077767299
