Gene = Etfdh
index = 389
Annotated 5SS: [  346  5323  6126 10025 10557 12940 13864 15242 16952 19065 23234 23959]
Annotated 3SS: [ 5184  5895  9942 10437 12861 13716 15100 16807 18895 23050 23736 24697]
SMsplice 5SS: [  136  5323 10025 10541 13864 15242 16952 19065 23234]
SMsplice 3SS: [ 5184  9942 10437 13716 15100 16807 18895 23050 24697]
top_k =  1000
Partition function (log Z): -0.4154899120714721

Sorted 5' Splice Sites (High to Low Probability):
Position 16952: 0.9971703560149132
Position 5323: 0.9564808360997944
Position 15242: 0.8798707203920006
Position 19065: 0.8726639035742793
Position 13864: 0.8527113737383202
Position 136: 0.5714015364635434
Position 10025: 0.5538651473316116
Position 649: 0.5524218691166781
Position 23234: 0.5049283235429872
Position 19289: 0.37333781905630387
Position 10541: 0.34539859432348974
Position 12940: 0.2502146371344893
Position 346: 0.24997023758186807
Position 10557: 0.2045661188884065
Position 20552: 0.17094897194001837
Position 210: 0.1551467859479858
Position 18367: 0.13847935504565156
Position 6126: 0.126233383941354
Position 21067: 0.11032686777337603
Position 23959: 0.10698667433943965
Position 10532: 0.09012009390484198
Position 17621: 0.08621322828962874
Position 10488: 0.08354580676277128
Position 14412: 0.05701102273336919
Position 7455: 0.05216251497228238
Position 15213: 0.051930302666919795
Position 23681: 0.049742539045337486
Position 14416: 0.04844376362545057
Position 383: 0.047343294831788
Position 9975: 0.04202187016102317
Position 17214: 0.03976038928765185
Position 10749: 0.03823275581529905
Position 565: 0.03440267127017537
Position 17766: 0.03174640935913721
Position 14420: 0.03134264113904387
Position 10085: 0.030537060757307746
Position 14424: 0.02615680663446895
Position 15520: 0.025705898263913583
Position 24858: 0.024845604179888337
Position 15278: 0.02453119143104638
Position 14428: 0.02126886302482919
Position 6018: 0.020894741348358368
Position 17467: 0.019631628809338726
Position 318: 0.0166947706952982
Position 7177: 0.01625825393545776
Position 3819: 0.015825682302295366
Position 6152: 0.015502870312115495
Position 15473: 0.015473484854728171
Position 9135: 0.012347797502286496
Position 11874: 0.011650483253945104
Position 363: 0.010964427112912777
Position 13872: 0.009930941527931982
Position 13029: 0.009477765829623754
Position 6016: 0.009022398263681636
Position 10030: 0.008734391074073778
Position 24406: 0.006892945609695928
Position 558: 0.006480836128804042
Position 23530: 0.006231470393920843
Position 10133: 0.005917676260486085
Position 6227: 0.004717184547097072
Position 1949: 0.004666936728223948
Position 425: 0.004384805761984928
Position 14448: 0.004129634074167183
Position 18975: 0.004034988301834248
Position 22532: 0.003750428832055744
Position 10643: 0.003560883333552744
Position 14432: 0.0035483358984368086
Position 5912: 0.0033322357194655867
Position 24367: 0.00327505557869967
Position 16524: 0.0032400421527722673
Position 13853: 0.0030259510384621317
Position 14452: 0.003011032585993416
Position 157: 0.002704095983442956
Position 21094: 0.0025451249794982045
Position 7212: 0.0024930780384540886
Position 17268: 0.002431797971187955
Position 14806: 0.002398239308230134
Position 9379: 0.0023959803883482193
Position 18053: 0.0023869690358006845
Position 14751: 0.002369265890778266
Position 20313: 0.0023057333902559867
Position 5822: 0.0022360281753716293
Position 5611: 0.0022272084029422742
Position 21395: 0.0021558346280560465
Position 5659: 0.002133378501883947
Position 12627: 0.0019351957921595014
Position 6189: 0.0018782555367096367
Position 6027: 0.0018190784940986609
Position 1471: 0.0018018097201232502
Position 5597: 0.0017296192662135691
Position 2304: 0.0015925225010335127
Position 15556: 0.0015593880012366814
Position 5609: 0.001544820306455444
Position 12414: 0.0015322627119226323
Position 14456: 0.001326339448949327
Position 314: 0.0013118040054629152
Position 14460: 0.0012523512027989275
Position 8999: 0.0010703120170815349
Position 14464: 0.0009475489566304932
Position 5594: 0.0008813103904415633
Position 6465: 0.0008737649438849821
Position 225: 0.000833447367798126
Position 300: 0.0008029054358816021
Position 6616: 0.000751681325557725
Position 9579: 0.0005874809717053058
Position 66: 0.0005726105202970802
Position 14742: 0.0005520308041576785
Position 17771: 0.0005511681815532907
Position 292: 0.0005475598293411026
Position 9288: 0.0004964006829799207
Position 14626: 0.00046888417312036205
Position 5796: 0.0004412300944047051
Position 16132: 0.000430250089890895
Position 287: 0.00037664255318624866
Position 280: 0.0003372607468048192
Position 19961: 0.00033521634540878404
Position 20192: 0.00033222473450016067
Position 6797: 0.000295651116674132
Position 17426: 0.00028399566840543625
Position 15224: 0.0002750928817439081
Position 18017: 0.00024392226574715227
Position 5728: 0.00021334924245821843
Position 15156: 0.00014391020023271612
Position 18034: 0.00014113450466391543
Position 5810: 0.00011704345066624168
Position 17975: 0.00010843835770595638
Position 17387: 8.608007075938915e-05
Position 17347: 8.474867682665833e-05
Position 391: 8.031449726883112e-05
Position 236: 7.747535296182544e-05
Position 17340: 7.318135591712684e-05
Position 14: 6.079983381067577e-05
Position 335: 5.2676129816380954e-05
Position 96: 5.054262017847622e-05
Position 2858: 4.924419168671019e-05
Position 18076: 4.5826690235821405e-05
Position 2359: 4.483853101026229e-05
Position 2478: 4.0921938888479377e-05
Position 5516: 4.0175341804689655e-05
Position 2397: 3.551480110600131e-05
Position 4744: 3.470440906300817e-05
Position 479: 3.2207494418755826e-05
Position 602: 3.0088625950736757e-05
Position 1081: 2.9263667940866317e-05
Position 98: 2.5209456255486664e-05
Position 5663: 2.1597904630815546e-05
Position 105: 1.8020312578271664e-05
Position 70: 1.198801544988428e-05
Position 192: 9.795732136830976e-06
Position 16986: 7.099233469969634e-06
Position 44: 6.435477554108647e-06
Position 6723: 5.503212223919524e-06
Position 1450: 4.453655783150445e-06
Position 1219: 4.117371864661769e-06
Position 1136: 3.309037976398637e-06
Position 696: 2.4537197521758127e-06
Position 3507: 1.2654659975123363e-06
Position 3225: 9.745466716263094e-07
Position 3187: 8.425649807671431e-07
Position 3887: 7.720527104284469e-07
Position 1577: 6.604807520484995e-07
Position 19284: 6.549362911807729e-07
Position 1483: 5.398232668618466e-07
Position 2223: 4.78522331086586e-07
Position 1372: 4.3811872824362e-07
Position 607: 3.1433812790742087e-07
Position 4546: 2.238787963652858e-07
Position 1228: 1.9254466794075803e-07
Position 488: 1.4099295454565075e-07
Position 528: 1.122504735182707e-07
Position 448: 1.0864338875115237e-07
Position 537: 5.402705126653349e-08
Position 455: 3.6352916931257676e-08
Position 499: 3.560025281608183e-08
Position 2008: 2.7436390211530366e-11
Position 584: 4.4752392425617536e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 16807: 0.9658590982376064
Position 15100: 0.9568910439795562
Position 13716: 0.8656682663047142
Position 10437: 0.7203882632472296
Position 9942: 0.6364089188499885
Position 5184: 0.6098160043087867
Position 24697: 0.5689932713971854
Position 461: 0.5468465438537794
Position 23050: 0.5261588589027164
Position 19170: 0.3906766142060694
Position 18895: 0.3183486725119524
Position 18967: 0.26152679544257607
Position 12861: 0.25969240296411317
Position 5242: 0.23441299753991035
Position 14272: 0.19172850002238268
Position 18942: 0.17753946488160233
Position 5895: 0.17070422253605472
Position 20393: 0.1293775373078125
Position 20975: 0.12088107376748634
Position 23359: 0.11761276397889814
Position 18822: 0.11294367660551861
Position 18244: 0.1025301247362979
Position 17502: 0.09688706100208185
Position 20460: 0.0676164314845172
Position 23888: 0.06339734691671818
Position 5270: 0.06301522613797476
Position 23736: 0.05819171751159183
Position 21191: 0.055505652538901225
Position 24747: 0.046182179434479644
Position 209: 0.04450286854861797
Position 228: 0.043185017248142776
Position 24151: 0.03924176442060016
Position 24727: 0.03891346945625062
Position 5216: 0.032908178851903155
Position 24949: 0.030590251887900072
Position 17028: 0.029996742834221914
Position 7354: 0.02804738933190938
Position 15443: 0.025896016965735107
Position 7123: 0.02501150388289555
Position 18225: 0.022804738247429877
Position 19809: 0.017809133085065876
Position 10595: 0.01748358826145466
Position 16766: 0.017081203765028256
Position 16825: 0.013496766820260409
Position 15389: 0.013459411072547783
Position 18295: 0.012670898508344653
Position 5502: 0.012209108923666378
Position 17555: 0.011854649018426084
Position 11804: 0.011650483253945104
Position 17168: 0.010889206358455803
Position 7290: 0.010447504992151312
Position 3630: 0.010383064243273543
Position 557: 0.008819361557407895
Position 5014: 0.008588819700544835
Position 10674: 0.008508403602559804
Position 23593: 0.008502520515393387
Position 22266: 0.008498627458253371
Position 22064: 0.008421527114269078
Position 10479: 0.008265264530276225
Position 20412: 0.007646124603128715
Position 17366: 0.007589811248680027
Position 8889: 0.007324779593564553
