Gene = 2410002F23Rik
index = 37
Annotated 5SS: [ 102 1574 2878 3338 3619]
Annotated 3SS: [1529 2819 3298 3586 3890]
SMsplice 5SS: [ 102  695 3619]
SMsplice 3SS: [ 515 3586 3890]
top_k =  1000
Partition function (log Z): -6.124268332905695

Sorted 5' Splice Sites (High to Low Probability):
Position 102: 0.7340849701184466
Position 695: 0.7222295727489527
Position 3619: 0.4896964776251906
Position 2328: 0.41263457501821343
Position 3338: 0.38473942248662496
Position 1574: 0.20403831988681115
Position 87: 0.16366531672975093
Position 2762: 0.14961433611294073
Position 326: 0.038814589781773115
Position 655: 0.03009943768797728
Position 4476: 0.026826183334160036
Position 4791: 0.02069945777068916
Position 2878: 0.01969051839615873
Position 92: 0.012987607874387722
Position 1521: 0.012603702543562998
Position 3258: 0.010031876738383821
Position 1013: 0.009991768779265291
Position 2608: 0.006088697688851273
Position 298: 0.005907230852461675
Position 129: 0.00547950759396331
Position 3770: 0.004410425419836146
Position 4323: 0.004198575294076671
Position 2882: 0.0039891432235762
Position 2936: 0.003695197519709282
Position 1342: 0.0031966543428097105
Position 1880: 0.0028961267296292903
Position 4851: 0.002707456525756564
Position 1530: 0.002203159959268423
Position 1203: 0.001955227838836021
Position 817: 0.0015463683627975463
Position 3490: 0.0013672017443598832
Position 82: 0.0013538802128712118
Position 182: 0.001188771723834627
Position 4890: 0.0010781002847382267
Position 465: 0.0010459917888504665
Position 431: 0.0010190236977323276
Position 2783: 0.0009147394359219279
Position 893: 0.0008193691286188596
Position 788: 0.0008073120543934196
Position 1891: 0.0007321988722101281
Position 1188: 0.0006027430189916788
Position 1726: 0.00056813694650487
Position 403: 0.0004539188582744819
Position 1896: 0.0004167976747749237
Position 1678: 0.00040454355082754226
Position 2429: 0.00039677480800302237
Position 1291: 0.0003821047203628215
Position 143: 0.0003609276926816413
Position 3461: 0.0003213957966855702
Position 5012: 0.00022398617699499927
Position 410: 0.0002102390403269076
Position 1295: 0.00020712623584449416
Position 1984: 0.0002059483806116974
Position 1547: 0.00020325758579297628
Position 2348: 0.00020276070129232108
Position 196: 0.00019534803286794293
Position 172: 0.00018752545984558397
Position 1228: 0.0001860513389639288
Position 1280: 0.00018368931139167415
Position 1532: 0.00018012014339241023
Position 2910: 0.0001695732134257208
Position 3741: 0.00016609991628971463
Position 184: 0.00013980459578884978
Position 139: 0.00012706934671052607
Position 3395: 0.00010812852645497356
Position 203: 0.00010804121987615269
Position 2315: 9.997689875209542e-05
Position 2820: 9.533510204082229e-05
Position 516: 8.795914636822946e-05
Position 146: 8.098435477389338e-05
Position 4085: 7.52764611411878e-05
Position 4083: 7.492868762641733e-05
Position 205: 7.109090295615222e-05
Position 117: 6.80631853903384e-05
Position 415: 6.349524991543978e-05
Position 1313: 6.16594606893907e-05
Position 1481: 6.1020937506825205e-05
Position 1475: 5.9385433947493195e-05
