Gene = Ecsit
index = 357
Annotated 5SS: [   82  1416  7291  9211 10848 11756 12013 12457]
Annotated 3SS: [ 1229  7172  8792 10623 11697 11863 12350 12857]
SMsplice 5SS: [   82  9211 11756 12457]
SMsplice 3SS: [ 9110 11650 12350 12857]
top_k =  1000
Partition function (log Z): -1.3351945722609178

Sorted 5' Splice Sites (High to Low Probability):
Position 9211: 0.9682206123522634
Position 11756: 0.931684684306502
Position 82: 0.8938620899319465
Position 12457: 0.7766721635126242
Position 1416: 0.6191260193920132
Position 10848: 0.5377447409254547
Position 12013: 0.533171412236912
Position 736: 0.27600806474885686
Position 7291: 0.24639486930570526
Position 3960: 0.11385798734019853
Position 11138: 0.1003239456666503
Position 3617: 0.09337283031647664
Position 90: 0.08934675805147581
Position 11479: 0.03411074530537306
Position 10833: 0.03054540775107694
Position 6010: 0.0299395388692457
Position 11193: 0.023430580688909828
Position 11752: 0.020249355546565193
Position 10526: 0.020117626197612155
Position 12638: 0.01986089731042455
Position 270: 0.014305499665485673
Position 11475: 0.012712480140213622
Position 12467: 0.011912077891511729
Position 10446: 0.010376560652353916
Position 11042: 0.010150720791929163
Position 86: 0.008941395328478641
Position 5014: 0.007318097470576497
Position 5088: 0.007132780498824943
Position 10295: 0.006960382530859362
Position 1143: 0.004608038807043914
Position 6276: 0.0036911594278570543
Position 9426: 0.0027445408834648024
Position 12689: 0.0023644186187297615
Position 5059: 0.0023363834620769583
Position 3413: 0.0022672401583526524
Position 981: 0.001966072226954825
Position 556: 0.0019556106529453696
Position 12700: 0.0018366645927771453
Position 243: 0.0017542782975965819
Position 9730: 0.0015420834021452016
Position 12974: 0.0015223148057638986
Position 754: 0.0012436625573291544
Position 848: 0.0012175839538587049
Position 1151: 0.0009867666776320453
Position 66: 0.000907783371214313
Position 1080: 0.0008649920739402342
Position 12128: 0.0008266643514396361
Position 455: 0.0007760318758699459
Position 1040: 0.0007445668483152155
Position 1948: 0.0006918901535945127
Position 9734: 0.0006128268276649586
Position 12541: 0.0006106406794138199
Position 9931: 0.0006094082602089191
Position 12818: 0.0006059372418651968
Position 11277: 0.0005265928047508041
Position 7598: 0.0005031451926729852
Position 1378: 0.00035819302404155047
Position 405: 0.0002555884424273065
Position 11290: 0.00023301984172310853
Position 11336: 0.00023187602802884273
Position 990: 0.00022545098860514922
Position 2770: 0.00022147231559889417
Position 1048: 0.00020424180348953567
Position 12831: 0.0001614876751834194
Position 4274: 0.00014820996153424313
Position 153: 0.00013584623763424693
Position 740: 0.00010079945552675787
Position 2183: 0.00010005480644536974
Position 12991: 9.011345849838902e-05
Position 933: 7.508843255671227e-05
Position 1663: 7.261384708718394e-05
Position 108: 7.22408110528844e-05
Position 3197: 6.894844931274415e-05
Position 604: 6.215976084861107e-05
Position 202: 5.140689569063443e-05
Position 743: 4.369713639635499e-05
Position 215: 3.951702962587873e-05
Position 94: 3.789793075527252e-05
Position 368: 3.5964279206596384e-05
Position 451: 3.265493817041575e-05
Position 231: 3.152795835740374e-05
Position 421: 2.870386303173989e-05
Position 477: 2.672299578347426e-05
Position 1119: 2.5707215947750807e-05
Position 771: 2.5598175772435555e-05
Position 1816: 2.2107983326531502e-05
Position 3506: 1.9896384450047258e-05
Position 459: 1.1939149417874114e-05
Position 707: 1.1554389526372801e-05
Position 317: 1.069748234066565e-05
Position 651: 9.213145761246163e-06
Position 101: 7.671013022046315e-06
Position 46: 6.624536388160629e-06
Position 2378: 5.299889112739529e-06
Position 191: 3.891873344141347e-06
Position 4164: 2.581134774809652e-06
Position 5: 1.5049916043496171e-06
Position 1469: 1.3639677130294353e-06
Position 1459: 4.85222862365907e-07
Position 136: 4.423123106714807e-07
Position 38: 3.331150590687549e-07
Position 1455: 2.2645977307171095e-07
Position 274: 1.925871119348638e-07
Position 1401: 1.806211556593949e-07
Position 313: 1.7189540493388765e-07
Position 11961: 1.0669613906355663e-07
Position 426: 8.386384076059594e-08
Position 120: 7.835964619586241e-08
Position 469: 5.80066304318753e-08
Position 2210: 4.991085082046906e-08
Position 441: 4.086144963694023e-08
Position 20: 3.309535908730249e-08
Position 1329: 2.8620167424413347e-08
Position 1477: 4.698082194638912e-09
Position 499: 3.5524848913587486e-09
Position 660: 1.453374550612643e-09
Position 1131: 1.368347702517988e-09
Position 622: 1.3554391418769401e-09
Position 610: 7.665828593931689e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9110: 0.9035175930634979
Position 12857: 0.7224271824143875
Position 12350: 0.5463429294525051
Position 11650: 0.5224222231357514
Position 11697: 0.4512902134343024
Position 11863: 0.4211050720137283
Position 1229: 0.3622730173004964
Position 12346: 0.2095839424557801
Position 7172: 0.19318856966402925
Position 10623: 0.18870258801340706
Position 10664: 0.16549560312493963
Position 12587: 0.12742907821424473
Position 1319: 0.11453035074841744
Position 429: 0.10100459780236067
Position 3777: 0.09113825862722988
Position 10927: 0.08670454077076177
Position 11834: 0.08248040073761746
Position 1281: 0.07657073150377547
Position 10772: 0.06226274117842725
Position 12395: 0.05425769446071746
Position 3505: 0.05351846368971179
Position 10733: 0.051721572371125735
Position 7110: 0.04946865025830986
Position 11844: 0.04943576473827752
