Gene = Ctr9
index = 305
Annotated 5SS: [  231  1362  4980  5515  6427  9584 11712 13973 14312 14556 14792 15069
 16515 17489 17653 17961 20430 20705 21555 22130 22646 23509 24528 24976]
Annotated 3SS: [ 1262  4739  5396  6336  9434 11603 13864 14074 14465 14662 14884 16425
 17302 17564 17811 20312 20558 21482 21993 22498 23350 24430 24862 26407]
SMsplice 5SS: [  231  1362  1669  4980  6427 11712 13973 14312 14556 14792 15069 16515
 17489 17653 17961 20705 21269 21555 22130 22646 23509 24976]
SMsplice 3SS: [ 1262  1541  4739  6336 11603 13864 14074 14465 14662 14884 16425 17302
 17564 17811 20558 21166 21482 21993 22498 23350 24862 26407]
top_k =  1000
Partition function (log Z): 33.265049600325824

Sorted 5' Splice Sites (High to Low Probability):
Position 22646: 0.9892181843587196
Position 14556: 0.9839687531868585
Position 11712: 0.9828957005778923
Position 22130: 0.9598282331879284
Position 13973: 0.9587082167265858
Position 14792: 0.9578918011927132
Position 1362: 0.9577359289499876
Position 17653: 0.9507107893694599
Position 6427: 0.9259329010417306
Position 21555: 0.9019335117037045
Position 23509: 0.8723488151575095
Position 24976: 0.870128730752875
Position 20705: 0.8477629784797653
Position 17961: 0.8289576054714378
Position 16515: 0.8168488024179508
Position 15069: 0.7677782676863018
Position 14312: 0.7370050917054588
Position 17489: 0.6910664387122862
Position 4980: 0.6298581099105669
Position 21269: 0.6161516349361772
Position 231: 0.5707733221599197
Position 9584: 0.4313900923101142
Position 24528: 0.396975792396147
Position 20430: 0.34967692455703914
Position 1669: 0.2733490739678494
Position 1600: 0.2634661488059794
Position 23952: 0.2598403325957277
Position 5515: 0.24228335837298318
Position 1651: 0.22948557450912588
Position 2716: 0.1397010563441415
Position 102: 0.13247833049390367
Position 3167: 0.11478198815503313
Position 18597: 0.09782978174380819
Position 157: 0.09338818007148807
Position 25743: 0.09314733548083992
Position 1157: 0.0816860091126649
Position 107: 0.08116532200549897
Position 7640: 0.07396722576214167
Position 13521: 0.0689685918488349
Position 15277: 0.06689636978769681
Position 22902: 0.06548069351617632
Position 19794: 0.059164348950765
Position 18270: 0.057842930766301696
Position 15325: 0.057577507399343315
Position 12982: 0.05602548245962697
Position 10565: 0.05257425955104257
Position 21313: 0.05244337840380209
Position 116: 0.05239926870613904
Position 11998: 0.05182539209046279
Position 8029: 0.05166116210149912
Position 9785: 0.05031130148982188
Position 14181: 0.047887584039066754
Position 1627: 0.047757561467468304
Position 8361: 0.04279846252905621
Position 2820: 0.04047385186688212
Position 445: 0.03723249497613572
Position 23478: 0.03591015843903299
Position 21576: 0.035053584924823834
Position 25172: 0.03337041741333454
Position 456: 0.03283758948573879
Position 23079: 0.03027384656617116
Position 5357: 0.029172721139247848
Position 6182: 0.028524044747672048
Position 17633: 0.027881734199367018
Position 3401: 0.025632549304350227
Position 1845: 0.025291746196347144
Position 1001: 0.02415758334558834
Position 25007: 0.023155063520020835
Position 14330: 0.022683433927558484
Position 1595: 0.022247972291464434
Position 15980: 0.02077250418878915
Position 694: 0.01958906955100186
Position 18275: 0.018246299956324732
Position 26531: 0.017700818762831708
Position 19528: 0.01759781017371968
Position 11307: 0.01633657557850079
