Gene = Cspg5
index = 302
Annotated 5SS: [ 1912  3608  7365 12519]
Annotated 3SS: [ 2511  7175 12361 18276]
SMsplice 5SS: [  417  7365 12519 18389]
SMsplice 3SS: [ 7175 12361 18276 18575]
top_k =  1000
Partition function (log Z): -5.180551078505718

Sorted 5' Splice Sites (High to Low Probability):
Position 7365: 0.9481625414088056
Position 12519: 0.7392845629056881
Position 417: 0.5687055296238627
Position 18389: 0.507068590760982
Position 3527: 0.3939530445995643
Position 3608: 0.3828977799015998
Position 631: 0.3523017003324999
Position 9024: 0.28716681156114443
Position 11227: 0.24778271558013926
Position 8680: 0.24375261853377622
Position 2667: 0.2309158641149447
Position 12438: 0.2301806654258089
Position 2653: 0.1989306285376148
Position 2550: 0.19677252942774598
Position 6927: 0.1443203857433163
Position 3699: 0.12688064925438844
Position 8622: 0.09595247309707343
Position 11169: 0.09033558098000045
Position 12697: 0.08792227175080995
Position 10910: 0.08655540623595295
Position 3720: 0.08633720055256609
Position 4086: 0.08372633786573373
Position 15519: 0.08160436854831421
Position 12883: 0.06688017838556375
Position 7243: 0.06264853248668682
Position 1364: 0.062472438552742246
Position 404: 0.054082336203584734
Position 8630: 0.04644851137008566
Position 6693: 0.04621763144873251
Position 11177: 0.04503255193987762
Position 15507: 0.043278800938533465
Position 999: 0.03907070434294343
Position 9843: 0.03443555803216377
Position 1229: 0.03019520587968707
Position 1912: 0.02820524906834704
Position 8860: 0.026933071508937173
Position 9030: 0.024982338147730748
Position 134: 0.02410135871566638
Position 7248: 0.024023355393800086
Position 17283: 0.02342933653732567
Position 459: 0.02230538199306381
Position 803: 0.019753396357538304
Position 101: 0.01776279719688201
Position 130: 0.017739843056503956
Position 10901: 0.017484907591008746
Position 4026: 0.01720863887899506
Position 6717: 0.01652085135447905
Position 15041: 0.015315305974222192
Position 1379: 0.014963295700078996
Position 12665: 0.01434202127700063
Position 8949: 0.01379663307094995
Position 15872: 0.012492083397120704
Position 113: 0.012063101205821408
Position 6264: 0.011865953988925445
Position 7032: 0.011487806726157008
Position 3286: 0.010109194751816694
Position 15331: 0.009654265503129256
Position 2142: 0.009172533077586252
Position 18409: 0.008290905727034566
Position 2171: 0.007864507941931801
Position 7217: 0.0077867334367239215
Position 14234: 0.007553703218157431
Position 18466: 0.007450613634630138
Position 846: 0.007444977765219527
Position 4884: 0.006743454872000749
Position 3279: 0.004814196341111372
Position 4193: 0.004553533376155995
Position 2679: 0.004093331971412924
Position 10848: 0.003770523860505246
Position 341: 0.0033571349973844553
Position 13155: 0.00288666472901264
Position 12802: 0.002824208809704965
Position 3176: 0.0028222919162936874
Position 3740: 0.0028103124921434273
Position 1090: 0.002673066889590316
Position 242: 0.0025142158801525543
Position 3337: 0.0022595416003266967
Position 950: 0.001973016459090446
Position 752: 0.0019596066029719072
Position 8363: 0.0016136931173018534
Position 585: 0.0014249873009422025
Position 2311: 0.0013760842518900193
Position 3745: 0.001300288104546141
Position 15088: 0.0011502872720367948
Position 1233: 0.001027711074300715
Position 2152: 0.000950537102450066
Position 1036: 0.0009062024791415266
Position 1031: 0.0008944427425554079
Position 10188: 0.0008055306098536371
Position 276: 0.0007984975995917211
Position 6813: 0.0007890470939816817
Position 6647: 0.0007460953543533907
Position 2081: 0.000707775578898479
Position 8675: 0.0006977547670924952
Position 6753: 0.0006874189239090597
Position 27: 0.0006283838964889347
