Gene = 4933406M09Rik
index = 66
Annotated 5SS: [ 288 2066 2901]
Annotated 3SS: [1934 2743 3849]
SMsplice 5SS: [ 288 2066]
SMsplice 3SS: [1934 3849]
top_k =  1000
Partition function (log Z): -8.381986190002957

Sorted 5' Splice Sites (High to Low Probability):
Position 288: 0.9178303854640196
Position 2066: 0.6175765949780774
Position 2901: 0.25846228440859165
Position 3251: 0.16657191120440198
Position 599: 0.1594181349990059
Position 2628: 0.09504733512045314
Position 2498: 0.08141579689542926
Position 2594: 0.06008235525765429
Position 67: 0.043747406491663594
Position 1799: 0.03837524521383331
Position 2905: 0.01764679859728324
Position 4287: 0.01589173824247956
Position 1969: 0.01476603617165148
Position 4027: 0.007150049786513406
Position 3776: 0.006237697373820598
Position 1843: 0.00474872150611756
Position 292: 0.004616015600729893
Position 4701: 0.004468586267206033
Position 1739: 0.0031486624655591156
Position 175: 0.0028928733098298326
Position 4834: 0.002491539150141418
Position 2947: 0.0016604369374565223
Position 2039: 0.0014423749428360865
Position 2656: 0.0007194818176007799
Position 1743: 0.0007157898698732875
Position 3257: 0.0006574072178628463
Position 2181: 0.0005859082094270792
Position 2428: 0.0005792684894841076
Position 28: 0.0005043923212710407
Position 323: 0.00048433644371589034
Position 353: 0.00038777342514889206
Position 349: 0.0003734996553090658
Position 3237: 0.00036661397934673203
Position 4827: 0.00036350759382917014
Position 1489: 0.00035357626859692837
Position 2674: 0.0003146453623202499
Position 2632: 0.00023576184100257926
Position 1832: 0.00021646406261707432
Position 2686: 0.00020788182310723055
Position 298: 0.0001965467683191286
Position 3720: 0.00018166874235921865
Position 1598: 0.00017141613404497437
Position 1728: 0.00015889544333522936
Position 149: 0.00013971883544486912
Position 1616: 0.00013350693839380128
Position 2521: 0.00012805094791664966
Position 2305: 0.00012125112492291226
Position 2412: 0.00011480865719496729
Position 219: 0.00010283522004904226
Position 2502: 9.940518285352375e-05
Position 1979: 9.188421667032786e-05
Position 1973: 9.185640301460213e-05
Position 2712: 8.067460701018374e-05
Position 2465: 7.27847534253829e-05
Position 2387: 7.183543068135697e-05
Position 144: 6.949594900574416e-05
Position 826: 6.624813234952514e-05
Position 141: 6.422301937812898e-05
Position 685: 6.408391963914617e-05
Position 734: 6.237137187885287e-05
Position 1445: 6.129440593576792e-05
Position 227: 5.771894199845107e-05
Position 3977: 5.403946677463136e-05
Position 706: 5.3655892305935494e-05
Position 1497: 4.802266859187919e-05
Position 164: 4.096450614897476e-05
Position 464: 3.972551708284855e-05
Position 2260: 3.940347115862672e-05
Position 2005: 3.086445652618833e-05
Position 1944: 2.989893259474624e-05
Position 429: 2.8464459109773708e-05
Position 629: 2.554701129562359e-05
Position 1116: 2.2563823535171884e-05
Position 1689: 2.149693216301526e-05
Position 700: 2.128035154639672e-05
Position 31: 1.8223582845856663e-05
Position 1532: 1.730042894860801e-05
Position 42: 1.5461677719917597e-05
Position 3861: 1.4463577714806012e-05
Position 1179: 1.4310744665957422e-05
Position 3953: 1.246982416658066e-05
Position 1994: 7.62990834551367e-06
Position 3446: 5.111025454165573e-06
