Gene = Atraid
index = 153
Annotated 5SS: [ 122  946 3634 3899 4250 5424]
Annotated 3SS: [ 826 3561 3826 4127 5325 5627]
SMsplice 5SS: [ 122  946 3634 4250]
SMsplice 3SS: [ 826 3561 4127 5984]
top_k =  1000
Partition function (log Z): -7.500812258420542

Sorted 5' Splice Sites (High to Low Probability):
Position 946: 0.8889085049169355
Position 122: 0.8128645672904949
Position 4250: 0.7001443745587825
Position 3699: 0.4090994489495121
Position 3634: 0.3561306576119703
Position 5424: 0.21737193031847124
Position 3997: 0.21638226155240148
Position 3899: 0.144600881683657
Position 678: 0.07944560877289104
Position 156: 0.04765755113127111
Position 5879: 0.03580296247646558
Position 1692: 0.022062607467653258
Position 628: 0.020834286432579504
Position 1395: 0.017707907720798225
Position 194: 0.014691724121200548
Position 289: 0.014519831251258592
Position 665: 0.014040049558819684
Position 2486: 0.011789519429418386
Position 5515: 0.00850092775680848
Position 430: 0.008041139874463765
Position 592: 0.007968832372699781
Position 849: 0.007268651719186208
Position 1415: 0.005933628626302753
Position 5140: 0.005678892403753299
Position 4583: 0.0052406069760495035
Position 166: 0.004719935072832859
Position 3387: 0.004520506232094224
Position 2844: 0.0038826103804564527
Position 3674: 0.0034705812409583942
Position 3874: 0.0029854123696102853
Position 1391: 0.0026637508571004573
Position 882: 0.0026513079582813986
Position 4160: 0.00253396315026609
Position 281: 0.002405397206804152
Position 86: 0.0022147013600664314
Position 3903: 0.0020095616625826936
Position 618: 0.0020036733548494173
Position 4327: 0.0019745633579794863
Position 3977: 0.0018668421306903232
Position 660: 0.0017372784215552617
Position 2209: 0.0016820604393681135
Position 541: 0.001540836325041916
Position 2099: 0.0015047081758310036
Position 1110: 0.0014655551048676034
Position 271: 0.0014388818967634644
Position 196: 0.001294031487966449
Position 3983: 0.0012617928461847567
Position 5281: 0.000978248284038667
Position 134: 0.0007852865199236514
Position 3975: 0.0007441029332439789
Position 1675: 0.0006962940992035371
Position 200: 0.0006776942515171585
Position 1422: 0.0006652858891250665
Position 5378: 0.0005919665682173214
Position 686: 0.0005899879188175654
Position 1379: 0.0005801969923347107
Position 5588: 0.0005650056921292827
Position 21: 0.0005326816360119455
Position 4015: 0.0005306776005577893
Position 213: 0.0005220364571314655
Position 43: 0.0004919026274243241
Position 5846: 0.0004849776666240356
Position 3703: 0.0004432694415457275
Position 52: 0.0004423485820968368
Position 3339: 0.0003590639470645019
Position 1509: 0.00035182712243761325
Position 331: 0.0003462219662301558
Position 2985: 0.0003113856717825701
Position 3989: 0.0002648595867965786
Position 276: 0.00024168677168041774
Position 3200: 0.0002325974694823073
Position 273: 0.0002283536755424267
Position 623: 0.00022359060382373943
Position 1616: 0.00019972547217767927
Position 232: 0.00016999329719815157
Position 706: 0.00016053020968511818
Position 2003: 0.00014812241458596467
Position 2629: 0.00014623252618776658
Position 1903: 0.0001401741337802627
Position 1864: 0.00012473831946637875
Position 3157: 0.00012362332037054087
Position 711: 0.00011892743798951995
Position 1323: 0.0001158276144940658
Position 256: 0.00011461972044001814
Position 1376: 0.000108567537972592
Position 993: 0.00010000303059033026
Position 95: 9.52835139952408e-05
Position 1719: 9.4541184131179e-05
Position 2410: 9.447379358273681e-05
Position 3638: 9.35567097892412e-05
Position 437: 9.300540647360707e-05
Position 398: 9.198373933382337e-05
Position 1047: 8.988472120575002e-05
Position 31: 8.661668297922572e-05
Position 5816: 8.529465091207332e-05
Position 4356: 8.105650458659782e-05
Position 390: 7.742055038855988e-05
Position 1632: 7.352884752317895e-05
Position 5413: 6.707147685259271e-05
Position 292: 4.811305581956462e-05
Position 587: 4.5367436829511705e-05
Position 530: 4.405549164089455e-05
Position 600: 3.796776667673642e-05
Position 1007: 3.7034246585774286e-05
Position 1793: 3.0338691531337036e-05
