Gene = Retreg2
index = 897
Annotated 5SS: [ 343  690 1168 1654 1921 2318 2568 3030]
Annotated 3SS: [ 582 1136 1517 1835 2173 2472 2893 3643]
SMsplice 5SS: [ 343  690 1654 1921 2318 3030 3934]
SMsplice 3SS: [ 582 1517 1835 2173 2893 3643 4044]
top_k =  1000
Partition function (log Z): 3.0564912720198953

Sorted 5' Splice Sites (High to Low Probability):
Position 1654: 0.9330831309745611
Position 2318: 0.9151412644799537
Position 3030: 0.8988487401222743
Position 690: 0.8893534255235693
Position 1921: 0.8044556732227007
Position 343: 0.7429347847765839
Position 3934: 0.4912214628270292
Position 2568: 0.45608695276879746
Position 96: 0.2763055411281619
Position 1168: 0.14375857235933504
Position 4228: 0.05873322800144686
Position 1357: 0.05693803547903094
Position 1419: 0.04592959511539325
Position 1300: 0.03217322845916433
Position 3321: 0.02920723858548559
Position 3668: 0.0285873142016397
Position 74: 0.021646143584989855
Position 159: 0.020074232734392565
Position 459: 0.017613608531923928
Position 491: 0.015052959542665003
Position 3746: 0.014302475586326524
Position 3344: 0.01358690152593732
Position 2573: 0.011166387112453434
Position 2619: 0.010554642803158364
Position 3328: 0.007328145833281371
Position 4258: 0.006763397782273797
Position 1433: 0.005845679287135589
Position 792: 0.005356616308637509
Position 885: 0.004426239642022155
Position 2052: 0.0031255705957848523
Position 4442: 0.0029792153559112383
Position 716: 0.002620997250993388
Position 444: 0.0023960763996757808
Position 2380: 0.001977281405410555
Position 1272: 0.0016169317080890235
Position 2637: 0.001430190044135248
Position 2008: 0.0013166203080040293
Position 3941: 0.0013164085505523824
Position 311: 0.0011543924133046747
Position 2180: 0.00111996439511977
Position 959: 0.0009493904708972181
Position 4808: 0.0008407034581350924
Position 284: 0.0007727257664629503
Position 406: 0.0007719430935517761
Position 3844: 0.0007644560799970184
Position 90: 0.0007172237752868826
Position 2368: 0.000640494179943304
Position 257: 0.0006315191940392925
Position 963: 0.0006097185251886854
Position 2987: 0.0005464473421201463
Position 2134: 0.0005166903780072833
Position 2098: 0.0004643785601931153
Position 2530: 0.00042335624832842673
Position 3566: 0.00042196383033834216
Position 1208: 0.0003857424407971888
Position 111: 0.00037919493789146855
Position 1324: 0.0003637662103969953
Position 3384: 0.000355804959948359
Position 4107: 0.00034691102455350185
Position 3315: 0.0003427059317978838
Position 4186: 0.0003378961893123498
Position 1369: 0.00032814315189917415
Position 2614: 0.00031403989723806684
Position 1962: 0.00030280219645078724
Position 4233: 0.0002623791159416728
Position 1899: 0.00025037568647489646
Position 2627: 0.00024236186695659058
Position 1364: 0.00020318561187724382
Position 3902: 0.00019912462637585696
Position 583: 0.00018983985023945287
Position 2565: 0.0001587551791795873
Position 1720: 0.0001517503326728514
Position 2818: 0.00013702763597419026
Position 1977: 0.0001340563306635468
Position 2546: 0.00013326839362466913
Position 4668: 0.00013212348666591947
Position 3325: 0.00012417740606274674
Position 2170: 0.00012039345771396573
Position 475: 0.00011815015117906827
Position 2979: 0.000115163478208865
Position 1925: 0.00011171114259951451
Position 1957: 0.00010554462825412123
Position 2153: 0.0001052333829153697
Position 1917: 9.613143992074789e-05
Position 2844: 9.32006088483675e-05
Position 2229: 7.951033779740801e-05
