Gene = Mrfap1
index = 696
Annotated 5SS: [570]
Annotated 3SS: [827]
SMsplice 5SS: [570]
SMsplice 3SS: [827]
top_k =  1000
Partition function (log Z): -5.7358655782925165

Sorted 5' Splice Sites (High to Low Probability):
Position 570: 0.9913559432910006
Position 227: 0.29092518277275564
Position 221: 0.11657045312921109
Position 146: 0.09285865736758254
Position 142: 0.08638518230599794
Position 759: 0.008931405073170978
Position 197: 0.006713010335576538
Position 72: 0.003569412107509302
Position 732: 0.003460769056523203
Position 26: 0.0030504201909305564
Position 298: 0.0027904561267735597
Position 1129: 0.002403437918297288
Position 553: 0.0016166635512093958
Position 604: 0.0010646049119925462
Position 152: 0.001055474907870174
Position 1047: 0.000972718005251553
Position 117: 0.0007564924443320619
Position 99: 0.0007242162749365793
Position 349: 0.0005413537593371141
Position 256: 0.0004749777314703801
Position 1529: 0.00045636537299692385
Position 42: 0.00039630030086433446
Position 1407: 0.0003263466257391694
Position 46: 0.0002793151516509021
Position 389: 0.0001629626861099656
Position 78: 0.00014966924486317873
Position 515: 0.00012176427574350857
Position 155: 0.00010905513469105141
Position 269: 0.00010205754144371305
Position 910: 9.840180976924098e-05
Position 1006: 9.631343438088159e-05
Position 708: 9.549055896586639e-05
Position 1194: 9.294168766272325e-05
Position 547: 9.10227634168566e-05
Position 19: 8.576887180856032e-05
Position 524: 7.983115892221705e-05
Position 65: 5.308402324088907e-05
Position 799: 5.254008367602493e-05
Position 849: 4.704062966401869e-05
Position 1050: 4.553433844319283e-05
Position 854: 3.9676904737691535e-05
Position 1418: 3.241593802446504e-05
Position 742: 2.645818898570113e-05
Position 697: 2.0057444081497413e-05
Position 594: 1.3189075255612694e-05
Position 1473: 1.2904990143313316e-05
Position 1063: 1.1557008658978273e-05
Position 1013: 1.1238043675501726e-05
Position 1172: 8.45520224968744e-06
Position 1213: 7.72381791675238e-06
Position 1451: 6.741123325263967e-06
Position 1363: 5.622035160771442e-06
Position 1154: 5.253423145802431e-06
Position 429: 5.2477489481339446e-06
Position 636: 3.875426730972031e-06
Position 663: 3.7621940080739926e-06
Position 624: 3.357572082439885e-06
Position 1032: 1.6678466779949538e-08
Position 965: 1.3216884859757473e-08
Position 784: 6.571558566769464e-09
Position 994: 2.5038946431194847e-09
Position 1067: 2.2487799699676815e-09
Position 676: 6.847569593476248e-10
Position 691: 2.386265383101498e-10
Position 773: 1.324163508590318e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 827: 0.9174773885601171
Position 427: 0.598552374877805
Position 1317: 0.024090043894759324
Position 782: 0.011131816315631716
Position 1224: 0.010252779266189784
Position 1288: 0.00802351023590534
Position 1565: 0.00539834720379223
Position 644: 0.005328228962976864
Position 663: 0.0046572988752426716
Position 1328: 0.0036007651841893184
Position 835: 0.003472078062012428
Position 1193: 0.0033223685253487654
Position 1257: 0.0032139713408291313
Position 669: 0.002964318662197149
Position 1684: 0.0019497882448528694
Position 1263: 0.0017842431343533152
Position 660: 0.0016089424386004196
Position 1296: 0.001303492050747846
Position 376: 0.0011514751158817936
Position 466: 0.0011142316594383293
Position 704: 0.0009800180944439267
Position 469: 0.0009002995994320805
Position 1546: 0.0006785462576226985
Position 1859: 0.0006488911448054307
Position 1337: 0.0005058478342551423
Position 226: 0.0004780351282024759
Position 445: 0.00041763167483354317
Position 487: 0.0003503403195394826
Position 1747: 0.0002753414144098353
Position 1591: 0.00026752551858692564
Position 1299: 0.00026060520456591495
Position 1118: 0.0002477758300749913
Position 1385: 0.00020607717341810245
Position 1633: 0.00020529398992630366
Position 1611: 0.00020035276251093517
Position 313: 0.00018708131634549173
Position 1657: 0.00015317682719614794
Position 346: 0.00013429889657007053
Position 687: 0.00013360057859719847
Position 160: 0.00011233172550253232
Position 1636: 0.0001039608779665284
Position 1455: 0.0001010475882906291
Position 1462: 9.791519724455882e-05
Position 1735: 9.768134699043442e-05
Position 1864: 9.578045270690524e-05
Position 1363: 8.202777862467264e-05
Position 1144: 7.653701354308938e-05
Position 382: 7.361536194105617e-05
