Gene = Pclaf
index = 799
Annotated 5SS: [ 238  573 3298]
Annotated 3SS: [  494  3134 11320]
SMsplice 5SS: [ 238  573 3298]
SMsplice 3SS: [  494  3134 11320]
top_k =  1000
Partition function (log Z): -6.289805578076212

Sorted 5' Splice Sites (High to Low Probability):
Position 238: 0.9588934068167699
Position 573: 0.9508962243744985
Position 3298: 0.9288476573385983
Position 8731: 0.12309289863312999
Position 1462: 0.06257614937128439
Position 11425: 0.06061346490777349
Position 974: 0.04809662591290518
Position 11503: 0.03524561717581945
Position 4322: 0.0346678378852624
Position 6272: 0.030477995357610706
Position 2584: 0.024287433975197604
Position 6287: 0.02266092074170535
Position 970: 0.021089328525755464
Position 1639: 0.018179278103635538
Position 10088: 0.01629243906431062
Position 814: 0.012931057045523206
Position 3641: 0.012516834994851437
Position 5484: 0.010990327139822441
Position 195: 0.00991341986348423
Position 6661: 0.009523173859251204
Position 10383: 0.00947511311440317
Position 7731: 0.008153292804469756
Position 1780: 0.006150771317432282
Position 105: 0.005337607263793505
Position 2564: 0.005272649334690481
Position 11415: 0.00516670810896017
Position 377: 0.004864036636320865
Position 6939: 0.00458780714242006
Position 165: 0.004573099037819939
Position 9630: 0.004272899061533368
Position 781: 0.004098120059119587
Position 1047: 0.0033952206318541376
Position 1458: 0.003326436741424777
Position 1594: 0.0025534429130088226
Position 1435: 0.0022534874848758393
Position 60: 0.0020865843163624755
Position 1830: 0.0020699857410828968
Position 255: 0.002027698899542024
Position 1338: 0.0020167012679738207
Position 600: 0.001984526680496658
Position 5399: 0.0019478446138229107
Position 127: 0.0017311136326128168
Position 521: 0.0016517358279593986
Position 1085: 0.0015253241198522696
Position 7748: 0.00150687020846233
Position 3386: 0.0013562854141631825
Position 6341: 0.001336168386367545
Position 1793: 0.0013085798107413604
Position 8722: 0.0012549441317887032
Position 159: 0.001191202797874018
Position 960: 0.0011515004549546778
Position 1747: 0.0010599298253651521
Position 4800: 0.0010306444802391538
Position 558: 0.001000368879905485
Position 9619: 0.0008294160354980295
Position 1714: 0.0008071357858824959
Position 662: 0.000754508088952788
Position 2643: 0.000651851460801307
Position 2660: 0.0004969152454890717
Position 2855: 0.0004909892723358852
Position 1556: 0.0004861652819132362
Position 2754: 0.0004588693426938853
Position 1348: 0.00044936657682136355
Position 634: 0.00036739598761052495
Position 2782: 0.000285045555659796
Position 930: 0.0002818785127674811
Position 1209: 0.00024395724909341863
Position 3001: 0.00023757902721692934
Position 1330: 0.0001385373007071548
Position 9259: 0.0001243668982096255
Position 953: 0.00011133303289919133
Position 562: 0.00010525010128354283
Position 2646: 9.914983388781445e-05
Position 6110: 9.825905644319858e-05
Position 2692: 9.43443086102566e-05
Position 2258: 7.890853514257813e-05
Position 265: 7.775017785276857e-05
Position 1741: 7.717610258324816e-05
Position 681: 7.26555202169924e-05
Position 423: 6.999317418344956e-05
Position 3659: 6.897741924799526e-05
Position 1038: 6.869815112717201e-05
Position 2234: 6.386573472341141e-05
Position 1873: 6.374541589512976e-05
Position 2199: 6.146815548634708e-05
Position 171: 5.455192074261657e-05
Position 186: 4.712739399054186e-05
Position 4132: 2.7999338778255866e-05
Position 5501: 2.626524856984027e-05
Position 281: 2.6132515677789315e-05
Position 289: 2.2104578922487037e-05
Position 24: 1.674845371572751e-05
Position 31: 1.6080499183377785e-05
Position 380: 1.1860072269931526e-05
Position 390: 1.0555717592349345e-05
Position 649: 1.0049307067209213e-05
Position 5102: 9.595042230817725e-06
Position 811: 9.406922228391853e-06
Position 3310: 9.225662787170642e-06
Position 4457: 8.9185442857534e-06
Position 824: 8.015002017143763e-06
Position 4918: 8.010158695495104e-06
Position 3304: 7.295733110663601e-06
Position 153: 7.075141136132663e-06
Position 644: 6.874856048602e-06
Position 184: 6.256035498386626e-06
Position 4887: 5.32910299951255e-06
Position 3077: 4.720051857583673e-06
Position 582: 4.594698635749025e-06
Position 3370: 4.38575169100098e-06
Position 3639: 4.3233885524718075e-06
Position 1095: 4.285078231235584e-06
Position 216: 4.246701929621965e-06
Position 174: 3.905252226990048e-06
Position 4496: 3.900718533299295e-06
Position 6174: 3.796129554197071e-06
Position 4559: 3.312579961349215e-06
Position 4591: 3.22102507578812e-06
Position 980: 2.4559856222115537e-06
Position 3302: 2.2883867698648077e-06
Position 701: 2.2216840578564714e-06
Position 787: 1.9513897018426604e-06
Position 3743: 1.9241564106995e-06
Position 3973: 1.7263919350221037e-06
Position 805: 1.33982195275974e-06
Position 426: 1.3175878763746846e-06
Position 646: 1.0967306077485548e-06
Position 707: 1.0925800761466973e-06
Position 3882: 1.0733392176692056e-06
Position 3663: 1.0471115192768945e-06
Position 3697: 9.083135188853501e-07
Position 943: 7.598064766572845e-07
Position 3858: 7.103604633216024e-07
Position 3661: 6.622940350765964e-07
Position 16: 5.980441227434524e-07
Position 860: 5.943682525352552e-07
Position 978: 4.956637998488518e-07
Position 1216: 4.089562843702809e-07
Position 1127: 2.8996397400870453e-07
Position 910: 2.8414433256385543e-07
Position 984: 2.2328868515704465e-07
Position 757: 1.4981322076426364e-07
Position 497: 1.3085354563057252e-07
Position 862: 2.8745534165977057e-09
Position 881: 2.787869235680955e-09
Position 874: 1.749151044009118e-09
Position 542: 1.2931963650653369e-10
Position 585: 6.547160990870028e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 494: 0.9322360131187171
Position 3134: 0.9153973199427363
Position 11320: 0.5709670516127034
Position 11281: 0.10156956117724276
Position 11589: 0.08651059801640656
Position 8639: 0.07627710745385247
Position 8591: 0.0702219746062016
Position 4077: 0.061156518758296474
Position 1208: 0.055037434444486166
Position 6203: 0.054205799446094716
Position 881: 0.045435284912810486
Position 2489: 0.030613330759996952
Position 9951: 0.026186800649767146
Position 11649: 0.025433795264429473
Position 922: 0.02471666270184745
Position 7591: 0.023406507146034875
Position 3557: 0.021032830803965615
Position 5281: 0.020701152383602074
Position 10229: 0.018291359271343847
Position 9478: 0.017525081988683338
Position 9005: 0.016982472141550867
Position 5699: 0.015283508881940433
Position 6340: 0.01467141274639599
Position 429: 0.012071313768166557
Position 1346: 0.01156358508788769
Position 747: 0.011351389250867872
Position 1497: 0.01070409523171289
Position 5743: 0.010386367782348298
Position 6414: 0.009726867622177572
Position 1638: 0.009680996729635311
Position 11966: 0.009490901998983546
Position 9082: 0.00938646340376848
Position 3216: 0.00822149770876807
Position 7685: 0.008126707652532756
Position 4214: 0.007530115028058517
Position 11737: 0.007455248056878338
Position 5528: 0.006999098461397289
Position 1410: 0.006722392499239927
Position 9806: 0.006698574886594523
Position 4447: 0.005718178069868365
Position 3187: 0.005428615241638737
Position 6810: 0.004855525009235273
Position 6025: 0.00462596845653425
Position 12994: 0.004087378912549373
Position 6481: 0.00399676116412926
Position 681: 0.0037463660943586187
Position 11234: 0.0037123940804374977
Position 6366: 0.0033944094451254106
Position 12957: 0.003139916029885985
Position 3115: 0.003075058617489256
Position 9594: 0.0029733277093118697
Position 11602: 0.002756921959049247
Position 898: 0.0025798929484226046
Position 9375: 0.0025656569039656154
Position 558: 0.0024522571239242504
Position 4505: 0.0023778982118878283
Position 1127: 0.0023766471208608725
Position 516: 0.002375681817603764
Position 6174: 0.002348914351003452
Position 9979: 0.002255401800547822
Position 6395: 0.0021595057892321813
Position 3527: 0.0021505716847676597
Position 322: 0.002092155760710631
Position 5384: 0.0020401516928861703
Position 1675: 0.0019985410625309873
Position 10273: 0.0018185353887811497
Position 1550: 0.0017482754187732315
Position 11037: 0.0017010767577149723
Position 7270: 0.0015607954462929434
Position 12324: 0.0014583645956352848
Position 4073: 0.0014113563356855953
Position 10646: 0.0013648858267544918
Position 1574: 0.001308683907002174
Position 6589: 0.001282948023868136
Position 6215: 0.0012170662817821644
Position 8537: 0.0011476625219131202
Position 12011: 0.0011355904352915965
Position 11347: 0.001050302280370499
Position 1453: 0.001034789049250996
Position 8671: 0.0009986191189059264
Position 1370: 0.000978103458766655
Position 6178: 0.0009751748770701231
Position 4007: 0.0009389958568569597
Position 7318: 0.0009211915284513572
Position 3152: 0.0008261811469787117
Position 4773: 0.0007912625878919366
Position 6227: 0.0007569188120449481
Position 3230: 0.0007118903769243456
Position 5164: 0.0007004189584766468
Position 2433: 0.000692714836279108
Position 7897: 0.000681969401758244
Position 10548: 0.0006548791723375614
Position 1612: 0.0006370641823581835
Position 10592: 0.0005813865946231378
Position 7849: 0.0005741270194078786
Position 9137: 0.0005704812204026581
Position 6774: 0.0005691107005963705
Position 4210: 0.0005658764745456999
Position 3575: 0.0005621613730005933
Position 509: 0.0005556208150658217
Position 8844: 0.0005292483011069165
Position 2515: 0.0005172368111314238
Position 5882: 0.0005139641013098125
Position 6534: 0.0005083047452400293
Position 7250: 0.0004784896818243584
Position 4550: 0.00045822511101344115
Position 5348: 0.00042767792858481614
Position 1423: 0.0004186340820780472
Position 2779: 0.00040731063646507387
Position 3250: 0.0004046435710217591
Position 3553: 0.00040300167036325357
Position 8450: 0.0003759559525591482
Position 7153: 0.000371418351196748
Position 6984: 0.000369242090874044
Position 1219: 0.0003638931934076142
Position 3570: 0.00035012272202132616
Position 8153: 0.0003468045795267581
Position 7667: 0.0003413468015123448
Position 4230: 0.0003376190829538109
Position 4468: 0.0003376155169538918
Position 8516: 0.00033715340349122684
Position 5886: 0.00031933351076851845
Position 358: 0.0003142970314378326
Position 9257: 0.0002973143487501962
Position 2149: 0.00026463293308010536
Position 7799: 0.00025593156152551726
Position 4131: 0.00025095131276270095
Position 1461: 0.0002486233087446556
Position 4916: 0.00024003315277102116
Position 1705: 0.00023358586660200974
Position 153: 0.0002230052536404138
Position 222: 0.0002182233527236327
Position 6636: 0.00021109155905989392
Position 3380: 0.0002055827800398773
Position 319: 0.00019847811971779954
Position 9041: 0.00018678030112620657
Position 3197: 0.0001807833502382982
Position 5025: 0.00018072314191308242
Position 8894: 0.0001790454472196425
Position 3164: 0.0001788035034577568
Position 7119: 0.00017653123294078212
Position 5464: 0.00016225558778564105
Position 3732: 0.00015995138053959997
Position 520: 0.0001567246226211374
Position 364: 0.00015480777958215913
Position 7447: 0.00014754832145770456
Position 8534: 0.00014385603008745896
Position 2671: 0.0001316269776770572
Position 3620: 0.00012833978864732558
Position 2494: 0.00012700714054721585
Position 4079: 0.0001232433167642028
Position 4026: 0.00011867766650280008
Position 1270: 0.00011316627559501246
Position 4572: 0.0001123336514913215
