Gene = Nsl1
index = 767
Annotated 5SS: [  242  2223  7090  8202 17526]
Annotated 3SS: [ 2143  6958  8146 17457 19139]
SMsplice 5SS: [  242  6388  7090 12251 17526]
SMsplice 3SS: [ 6224  6958 12093 17457 17696]
top_k =  1000
Partition function (log Z): -8.458241769819338

Sorted 5' Splice Sites (High to Low Probability):
Position 7090: 0.937620195231516
Position 12251: 0.8743698207464351
Position 6388: 0.7920783588202255
Position 242: 0.7788455051389211
Position 17526: 0.5991694380408642
Position 2223: 0.5915819432334489
Position 4158: 0.3557057121012302
Position 11692: 0.33112862236982393
Position 11696: 0.2898064768544054
Position 8118: 0.2596191259009762
Position 8202: 0.25945964830741736
Position 15222: 0.23873404670894613
Position 4358: 0.18507877891295765
Position 5819: 0.18130582989748528
Position 8343: 0.14209655913448688
Position 5763: 0.14167278670492797
Position 893: 0.10107129577425088
Position 238: 0.09556662317057002
Position 11652: 0.07646679793362891
Position 11898: 0.07321383353047607
Position 9686: 0.0643128010721717
Position 5596: 0.06251129087826793
Position 420: 0.06038515380696503
Position 7890: 0.050519248131053414
Position 4566: 0.04771582873522835
Position 659: 0.04609756561779162
Position 623: 0.04289174477634855
Position 4467: 0.03993332582428819
Position 17875: 0.03862491328298694
Position 1464: 0.03461138611344301
Position 12215: 0.03377922551080387
Position 119: 0.030999436434630885
Position 7834: 0.029606480103761917
Position 11245: 0.02947197201419999
Position 10309: 0.021276135105857016
Position 4234: 0.02069313557643375
Position 10442: 0.02027194139939128
Position 2387: 0.015994687900219313
Position 9722: 0.015968508296024184
Position 619: 0.015608977783731624
Position 15455: 0.014583213732041321
Position 143: 0.013977637792205266
Position 2614: 0.013312022505214401
Position 4216: 0.011803281045102339
Position 864: 0.011724467078248495
Position 4198: 0.011535096055544949
Position 5635: 0.010472136725456906
Position 6791: 0.010267930502221509
Position 6852: 0.008273263687255563
Position 8256: 0.00811084152304809
Position 6874: 0.007081562765116016
Position 10124: 0.0070586930671423746
Position 9897: 0.006282679699667044
Position 6887: 0.006084544986031235
Position 2831: 0.005641078341856378
Position 6138: 0.005027387278965196
Position 1586: 0.0048560765710471
Position 6433: 0.004584438571155714
Position 8275: 0.004308247472939383
Position 6470: 0.003817728148199761
Position 444: 0.0035837479707460174
Position 7978: 0.0034595330958696433
Position 2436: 0.003236329279783063
Position 9654: 0.003034388368199515
Position 163: 0.002800777101912246
Position 209: 0.002621702707938024
Position 1271: 0.002610988905432616
Position 676: 0.002176254649166261
Position 8279: 0.002087620288658056
Position 7029: 0.001889520229679641
Position 6397: 0.0016502069230358897
Position 7307: 0.0014451675186893038
Position 18017: 0.0013607041988802871
Position 11221: 0.0012760258596551113
Position 11509: 0.0012689580499882429
Position 2407: 0.0011664909475852196
Position 2227: 0.001129634473947432
Position 262: 0.0009221357618256534
Position 152: 0.0008980911091734197
Position 3079: 0.000738450615591211
Position 384: 0.0005825965588762859
Position 683: 0.0004632013612330762
Position 2004: 0.00044800345252479643
Position 168: 0.00044155009426754264
Position 6826: 0.00038212813039030275
Position 833: 0.00023583781752482466
Position 13924: 0.00022112468757170167
Position 824: 0.00018650472796276194
Position 424: 0.00017594655981116074
Position 1388: 0.00017037732828376732
Position 302: 0.00012723669362561623
Position 473: 9.518761843215635e-05
Position 35: 7.341505296910996e-05
Position 453: 5.566918567111442e-05
Position 1952: 5.5564019961531064e-05
Position 1961: 5.54083613605507e-05
Position 194: 3.610650908076546e-05
Position 396: 3.602843450106252e-05
Position 663: 3.459045356870596e-05
Position 2250: 1.958280012241764e-05
Position 2171: 1.4670330209072671e-05
Position 176: 7.702592283873553e-06
Position 487: 7.643496325225698e-06
Position 560: 4.823841587621395e-06
Position 373: 4.2159665019347156e-06
Position 568: 4.097520219673536e-06
Position 1133: 3.0777006921733904e-06
Position 1145: 2.599751451558273e-06
Position 1329: 2.341356138738217e-06
Position 451: 2.3246469097749703e-06
Position 29: 1.1653844972656802e-06
Position 1075: 1.128606066124739e-06
Position 689: 1.0582138546780454e-06
Position 575: 8.581268233901149e-07
Position 17: 8.47238460412757e-07
Position 804: 7.011275481157273e-07
Position 597: 6.564839994781308e-07
Position 798: 4.787829995045346e-08
Position 1537: 4.669753447786119e-08
Position 538: 2.227699777752459e-09
Position 586: 1.1644320920791203e-12
Position 563: 5.477626753115764e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 6958: 0.9203785069259521
Position 12093: 0.8867436384572552
Position 6224: 0.7940274652058578
Position 11575: 0.7016185973463279
Position 17457: 0.6791579554576133
Position 2053: 0.328302661915143
Position 4068: 0.2876471127991089
Position 5694: 0.2598443940668573
Position 2143: 0.2539320064708973
Position 4276: 0.25356187119505263
Position 7957: 0.20541081165253466
Position 17696: 0.19965284880075657
Position 8146: 0.19616546030176202
Position 15116: 0.16389040106918992
Position 20562: 0.15767555173410996
Position 18290: 0.12142265565170539
Position 8201: 0.11941466956034215
Position 7741: 0.08418275909620462
Position 753: 0.08354655528607571
Position 4042: 0.08268870639611295
Position 19139: 0.07893860827576783
Position 563: 0.06702478358125996
Position 20758: 0.06268972142374268
Position 15140: 0.061703404438142186
Position 5505: 0.05939206022759409
Position 9624: 0.05909750504325309
Position 18370: 0.04528033418773285
Position 11796: 0.04232726449690119
Position 5471: 0.03673087603544051
Position 18334: 0.03643218694324303
Position 6758: 0.033395516402037057
Position 18689: 0.03200438220304903
Position 9543: 0.031331873590015984
Position 7937: 0.030550706390537984
Position 519: 0.0302745817215582
Position 12118: 0.02869555663687586
Position 8008: 0.024675891206273108
Position 7960: 0.02416801331267146
Position 8149: 0.0241365241732272
Position 18684: 0.021967054918653847
Position 4100: 0.021792962818462998
Position 8275: 0.02062756963151318
Position 5786: 0.02049349128390248
Position 2301: 0.02039970474401644
Position 11571: 0.01786861356685908
Position 20469: 0.017758228126541962
Position 14010: 0.01772472024622724
Position 11010: 0.016986562108419808
Position 10333: 0.01604977486901882
Position 14965: 0.015620047942404016
Position 11059: 0.013761435765435297
Position 1268: 0.013090871683571306
Position 1391: 0.012822469465412942
Position 13585: 0.012171506056147521
Position 16666: 0.011821750671266833
Position 10203: 0.011062685827231182
Position 11836: 0.010484888861841318
Position 20299: 0.009981846965864547
Position 5750: 0.009534781909463622
Position 3877: 0.009310983243867364
Position 9979: 0.00922434300286272
Position 16635: 0.008907042405354098
Position 20044: 0.008858715020346901
Position 17894: 0.008821381001290275
Position 18104: 0.00865133874581379
Position 16410: 0.00849392729805746
Position 10096: 0.008073537422999143
Position 4322: 0.007833950548175681
Position 14974: 0.007717821553562931
Position 1422: 0.007600524409171303
Position 14928: 0.007407630999299306
Position 17469: 0.007353474977649284
Position 2347: 0.0073137291376370525
Position 7898: 0.007006909592735404
Position 6973: 0.006755640187288358
Position 14220: 0.0065527364411733695
Position 6047: 0.006348921230522621
Position 12603: 0.006117537743825641
Position 6843: 0.00594760082112076
Position 798: 0.005904418232513231
Position 15166: 0.005615197995649249
Position 316: 0.005376141223352233
Position 12182: 0.00520391546963205
Position 15591: 0.005141770168400445
Position 8075: 0.004793703991844704
Position 8152: 0.00479298063374174
Position 12039: 0.004591800068439992
Position 5555: 0.004476849710335521
Position 17901: 0.004328988607041496
Position 10308: 0.004222166530372462
Position 18004: 0.0042182723042077305
Position 2103: 0.0039067071808875494
Position 2754: 0.0037713547323616416
Position 568: 0.0037709754176113884
Position 1356: 0.003723389805306312
Position 306: 0.0035282220490269875
Position 5620: 0.003523876515599282
Position 16324: 0.00349221438714743
Position 181: 0.0033811075217346446
Position 1781: 0.00325686048693806
Position 4201: 0.003234699119137375
Position 14925: 0.0031295714659691056
Position 8117: 0.002994273768872953
Position 7661: 0.0029122712826077503
Position 6196: 0.0028730859206203465
Position 2535: 0.0026842652435923884
Position 17732: 0.0023543370253191
Position 15004: 0.002233906698991122
Position 7592: 0.0021040137801285087
Position 6252: 0.002100936247609797
Position 7828: 0.002039294564151435
Position 5513: 0.0019657144569451947
Position 6982: 0.0019253483798247538
Position 6654: 0.0019151371843060508
Position 1217: 0.0018979610462114779
Position 8246: 0.0018775576117769717
Position 6183: 0.001807711136970703
Position 3801: 0.0017213427287905809
Position 4075: 0.0016753219929398144
Position 273: 0.001603090280789214
Position 804: 0.001579026040309672
Position 11742: 0.0015583149846012437
Position 4103: 0.00155119925984061
Position 400: 0.0015200767651911118
Position 12568: 0.0015004858316467061
Position 763: 0.0013569754025272102
Position 12950: 0.001355785480976898
Position 12533: 0.0013404584551369454
Position 605: 0.0013227677932322176
Position 2164: 0.0013180998640098002
Position 11362: 0.0013162638106074842
Position 14021: 0.001270684823832808
Position 13676: 0.0012247421307859084
Position 3893: 0.001177282872781895
Position 7813: 0.001134051693496434
Position 1310: 0.0011335073512394385
Position 12679: 0.0010831145319102446
Position 822: 0.0010620510115112074
Position 2715: 0.0010486158983751348
Position 13194: 0.0009955617699148615
Position 7164: 0.0009754808286087327
Position 12645: 0.0009741232313582336
Position 12513: 0.0009343866006768473
Position 16380: 0.0008971662886002334
Position 478: 0.000887044589293367
Position 2092: 0.0008239010172882648
Position 7700: 0.0007435280235426462
Position 2573: 0.0007380023545447536
Position 6682: 0.0007374544843537435
Position 6624: 0.0006950202867033866
Position 353: 0.000656336728192158
Position 1955: 0.000554513149010079
Position 12814: 0.000548983737462715
Position 1483: 0.0005416403693819207
Position 2188: 0.0005309688361675181
Position 2358: 0.0005079040646105567
Position 1838: 0.0005071763851925325
Position 1969: 0.00048757739841363384
Position 2324: 0.00047107211845023465
Position 13307: 0.0004686101249993886
Position 12739: 0.00045468371486677986
Position 14746: 0.00037489839984977853
Position 2785: 0.00035468226479885086
Position 2908: 0.0003415768634122352
Position 2454: 0.00032886640486483765
Position 13612: 0.0003252479870909162
Position 7774: 0.0003175450101692264
Position 1914: 0.00031040963191851945
Position 12451: 0.00030812874515638876
Position 2024: 0.00028254403540128533
Position 7770: 0.000271682630835381
Position 2956: 0.00022796758743186268
Position 7747: 0.00022254735788401812
Position 9236: 0.0002154269586956028
Position 13880: 0.0002116428879265211
Position 3890: 0.00018849189976940953
Position 1814: 0.00018809599613229492
Position 2650: 0.00017911954655548164
Position 2912: 0.00016890616474711238
Position 2105: 0.00016059210667245067
Position 333: 0.00015860512933301967
Position 1521: 0.00014344308007335185
Position 523: 0.00013535064699478976
Position 7169: 0.00013412021146314766
Position 7239: 0.00012989980319422025
Position 434: 0.00011990653153611157
Position 1898: 0.00011488614710101224
Position 1271: 0.00010948128114526906
Position 2011: 0.00010771638215394663
Position 1173: 9.871123401662162e-05
Position 12492: 9.58994123452298e-05
Position 437: 9.027983854273314e-05
Position 13804: 9.026216770347643e-05
Position 3935: 8.171541803308541e-05
Position 7248: 7.919022363180679e-05
Position 238: 6.733691141008309e-05
Position 1230: 6.460796671541976e-05
Position 7216: 5.318591718730321e-05
Position 1397: 4.8740662465224134e-05
Position 966: 4.803814400451796e-05
Position 874: 4.313539884462238e-05
Position 2167: 4.0582032564377544e-05
Position 8432: 3.954087242974881e-05
Position 8918: 3.652261949191236e-05
Position 769: 3.445165462245797e-05
Position 833: 3.1499610783250146e-05
Position 184: 2.9617817024692975e-05
Position 7467: 2.4947255317595686e-05
Position 205: 2.345151675211913e-05
Position 772: 2.3013993132030953e-05
Position 2320: 2.0636727260634114e-05
Position 640: 2.0097423063914258e-05
Position 1078: 1.9356362070344496e-05
Position 410: 1.7089102885118284e-05
Position 9289: 1.6823983027575253e-05
Position 497: 1.67004060679877e-05
Position 1025: 1.3870229991457254e-05
Position 1124: 1.3174776420352711e-05
Position 847: 1.2331019963934192e-05
Position 7414: 9.69778440413404e-06
Position 440: 7.862507089903275e-06
Position 9293: 7.0673758735182905e-06
Position 7488: 5.566892254581106e-06
Position 6790: 5.027414852350847e-06
Position 1628: 4.89850855349665e-06
Position 2152: 4.458324419736749e-06
Position 7506: 2.3605221890863686e-06
Position 358: 1.8153577137168516e-06
Position 1916: 1.3899048483571047e-06
Position 136: 1.3638086198030698e-06
Position 586: 1.2457961169646645e-06
Position 366: 1.186317561771737e-06
Position 1784: 1.171164692536528e-06
Position 107: 1.0312498924257525e-06
Position 2407: 8.534199602701013e-07
Position 575: 8.392921350387568e-07
Position 580: 8.269426631673793e-07
Position 629: 7.940085121712317e-07
Position 1032: 7.519082790279415e-07
Position 1059: 5.809567627953781e-07
Position 1131: 5.645991114370134e-07
Position 1102: 4.18781130554683e-07
Position 1181: 3.85837157281951e-07
Position 843: 3.506384500100303e-07
Position 809: 3.40270844351484e-07
Position 217: 3.2896850029555094e-07
Position 868: 3.012745912398014e-07
Position 903: 2.921224653668324e-07
Position 2365: 2.248548441773672e-07
Position 659: 2.187481643449897e-07
Position 734: 1.7069840260252457e-07
Position 879: 1.7037606414719303e-07
Position 675: 1.5038024449685726e-07
Position 109: 1.1029697334827558e-07
Position 451: 9.411920793870937e-08
Position 1444: 5.10489540121366e-08
Position 373: 4.885371884602614e-08
Position 138: 4.794145457706099e-08
Position 1187: 2.8855332944118917e-08
Position 1085: 2.8185468025948372e-08
Position 1092: 2.7511979675306254e-08
Position 119: 1.2511880938351226e-08
Position 82: 4.1252459367198026e-09
Position 152: 9.162152698791025e-10
Position 95: 7.344432906751795e-10
Position 160: 6.710984141462833e-10
Position 92: 2.881352384635593e-10
Position 663: 6.478680304813049e-11
