Gene = Spp1
index = 1016
Annotated 5SS: [  79 1325 1459 2618 3150 4429]
Annotated 3SS: [1256 1422 2536 3107 4146 5110]
SMsplice 5SS: [  79 1103 1325 1514 2618]
SMsplice 3SS: [ 923 1256 1422 2536 4146]
top_k =  1000
Partition function (log Z): 1.812998671483245

Sorted 5' Splice Sites (High to Low Probability):
Position 1325: 0.9753841221912194
Position 2618: 0.6967698042741746
Position 1103: 0.5805504751480742
Position 79: 0.5401082328968088
Position 1514: 0.47032626231402835
Position 131: 0.4336588980889687
Position 1459: 0.40341927456307386
Position 3150: 0.3136698223106198
Position 4367: 0.26705538909501786
Position 1998: 0.19673398962838137
Position 4429: 0.19256191835241185
Position 2937: 0.11888591210843051
Position 842: 0.09682602344808881
Position 1095: 0.08704245689162438
Position 5157: 0.06816825290308279
Position 3246: 0.05552388766213201
Position 1038: 0.04368062816588749
Position 3238: 0.034634110920994894
Position 214: 0.022605776601820764
Position 4392: 0.01085986242757559
Position 4775: 0.010785638855411119
Position 1582: 0.00966533745577403
Position 2913: 0.008347647803286328
Position 1043: 0.0067992780135281775
Position 938: 0.005667197015060948
Position 2693: 0.0045817895713360845
Position 4414: 0.0044565783079857
Position 1786: 0.004414663681011403
Position 1174: 0.00407924302264537
Position 2842: 0.003984296348064987
Position 1058: 0.0037246647527160166
Position 3042: 0.003513134622596064
Position 3222: 0.0034112357877952126
Position 1537: 0.003402988616908728
Position 4594: 0.0030538269103329908
Position 983: 0.002752026166895788
Position 4307: 0.0023993633124710164
Position 4243: 0.0023167499938350844
Position 2133: 0.0021927009370584
Position 233: 0.002178024814737715
Position 1572: 0.0020753003110755585
Position 4284: 0.0019175748744137539
Position 2461: 0.0019025935192077935
Position 1495: 0.001650148199952815
Position 2360: 0.0016306162338497827
Position 4544: 0.0015917079527427494
Position 668: 0.0013693996298563356
Position 4406: 0.001221873907918514
Position 1505: 0.0009879262645568563
Position 1185: 0.0009145142942380886
Position 941: 0.0008542003352864794
Position 3412: 0.0005852007977627389
Position 1473: 0.0005607850282763486
Position 209: 0.000550672500470869
Position 3070: 0.0005139370370022545
Position 2750: 0.0004807864231713364
Position 927: 0.00047699641492817026
Position 1009: 0.0004194524548113577
Position 1611: 0.00038873875189804715
Position 167: 0.0003458929446648804
Position 2144: 0.0003427440535459845
Position 2248: 0.0003352654652250181
Position 2385: 0.00030312458512722173
Position 1150: 0.000299620231764537
Position 1593: 0.00025540283135424717
Position 1061: 0.00022692170521745398
Position 2059: 0.00022470743241235857
Position 5427: 0.00022123552871033386
Position 135: 0.0002141033158918862
Position 1329: 0.00020915287354188834
Position 3226: 0.00020865225963990946
Position 1845: 0.0001918745550520456
Position 225: 0.00019049960902553265
Position 1182: 0.00017240920546366127
Position 1864: 0.00016206294285622596
Position 3340: 0.00015213832304032633
