Gene = Sprr2f
index = 1020
Annotated 5SS: [42]
Annotated 3SS: [688]
SMsplice 5SS: [42]
SMsplice 3SS: [688]
top_k =  1000
Partition function (log Z): -5.303809707563635

Sorted 5' Splice Sites (High to Low Probability):
Position 42: 0.5863321647331678
Position 97: 0.3538735337512131
Position 443: 0.24561646001356582
Position 799: 0.24418383861756401
Position 294: 0.1323534038639275
Position 589: 0.09762285294086132
Position 366: 0.019349604499715612
Position 774: 0.018640995041914923
Position 210: 0.017560676543373063
Position 757: 0.013494482196197009
Position 85: 0.004318866532949205
Position 93: 0.0023239613422230184
Position 761: 0.0021293235546203824
Position 759: 0.001587236690083104
Position 570: 0.0014451386047242146
Position 936: 0.0013056348552841592
Position 9: 0.0010115502780203057
Position 801: 0.0007990678888617299
Position 828: 0.0004939544456896971
Position 539: 0.0003382340790054822
Position 402: 0.0003053806141108905
Position 101: 0.00025995082884702677
Position 788: 0.0002408033493120071
Position 263: 0.00023855355015254986
Position 1097: 0.0002370379170049915
Position 941: 0.0001755821421827112
Position 332: 0.00015619405497664928
Position 918: 0.00014826414653644623
Position 110: 0.0001433580053339424
Position 394: 0.00013704841476160786
Position 214: 0.00013107641135354006
Position 176: 0.00012565709096742746
Position 644: 0.00012073469392389664
Position 115: 9.249709421398463e-05
Position 17: 8.254348792360815e-05
Position 136: 8.090406978576772e-05
Position 594: 8.083719784796484e-05
Position 75: 6.992098523521513e-05
Position 453: 3.118797945829276e-05
Position 183: 2.6720385318632397e-05
Position 1080: 2.6588069370501707e-05
Position 842: 2.3012758510775456e-05
Position 46: 1.9643701731188834e-05
Position 103: 1.937657438355421e-05
Position 434: 1.6292865570828048e-05
Position 297: 1.6046321481013477e-05
Position 951: 1.4801016346004534e-05
Position 488: 1.3412642940647334e-05
Position 1172: 1.1296851130523541e-05
Position 190: 1.1154701036551135e-05
Position 711: 1.010851486649513e-05
Position 1132: 7.72248071627608e-06
Position 815: 7.240225688683337e-06
Position 990: 5.842293116758072e-06
Position 48: 3.3566295578411335e-06
Position 64: 3.0961423941110335e-06
Position 729: 2.8517442326570207e-06
Position 217: 2.7857768057880846e-06
Position 138: 1.907501104704159e-06
Position 66: 1.7067335381742324e-06
Position 1025: 1.2337068869704576e-06
Position 854: 1.334410133044301e-08
Position 889: 6.97880213237004e-09
Position 635: 1.9595959084525208e-09
Position 648: 4.379816140637666e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 688: 0.9062095519465583
Position 213: 0.28525913372220013
Position 873: 0.17106040448905624
Position 876: 0.12821329598218767
Position 343: 0.1006671808222645
Position 410: 0.07183193969267422
Position 276: 0.019563196047472326
Position 915: 0.01290432875378159
Position 1001: 0.009598752674680881
Position 293: 0.008737348659939335
Position 1025: 0.008371647639618233
Position 507: 0.006201529247077418
Position 912: 0.005696667634655476
Position 355: 0.001888600985172491
Position 381: 0.0015361225018445722
Position 147: 0.0012367789020425793
Position 828: 0.0010678245427143847
Position 1244: 0.001052876128342694
Position 418: 0.0010123400843137225
Position 442: 0.0009193501981287521
Position 1208: 0.0008070866052705571
Position 290: 0.0006064139761528186
Position 1080: 0.00046901706283495866
Position 150: 0.0003381535519382895
Position 534: 0.0002558339731487016
Position 558: 0.0002403409465634635
Position 1172: 0.00023473482904918649
Position 84: 0.00023358145181245224
Position 721: 0.0002154453723959965
Position 726: 0.00019434640136961482
Position 774: 0.00018711644245745823
Position 918: 0.0001845410750491545
Position 176: 0.0001633493036918126
Position 1041: 8.773276030589209e-05
Position 115: 7.286868206800134e-05
Position 604: 5.784317640182435e-05
Position 512: 5.414234846523154e-05
Position 539: 5.096635519446651e-05
Position 1137: 4.401769894780793e-05
Position 703: 3.429359846206451e-05
Position 729: 3.4046564538641135e-05
Position 225: 3.349437430200716e-05
Position 520: 3.058272894086598e-05
Position 563: 2.9838397380541817e-05
Position 747: 2.558787891663353e-05
Position 696: 2.557459836432354e-05
Position 547: 2.494995371828893e-05
Position 1044: 2.2533924994007394e-05
Position 1205: 1.6875369563630173e-05
Position 1146: 1.2585610689173127e-05
Position 297: 8.949873734832329e-06
Position 936: 8.683111193724304e-06
Position 930: 7.3820663787320955e-06
Position 366: 7.077612057787975e-06
Position 1114: 6.981875379086768e-06
Position 963: 5.656514198492122e-06
Position 810: 4.239509023637853e-06
Position 300: 4.006985965804334e-06
Position 523: 3.3877926141491816e-06
Position 154: 3.021260361235178e-06
Position 932: 2.586885716947306e-06
Position 227: 1.5978670107490718e-06
Position 587: 1.3347438405743685e-06
Position 190: 1.2039618121575106e-06
Position 426: 9.590124369026937e-07
Position 610: 3.2656459129230256e-07
Position 570: 3.2608143789581076e-07
Position 93: 1.383077429537363e-07
Position 618: 5.179699838650186e-08
Position 735: 4.807938758789362e-08
Position 110: 6.1445948893231585e-09
Position 97: 6.740005284135996e-10
Position 101: 2.927373912775423e-11
Position 608: 8.65245965702843e-12
