Gene = Ostc
index = 785
Annotated 5SS: [ 208 3495 6129]
Annotated 3SS: [ 3400  5930 12965]
SMsplice 5SS: [ 208 3495 6129]
SMsplice 3SS: [ 3400  5930 13343]
top_k =  1000
Partition function (log Z): -7.883225336691115

Sorted 5' Splice Sites (High to Low Probability):
Position 3495: 0.9651167934574024
Position 6129: 0.9620406073634835
Position 208: 0.7156868302973043
Position 5770: 0.13490050227901493
Position 177: 0.08869992061647065
Position 183: 0.07200616888326593
Position 7208: 0.05941397242416166
Position 231: 0.039992096996310456
Position 7896: 0.03969231331150172
Position 8337: 0.030925984583087623
Position 8777: 0.029633061203643937
Position 10134: 0.028254704055126378
Position 167: 0.02341773230039666
Position 12310: 0.02314796794480483
Position 5805: 0.017036501369086403
Position 1612: 0.016485522506303026
Position 5638: 0.01601889328613991
Position 7586: 0.015079577243912526
Position 778: 0.01499027138400464
Position 2663: 0.014554952404095226
Position 4901: 0.011227439445275806
Position 165: 0.01113611550818726
Position 284: 0.009359673590352117
Position 11269: 0.009022724784748538
Position 10524: 0.007878827261373665
Position 3581: 0.007249193779797624
Position 24: 0.0068250560556295395
Position 8740: 0.0067255899471394985
Position 6314: 0.006718465728136065
Position 11467: 0.006365649479037343
Position 5440: 0.006087218907823858
Position 12118: 0.00579951127834241
Position 12273: 0.005426224032867267
Position 2323: 0.00535037256969007
Position 837: 0.005143012321715693
Position 11713: 0.0049970450165257845
Position 1688: 0.004991512987013082
Position 451: 0.004877991457813669
Position 4040: 0.00477834502332363
Position 8435: 0.004202304785309835
Position 12247: 0.003981694087868463
Position 628: 0.003935457431112717
Position 4296: 0.00387931216613621
Position 4589: 0.0037663050651386754
Position 8271: 0.003598595822498534
Position 4907: 0.0035409777722523327
Position 3537: 0.0032739224849243713
Position 141: 0.00327150859297774
Position 5326: 0.0029398810990627637
Position 5388: 0.0028875620934294354
Position 4645: 0.0024315747291922965
Position 9920: 0.0023689001626427805
Position 3999: 0.0022196051991225287
Position 10889: 0.0019239331417560796
Position 11729: 0.001893412413421869
Position 7243: 0.001811901830032853
Position 1887: 0.0017938396605731563
Position 489: 0.0015912175248083574
Position 5799: 0.0015554458770288921
Position 662: 0.001450933341970662
Position 3522: 0.0013551957926610137
Position 6549: 0.0011053104189252142
Position 3826: 0.0008938614744803406
Position 369: 0.0008831096409754886
Position 315: 0.0008758635374406658
Position 5786: 0.0008382165882989507
Position 10941: 0.0007932970554267261
Position 869: 0.0007443007425264753
Position 3785: 0.0007347210600332954
Position 535: 0.0007296363647935568
Position 226: 0.0007279305043598646
Position 12599: 0.0007179549914279977
Position 152: 0.0006032448459581964
Position 5560: 0.0005873702647728172
Position 1125: 0.0005505160307382314
Position 4291: 0.0005226171719630322
Position 939: 0.00048043546671253383
Position 1801: 0.00047554686505450766
Position 219: 0.0004341316168249301
Position 4278: 0.00038363688653069626
Position 1731: 0.0003475884982973123
Position 1002: 0.0003343270922313299
Position 80: 0.0003266026982421412
Position 909: 0.0003222103970890577
Position 3629: 0.00031745831588673757
Position 2455: 0.0002850314607293684
Position 3861: 0.0002846659100591096
Position 5382: 0.0002557956671350669
Position 1908: 0.00024127774350505519
Position 2563: 0.00023783424024547358
Position 1796: 0.00022928796476647523
Position 1452: 0.0002198428567658008
Position 1712: 0.0002156129471008377
Position 5322: 0.00021158211578542658
Position 6656: 0.00020548781282106116
Position 2949: 0.00019357840201002664
Position 3475: 0.00019039600948096347
Position 5658: 0.00018979562709859035
Position 378: 0.00018383220350457749
Position 660: 0.0001799760549981737
Position 87: 0.0001794638804384638
Position 611: 0.00015353054162652366
Position 1501: 0.0001423585913767755
Position 1449: 0.00013916743619365554
Position 1658: 0.00013222188895170402
Position 7941: 0.00011714438799541912
Position 5018: 0.00010648293633870336
Position 3598: 0.00010619664208357199
Position 180: 9.75434212440166e-05
Position 5183: 9.519019780320145e-05
Position 6133: 9.14024688868051e-05
Position 874: 9.018047391650772e-05
Position 7291: 8.96949238512817e-05
Position 4337: 8.543710575126369e-05
Position 4898: 8.471548563635908e-05
Position 531: 7.750583097179906e-05
Position 3016: 7.492311338726324e-05
Position 1943: 7.423635482739201e-05
Position 455: 7.285155286027821e-05
Position 5477: 6.979773599215563e-05
Position 1437: 6.562515291392009e-05
Position 442: 6.355435730769254e-05
Position 263: 5.838459329211846e-05
Position 13: 5.7161515676551045e-05
Position 1507: 5.668870179612377e-05
Position 7806: 5.655902162619718e-05
Position 1663: 5.3170214438890236e-05
Position 1264: 5.17280540424048e-05
