Gene = Pmvk
index = 827
Annotated 5SS: [  199  9908 13136]
Annotated 3SS: [ 9754 13005 13972]
SMsplice 5SS: [  199  9908 13136]
SMsplice 3SS: [ 9712 13005 13972]
top_k =  1000
Partition function (log Z): -1.7642022431229034

Sorted 5' Splice Sites (High to Low Probability):
Position 13136: 0.9826994095157775
Position 199: 0.8382566770404088
Position 9908: 0.8192412113567118
Position 2376: 0.4133456067741337
Position 5209: 0.3051656265135905
Position 7405: 0.2929180783972458
Position 402: 0.21440389361995954
Position 7349: 0.1960301667437357
Position 158: 0.1504926956935883
Position 4967: 0.11301280149058796
Position 13510: 0.10559178544217976
Position 4924: 0.10302225785008674
Position 2449: 0.09700436797754892
Position 2682: 0.0800104122299687
Position 5048: 0.06831710491793135
Position 12853: 0.06098702712950088
Position 2638: 0.038702799439111306
Position 5862: 0.029151050948673613
Position 3350: 0.02451103828458676
Position 10994: 0.016854722056783424
Position 10082: 0.016104648852113743
Position 10983: 0.014616654573392632
Position 14247: 0.011416827903464558
Position 4934: 0.010410034252980526
Position 4578: 0.00817101444431039
Position 13376: 0.007817121020567369
Position 13884: 0.006729723290612551
Position 14195: 0.006356355289045413
Position 13444: 0.006326575295248227
Position 179: 0.006083951858928413
Position 5905: 0.0055294064193367395
Position 13835: 0.005358388010879735
Position 3123: 0.004755747461995675
Position 11111: 0.0045455026455641446
Position 13009: 0.0032135713447689384
Position 2711: 0.0028612543019905334
Position 13140: 0.0026980770977371015
Position 2364: 0.0026229425006052023
Position 3687: 0.0024452633899768547
Position 209: 0.0017014101384312487
Position 12035: 0.0016954619579771875
Position 13372: 0.0016686891885076163
Position 358: 0.0016525808656894046
Position 13825: 0.0016494903573427554
Position 538: 0.0014296264847222418
Position 3289: 0.001386813774666033
Position 13792: 0.0011903747977354544
Position 4011: 0.0011147784271397956
Position 13473: 0.0010967956379370261
Position 505: 0.0010754630162895015
Position 1805: 0.001053046010624656
Position 2384: 0.0010497417373014066
Position 5933: 0.0010306414605472788
Position 13594: 0.000736969803729671
Position 4786: 0.0006970165618413616
Position 14230: 0.0006799816245018339
Position 548: 0.0006456737602181718
Position 2332: 0.0006220831857519806
Position 13723: 0.000617933370708282
Position 553: 0.0005958901881847622
Position 507: 0.0005911943269392878
Position 154: 0.000583581218048602
Position 14172: 0.0005778895336585132
