Gene = Olfr643
index = 780
Annotated 5SS: [    60  25295  77812 111955 114219 124921 133337]
Annotated 3SS: [ 25219  77769 111831 114063 124676 133204 138358]
SMsplice 5SS: [    60  15423  15794  25295  58115  64064  87424  95881 111955 114219
 133337]
SMsplice 3SS: [ 15281  15704  25219  57942  63839  87329  95808 111831 114048 133204
 138358]
top_k =  1000
Partition function (log Z): -83.24832505027408

Sorted 5' Splice Sites (High to Low Probability):
Position 60: 0.9815256158667639
Position 5450: 0.25331254301257894
Position 15423: 0.21205472098381736
Position 7737: 0.19102296165483565
Position 15403: 0.1252181281179678
Position 7761: 0.12049893556141719
Position 7836: 0.0656791860755837
Position 7254: 0.058472420553168834
Position 7012: 0.04963563514162296
Position 1937: 0.04722051232712801
Position 7659: 0.04582765307442604
Position 7619: 0.028901023745958994
Position 3816: 0.0264424104228212
Position 5548: 0.015470677496851302
Position 5307: 0.009015808225665509
Position 13202: 0.006653068158118202
Position 278: 0.005963170609935317
Position 4874: 0.00492455406361429
Position 121: 0.004381022859626052
Position 3330: 0.004227217924755999
Position 1931: 0.004200178047549553
Position 4870: 0.003924666542321032
Position 204: 0.0038570836626569387
Position 9186: 0.0037640403080084423
Position 7663: 0.0030930421375023926
Position 192: 0.0026208175411447684
Position 1921: 0.00255239786092245
Position 2928: 0.00244539092498623
Position 6064: 0.0018809909925169217
Position 7705: 0.0018654660404302578
Position 7126: 0.0017511446237496889
Position 6974: 0.0017153569785345903
Position 1927: 0.0015001111793104841
Position 1956: 0.0014433477464338778
Position 7291: 0.0010862147035831963
Position 11956: 0.0010616692219836143
Position 6992: 0.001039679701045793
Position 29: 0.0009625903334836694
Position 5188: 0.0007636723313828507
Position 3256: 0.0005735450355802771
Position 2474: 0.0005392537097380607
Position 3081: 0.00038068876359342673
Position 74: 0.0003249188959734281
Position 51: 0.0002663928870052012
Position 221: 0.00019357502390195586
Position 3534: 0.0001772234829887083
Position 4894: 0.00017131100573211365
Position 3149: 0.00011930428014270277
Position 7625: 0.00011099173775289345
Position 7404: 0.0001103038967940599
Position 1736: 8.741978880203595e-05
Position 521: 8.59679753046481e-05
Position 1811: 7.935526082064429e-05
Position 816: 6.308664225379203e-05
Position 883: 5.522851275928194e-05
Position 1621: 5.3961110962867056e-05
Position 6613: 4.2272438471912497e-05
Position 2991: 4.0975690042268104e-05
Position 6493: 4.0594373839101234e-05
Position 2947: 3.741104318500392e-05
Position 5231: 3.245454608393416e-05
Position 294: 1.7655055684539654e-05
Position 886: 9.097282318415347e-06
Position 409: 7.612576495576904e-06
Position 833: 7.35039456330202e-06
Position 751: 6.174982809828916e-06
Position 125: 3.6520941551544063e-06
Position 534: 3.5663005025633963e-06
Position 1585: 2.328063721105255e-06
Position 225: 2.013208835834389e-06
Position 1382: 1.8887943217389876e-06
Position 1001: 1.7580505613178058e-06
Position 1480: 1.4488347428222454e-06
Position 1407: 1.2116270916169573e-06
Position 1661: 8.475337975630759e-07
Position 1326: 7.644238360535449e-07
Position 1777: 6.728764068414991e-07
Position 1260: 5.033506292097359e-07
Position 1208: 4.750447533128703e-07
Position 1338: 4.1017153169431976e-07
Position 1317: 3.736817104669635e-07
Position 1547: 2.567634537921218e-07
Position 444: 2.5131605319124557e-07
Position 456: 2.393928111350598e-07
Position 2954: 1.9062992117435886e-07
Position 1145: 9.357149113376739e-08
Position 1887: 6.985720074410318e-08
Position 1898: 5.044588213986956e-08
Position 227: 6.323749324513071e-10
Position 284: 6.113357204146091e-10
