Gene = D1Ertd622e
index = 314
Annotated 5SS: [ 244 7475]
Annotated 3SS: [ 7384 15712]
SMsplice 5SS: [  244  7475 22761 22994 23759 24475 34540 35575]
SMsplice 3SS: [ 7384 22655 22838 23669 24376 34420 35495 39933]
top_k =  1000
Partition function (log Z): -29.26369063053388

Sorted 5' Splice Sites (High to Low Probability):
Position 244: 0.9890297497615048
Position 7475: 0.9321603039869107
Position 8272: 0.38805167012442154
Position 9885: 0.3359160247308476
Position 10787: 0.3069500124982841
Position 4236: 0.27297276994493996
Position 13473: 0.22275206422939114
Position 1974: 0.1824610066433044
Position 10070: 0.17148814599979273
Position 6143: 0.12472759777329032
Position 4810: 0.11942425626770907
Position 4634: 0.11561909561091285
Position 4423: 0.11268355603506049
Position 4245: 0.10644661990980313
Position 15935: 0.08533643270253218
Position 6487: 0.06603918502951812
Position 6442: 0.06535095536920724
Position 13756: 0.0550169140279363
Position 16533: 0.04739039782467783
Position 4289: 0.04328893759990375
Position 4595: 0.04272083105883733
Position 5621: 0.035831683766828645
Position 8945: 0.033712651817321346
Position 6563: 0.03216205328429692
Position 3321: 0.022474896374654045
Position 6404: 0.020532604805450435
Position 14163: 0.019321487069074217
Position 8801: 0.019269275335368194
Position 2657: 0.016223067879203724
Position 7560: 0.016164193950219848
Position 4365: 0.015108609089495356
Position 3147: 0.009310103135777783
Position 2562: 0.008843262219227653
Position 8276: 0.007439925213427686
Position 6408: 0.0073195477104521485
Position 5319: 0.006943202819617513
Position 1733: 0.006108029936898378
Position 7867: 0.00454599833207047
Position 324: 0.0044655859832961045
Position 642: 0.004207792145122504
Position 4080: 0.0037429808263398315
Position 1026: 0.003351232168852972
Position 520: 0.003007616501436195
Position 2684: 0.002891886071324324
Position 316: 0.002543306948562416
Position 9667: 0.002310277488951556
Position 295: 0.002089709555817271
Position 3257: 0.001864173078707179
Position 14010: 0.0017698829451420156
Position 7965: 0.001636251902029213
Position 5375: 0.0014819482294790918
Position 787: 0.0011350469563486594
Position 3008: 0.001086018181369995
Position 2396: 0.0009597746466961524
Position 2311: 0.0009486312707385305
Position 3051: 0.0009473443423120079
Position 1181: 0.0009093386492899064
Position 4694: 0.0008476996991012662
Position 1859: 0.0008089307866897891
Position 2547: 0.0008083681010126407
Position 7700: 0.0007796363079470698
Position 1677: 0.000714757785378783
Position 7827: 0.0007144012897424246
Position 2949: 0.0007128942290093175
Position 3676: 0.0006983543220173868
Position 3249: 0.000677781673094128
Position 8280: 0.0006379373047321335
Position 2432: 0.0006306476376071789
Position 5532: 0.0004344422323694937
Position 4047: 0.000412585445072841
Position 3598: 0.00037027252361050537
Position 8221: 0.0003437055388353302
Position 4833: 0.0003356083117798183
Position 5380: 0.00030151066297168954
Position 2391: 0.0002700154509913196
Position 3992: 0.00026711917816650994
Position 1038: 0.0002557436368648767
Position 4150: 0.00024125666450475368
Position 3967: 0.00020027591159643438
Position 13838: 0.0001893230576243553
Position 3936: 0.00017907827796040732
Position 4073: 0.00017883184336923364
Position 1128: 0.0001772818030218361
Position 479: 0.0001648967666726587
Position 418: 0.00016172204734079756
Position 4030: 0.0001580785523423599
Position 1865: 0.00015451911501817778
Position 3645: 0.00015409078494904997
Position 2255: 0.00014281869400253818
Position 3877: 0.00013823087781401498
Position 2045: 0.00012344310346945974
Position 2554: 9.708452794726553e-05
Position 8119: 8.832571999324842e-05
Position 6065: 8.663882539239073e-05
Position 116: 2.9652905304428922e-05
Position 311: 2.389490405610274e-05
Position 541: 1.7949664231431865e-05
Position 742: 9.516734631592817e-06
Position 101: 8.258017641293277e-06
Position 1060: 5.764574820846206e-06
Position 2139: 5.266572178147591e-06
Position 506: 5.095009593984706e-06
Position 578: 4.374114101724475e-06
Position 284: 3.9773969334977505e-06
Position 2289: 3.5773996900545614e-06
Position 3803: 2.9817249183871294e-06
Position 1622: 2.545939459454298e-06
Position 196: 2.115767489226268e-06
Position 562: 1.4255372806745578e-06
Position 991: 1.182132156791102e-06
Position 1829: 9.730248545341436e-07
Position 1165: 9.395379589443022e-07
Position 1158: 7.665566917626944e-07
Position 2567: 7.233265307599358e-07
Position 880: 6.128503652310743e-07
Position 538: 5.886742524205445e-07
Position 2383: 5.509604021523043e-07
Position 535: 5.023095410355362e-07
Position 1348: 3.8258505831706985e-07
Position 1077: 3.437320718238399e-07
Position 1330: 2.7670878535433366e-07
Position 919: 2.7593013053783993e-07
Position 2331: 2.6428191561629656e-07
Position 82: 2.47933150553445e-07
Position 1984: 2.415936711546994e-07
Position 2794: 1.9721943615007365e-07
Position 3690: 1.9133052672363545e-07
Position 298: 1.8483793524993574e-07
Position 330: 1.507201358790541e-07
Position 2294: 1.4179878237525207e-07
Position 2727: 1.218705665680537e-07
Position 248: 1.04520081172374e-07
Position 805: 1.62228930450247e-08
Position 779: 1.0907809141932958e-08
Position 422: 9.723417972556286e-09
Position 342: 7.977951398315228e-09
Position 334: 7.676325436497533e-09
Position 609: 7.59133417398161e-09
Position 631: 3.7675129043745675e-09
Position 328: 1.8435507270308756e-09
Position 667: 1.3566138611364702e-09
Position 648: 1.2893167176795757e-09
Position 720: 1.045706683263822e-09
Position 795: 8.24335121679419e-10
Position 658: 7.920836782531499e-10
Position 398: 4.0025729134901293e-10
Position 1306: 3.954708191642198e-10
Position 1259: 3.2379638813903016e-10
Position 1402: 3.090799434184681e-10
Position 400: 2.4461349309725454e-10
Position 420: 1.9961968647012352e-10
Position 356: 1.164567471860557e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 7384: 0.7133979546288088
Position 4148: 0.4386127971646712
Position 15712: 0.37799092409564916
Position 8146: 0.3563497330217396
Position 10650: 0.31033757347986324
Position 21430: 0.2704114258561242
Position 9799: 0.2578396565664311
Position 13341: 0.23667332469488653
Position 6259: 0.17596521320622452
Position 4465: 0.16954501947191794
Position 7311: 0.16010784332262837
Position 9990: 0.12726240928319452
Position 16213: 0.11732158098171744
Position 9774: 0.11259158319535528
Position 6015: 0.11223058166130809
Position 13749: 0.0979010460228215
Position 4271: 0.09402517417514564
Position 13708: 0.09388244353057842
Position 14522: 0.08105624786610051
Position 7359: 0.06901642249664877
Position 1732: 0.06851666961051794
Position 16255: 0.06683412377303913
Position 4677: 0.051980827899786745
Position 4594: 0.051569883572591756
Position 1817: 0.05106852835213938
Position 8753: 0.03739487108773743
Position 8168: 0.02935960294214627
Position 5564: 0.025743788835283214
Position 1841: 0.023562356627902143
Position 8756: 0.02324606393831784
Position 13726: 0.017781313540779237
Position 3870: 0.01573795792554462
Position 3186: 0.012626059102466398
Position 9909: 0.011263965907867842
Position 9828: 0.010587266572506804
Position 1844: 0.010451136278518652
Position 1594: 0.010080469416083012
Position 7694: 0.008279393617662856
Position 1929: 0.008221682375263627
Position 6288: 0.0071862026744449106
Position 2971: 0.007093878651427711
Position 5260: 0.006887093438803135
Position 8545: 0.0063545237583052215
Position 6506: 0.006313450183813802
Position 2293: 0.00622621739450147
Position 1754: 0.006206581191162627
Position 1902: 0.006204337689485082
Position 5962: 0.005921186201448707
Position 5593: 0.0057827224047493795
Position 4323: 0.005288148898163502
Position 2819: 0.0051609728012941575
Position 5400: 0.004842762936283737
Position 8190: 0.004485602092003936
Position 2646: 0.004320006426557739
Position 2452: 0.00426231355391502
Position 11793: 0.004244647290099059
Position 10871: 0.004234322477135693
Position 11027: 0.0041620984455493434
