Gene = Crym
index = 296
Annotated 5SS: [  357  1035  2864  4462  6787 11660 12386]
Annotated 3SS: [  883  2800  4359  6602 11537 12300 15412]
SMsplice 5SS: [  357  1035  2864  4462  6787 11660 12386]
SMsplice 3SS: [  883  2800  4359  6602 11537 12300 15412]
top_k =  1000
Partition function (log Z): 2.109710492763478

Sorted 5' Splice Sites (High to Low Probability):
Position 2864: 0.971108155535759
Position 1035: 0.9404482452208989
Position 4462: 0.9141364232766023
Position 12386: 0.9007512576718553
Position 357: 0.7799423704331362
Position 11660: 0.777497635834684
Position 6787: 0.7201677234094137
Position 686: 0.3800139952164566
Position 4760: 0.34541564159577864
Position 5210: 0.246430563820313
Position 6431: 0.1859646078758178
Position 4749: 0.16246601256818485
Position 9851: 0.14336063238966343
Position 13070: 0.11184594180991472
Position 9826: 0.08654627960934191
Position 6703: 0.06509500718907073
Position 2678: 0.06471132703121174
Position 6603: 0.06111138872639452
Position 11602: 0.05679977118349769
Position 571: 0.04406215577659051
Position 9343: 0.042680523491390565
Position 4739: 0.040321571191235
Position 1426: 0.03793603199204173
Position 5931: 0.03596626745300086
Position 13573: 0.03275969451934168
Position 223: 0.03257571176835184
Position 363: 0.03232776944014376
Position 296: 0.03210968328469457
Position 9537: 0.02978886501670612
Position 6762: 0.02972182525918025
Position 11757: 0.026232409413091556
Position 4642: 0.02461364520883477
Position 1764: 0.023611456230511037
Position 15215: 0.0229597406870819
Position 4660: 0.022544526365483257
Position 3611: 0.02193217289290192
Position 4664: 0.019643285749862592
Position 2671: 0.01940883958445808
Position 7370: 0.015719376369784755
Position 6672: 0.015348065307701705
Position 7896: 0.014914126677112035
Position 2069: 0.0137319724029609
Position 4505: 0.013635183808991685
Position 4282: 0.013589353033830664
Position 5764: 0.01081963494420047
Position 2118: 0.009929642628246345
Position 528: 0.009224817916400492
Position 6414: 0.008943435682268476
Position 5341: 0.008708655105328601
Position 15474: 0.008552750690305073
Position 5345: 0.008395564623325028
Position 10156: 0.0075519752197979965
Position 13267: 0.007126462727884612
Position 12123: 0.006723319513809569
Position 6368: 0.006152345412917413
Position 2888: 0.006130639410017691
Position 4205: 0.005965917150492717
Position 1068: 0.005070517824936053
Position 609: 0.0049482171551479244
Position 322: 0.0041934006542020535
Position 2905: 0.004087645521169073
Position 1301: 0.0038519592980770074
Position 2528: 0.003701087786185401
Position 938: 0.003700036842272986
Position 1231: 0.0033779663992924798
Position 11645: 0.0033011849964569963
Position 996: 0.002808877399620967
Position 15567: 0.0026414726154264513
Position 7518: 0.0023230951964235877
Position 1247: 0.0020121695001808124
Position 14777: 0.0018410197068025106
Position 2965: 0.0017913400363304118
Position 1379: 0.0016598679973397453
Position 3793: 0.0015607801624244475
Position 1177: 0.00155716766208393
Position 10219: 0.0015342124752338396
Position 5386: 0.0015269434545082529
Position 11597: 0.0013930699480438112
Position 3634: 0.0012514169474778809
Position 1386: 0.0012291645081915163
Position 2682: 0.0012027578520104505
Position 4026: 0.0011955995051148346
Position 4302: 0.0011209255179158064
Position 3996: 0.0011113602106847384
Position 30: 0.0010436088144018432
Position 340: 0.0008341488316057162
Position 1360: 0.0007341079909655328
Position 3734: 0.0007243121024526063
Position 167: 0.0006225281557438076
Position 3646: 0.0006113697516941318
Position 4732: 0.0006023354983158655
Position 4650: 0.0005832302044000385
Position 1799: 0.0005263673142194649
Position 9573: 0.00048741345949327916
Position 310: 0.0004327448353817452
Position 540: 0.0004114622454368837
Position 2457: 0.0003819299427837743
