Gene = Sycp1
index = 1051
Annotated 5SS: [   115    557   1292   1494   1896   3458   4473   6852  10900  13100
  13713  15572  20297  20945  22680  27195  36069  37247  40246  42563
  57327  59798  71027  71244  81990  82713  83982  84537  91069  95239
 115562 117045]
Annotated 3SS: [   434   1218   1449   1838   3292   4404   6777  10840  13029  13638
  15462  20201  20759  22611  27132  35963  37142  40127  42491  57244
  59734  70963  71180  81872  82601  83888  84461  91011  95058 115417
 116957 117137]
SMsplice 5SS: [   115   1292  10900  15572  20297  22680  27195  36069  40246  42563
  57327  71027  81155  81990  82713  83982  84537  91069 101859 117045]
SMsplice 3SS: [  1218  10840  15462  20201  22611  27132  35963  40127  42491  57244
  70963  80913  81872  82601  83839  84461  91011 101769 116883 117137]
top_k =  1000
Partition function (log Z): -40.74326551334536

Sorted 5' Splice Sites (High to Low Probability):
Position 36069: 0.9999979506635445
Position 42563: 0.9790841231282927
Position 22680: 0.9787885272362314
Position 10900: 0.9783557268093797
Position 15572: 0.9643631513180735
Position 1292: 0.956040185455711
Position 115: 0.9363133895037055
Position 27195: 0.8401184424230017
Position 40246: 0.828937843333995
Position 20297: 0.7347347625803684
Position 57327: 0.6302586256748591
Position 47749: 0.39415761365343965
Position 15861: 0.3472427273262895
Position 6852: 0.33666470027385176
Position 26749: 0.3239200379633818
Position 557: 0.32288783002595295
Position 10448: 0.28410996946859207
Position 1027: 0.24793167164827745
Position 1494: 0.23219040341377292
Position 28535: 0.20003640685115678
Position 37247: 0.17767133316994296
Position 302: 0.17193854271495304
Position 50439: 0.14197236933056875
Position 8330: 0.12842049385597404
Position 7076: 0.12195254545081488
Position 12446: 0.11650359881563015
Position 20945: 0.11196069339526911
Position 16637: 0.09637640567499171
Position 13713: 0.09528732797709157
Position 6856: 0.09186092608950519
Position 19334: 0.08988364702177554
Position 28706: 0.07783555831103992
Position 3458: 0.07088336505958899
Position 2150: 0.06767749024137715
Position 4473: 0.06705990934581521
Position 20292: 0.06338972685096979
Position 20332: 0.06309290787983081
Position 43287: 0.06137729948335611
Position 12845: 0.04928321029631534
Position 34012: 0.04828696764983348
Position 49071: 0.043535600441077786
Position 2265: 0.041179031306047616
Position 35224: 0.037977894640211
Position 31083: 0.03757094617869828
Position 31078: 0.03312547269819291
Position 17533: 0.025800687671159242
Position 12953: 0.022622639140956503
Position 348: 0.018959524492221217
Position 26081: 0.01775460318780542
Position 46695: 0.01710064459811145
Position 1896: 0.014624008503087593
Position 255: 0.01003625883107694
Position 2233: 0.00927902433415355
Position 644: 0.009230132243108983
Position 45549: 0.009144154396997197
Position 36304: 0.009143558631479974
Position 178: 0.007592168273728766
Position 16738: 0.005399425856038718
Position 13829: 0.0052054913595471755
Position 121: 0.004907508762988712
Position 13778: 0.004728977243202294
Position 13100: 0.004369912495928004
Position 13252: 0.0037800070774224297
Position 1395: 0.0033734076708746364
Position 781: 0.0029349608984464174
Position 3228: 0.0027296321172214943
Position 13692: 0.0026624078881955985
Position 1093: 0.0020448486384733616
Position 1296: 0.0018468071997469293
Position 5854: 0.0018030632778784001
Position 325: 0.0009874401047359866
Position 721: 0.0009822377831512
Position 719: 0.0009066927966481506
Position 1241: 0.0009022593390913495
Position 506: 0.0008401895864574894
Position 2116: 0.0007581302587652695
Position 151: 0.0007526069570068985
Position 976: 0.000697877029369823
Position 616: 0.0006840144309494857
Position 1000: 0.0006038802909695995
Position 475: 0.000584030204317263
Position 3961: 0.0004664741639222122
Position 1498: 0.00033745183665476777
Position 16675: 0.00032197660261787104
Position 585: 0.00031163477689520006
Position 659: 0.00029919362137188874
Position 682: 0.0002887641692477533
Position 508: 0.00028156634619667747
Position 389: 0.00024196818110509082
Position 1310: 0.00022451469113216356
Position 23665: 0.0002086069274499445
Position 1178: 0.0002020704820229382
Position 1568: 0.00019888156341603134
Position 567: 0.00019747470390853183
Position 49: 0.00018789955822624103
Position 16109: 0.00018376886989015384
Position 1363: 0.0001788420081897736
Position 29: 0.00016792009046729122
Position 16942: 0.00012592602331751296
Position 170: 0.00010053213003250841
Position 1721: 9.635321209505107e-05
Position 130: 9.496651628700302e-05
Position 310: 9.198124176166543e-05
Position 44304: 8.958072031557809e-05
Position 867: 8.861034499719121e-05
Position 1964: 8.589423130903043e-05
Position 697: 8.446833723717149e-05
Position 907: 8.194669513294978e-05
Position 1014: 7.415949289583572e-05
Position 273: 6.282843252592507e-05
Position 1088: 6.0278910136404604e-05
Position 412: 5.626379500927404e-05
Position 278: 5.6181861041246755e-05
Position 172: 4.1585819836362185e-05
Position 1150: 2.723940457359381e-05
Position 1011: 2.0065070115643365e-05
Position 1533: 1.995922947916701e-05
Position 1593: 1.985220401045606e-05
Position 132: 1.2593217840943255e-05
Position 61: 1.2011485279993189e-05
Position 1650: 1.1037850992013398e-05
Position 123: 1.0346332743215265e-05
Position 270: 9.974899563013416e-06
Position 43281: 8.687408076532967e-06
Position 1506: 6.026544023397653e-06
Position 479: 5.908256898633847e-06
Position 291: 5.045999502663745e-06
Position 1574: 4.834213157399961e-06
Position 1349: 4.436026707619689e-06
Position 236: 4.1147351397070915e-06
Position 64: 3.9055441547691915e-06
Position 1583: 3.8087472363143435e-06
Position 2082: 3.7944919301058376e-06
Position 1685: 2.2608532347224456e-06
Position 1571: 1.938808992287006e-06
Position 10: 1.3104309583348042e-06
Position 163: 1.166894544335374e-06
Position 1646: 9.608524131581737e-07
Position 1390: 3.960231437914101e-07
Position 54: 3.9562240080114633e-07
Position 39240: 3.8725742104036155e-07
Position 1700: 3.6270071097067347e-07
Position 1730: 2.1843954133236746e-07
Position 410: 1.993309404565343e-07
Position 1642: 1.8262076406566945e-07
Position 515: 9.248306604854299e-09
Position 501: 3.768027172510502e-09
Position 1875: 3.7466510865734193e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 35963: 0.9999994379192532
Position 57244: 0.9830084227152033
Position 15462: 0.9761171569755094
Position 42491: 0.9415261338640295
Position 22611: 0.9027046074423706
Position 1218: 0.868066743176866
Position 40127: 0.7919453187510226
Position 20201: 0.7051302464563196
Position 10840: 0.6908545630483244
Position 27132: 0.5044141044917951
Position 59734: 0.47265322556489364
Position 47627: 0.3960647373004005
Position 27101: 0.33570435199991483
Position 6739: 0.32245040686861604
Position 10331: 0.284109969468591
Position 26587: 0.23990492374608927
Position 15784: 0.22161306997502464
Position 10823: 0.2171627021510924
Position 28446: 0.20644232881874625
Position 858: 0.19925951099701547
Position 440: 0.1766664537156171
Position 37142: 0.1694194946846851
Position 59130: 0.1576054001099642
Position 20113: 0.1560871509296185
Position 1449: 0.15364715888175765
Position 50357: 0.1422372778161204
Position 6777: 0.12525487683478506
Position 20759: 0.11196069358704142
Position 15696: 0.10793228468698576
Position 8238: 0.10593564735921242
Position 6969: 0.1027728881107831
Position 16546: 0.09628987122274203
Position 434: 0.0935728735115832
Position 13638: 0.08957395990630776
Position 19215: 0.08727474712684243
Position 12296: 0.08157800457327131
Position 177: 0.08085178971804824
Position 22523: 0.07256480522063329
Position 10647: 0.07033846160996007
Position 1390: 0.06657203776361832
Position 30963: 0.06549152321654851
Position 12771: 0.06355426693712823
Position 26603: 0.06152864360580529
Position 43068: 0.05958550658872316
Position 4404: 0.05620289005302547
Position 28587: 0.05541753036836228
Position 207: 0.050711433605904105
Position 33891: 0.048287043430612395
Position 2005: 0.04612501025523004
Position 232: 0.04108924543785556
Position 1139: 0.040136148594622896
Position 894: 0.0398058328486275
Position 35180: 0.037977894640211
Position 39972: 0.03700657688646527
Position 1838: 0.03475305395349387
Position 2018: 0.03432584391650006
Position 3261: 0.03402413711658689
Position 1170: 0.03281742780334942
Position 48927: 0.0308599506156122
Position 42199: 0.027264001967935707
Position 17424: 0.025800687724648406
Position 26608: 0.022486473891990974
Position 8127: 0.02248484649676118
Position 12301: 0.02027731883417424
Position 489: 0.020151650282802438
Position 49025: 0.019301823666988523
Position 25884: 0.017754615114701895
Position 46577: 0.01751195241331373
Position 526: 0.014577328030245511
Position 3325: 0.01377756972404905
Position 28292: 0.013627039308582478
Position 13643: 0.012649914819874104
Position 2149: 0.011737397834377682
Position 993: 0.010954576572859458
Position 4278: 0.010374330325454222
Position 42173: 0.01032675183635176
Position 960: 0.008282432184396843
Position 37211: 0.008258499388088241
Position 3292: 0.007868805296114011
Position 1026: 0.00780806705457933
Position 12089: 0.007408573280002973
Position 12574: 0.006862281212973087
Position 36148: 0.006785077976832568
Position 13029: 0.006741228975551256
Position 3117: 0.005896918726491282
Position 12225: 0.0058611586120200804
Position 16557: 0.005807895756099851
Position 13578: 0.005660329742390609
Position 3289: 0.00545908783412526
Position 30986: 0.005204998277983061
Position 1071: 0.005016256786280597
Position 407: 0.0047539766958388675
Position 15702: 0.004527890104314432
Position 2096: 0.004491734493384639
Position 45302: 0.004041903674127033
Position 3312: 0.0038128446155134966
Position 1394: 0.0037800342034410416
Position 1042: 0.003635386329711291
Position 22322: 0.0035190559776122183
Position 43223: 0.0034339360110696975
Position 45416: 0.0034145413163917224
Position 19108: 0.002608899894933045
Position 28257: 0.0023036941986470955
Position 330: 0.002118681427608431
Position 3095: 0.0020963717613192226
Position 45322: 0.0020536522094842186
Position 1188: 0.0019373646490888847
Position 2116: 0.0016494054988399746
Position 254: 0.0015438139498046585
Position 36192: 0.001541247363526323
Position 12816: 0.0014893012871702311
Position 495: 0.0014451816594929895
Position 556: 0.0014348563402769082
Position 15820: 0.001415476916358925
Position 13152: 0.0014086905984048782
Position 12407: 0.001378543516161353
Position 443: 0.001275116800276392
Position 211: 0.0011790541821870533
Position 48050: 0.001112623380807841
Position 44491: 0.0009732480863826104
Position 1237: 0.0009367829753286779
Position 585: 0.0009162913497283923
Position 50103: 0.0008857871812360666
Position 36163: 0.0008214981420538489
Position 5723: 0.0007236231781430889
Position 463: 0.0007189537682886415
Position 5752: 0.0006741423038732529
Position 45668: 0.0006342000924393897
Position 236: 0.0005999685407061355
Position 498: 0.0005205253840613547
Position 447: 0.0004923609124019637
Position 655: 0.0004434006397534522
Position 5704: 0.00040529779586205713
Position 3231: 0.00038917951903170414
Position 47065: 0.0003406097730198067
Position 1471: 0.00033451672169585854
Position 4219: 0.0003071508511788731
Position 1076: 0.00030101506679363244
Position 3138: 0.0002880825835796623
Position 2208: 0.00027607865986319547
Position 50572: 0.00026596022770858526
Position 43991: 0.0002553725153588962
Position 1199: 0.0002483967996250229
Position 46183: 0.0002483329011071595
Position 3825: 0.00022049818255785605
Position 346: 0.00020742088981310229
Position 501: 0.00019658196268314306
Position 4063: 0.00017553811615634465
Position 44987: 0.00017309758969939913
Position 939: 0.00017266008095867278
Position 15973: 0.00016566857410306167
Position 44420: 0.00016147284688874713
Position 315: 0.00015167913260015394
Position 3802: 0.00014867255442328138
Position 43422: 0.00012315628145712825
Position 47678: 0.00011329565865509953
Position 1175: 0.00011230314715152966
Position 671: 0.000111450529246093
Position 561: 0.00010262213744767093
Position 1410: 0.00010200662776431251
Position 1349: 9.831592997274316e-05
Position 44274: 9.659886519021228e-05
Position 1177: 9.434557470434944e-05
Position 2039: 9.048205538242119e-05
Position 16819: 8.73319965581871e-05
Position 1271: 8.630098786643984e-05
Position 28369: 8.141583111316812e-05
Position 23602: 8.131447952479121e-05
Position 1240: 8.064250090750699e-05
Position 23448: 7.381765657548124e-05
Position 44540: 7.272225652342777e-05
Position 374: 6.147693575115032e-05
Position 44666: 5.6918238823695045e-05
Position 44303: 5.494306218647152e-05
Position 3906: 5.040203394217319e-05
Position 3831: 4.6901392998901756e-05
Position 43714: 4.35953082499785e-05
Position 734: 4.2836051396837254e-05
