Gene = Cyp20a1
index = 311
Annotated 5SS: [  135  8848  9753 11334 20035 23405 28014 29322 32865 36163 39146 43672]
Annotated 3SS: [ 8797  9585 11190 19866 23325 27897 29266 32743 36050 39080 43581 43815]
SMsplice 5SS: [  135 11334 14117 19379 20035 23405 28014 32865 36163 39146 43672]
SMsplice 3SS: [11190 14042 19151 19866 23325 27897 32743 36050 39080 43581 43815]
top_k =  1000
Partition function (log Z): -0.49230132093220913

Sorted 5' Splice Sites (High to Low Probability):
Position 28014: 0.9959501421970778
Position 11334: 0.9644960128886947
Position 36163: 0.9628518160825406
Position 43672: 0.9389120736644642
Position 23405: 0.9362403260871326
Position 14117: 0.9072541152904535
Position 20035: 0.8766529112551222
Position 135: 0.8398781407009243
Position 39146: 0.7342376173974419
Position 19379: 0.6288867878014321
Position 13853: 0.5742945922221238
Position 32865: 0.5093718837015553
Position 43993: 0.39682290759590066
Position 19817: 0.37383017292399956
Position 3002: 0.27366500150908407
Position 22473: 0.25455048537372044
Position 23829: 0.2422227060614517
Position 32911: 0.1516477896081485
Position 9753: 0.14936838324940344
Position 5116: 0.14879607664827588
Position 23801: 0.14794129344147583
Position 731: 0.12384367870099135
Position 7435: 0.09868613434669987
Position 29407: 0.09794268545312687
Position 39828: 0.07879928371270448
Position 6502: 0.07149130097528567
Position 7025: 0.06950565986490889
Position 18706: 0.06857902624525021
Position 238: 0.06700797994868508
Position 9014: 0.06451663825233922
Position 39809: 0.05952017337475853
Position 43906: 0.05951502930697991
Position 8848: 0.055578614882639744
Position 108: 0.0545903701588516
Position 38092: 0.05327939205585538
Position 40510: 0.046594541378249955
Position 38976: 0.04613515569792181
Position 26204: 0.04524984073102196
Position 12790: 0.04345162384319163
Position 8286: 0.04314821089008067
Position 622: 0.04286340266732956
Position 23915: 0.04011946045704976
Position 19561: 0.03854884295363808
Position 42849: 0.03568762048754653
Position 14137: 0.0333997189067521
Position 39946: 0.03000164234414865
Position 3036: 0.029633613543523465
Position 11339: 0.0286858652029478
Position 6023: 0.02810604130147667
Position 18806: 0.026799929305169366
Position 44020: 0.024869743450385298
Position 5965: 0.02419771663718452
Position 15595: 0.02334101201862623
Position 14660: 0.021663985511638062
Position 10406: 0.02150046085714302
Position 16451: 0.020607980704551575
Position 18527: 0.020441265454056723
Position 17291: 0.02042125350174826
Position 38867: 0.018572629919218337
Position 26156: 0.017285939676525728
Position 38172: 0.016602881094633242
Position 43949: 0.016599346839360582
Position 16262: 0.015129956382020474
Position 15651: 0.012217213065585677
Position 27036: 0.01214106565493423
Position 2446: 0.01129353540277247
Position 37001: 0.01060811636509599
Position 25923: 0.010430268786097355
Position 22426: 0.009971238010145005
Position 9919: 0.008961645444987591
Position 9046: 0.008948011939722583
Position 18907: 0.008816819357250396
Position 8404: 0.008565747552714142
Position 34364: 0.007565530202062709
Position 160: 0.007425820133229381
Position 11254: 0.007015745177561746
Position 21930: 0.006741049673227842
Position 15634: 0.006109833612991297
Position 43844: 0.006069416626832734
Position 249: 0.005874687299566413
Position 39856: 0.005803927617205053
Position 5952: 0.005376212624213252
Position 3040: 0.004997571692508794
Position 2205: 0.004975786438893222
Position 19390: 0.004943645405448013
Position 19972: 0.0045316137989790195
Position 117: 0.004468915128654136
Position 21410: 0.004314807416947035
Position 13301: 0.003712766007252082
Position 43984: 0.0033080769708602716
Position 329: 0.0030050476786247166
Position 23611: 0.0028777064464916196
Position 4783: 0.002727159113373526
Position 22859: 0.0027204260910482897
Position 22677: 0.0026821781983768426
Position 2979: 0.0026530838357556514
Position 12555: 0.00252763038843875
Position 748: 0.00235264207325919
Position 24505: 0.0022760820578127407
Position 12749: 0.0022455207309916105
Position 22700: 0.0021719137352815597
Position 292: 0.0021564896176916835
Position 1359: 0.0021138100262487474
Position 6268: 0.0019673672353605694
Position 20357: 0.00191175374151837
Position 691: 0.0018792975169570924
Position 19282: 0.0017712373909861588
Position 20751: 0.0017375599564049917
Position 28413: 0.0012237384235785779
Position 20569: 0.0010913676361859978
Position 20115: 0.0010695718296103846
Position 2816: 0.0010571450874796427
Position 6032: 0.0009849213761493152
Position 553: 0.0009793592998521418
Position 44310: 0.0008891853150354882
Position 3165: 0.0008523572382297173
Position 2234: 0.0008495098737949884
Position 4006: 0.0008199942736849417
Position 2983: 0.0008083919921579161
Position 4794: 0.0008024678971833592
Position 43969: 0.0007187320236242327
