Gene = Ufc1
index = 1161
Annotated 5SS: [ 104  391 4876 5141 5507 5854]
Annotated 3SS: [ 196 4807 5076 5429 5762 6052]
SMsplice 5SS: [ 104  391 3457 4876 5170 5507 5854]
SMsplice 3SS: [ 196 3309 4807 5076 5429 5762 6052]
top_k =  1000
Partition function (log Z): 7.692927465856219

Sorted 5' Splice Sites (High to Low Probability):
Position 4876: 0.9712807678415905
Position 5170: 0.8641156054422112
Position 391: 0.85254494697398
Position 5507: 0.807865736464795
Position 3457: 0.767512140352175
Position 104: 0.6844132667965617
Position 5854: 0.6813605551119208
Position 3749: 0.3242383925071255
Position 2419: 0.31489034363901597
Position 5141: 0.12454257272361334
Position 40: 0.074343566006233
Position 798: 0.0650327277307203
Position 4017: 0.06406672102928375
Position 3447: 0.057631127319015624
Position 348: 0.05145304052944349
Position 5540: 0.04916834940731532
Position 217: 0.042835668038811885
Position 1538: 0.0427847208633682
Position 108: 0.039635913000006545
Position 2196: 0.03833721262617086
Position 5524: 0.03767082120101673
Position 1609: 0.037148056861172146
Position 1503: 0.031620794508346435
Position 213: 0.028020906294972385
Position 4296: 0.024033570766611036
Position 635: 0.015581498701697349
Position 3971: 0.01397276567778108
Position 2391: 0.012086151271021823
Position 1746: 0.01128483681266508
Position 4895: 0.010474121973353302
Position 2573: 0.00936583867800968
Position 4901: 0.009262734298679133
Position 352: 0.008652584304816016
Position 3167: 0.00781045465894743
Position 3759: 0.006717181351220641
Position 4884: 0.005335494352227218
Position 3847: 0.004653174258297064
Position 55: 0.0046356787354728006
Position 679: 0.0037010085860746974
Position 3975: 0.0026068991935105914
Position 1456: 0.002418356472622123
Position 658: 0.0023999838408103203
Position 310: 0.0022675769693974706
Position 5521: 0.0020864604126034788
Position 5188: 0.0017755214910029954
Position 1265: 0.0016638382498036328
Position 444: 0.001614660339447895
Position 3712: 0.0014707608277941678
Position 5200: 0.0013338471970563656
Position 1494: 0.0012511084561406876
Position 3137: 0.0012291478947982712
Position 5279: 0.0011962995965995422
Position 158: 0.001148296462200174
Position 64: 0.001011492056358227
Position 4270: 0.0008688995632597034
Position 5313: 0.0007831140922960715
Position 1292: 0.0007827944258049951
Position 1541: 0.0007824670147520739
Position 2218: 0.0007425752625872813
Position 2541: 0.0007231497642728164
Position 1886: 0.0006770031247354744
Position 436: 0.0006610977221230674
Position 2126: 0.0006371674080266016
Position 5906: 0.0006306010970746468
Position 768: 0.0005991760069059739
Position 5645: 0.0005324960250441151
Position 5501: 0.00052857001142644
Position 2319: 0.0004601120420534978
Position 2100: 0.00039586955781695986
Position 3480: 0.00037949717792173774
Position 5872: 0.0003775675628780619
Position 3382: 0.0003696975238288087
Position 5874: 0.0003580898535436416
Position 4931: 0.00035270926904231944
Position 1571: 0.0002955802605737689
Position 1545: 0.00027243460165099395
Position 6099: 0.0002638495740672465
Position 1389: 0.0002624804842242421
Position 18: 0.00024006980656260594
Position 1370: 0.000234662146635181
Position 692: 0.0002201274949042914
Position 3940: 0.00021629251528292026
Position 2553: 0.00021553440045804446
Position 3640: 0.00018781872636677334
Position 1706: 0.00018687579308583412
Position 5858: 0.0001759714109593033
Position 4253: 0.0001666024771733616
Position 5245: 0.00016203326795260527
Position 5351: 0.0001481171674180784
Position 5995: 0.00014468127118426858
Position 4897: 0.0001411618161698815
Position 5894: 0.00013015226982417597
Position 5920: 0.00011263782120374427
Position 1297: 9.462466079266926e-05
Position 6022: 9.425212290962576e-05
Position 1209: 9.064454807978396e-05
Position 5147: 8.671402402677548e-05
