Gene = 1700025G04Rik
index = 14
Annotated 5SS: [   194  83581 109700 169079 174644]
Annotated 3SS: [ 83357 109604 169001 174582 196692]
SMsplice 5SS: [   194  19622  60036  83581  86164  93467  96382 109700 115774 139271
 168199 169079 174644 190078 196602 196804]
SMsplice 3SS: [ 19374  59919  83357  86025  93365  96276 109604 115636 139144 168013
 169001 174582 189996 196545 196692 202772]
top_k =  1000
Partition function (log Z): -123.02750108931622

Sorted 5' Splice Sites (High to Low Probability):
Position 194: 0.9822408357235745
Position 3474: 0.39349349183945426
Position 1555: 0.21744870240081557
Position 3305: 0.18891902363819438
Position 3447: 0.16418558917340534
Position 1605: 0.10363927297477356
Position 6124: 0.08936188911099505
Position 2773: 0.08108146564900924
Position 7297: 0.07681114318198597
Position 4464: 0.07066135055861163
Position 10788: 0.06063389515437551
Position 6104: 0.05053059481611806
Position 10091: 0.046414743107388814
Position 8697: 0.04484056219184535
Position 6471: 0.04093907453133236
Position 1194: 0.0360994526358579
Position 9952: 0.035918114964723614
Position 6594: 0.02815905394421926
Position 1532: 0.022915886593024647
Position 1621: 0.02014575303239476
Position 1711: 0.018167550830664535
Position 4265: 0.016364389833419368
Position 1574: 0.012759323143534737
Position 2476: 0.009203964860014301
Position 232: 0.008516771437370094
Position 10781: 0.007719890226707597
Position 3309: 0.007016733629120358
Position 4203: 0.006967976337948236
Position 1799: 0.006353499245550861
Position 4975: 0.004875271510316059
Position 9132: 0.004016581195562414
Position 7053: 0.0037048194042883535
Position 10785: 0.0033540837155717324
Position 6646: 0.0028095620942433716
Position 2876: 0.0025306461976540044
Position 3716: 0.002429138331268717
Position 6600: 0.0022475709268062975
Position 1446: 0.0019730817890445907
Position 2846: 0.001971026290198404
Position 6138: 0.0019699050342326377
Position 10692: 0.0018411047534019828
Position 2810: 0.0010928664032807034
Position 942: 0.0009544115412678966
Position 5825: 0.0008189984174202428
Position 423: 0.0006184142946399137
Position 3627: 0.0005862119517698039
Position 290: 0.0005387604765267857
Position 1519: 0.0003530296914570068
Position 1514: 0.00035039247284915034
Position 81: 0.00027255958668322627
Position 5544: 0.00024296401842680378
Position 469: 0.00024209915058651663
Position 2719: 0.00022833327425659364
Position 1702: 0.00020499597069603494
Position 1043: 0.00019858436289754027
Position 655: 0.0001308351640434348
Position 471: 0.00011736629270490654
Position 1899: 0.00011616714538380966
Position 404: 9.268477048474962e-05
