Gene = Dmp1
index = 340
Annotated 5SS: [ 100 4538 5025 7318 7534]
Annotated 3SS: [4462 4976 7284 7488 9026]
SMsplice 5SS: [ 100 4538 5147 7318]
SMsplice 3SS: [4462 4976 7153 7488]
top_k =  1000
Partition function (log Z): -1.8090300762134932

Sorted 5' Splice Sites (High to Low Probability):
Position 7318: 0.9450642008828852
Position 100: 0.9317206464893114
Position 4538: 0.8626552991846583
Position 7534: 0.5012454181743821
Position 5147: 0.43515635691756566
Position 4365: 0.34123488444924466
Position 5117: 0.23998707225516383
Position 5025: 0.2069636779269127
Position 5374: 0.17378696837965626
Position 4862: 0.16694707934132494
Position 297: 0.12230126780814475
Position 1653: 0.09527550165278977
Position 4878: 0.0634201400162158
Position 4884: 0.05641253970678149
Position 2219: 0.054824504299765556
Position 7493: 0.054437040677070184
Position 1234: 0.05096143887614305
Position 2624: 0.04115628166651926
Position 2166: 0.036534854020194525
Position 515: 0.028328143265838532
Position 4463: 0.025218874256240396
Position 8598: 0.023939321287859503
Position 3280: 0.02389449799350482
Position 9118: 0.02293387119085756
Position 5338: 0.021555692549168396
Position 4628: 0.018975689382300067
Position 1205: 0.014076504118180476
Position 589: 0.014035870464760935
Position 3595: 0.01180373097146125
Position 5548: 0.010420521242430238
Position 4905: 0.01024049228106605
Position 7689: 0.00916957807328911
Position 9545: 0.00802479890282188
Position 4610: 0.007929964463114997
Position 3300: 0.007734086521204658
Position 9670: 0.006892056037820366
Position 6743: 0.006506670139276323
Position 9838: 0.00593748541955988
Position 691: 0.0046582459493887335
Position 5392: 0.004479443551548413
Position 5029: 0.004292670115527776
Position 1191: 0.004062291683586594
Position 1450: 0.00402598597969892
Position 3462: 0.004025143081600607
Position 6777: 0.0037317388077612373
Position 9817: 0.0037306505581216017
Position 4618: 0.003629773792149559
Position 4209: 0.0029311253924674693
Position 6736: 0.0027811273540693125
Position 4115: 0.002307603124480165
Position 630: 0.0019057184927423166
Position 3288: 0.0018582091405479177
Position 315: 0.0018090311244295697
Position 1382: 0.0018029086547035938
Position 7586: 0.0017503509126137542
Position 1348: 0.0015617505979868803
Position 326: 0.0013445020188843483
Position 6723: 0.0012649580203533699
Position 59: 0.001072743998528178
Position 4380: 0.0010583042055671847
Position 6413: 0.0010428146780268584
Position 3366: 0.0010218401632160032
Position 6145: 0.0009111177338006847
Position 2412: 0.000890857241093271
Position 7286: 0.0008333216292715877
Position 613: 0.0008206123030895353
Position 5648: 0.000769360072694362
Position 2046: 0.0007450415767538627
Position 7358: 0.0007151194889850282
Position 8715: 0.0006784631834115627
Position 8571: 0.0005958448785134202
Position 4542: 0.000505238136101145
Position 4020: 0.0003828755040844896
Position 9340: 0.0003659577926210039
Position 5367: 0.0003603382408285529
Position 5068: 0.0003584802533172134
Position 9391: 0.0003393882499916969
Position 4334: 0.0002972064874541432
Position 5154: 0.00028508284191046645
Position 1454: 0.00027616401244849224
Position 221: 0.0002650601405564714
Position 5151: 0.0002349004825015447
Position 1224: 0.0002202105482590473
Position 7399: 0.00020745283101826956
Position 2694: 0.00018623487116371467
Position 8559: 0.00016506846459025715
Position 6900: 0.00014292669983179043
Position 7322: 0.0001236530792073554
Position 5904: 0.0001098774354009974
Position 4522: 7.334807777958387e-05
Position 5121: 6.778050472504277e-05
Position 7615: 3.22512301010667e-05
Position 5075: 2.889849923989066e-05
Position 1374: 2.699718586317627e-05
Position 5091: 2.3771134201934796e-05
Position 4493: 2.2093399429972045e-05
Position 2955: 2.1802025037203294e-05
Position 1583: 1.7507167139006547e-05
Position 1240: 1.7309672840430306e-05
Position 5327: 1.2947905319201592e-05
Position 5173: 1.2860026203930815e-05
Position 70: 1.1693868549669613e-05
Position 1437: 9.667896685700867e-06
Position 574: 9.55369354169777e-06
Position 2079: 5.818967704551626e-06
Position 215: 4.601911804778893e-06
Position 556: 4.343079688385154e-06
Position 252: 4.047366884263268e-06
Position 786: 3.851755802112599e-06
Position 1033: 3.680145878227642e-06
Position 460: 3.186904229526308e-06
Position 7644: 2.597846907363098e-06
Position 348: 2.490155772929891e-06
Position 860: 2.0292138600598842e-06
Position 975: 1.9819919643288494e-06
Position 1257: 1.9341915416285376e-06
Position 404: 1.5422676308312734e-06
Position 601: 1.2374196891694199e-06
Position 937: 1.1767138832240721e-06
Position 463: 1.1277085749448993e-06
Position 633: 1.0410605669120874e-06
Position 474: 1.0015610023871324e-06
Position 686: 9.278169086932666e-07
Position 301: 6.057670359769321e-07
Position 1762: 5.426751330054351e-07
Position 399: 5.186143521924271e-07
Position 6207: 5.16275707416844e-07
Position 1577: 4.775912200218337e-07
Position 445: 4.244251001105456e-07
Position 1621: 3.9911311366484134e-07
Position 603: 3.8023829508770166e-07
Position 1280: 3.46960825723045e-07
Position 410: 2.6358438314852564e-07
Position 1657: 2.2936289521557783e-07
Position 495: 1.994577038172714e-07
Position 674: 1.878264275889343e-07
Position 147: 1.816602334096531e-07
Position 1395: 1.491398830588887e-07
Position 20: 1.3128660812700463e-07
Position 572: 1.1861492557337207e-07
Position 317: 9.785020338911754e-08
Position 172: 1.4794598652451131e-08
Position 497: 1.3617942974626028e-08
Position 242: 1.2598747800234147e-08
Position 1154: 5.554735396021799e-09
Position 258: 5.523985249558151e-09
Position 1198: 1.6697475079687107e-10
Position 1411: 1.4961846409584363e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4976: 0.8850953557253157
Position 4462: 0.8606870567284499
Position 7488: 0.8375841458701277
Position 7153: 0.5999551283857946
Position 4293: 0.38657370526356594
Position 7284: 0.2684484089077635
Position 9026: 0.2603552354619784
Position 5251: 0.20133827404122268
Position 8374: 0.1684538291588157
Position 10555: 0.11304433957812104
Position 4822: 0.0998847661152622
Position 4800: 0.09969601764449924
Position 2045: 0.07776348055151676
Position 1137: 0.0720508628234375
Position 8987: 0.0621352757915146
Position 193: 0.05645828832274218
Position 7131: 0.050345769013184764
Position 1519: 0.04714474952901051
Position 3205: 0.03975302464836059
Position 10574: 0.037284113373869915
Position 448: 0.03555205729861963
Position 7234: 0.032021523283082366
Position 1537: 0.03021973841049474
Position 2512: 0.021880213627413877
Position 4628: 0.02083297967104702
Position 4679: 0.020486708356934873
Position 7652: 0.01784477378443577
Position 4657: 0.01681598366761877
Position 9660: 0.014929361889136773
Position 6569: 0.01458045716417175
Position 4161: 0.011974649321338137
Position 7399: 0.011156390643561059
Position 7203: 0.010194319540324853
Position 2537: 0.010002039670302124
Position 4753: 0.009532287821939852
Position 9625: 0.009206040386425064
Position 10526: 0.008680648802650438
Position 9471: 0.008382844101147872
Position 4609: 0.007248640801476927
Position 8908: 0.007125032119163794
Position 8669: 0.006860874513702886
Position 9982: 0.006710919148435381
Position 5450: 0.006374343315701493
Position 2460: 0.0061681072089046825
Position 3406: 0.005946484038272425
Position 4741: 0.0058412619658287325
Position 4436: 0.005756778820494439
Position 4102: 0.005206876594996313
Position 8348: 0.0051050170313002635
Position 9502: 0.004437942210162901
Position 4187: 0.004227851139627238
Position 1651: 0.004166568486137942
Position 3859: 0.004010771117597752
Position 1575: 0.003925332360060937
Position 9007: 0.003852033657818596
Position 5271: 0.003650885683179495
Position 11274: 0.0034961055414534847
Position 9258: 0.003264909990135276
Position 267: 0.0030823758141026916
Position 2077: 0.0030463407191527654
Position 8423: 0.002943947784563286
Position 2028: 0.0029383907266186
Position 179: 0.0027569281776353796
Position 1361: 0.0026932787869013573
Position 1977: 0.002632954489367092
Position 1761: 0.0025654326622104985
Position 7493: 0.002483736239124505
Position 1539: 0.00234508977871153
Position 2296: 0.002332830672529888
Position 1316: 0.0022143801313793004
Position 1843: 0.0021923104246020673
Position 1233: 0.002099952304501663
Position 8299: 0.0020518127983306335
Position 4364: 0.001996799671023683
Position 195: 0.001851253253730337
Position 4763: 0.0018427850039534513
Position 9479: 0.0017102151574862176
Position 3338: 0.001701744128223793
Position 199: 0.0017008598523559635
Position 533: 0.001633131277083965
Position 510: 0.0016256262784798557
Position 9049: 0.0015489190288070053
Position 9116: 0.0014442432904824705
Position 4772: 0.0014408263659567643
Position 9198: 0.0014401468924671985
Position 1110: 0.0013027330574702557
Position 1113: 0.001270354565196105
Position 6990: 0.001240864877900142
Position 547: 0.001211886200306453
Position 8456: 0.001118311910192729
Position 3142: 0.0011015796992358512
Position 11477: 0.0010498222203892615
Position 2540: 0.0010470669105629082
Position 6298: 0.0010399123772327858
Position 9694: 0.0009802615747231268
Position 6036: 0.0009116340095081008
Position 8503: 0.000852972066551046
Position 9987: 0.0008514681367606848
Position 9544: 0.0007997221539229982
Position 4661: 0.0007455817677090411
Position 8353: 0.000728466416321815
Position 9301: 0.0007175557423568921
Position 9241: 0.0007047578113292804
Position 3952: 0.0007026265157595139
Position 4412: 0.0006736472545382871
Position 5485: 0.000668742657506754
Position 3479: 0.0006679830066950315
Position 9052: 0.0006667247362377862
Position 2388: 0.0006546538962883041
Position 4905: 0.0006538394824632185
Position 9269: 0.0006495128863160001
Position 9082: 0.0006357235276114071
Position 9068: 0.0006082757642057951
Position 4051: 0.0005812207680467366
Position 9691: 0.0005390666988602946
Position 1325: 0.0005370243156674219
Position 9622: 0.0005354097191159744
Position 9185: 0.0005289363247823121
Position 341: 0.0004997593996490002
Position 4632: 0.000493984143157658
Position 8303: 0.00048407462294860397
Position 1457: 0.0004808102467688626
Position 8968: 0.00046172250305913083
Position 383: 0.0004584034614575824
Position 1556: 0.0004477569017138793
Position 10765: 0.00044486290754231574
Position 10654: 0.0004401400946410411
Position 1166: 0.00042694953844629773
Position 3249: 0.00041521415712436036
Position 2013: 0.0004141903201129021
Position 514: 0.0003996839976189161
Position 3086: 0.000398889678506585
Position 10743: 0.0003765947651461523
Position 365: 0.0003691332220875122
Position 5465: 0.0003592355872768586
Position 7455: 0.0003481852049789352
Position 8498: 0.00032727810477224423
Position 7899: 0.0003060130305075075
Position 4936: 0.00030475736124211566
Position 7615: 0.000292303093657276
Position 10011: 0.0002899285019745303
Position 5533: 0.0002873976837866536
Position 4828: 0.0002771871484062798
Position 4825: 0.0002729605879310412
Position 10187: 0.0002685298717387005
Position 7912: 0.0002573745012363049
Position 588: 0.00020925353843852042
Position 1141: 0.00020808487251863342
Position 3026: 0.00019907066567547484
Position 4489: 0.00017815184998469486
Position 1979: 0.00016498847562244678
Position 9089: 0.00015652511256304864
Position 8534: 0.0001533593630992761
Position 3121: 0.0001527563966714415
Position 1469: 0.00015258886355011138
Position 9458: 0.00014561292772390284
Position 6755: 0.00014292669983179018
Position 1611: 0.00013336354119933535
Position 1434: 0.0001307283997431183
Position 486: 0.00012842112441389285
Position 4466: 0.000124542243698063
Position 9587: 0.00012263661179823905
Position 1139: 0.00011765520486767328
Position 457: 0.00010751281584022664
Position 2058: 0.0001030419656322857
Position 2061: 0.00010178545012852891
Position 1437: 9.869459820195638e-05
Position 2592: 9.789941837736134e-05
Position 2003: 9.546290327422462e-05
Position 8630: 9.398035518805489e-05
Position 652: 9.140804274449386e-05
Position 1492: 8.925636078954067e-05
Position 4330: 8.819022508384075e-05
Position 601: 7.419428570035929e-05
Position 7769: 6.890968187558787e-05
Position 139: 6.758452451468972e-05
Position 7678: 5.636262051740179e-05
Position 4984: 4.6264158732469886e-05
Position 4538: 4.147716381349638e-05
Position 5829: 3.8199134608500695e-05
Position 5717: 3.706186311503716e-05
Position 5775: 3.4616437677459564e-05
Position 491: 3.0848873798472414e-05
Position 2554: 3.052166630769479e-05
Position 2096: 3.000627429792907e-05
Position 2165: 2.9942560190142397e-05
Position 2082: 2.846892591471667e-05
Position 7416: 2.692757802965251e-05
Position 5075: 2.6482726570989474e-05
Position 8481: 2.409613687797287e-05
Position 1075: 2.105177240511342e-05
Position 5085: 1.9628160236093575e-05
Position 2821: 1.1141345753903236e-05
Position 2301: 9.75122772623038e-06
Position 1430: 8.288957780949441e-06
Position 1577: 8.031532277041856e-06
Position 1552: 7.784626861346052e-06
Position 1371: 6.883030760036514e-06
Position 4876: 6.781284865888165e-06
