Gene = Trmt44
index = 1144
Annotated 5SS: [  512   991  2368  4027  5200  6310  8649  9710 11048 12579]
Annotated 3SS: [  875  2147  3957  5091  6237  8541  9525 10614 12461 17014]
SMsplice 5SS: [  512   991  2368  4027  5200  6310  8649  9710 12579]
SMsplice 3SS: [  875  2147  3957  5091  6237  8492  9525 12461 18500]
top_k =  1000
Partition function (log Z): 2.3235527997910195

Sorted 5' Splice Sites (High to Low Probability):
Position 12579: 0.9893269445828894
Position 991: 0.9675382696701267
Position 512: 0.8892408681333338
Position 4027: 0.8761989685949605
Position 5200: 0.6987253615903309
Position 2368: 0.6566232891120279
Position 8649: 0.6485723957325691
Position 6310: 0.5932251943385213
Position 2942: 0.5589784279062747
Position 9710: 0.4507430006405355
Position 9647: 0.40312241730232057
Position 10815: 0.3069989040579452
Position 10047: 0.2704884669216577
Position 11048: 0.20740091570852864
Position 2253: 0.1664704806227618
Position 12765: 0.13959716366661779
Position 10241: 0.132572263648346
Position 13013: 0.11269905263265445
Position 121: 0.10975666296593324
Position 9996: 0.09905866564149737
Position 18394: 0.07480765316490925
Position 7424: 0.0693999495666224
Position 2362: 0.055091950353321345
Position 8725: 0.0540854088977261
Position 3398: 0.05015773705123144
Position 8447: 0.04559048313814301
Position 7996: 0.0336423120235383
Position 1684: 0.03191804791326082
Position 502: 0.0249863220902507
Position 10660: 0.023965241377024292
Position 8600: 0.02149686717524491
Position 5783: 0.02121796483423088
Position 6555: 0.020656111681729344
Position 13329: 0.02030091021684891
Position 4553: 0.01957028838706641
Position 9954: 0.018495604213181548
Position 1214: 0.018007673462796123
Position 9376: 0.015841180230435185
Position 14538: 0.01536124151371917
Position 9180: 0.014948793038406795
Position 10615: 0.014914278739968116
Position 10277: 0.013734412096401473
Position 10912: 0.013610357983774437
Position 15622: 0.013602772522353136
Position 16694: 0.013253622751211284
Position 5013: 0.012935093641183502
Position 4288: 0.012486861556656625
Position 4577: 0.009436559484720886
Position 4341: 0.00836534523603606
Position 5871: 0.007475636175072451
Position 5061: 0.00746141582152939
Position 38: 0.006825145333598179
Position 10809: 0.00656657088439267
Position 138: 0.005891954437279845
Position 4496: 0.00572986616891925
Position 4620: 0.005603307679884048
Position 16767: 0.005091122648446393
Position 11701: 0.004625426266880234
Position 1073: 0.0045947542439325195
Position 9616: 0.004487431232096982
Position 726: 0.003809491354568817
Position 2926: 0.0037826773171666566
Position 337: 0.0031122830847725245
Position 1089: 0.0030614395564348353
Position 177: 0.0027578241350186055
Position 3811: 0.002539712047086911
Position 4685: 0.0025377904516426402
Position 12593: 0.0025027992019318974
Position 10966: 0.0022336237112050654
Position 9625: 0.0021272969188385754
Position 11212: 0.0020902168460591917
Position 9725: 0.0018482842736171022
Position 11502: 0.0016559335187304087
Position 650: 0.0015193331811485424
Position 43: 0.0014085169917943889
Position 14788: 0.001394012213026688
Position 9194: 0.0013272239215917578
Position 94: 0.001320177811436095
Position 4094: 0.0012953034785202515
Position 1718: 0.001210950690627851
Position 5931: 0.0011455542318957155
Position 10092: 0.0011133078443322393
Position 3789: 0.0010329549739515093
Position 2384: 0.0009524283273906282
Position 4061: 0.0009462484518541201
Position 4017: 0.0007162443212146434
Position 1155: 0.0007075224727079248
Position 3406: 0.0006175460382827565
Position 4227: 0.0006081501965600749
Position 5773: 0.0005872197185861482
Position 1904: 0.0005426169267559173
Position 2408: 0.0005402848225523234
Position 8185: 0.0005211411687767454
Position 9671: 0.0005210702833227511
Position 3296: 0.0005081582806129328
Position 4101: 0.0005036135300126192
Position 1023: 0.00048458644806471284
Position 5240: 0.00048422037206649106
Position 4117: 0.0004384637812367294
Position 6174: 0.0004215567685992039
Position 5882: 0.0004137052905120171
Position 10418: 0.0004102202131864579
Position 8063: 0.0003948752835596544
Position 4551: 0.0003533933829795598
Position 1657: 0.0003238461720043049
Position 5157: 0.00032379516192469624
Position 10194: 0.0003171658983856003
Position 3402: 0.00030123454588931996
Position 3182: 0.00029834100877947214
Position 2475: 0.00026202475621399385
Position 5176: 0.0002545586826013401
Position 3584: 0.00022554711157635516
Position 5812: 0.00022085268006713914
Position 6085: 0.00021923850821696408
Position 12642: 0.0002113633943380762
Position 1329: 0.00019516925731377532
Position 3580: 0.00019319409500684069
Position 3857: 0.00019276037898841042
Position 3870: 0.0001804387136620793
Position 1100: 0.00017855037619371935
Position 197: 0.00017713977647574762
Position 520: 0.00016808780767644423
Position 1383: 0.00015947120245771176
Position 1041: 0.00014694372767057377
Position 195: 0.0001437016405535799
Position 100: 0.00014247721179495826
Position 1667: 0.00013796029025637686
Position 1240: 0.00013642215836267858
Position 700: 0.000128358877564457
Position 955: 0.00012311551952023445
Position 2328: 0.00012097239399938563
Position 6285: 0.00011124635742638126
Position 711: 0.00010964738153112056
Position 2260: 0.0001090020401744736
Position 2450: 0.00010810092293781592
Position 6952: 0.00010755565419274747
Position 1117: 0.00010115314928870035
Position 352: 0.00010029622843573711
Position 2446: 9.591457596976635e-05
Position 270: 9.040161956947662e-05
Position 102: 8.691104159222986e-05
Position 401: 8.269025576539927e-05
Position 6476: 8.010264474867311e-05
Position 386: 7.271469815549242e-05
Position 12632: 6.395240581661545e-05
Position 812: 6.066883909995208e-05
Position 12760: 6.030036601136257e-05
Position 6357: 6.016293837118186e-05
Position 2127: 5.577220299716767e-05
Position 938: 5.364516387948116e-05
Position 1699: 4.781301878181168e-05
Position 1177: 3.6263570950156255e-05
Position 552: 3.4377381910728546e-05
Position 1096: 3.3694189063787534e-05
Position 1308: 3.1602033370690976e-05
Position 1675: 2.9568801491169852e-05
Position 739: 2.387196530717032e-05
Position 448: 2.1099717871587274e-05
Position 396: 2.1035904825444582e-05
Position 728: 1.752650302485526e-05
Position 1247: 1.6049557892993536e-05
Position 1688: 1.493660976658568e-05
Position 12904: 1.4905376704467548e-05
Position 797: 1.2055580968302336e-05
Position 1852: 1.2018760780071449e-05
Position 730: 1.1141361612882525e-05
Position 1446: 1.0559661493144821e-05
Position 705: 9.222455893307394e-06
Position 4193: 6.348681444485252e-06
Position 523: 6.149983187021591e-06
Position 832: 5.907946544823055e-06
Position 505: 5.133582712612918e-06
Position 842: 4.859079467363897e-06
Position 597: 4.735326305379175e-06
Position 737: 3.7527437482293168e-06
Position 878: 3.2976884247329424e-06
Position 1222: 2.689967905067327e-06
Position 1837: 1.5510685080807241e-06
Position 3217: 1.4361700248469989e-06
Position 10040: 1.4279896795489217e-06
Position 756: 1.2085693539387559e-06
Position 885: 5.515195053013319e-07
Position 1053: 3.6872092874615594e-07
Position 4044: 3.563145072021276e-07
Position 1010: 1.6566459971098352e-07
Position 953: 1.5870296779070094e-07
Position 891: 5.8559833013900683e-08
Position 3804: 3.487535306611753e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 12461: 0.9390560803319337
Position 875: 0.929296707817842
Position 9525: 0.8527560939481984
Position 3957: 0.8426738924749123
Position 5091: 0.6746460367457776
Position 6237: 0.5700710765890561
Position 2147: 0.41010274326612944
Position 9946: 0.3794618287802199
Position 2827: 0.3523169941585662
Position 10614: 0.3253536446663613
Position 8492: 0.32328959851129635
Position 8541: 0.30899658394848556
Position 18500: 0.2685503579113417
Position 2176: 0.2520028238158257
Position 18290: 0.24085874233780027
Position 2211: 0.18438119265665778
Position 12948: 0.1238170022082947
Position 17014: 0.09670496102029288
Position 12653: 0.07979818544058048
Position 10220: 0.07667116120516793
Position 2880: 0.07233126514455553
Position 10965: 0.0663948405258637
Position 8644: 0.06471067220164345
Position 12677: 0.05954130191812086
Position 2837: 0.0591028463475417
Position 13182: 0.058185487015945184
Position 15712: 0.05807107576800443
Position 10895: 0.05618927756022249
Position 8300: 0.0542080816091484
Position 9881: 0.053123410716668144
Position 408: 0.05179843211242888
Position 12479: 0.05046657515018408
Position 10532: 0.04932315883765335
Position 2856: 0.043612277682763
Position 7177: 0.04145418402971111
Position 16047: 0.038935614513936914
Position 16563: 0.03540896857354538
Position 17958: 0.0334998675450818
Position 3295: 0.03251973897633098
Position 4426: 0.031128113449517974
Position 10782: 0.028944009147994172
Position 5642: 0.027758397838672833
Position 10657: 0.0262900526097335
Position 10755: 0.025263296209434263
Position 1518: 0.0241691907349332
Position 7908: 0.02407133552171339
Position 18146: 0.023958481134687796
Position 15519: 0.022992777324397033
Position 17474: 0.02296216569741522
Position 17372: 0.02225400974790854
Position 4955: 0.021772443045910663
Position 3925: 0.02144987482122272
Position 13899: 0.02111702680592704
Position 7207: 0.021092306438974088
Position 2720: 0.02098169026946407
Position 13131: 0.019283658569326335
Position 914: 0.018527380139814472
Position 15775: 0.017755676786076414
Position 6244: 0.017642948562379433
Position 17052: 0.017322629088147076
Position 8545: 0.017102978516916865
Position 14415: 0.015235531091659786
Position 5032: 0.015093131770082452
Position 9094: 0.013777602423190548
Position 12898: 0.013706700019664116
Position 1114: 0.013526830816335076
Position 6469: 0.013082789604036686
Position 9838: 0.011562511233772723
Position 9312: 0.010655417135587044
Position 13478: 0.010567773341034436
Position 9913: 0.010229993174221312
Position 15408: 0.009994814722646838
Position 2178: 0.009729814174738685
Position 3323: 0.009213659255758145
Position 14395: 0.009048068566304811
Position 4185: 0.00881069642050204
Position 4201: 0.008350449236428406
Position 4466: 0.008250981220327407
Position 17724: 0.00819024855173887
Position 12792: 0.007995286399526938
Position 812: 0.007167642109133683
Position 12694: 0.006866201901722316
Position 1567: 0.006679545266048854
Position 6196: 0.006391453613340418
Position 2230: 0.005837701059876505
Position 3233: 0.005597390691839333
Position 2321: 0.005558392819900735
Position 9592: 0.005508620767405473
Position 3680: 0.005437472488149829
Position 7895: 0.005343919227515901
Position 17487: 0.0051693344659168045
Position 2657: 0.005154721987499455
Position 917: 0.004757098288337469
Position 18070: 0.004459396642365755
Position 7283: 0.0042730369679466855
Position 4000: 0.004233226605325758
Position 7876: 0.0041353950298343035
Position 983: 0.004056831100675765
Position 15344: 0.00402063565866459
Position 2662: 0.004012862606385395
Position 14741: 0.003578864210972431
Position 885: 0.0033611628139528847
Position 9499: 0.003299735676632115
Position 11648: 0.0032792988565099206
Position 12465: 0.0032310476932190207
Position 12849: 0.003207987389585611
Position 12419: 0.0031465219391349623
Position 6472: 0.003101803603562203
Position 14030: 0.003054549819747061
Position 2324: 0.0029773662585036594
Position 2252: 0.0029382039329315613
Position 10198: 0.0029352983772504707
Position 12834: 0.0027208589326731536
Position 7349: 0.0025804221299905736
Position 3892: 0.002408312715727509
Position 2180: 0.0023742818071585616
Position 5048: 0.0023525944978528817
Position 3697: 0.0023290924519184424
Position 16238: 0.0022061192668620445
Position 9121: 0.0021026318825528786
Position 4447: 0.002072751641141271
Position 3762: 0.0020678326449297658
Position 4860: 0.002004555609908553
Position 4935: 0.0019427233517899
Position 3612: 0.0018948786115125865
Position 16766: 0.0018426195553577118
Position 8980: 0.0017933323075451004
Position 259: 0.0017613718407173242
Position 5761: 0.001741155644986803
Position 443: 0.0017354531319417595
Position 16106: 0.0016765447458157805
Position 6084: 0.0016731015074420204
Position 12763: 0.0016602480281268086
Position 11419: 0.0016559335187304087
Position 3213: 0.0016241860335920615
Position 9257: 0.0015586614725720974
Position 15032: 0.0014808944097352444
Position 8698: 0.001437240156192214
Position 1127: 0.001413335344541968
Position 3326: 0.0014110457695789623
Position 9676: 0.0014033893274647512
Position 11501: 0.001346127410370313
Position 6126: 0.001340409483708998
Position 3877: 0.001305184218143298
Position 1481: 0.0012664051095363183
Position 10637: 0.0012047706319823666
Position 10228: 0.0011688197881690055
Position 13285: 0.0011669859470833106
Position 15945: 0.0011251043992897007
Position 2839: 0.0011039870097141037
Position 15305: 0.0010839919038163493
Position 16268: 0.001049465180042576
Position 8963: 0.0010277433502936073
Position 11149: 0.001002656715807462
Position 2674: 0.0009967212488858803
Position 3976: 0.0009889697538980513
Position 15029: 0.0009560520607891757
Position 2191: 0.0009502466735799445
Position 7879: 0.000928930566713903
Position 4386: 0.0009208825410648178
Position 484: 0.0009099438879793398
Position 189: 0.0008975872496142028
Position 2227: 0.0008807952741990499
Position 9012: 0.0008175019247106769
Position 4187: 0.0008034961147604217
Position 4180: 0.0007998857450017059
Position 2684: 0.000779166277285955
Position 1650: 0.0007751335515717841
Position 2244: 0.000766134432150599
Position 5684: 0.0007542409974478464
Position 1078: 0.0007219132319393229
Position 624: 0.0007181466265824598
Position 3787: 0.0007094697836403665
Position 9051: 0.0007035620586382216
Position 2096: 0.0006997105739383213
Position 756: 0.0006877641758309934
Position 13054: 0.0006780860875513451
Position 6405: 0.0006746964222817234
Position 4803: 0.0006682702393340166
Position 15426: 0.0006653659924488424
Position 12838: 0.000655549091206592
Position 825: 0.0006269660343154932
Position 14630: 0.0006014901477708936
Position 5012: 0.0006006406117351478
Position 16185: 0.0005823400048175897
Position 13117: 0.000571043580859566
Position 3243: 0.0005542872010722202
Position 3164: 0.0005473811008364702
Position 1053: 0.0005316383527431244
Position 17101: 0.0005217472417513017
Position 737: 0.0005166008135731148
Position 4539: 0.0005007011601840423
Position 347: 0.0004980916148601109
Position 1947: 0.00048079710731742284
Position 12325: 0.0004736198594785982
Position 415: 0.00046498491596837455
Position 5111: 0.0004606226713514592
Position 2754: 0.0004354434392001782
Position 2659: 0.0004350647075663563
Position 2867: 0.00043313658628810734
Position 600: 0.0004297921980898911
Position 9887: 0.00042366443770957375
Position 1529: 0.00041097615711742385
Position 937: 0.00039083130562813094
Position 2270: 0.00038614872015591684
Position 12903: 0.0003770325217657851
Position 837: 0.0003753382367747003
Position 3811: 0.0003734393272222106
Position 2480: 0.0003721374065352744
Position 15201: 0.0003337307834326773
Position 5824: 0.00033073471093040147
Position 986: 0.0003282111681352388
Position 766: 0.00032462285193268114
Position 6384: 0.0003154584255222559
Position 1623: 0.0002958942209615999
Position 4577: 0.00028941260340836533
Position 4877: 0.00028282180712346246
Position 1903: 0.0002808997949585191
Position 3784: 0.00027631447716237927
Position 4789: 0.0002626484349004121
Position 281: 0.00025175965346704583
Position 13730: 0.0002425475905113935
Position 5598: 0.00023936534729292438
Position 5617: 0.00023093922715857628
Position 13421: 0.00022109591320478646
Position 2726: 0.0002195003265306906
Position 3069: 0.00021531316892335172
Position 2884: 0.00021452443532936618
Position 14707: 0.00018804159272105226
Position 12626: 0.00018543960294013496
Position 4121: 0.00018186034127392318
Position 3370: 0.00016913333382047899
Position 6269: 0.00016581786394193168
Position 10266: 0.00016569272064303345
Position 3439: 0.0001635711810163792
Position 423: 0.00016296900976406844
Position 1791: 0.00016273583056338573
Position 2925: 0.0001609772351356967
Position 1522: 0.0001497728512946282
Position 569: 0.00014769470418215218
Position 13660: 0.00014568565617154575
Position 12713: 0.00014317487058670435
Position 1736: 0.00014037864364666275
Position 2550: 0.00013873939679724667
Position 856: 0.0001348596132669891
Position 268: 0.00013485094597936876
Position 13576: 0.00013096151088839848
Position 1050: 0.00012802691749780887
Position 3970: 0.0001266028221540457
Position 3857: 0.00011853602927378742
Position 1278: 0.00010926866999182085
Position 5000: 9.525856465653274e-05
Position 742: 9.323617092637734e-05
Position 9646: 9.110720292880273e-05
Position 5734: 8.936258279091609e-05
Position 12814: 8.61739037398537e-05
Position 4117: 8.464537773106787e-05
Position 3820: 7.960691861431353e-05
Position 13884: 7.91927771194406e-05
Position 12188: 7.688351354626094e-05
Position 5903: 7.415324278902504e-05
Position 842: 7.248050975050904e-05
Position 605: 7.132309017596717e-05
Position 1081: 7.129245724652182e-05
Position 4435: 6.833993045202758e-05
Position 3104: 6.382142147281219e-05
Position 6011: 6.182184651200446e-05
Position 3119: 5.8882652257234534e-05
Position 337: 5.872969806169665e-05
Position 6614: 5.711071133690025e-05
Position 6037: 5.5913281014694795e-05
Position 3130: 5.3380522025826985e-05
Position 1538: 4.9275469363017364e-05
Position 9781: 4.784998706067936e-05
Position 1850: 4.76607920003859e-05
Position 210: 4.387687138986507e-05
Position 8029: 4.270175110198635e-05
Position 3344: 4.059918748125045e-05
Position 120: 4.020590988729765e-05
Position 460: 3.609292218684851e-05
Position 8146: 3.6046378995224906e-05
Position 689: 3.579602609893728e-05
Position 711: 3.2598899005517296e-05
Position 1328: 3.144749266636848e-05
Position 246: 3.091106896373811e-05
Position 270: 2.9330282384713298e-05
Position 6754: 2.7048230614050963e-05
Position 464: 2.647097842129072e-05
Position 1704: 2.5467605180934132e-05
Position 14400: 2.5461842902338658e-05
Position 2893: 2.3931875734226135e-05
Position 6153: 2.3873170080023612e-05
Position 262: 2.345338988983827e-05
Position 774: 2.3038020747984265e-05
Position 2103: 2.1122229921400504e-05
Position 216: 2.0730233434846783e-05
Position 295: 1.926113386402625e-05
Position 1064: 1.856360512228353e-05
Position 948: 1.7196575415647536e-05
Position 6853: 1.6249513438534954e-05
Position 1916: 1.5959467576971347e-05
Position 1217: 1.4722715884859157e-05
Position 426: 1.3958031930587756e-05
Position 2058: 1.3118041295843429e-05
Position 1088: 1.284241246255501e-05
Position 1180: 1.0003265646631774e-05
Position 1351: 9.80683785753076e-06
Position 1292: 8.275210428326796e-06
Position 287: 8.025549686237168e-06
Position 891: 7.94190198793453e-06
Position 264: 7.899114599353787e-06
Position 744: 7.765875706457406e-06
Position 925: 7.3360518052717124e-06
Position 6779: 7.1471988032613655e-06
Position 1765: 6.861369587046465e-06
Position 9801: 6.7919573413357195e-06
Position 1255: 6.731468411410088e-06
Position 6526: 6.394433938405945e-06
Position 1083: 6.361688240014867e-06
Position 195: 6.273328106354213e-06
Position 1717: 5.833139891812313e-06
Position 1251: 5.7065693831056175e-06
Position 1308: 5.606965133975262e-06
Position 1877: 5.5925098674186026e-06
Position 717: 5.224537073713272e-06
Position 6415: 5.132169330422004e-06
Position 2334: 4.920139543182369e-06
Position 1532: 4.419860210991227e-06
Position 1898: 4.078431045091225e-06
Position 2354: 3.925736407163299e-06
Position 1775: 3.811902004985354e-06
Position 839: 3.4071291994157755e-06
Position 641: 3.2320317178113677e-06
Position 3702: 3.1966428798955622e-06
Position 2344: 3.015466911136689e-06
Position 4205: 2.8354547494219442e-06
Position 4960: 2.6979192124975927e-06
Position 486: 2.28684402359488e-06
Position 4327: 2.0221374274578933e-06
Position 2429: 1.984213064030479e-06
Position 6266: 1.974279585343038e-06
Position 6303: 1.6382501464188792e-06
Position 1882: 1.5360829668909402e-06
Position 650: 1.4526443995919192e-06
Position 626: 1.1043151561148874e-06
Position 565: 9.830351261350254e-07
Position 3090: 9.798131454980154e-07
Position 1227: 9.631512631521537e-07
Position 2524: 8.931876664205588e-07
Position 664: 8.847872420640979e-07
Position 231: 8.538059973604205e-07
Position 2973: 7.793666852067736e-07
Position 6250: 7.671653841634991e-07
Position 2619: 6.773418568326792e-07
Position 1671: 5.923552477112157e-07
Position 111: 4.7682017406627366e-07
Position 157: 4.6790520909271384e-07
Position 784: 4.6537365405401287e-07
Position 2914: 3.947855220654483e-07
Position 2484: 3.72391920975845e-07
Position 3054: 3.0533437602874754e-07
Position 492: 2.97578986585121e-07
Position 3006: 2.1152676156716513e-07
Position 1922: 1.4347671374244182e-07
Position 113: 1.3089093779733828e-07
Position 3143: 1.0547908525993006e-07
Position 233: 9.468459260420502e-08
Position 505: 7.683215481232275e-08
Position 167: 6.884229735330773e-08
Position 1282: 3.7461812634300346e-08
Position 132: 3.7256083170867565e-08
Position 496: 3.308240756664961e-08
Position 2048: 2.7604111580906424e-08
Position 3181: 1.4734013137586583e-08
Position 3217: 1.4124672937010424e-08
Position 1184: 1.3470611773582833e-08
Position 2939: 4.431258221592939e-09
Position 667: 1.7399734803166122e-09
Position 2937: 1.6436633527955641e-09
Position 1302: 5.226664791944297e-10
Position 1368: 4.776268874273388e-10
Position 134: 2.848637979444404e-10
Position 515: 1.6229208801956091e-10
Position 511: 2.7899459202958922e-11
Position 541: 7.66023466980733e-12
Position 995: 6.798148566461584e-12
Position 1186: 1.522675990616778e-12
