Gene = Ptma
index = 875
Annotated 5SS: [ 225 2519 2827 3079]
Annotated 3SS: [2446 2729 3004 3238]
SMsplice 5SS: [ 225 2519 2827 3079]
SMsplice 3SS: [2446 2729 3004 3238]
top_k =  1000
Partition function (log Z): 7.064778819399482

Sorted 5' Splice Sites (High to Low Probability):
Position 225: 0.9953729980674465
Position 3079: 0.9802698616918976
Position 2519: 0.9547976849587909
Position 2827: 0.944151907719513
Position 2131: 0.5939481346010791
Position 1568: 0.18391050098599132
Position 1287: 0.06667930629627362
Position 2821: 0.04751730329179736
Position 3317: 0.026696572562960246
Position 2531: 0.023187073943190722
Position 1739: 0.015898082031164787
Position 845: 0.014443791453619067
Position 1603: 0.007522147417261787
Position 1187: 0.007221040933756068
Position 2173: 0.005972621421879461
Position 1474: 0.005014049910775377
Position 794: 0.004840784088256495
Position 3090: 0.004600516860469985
Position 3061: 0.004288684653273743
Position 1837: 0.003753369641790347
Position 1903: 0.002636551449425947
Position 1478: 0.0021122508470313257
Position 2791: 0.002107601726906919
Position 3085: 0.0020949326954964923
Position 1803: 0.002026972732578483
Position 2523: 0.001802573593597324
Position 2331: 0.0017940836852745614
Position 1865: 0.0017350453470545452
Position 3372: 0.0016922652134823421
Position 2632: 0.0013511811353711753
Position 780: 0.0012633382141778776
Position 3005: 0.0012024380784757351
Position 2196: 0.0010516603119920332
Position 2525: 0.0009817488653836612
Position 523: 0.0009605836912169054
Position 1234: 0.0009579621281877233
Position 1335: 0.0009205116119717075
Position 1068: 0.000872261960906668
Position 2204: 0.0007813291126367856
Position 3342: 0.0007369040147235779
Position 1372: 0.000682702426892611
Position 2651: 0.0006288546504429694
Position 1814: 0.0006060143274978225
Position 1826: 0.000545759738448847
Position 3136: 0.0005360237968480098
Position 1926: 0.0005280621301310243
Position 3358: 0.0005194032545111119
Position 775: 0.0005173734677638501
Position 2849: 0.000464066863383997
Position 1711: 0.0004388196654486117
Position 1421: 0.00037681692456808066
Position 679: 0.0003759838732842856
Position 2640: 0.0003592664113833905
Position 1811: 0.00031423061310097383
Position 255: 0.00027963434472593347
Position 2769: 0.00027343604802471843
Position 1244: 0.00027209332435518003
Position 2884: 0.0002474959661496968
Position 2646: 0.0002463796438551623
Position 1302: 0.00024118081161746474
Position 1871: 0.00023173700673709938
Position 998: 0.00022195515213655989
Position 2243: 0.00021632546865288786
Position 2553: 0.00018172569482755531
Position 266: 0.00017692069630681582
Position 3781: 0.0001521728332648532
Position 1910: 0.0001519925402906549
Position 3549: 0.0001334902658487063
Position 2351: 0.00013240201682165951
Position 1344: 0.00012971457443994026
Position 2635: 0.0001283396725849049
Position 1280: 0.0001158509277144741
Position 2338: 0.00011251901866149052
Position 2581: 9.839732059350792e-05
Position 119: 8.845291378240357e-05
Position 1256: 8.341800512822236e-05
Position 3361: 7.552958109293621e-05
Position 1683: 7.29252654953642e-05
Position 3545: 6.92245198634016e-05
Position 3593: 6.0781565074634064e-05
Position 3083: 6.0748787859524875e-05
Position 1834: 6.030846496018321e-05
Position 386: 5.890622743818212e-05
Position 2668: 5.50527842242475e-05
Position 2546: 5.426828052027829e-05
Position 959: 5.135297986588028e-05
Position 182: 4.766268226763051e-05
Position 1099: 3.776513881577606e-05
Position 2076: 3.6094127130566996e-05
Position 2831: 3.556306591713525e-05
Position 2369: 3.4026954211474e-05
Position 708: 3.324396792675532e-05
Position 3770: 3.250110905592588e-05
Position 3811: 3.244936126633825e-05
Position 1010: 3.1115008193624804e-05
Position 422: 3.061663902914754e-05
Position 1513: 3.0486060938797732e-05
Position 3122: 2.7792052109656973e-05
Position 2468: 2.7295762968202365e-05
Position 1037: 2.5998259659708846e-05
Position 804: 2.4580727249567552e-05
Position 2590: 1.936015522064303e-05
Position 2288: 1.909728420075624e-05
Position 455: 1.7312896827671177e-05
Position 962: 1.701365189915034e-05
Position 546: 1.689561488380883e-05
Position 3143: 1.6367872993883984e-05
Position 911: 1.568041988224108e-05
Position 837: 1.5337102171742162e-05
Position 170: 1.5282357016055652e-05
Position 1552: 1.4974819836977097e-05
Position 864: 1.4518957411713771e-05
Position 1139: 1.445439976925191e-05
Position 812: 1.2720868108449788e-05
Position 1133: 1.2715847811608975e-05
Position 1114: 1.1622982583314914e-05
Position 973: 1.1318960260314463e-05
Position 1122: 1.0237337163541795e-05
Position 2544: 1.001809578105189e-05
Position 3577: 9.411479531820809e-06
Position 1419: 9.153402929020336e-06
Position 591: 8.625495520588854e-06
Position 1817: 8.016871651563346e-06
Position 737: 7.76989985349055e-06
Position 656: 6.948905159268466e-06
Position 3807: 6.517935560850736e-06
Position 2012: 6.157459488493691e-06
Position 1750: 5.742628159622018e-06
Position 2834: 5.741389843901019e-06
Position 3804: 5.30019379432378e-06
Position 1365: 5.223029832749777e-06
Position 293: 5.179813503488832e-06
Position 1928: 4.9537548280161935e-06
Position 430: 4.564410588208919e-06
Position 620: 4.156681542846006e-06
Position 1591: 4.034494598479607e-06
Position 2923: 3.16676745692025e-06
Position 3785: 1.3630798808266057e-06
Position 849: 1.2502193401164011e-06
Position 3795: 1.1593097548431534e-06
Position 384: 1.0829395042641754e-06
Position 512: 1.0714616312626237e-06
Position 807: 9.787546234561875e-07
Position 1042: 7.34400620012074e-07
Position 290: 7.245535293587071e-07
Position 1197: 6.522184748673159e-07
Position 605: 4.807782240807532e-07
Position 618: 3.8997670519551946e-07
Position 2839: 3.7000342250336153e-07
Position 2889: 3.5796395181742644e-07
Position 280: 3.5351888126584115e-07
Position 607: 1.947612780953383e-07
Position 967: 1.8593735844852433e-07
Position 816: 1.7643411293049315e-07
Position 195: 1.1025771121376902e-07
Position 666: 7.740922257987563e-08
Position 39: 9.141768774907532e-09
Position 42: 7.49593203352861e-09
Position 598: 5.142625747836713e-09
Position 3150: 3.97261950039907e-09
Position 3248: 3.3652238362302065e-09
Position 31: 2.9870300314377997e-09
Position 2982: 2.885725710876536e-09
Position 1063: 1.2293763741808549e-09
Position 2976: 1.417715247784999e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2446: 0.9680604463738928
Position 2729: 0.9499992651928573
Position 3238: 0.805218114885894
Position 3004: 0.7483582012653865
Position 1959: 0.2695699299408462
Position 2961: 0.20689456931093664
Position 2048: 0.1744848333158387
Position 1434: 0.15590039883622694
Position 1981: 0.13397561024537996
Position 1122: 0.06974380987294551
Position 3658: 0.06624601557175315
Position 3400: 0.06554755042511236
Position 3348: 0.04740488463010274
Position 1334: 0.03117996751706506
Position 2921: 0.0307287727408295
Position 1738: 0.02379178460728885
Position 2667: 0.014900720126888435
Position 2418: 0.012961672394603519
Position 670: 0.009458252336954106
Position 1474: 0.009320512300572367
Position 3590: 0.009199685140238646
Position 1058: 0.007876748847415805
Position 2711: 0.0075259312650964
Position 693: 0.0075126562892921574
Position 2631: 0.006978100622167274
Position 3220: 0.006826709469836546
Position 2753: 0.006418914175816185
Position 1520: 0.004739954277519803
Position 3419: 0.004717677812793396
Position 3214: 0.004308092615505402
Position 1938: 0.004096372703348119
Position 3881: 0.004019452047111393
Position 2002: 0.003461268989616178
Position 2321: 0.0032180807069655294
Position 3009: 0.0031545139703640216
Position 3199: 0.003048636752280789
Position 3193: 0.002896978814732991
Position 1669: 0.002820811529683447
Position 1438: 0.002704659066431486
Position 2250: 0.002638054770830027
Position 3015: 0.0025402455082027117
Position 1202: 0.0023705803406320457
Position 1767: 0.0019426753472052923
Position 3262: 0.0019009890717150738
Position 2900: 0.0018812650797617346
Position 2695: 0.0016330705726751034
Position 2738: 0.0015466461968414915
Position 3699: 0.001448788893122644
Position 2968: 0.0013779238530647467
Position 3165: 0.0011840342579291516
Position 1247: 0.0010204572739389438
Position 2074: 0.0008930623237009662
Position 3259: 0.0008794890860409319
Position 953: 0.0007778633206328469
Position 2576: 0.0006719816992053842
Position 334: 0.000659137088295224
Position 2455: 0.0006359687129577614
Position 3629: 0.0006154308736463216
Position 2071: 0.0005888641123810532
Position 843: 0.0005734672375185201
Position 2756: 0.000551390639830963
Position 1502: 0.0005512379939252379
Position 2381: 0.0005260039593844445
Position 1856: 0.0005238045877741026
Position 3181: 0.0005228489376527632
Position 3375: 0.0005175473965132201
Position 2684: 0.0004958132630943546
Position 1316: 0.00048149427922512236
Position 787: 0.00047591194554795133
Position 598: 0.0004584426868352239
Position 1899: 0.0004547409123511815
Position 3636: 0.00045122389712819297
Position 2973: 0.0004381342090316287
Position 1446: 0.0004375408964516609
Position 773: 0.00038631704239792416
Position 1594: 0.000377639401402126
Position 2581: 0.0003390014826054231
Position 1307: 0.00033007964817131214
Position 354: 0.00030009185474029585
Position 1286: 0.00029787022069691614
Position 2697: 0.000296586326916031
Position 1527: 0.00029067044606575175
Position 307: 0.00027199105528056996
Position 1699: 0.00024466492759148785
Position 2643: 0.000234318570043102
Position 1342: 0.00022945248553228123
Position 2364: 0.00021134667036528854
Position 1042: 0.00020619870387357224
Position 1817: 0.00019692943265852322
Position 2461: 0.00018171617895519905
Position 1350: 0.0001647311664293307
Position 1894: 0.00014798674087006814
Position 1355: 0.00013461471585215896
Position 2280: 0.00011738000846726917
Position 3727: 0.00011445206046727673
Position 1301: 9.705419871888851e-05
Position 3265: 9.486590431560217e-05
Position 1021: 9.345280053760897e-05
Position 2768: 8.421430712658278e-05
Position 2374: 8.383569412401769e-05
Position 1808: 8.024400041567119e-05
Position 1850: 7.934090142257853e-05
Position 1460: 7.80316760429218e-05
Position 1386: 7.309453216851996e-05
Position 1747: 6.787922693868233e-05
Position 3792: 6.333626787832143e-05
Position 1280: 6.014818128853427e-05
Position 3702: 5.781750163165469e-05
Position 3597: 5.695461950086718e-05
Position 2253: 5.6718228777114875e-05
Position 3536: 5.624871361731892e-05
Position 1365: 5.5973180505555884e-05
Position 3268: 5.512265788488252e-05
Position 3377: 5.3203694003658177e-05
Position 3012: 5.0178985877921116e-05
Position 3383: 4.9647695714575536e-05
Position 1703: 4.962767377263623e-05
Position 1796: 4.75481445060833e-05
Position 1414: 4.677945438553885e-05
Position 3770: 4.5027879689771894e-05
Position 2676: 4.471394452739067e-05
Position 3150: 4.444637354487511e-05
Position 2772: 4.3131689498202556e-05
Position 2790: 3.7193606193453406e-05
Position 2778: 3.6197583872183145e-05
Position 2102: 3.470987576363069e-05
Position 2056: 2.973144908762138e-05
Position 3022: 2.7974571392926257e-05
Position 978: 2.6700127019441848e-05
Position 1133: 2.5649621485750525e-05
Position 3380: 2.526247585211905e-05
Position 1388: 2.4436413960449565e-05
Position 2848: 2.4282205456684606e-05
Position 2874: 2.416953538533001e-05
Position 1320: 2.311693324924853e-05
Position 2599: 2.2460014583060303e-05
Position 1204: 2.077359159912149e-05
Position 635: 1.9313875911585325e-05
Position 1910: 1.776628156137135e-05
Position 3286: 1.6903530898467136e-05
Position 396: 1.6392970823389742e-05
Position 2464: 1.6116964326625926e-05
Position 2121: 1.4809611115729202e-05
Position 2458: 1.4192691980839827e-05
Position 3372: 1.4105031609903413e-05
Position 900: 1.1872582585233626e-05
