Gene = Mosmo
index = 688
Annotated 5SS: [  240 48702]
Annotated 3SS: [48488 52845]
SMsplice 5SS: [  240  9833 10066 18846 48702]
SMsplice 3SS: [ 9704  9915 18642 48488 52845]
top_k =  1000
Partition function (log Z): -30.536582134482998

Sorted 5' Splice Sites (High to Low Probability):
Position 240: 0.9864336593059545
Position 9833: 0.7283663068164465
Position 10066: 0.43474844700115933
Position 10214: 0.3435162166389488
Position 4908: 0.24070119363048487
Position 2855: 0.201429998581218
Position 17071: 0.193290366115188
Position 18846: 0.1883367716320096
Position 11728: 0.13056929633734965
Position 5250: 0.12072491967546277
Position 10009: 0.09043150105473818
Position 13288: 0.08221398320944948
Position 821: 0.0732527598919952
Position 16740: 0.06813010585893896
Position 4399: 0.0642032016762749
Position 14620: 0.06306421940434243
Position 10020: 0.03430450599809221
Position 82: 0.0170949501307392
Position 9126: 0.01664980507405586
Position 10622: 0.01649089093106849
Position 12784: 0.014727705266848629
Position 16712: 0.014660836040109301
Position 13072: 0.014384436338878774
Position 10695: 0.011323182925115619
Position 304: 0.010906168619042174
Position 4923: 0.008934614790093129
Position 11563: 0.008531279614973995
Position 1559: 0.007846883183318701
Position 2881: 0.00784404563184932
Position 869: 0.007285540505975301
Position 9859: 0.0070632209032949166
Position 2020: 0.006956288772888324
Position 10230: 0.0066590962848379716
Position 11732: 0.00586288598140409
Position 9840: 0.004795882040934921
Position 6701: 0.004659638578476742
Position 12395: 0.0038354986725756966
Position 8367: 0.0036972281395926984
Position 2550: 0.0034016871630840745
Position 5103: 0.0030712453296097703
Position 10236: 0.002860805968009301
Position 13235: 0.002844347793126884
Position 13344: 0.002549991436328428
Position 4412: 0.0023840619805367436
Position 4108: 0.002177450263770217
Position 1923: 0.0020590278135761003
Position 10130: 0.002033094331949426
Position 10089: 0.0019039408989094185
Position 105: 0.0016670327971293464
Position 2791: 0.001632554568914892
Position 9173: 0.0014776962851811438
Position 14476: 0.001448940476549037
Position 281: 0.0012285873267807365
Position 10121: 0.0012081761464733597
Position 1956: 0.0009992105558887274
Position 662: 0.0009693476319285332
Position 1149: 0.0008603021866161753
Position 9999: 0.0004963823874429641
Position 4746: 0.0004672254204333844
Position 5928: 0.00041851692559939066
Position 3971: 0.0004093614399033043
Position 1655: 0.0003620342329779483
Position 2770: 0.000355881722156464
Position 10115: 0.0003440059322788192
Position 5147: 0.0003097724101695709
Position 249: 0.00027765152271200927
Position 1258: 0.00021063817944752436
Position 112: 0.00015802477441666715
Position 7470: 0.0001488410884684958
Position 2525: 0.00013806592029777932
Position 5089: 0.00012978014504202016
Position 1960: 0.00010927938630424168
Position 2109: 0.00010474216826054853
Position 10487: 8.529789148951679e-05
Position 1319: 7.4437822570898e-05
Position 10007: 7.07017776996087e-05
Position 10040: 6.867647480949868e-05
Position 2164: 6.45151531796202e-05
Position 963: 5.913776898117719e-05
Position 3121: 3.999224434200484e-05
Position 874: 3.85089507195949e-05
Position 316: 3.601730519439695e-05
Position 1978: 3.432725856697968e-05
Position 272: 3.331903778319367e-05
Position 266: 2.7608201928112083e-05
Position 2515: 2.4064872771771363e-05
Position 1927: 2.375127653440842e-05
Position 1378: 2.2053091316709406e-05
Position 653: 2.1704616453325314e-05
Position 790: 2.1396707378469717e-05
Position 1382: 1.576206400860903e-05
Position 2064: 1.5388615090552875e-05
Position 596: 1.5189220454632507e-05
Position 508: 1.1041271488434513e-05
Position 838: 9.086450853004892e-06
Position 297: 4.700487740767097e-06
Position 598: 2.8702891126438198e-06
Position 604: 2.7586789375574697e-06
Position 600: 2.717000733495629e-06
Position 602: 2.6956163067550364e-06
Position 232: 2.6419148172552546e-06
Position 606: 2.477045079512665e-06
Position 608: 1.915934092533267e-06
Position 3794: 1.155286609191584e-06
Position 590: 1.1177197059681577e-06
Position 370: 7.827172632412892e-07
Position 377: 7.204555335692345e-07
Position 573: 6.943169759129046e-07
Position 368: 6.207650753256847e-07
Position 511: 5.032957370917831e-07
Position 1769: 2.820590794647556e-07
Position 617: 2.789840379652587e-07
Position 374: 2.748859531344708e-07
Position 619: 2.4523368882329e-07
Position 592: 2.0014912296080132e-07
Position 612: 1.9920369096501289e-07
Position 1736: 1.798670019453357e-07
Position 610: 1.1423748507318729e-07
Position 344: 9.907347432803219e-08
Position 383: 7.829875255432542e-08
Position 337: 7.271096610025335e-08
Position 537: 5.501491147522401e-08
Position 162: 3.041282467792368e-08
Position 559: 1.8643348987160098e-08
Position 679: 1.7818800480810594e-08
Position 896: 1.4430201644142749e-08
Position 908: 1.3801449582169902e-08
Position 810: 9.28159379852618e-09
Position 795: 8.60213930429155e-09
Position 750: 2.7407868380789777e-09
Position 877: 6.234369284345267e-10
Position 882: 2.6959614390243423e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9915: 0.7964353751260943
Position 16987: 0.7422483744688549
Position 9704: 0.6616332837840828
Position 18642: 0.2936250124037541
Position 2717: 0.18733916958534885
Position 11468: 0.13913841669026114
Position 4826: 0.133944608207148
Position 9964: 0.10823006259769537
Position 16656: 0.10668838776191462
Position 5102: 0.09439984955543877
Position 13184: 0.09020233650612965
Position 722: 0.07300178158722768
Position 14435: 0.06612516046568519
Position 17674: 0.05984176383439579
Position 4314: 0.05240744282029794
Position 9623: 0.05035697611120077
Position 10595: 0.03609731497885144
Position 22699: 0.034607305360886215
Position 4839: 0.03214347912641787
Position 20339: 0.02885953850046471
Position 22512: 0.02865329083475647
Position 9681: 0.026509464063760518
Position 19957: 0.02453938381837358
Position 20295: 0.02405331171705365
Position 4759: 0.022355360933310343
Position 19130: 0.022153380197571883
Position 10088: 0.021731935932477683
Position 9041: 0.018133582837984195
Position 4978: 0.01730239550415258
Position 158: 0.016782777531798236
Position 12975: 0.015102777556513042
Position 12713: 0.015007796484919338
Position 4720: 0.01341324455616128
Position 2733: 0.012389294128750937
Position 9911: 0.011987549267335928
Position 4273: 0.011667124966923953
Position 4603: 0.01062330049293482
Position 4563: 0.010171330625279213
Position 4750: 0.009708591500059278
Position 1862: 0.009246986224393954
Position 19853: 0.006739496047732527
Position 19423: 0.006663805922671141
Position 11519: 0.0064356210262193165
Position 4907: 0.006416540665141238
Position 19327: 0.006364056698084838
Position 18981: 0.005703202534413897
Position 4795: 0.0054781467224139695
Position 4789: 0.005366018424769373
Position 11819: 0.005195218822245018
Position 2745: 0.004988569003602145
Position 757: 0.004480223238313991
Position 5128: 0.004429078303287405
Position 18102: 0.004300898682139611
Position 18333: 0.004137254437618984
Position 12241: 0.004124538457690633
Position 17719: 0.004014012624215124
Position 17231: 0.00399028005265489
Position 2444: 0.00351660012629388
Position 5131: 0.003422484581397187
Position 9711: 0.003224601927726661
Position 8187: 0.003088720387441306
Position 2583: 0.0030066088351329394
Position 13145: 0.0028797744417479827
Position 11885: 0.002782227154944185
Position 6547: 0.0027240689996175537
Position 1366: 0.0026167896728702465
Position 3928: 0.002456631698384853
Position 4285: 0.00232542674218637
Position 1381: 0.0022271106517452797
Position 16739: 0.0022107754206418047
Position 11663: 0.002180158640372449
Position 2550: 0.0020689246912896724
Position 6619: 0.0020576001750909536
Position 13438: 0.0015807146729128908
Position 16515: 0.0014277179219562345
Position 198: 0.0013853174630453645
Position 4874: 0.0012157527289687687
Position 401: 0.0011341663217809472
Position 661: 0.0011312765604592793
Position 1005: 0.0010490493037873744
Position 4948: 0.0008752208662286637
Position 4849: 0.0008404747541832336
Position 17452: 0.0008139916173980426
Position 4566: 0.0008107284148655706
Position 1458: 0.0007110077340208807
Position 8216: 0.0006474928971461158
Position 465: 0.0006398284780291939
Position 5146: 0.0006324966132773075
Position 1937: 0.0005841538292294303
Position 2752: 0.0005042626746430886
Position 14002: 0.0004915529112718457
Position 5842: 0.0004431773524339355
Position 651: 0.0004233659999401627
Position 1267: 0.00041751106674187583
Position 1476: 0.0003675438407358087
Position 2417: 0.0003492078396144647
Position 4534: 0.00028156380334310225
Position 4160: 0.00027628353587485225
Position 1492: 0.0002733122269675866
Position 2635: 0.00027139474123686317
Position 1085: 0.0002582995930677812
Position 14214: 0.00023637068235331785
Position 4687: 0.00022096473850669114
Position 1998: 0.00021974681537783266
Position 1453: 0.0002135695487222118
Position 677: 0.00020614548611700272
Position 1468: 0.00020463881343544242
Position 10621: 0.00018224470770657306
Position 10378: 0.0001755978729671527
Position 1408: 0.00016774807270528318
Position 686: 0.00016121548032374972
Position 2554: 0.00015821007018470754
Position 7350: 0.0001488410884684958
Position 2787: 0.00014163163131379548
Position 1194: 0.0001390212620715651
Position 10899: 0.00013452897321643024
Position 5039: 0.00013371568688973844
Position 1753: 0.00013345447391565935
Position 1175: 0.00012956824851522277
Position 3825: 0.00012035777719419584
Position 9251: 0.00011579885627593767
Position 1306: 0.00011536564970274237
Position 12204: 0.00011444851244748417
Position 1336: 0.00011303008958131892
Position 2594: 0.00011063732887946817
Position 1889: 0.00011010337941057629
Position 10213: 0.00010550947127655682
Position 815: 0.00010530878872977713
Position 4195: 9.434661781789397e-05
Position 764: 8.132906986912476e-05
Position 3740: 7.58055252298942e-05
