Gene = Eed
index = 361
Annotated 5SS: [  572  4087  8753  9444 10678 11413 13271 16255 18728 24729 25453]
Annotated 3SS: [ 3933  8659  9377 10551 11330 13178 16120 18621 24569 25378 25919]
SMsplice 5SS: [  572  4087  8753 10678 11413 13001 13271 16255 24729 25453]
SMsplice 3SS: [ 3933  8659 10551 11330 12893 13178 16120 24569 25378 25919]
top_k =  1000
Partition function (log Z): 2.420485029383868

Sorted 5' Splice Sites (High to Low Probability):
Position 4087: 0.9407926850119361
Position 11413: 0.8950008108741383
Position 13271: 0.8917543381756672
Position 16255: 0.8404900112893913
Position 8753: 0.8137493102400822
Position 572: 0.7614310948653434
Position 19933: 0.6682652747212694
Position 10678: 0.6468083443998929
Position 13001: 0.5058552055261182
Position 24729: 0.4676027433933426
Position 2297: 0.4113020758085026
Position 25453: 0.40436029545828744
Position 67: 0.37883959239282256
Position 18728: 0.3637733920872083
Position 9625: 0.24520868822926478
Position 4670: 0.20017032916278688
Position 8774: 0.14075149111618
Position 12997: 0.11951582801942519
Position 917: 0.11870138101674008
Position 11671: 0.11612002019099428
Position 16340: 0.11386892943355122
Position 24640: 0.10777080404197285
Position 21568: 0.09066107921996484
Position 14897: 0.08660823058932697
Position 11403: 0.07844032537324958
Position 5952: 0.0617565666213541
Position 9651: 0.05384416028391693
Position 12920: 0.04931633555954675
Position 3002: 0.03980790546540992
Position 13287: 0.03898935996206733
Position 9378: 0.03535731016015054
Position 13435: 0.03276851629583193
Position 4980: 0.03233931655266089
Position 10036: 0.03159863460684184
Position 6944: 0.031588741495941146
Position 14621: 0.030704514371838763
Position 7759: 0.030200479368268453
Position 6607: 0.02971594199434118
Position 2776: 0.029450687506981394
Position 5772: 0.027473688255323352
Position 5631: 0.026082090649578872
Position 13515: 0.024472230726000643
Position 9288: 0.022037177061685658
Position 8764: 0.02199868577616316
Position 5926: 0.02121886541488167
Position 18255: 0.020912176149372276
Position 15659: 0.02061411520498323
Position 2134: 0.01963464675462974
Position 13892: 0.019116853185025373
Position 9855: 0.018502037478731272
Position 23148: 0.018388965655770615
Position 3021: 0.016615672193392342
Position 1531: 0.016366718542499232
Position 16793: 0.016097489562719874
Position 8006: 0.015521184966728566
Position 810: 0.014076515496878593
Position 9109: 0.013390002848738987
Position 13521: 0.012307494818639415
Position 9619: 0.011988986465246508
Position 15259: 0.0114307390914666
Position 2192: 0.011268673122855165
Position 5948: 0.009796592125901128
Position 12681: 0.009574840655600514
Position 8585: 0.009570325823825394
Position 6505: 0.00955918474574114
Position 8908: 0.00934789308557313
Position 13542: 0.008736425040427995
Position 1628: 0.008595077258298413
Position 3341: 0.008572294836339422
Position 258: 0.00832422983412473
Position 4779: 0.008149592742604678
Position 1982: 0.007418069402336746
Position 16797: 0.00740175875365087
Position 6724: 0.006665105636179901
Position 15237: 0.006515176610536794
Position 17320: 0.0064781013784114905
Position 1869: 0.00620101585405056
Position 12348: 0.005995952855522405
Position 5260: 0.005876068728378572
Position 6181: 0.005754929496418972
Position 4927: 0.005632071498919144
Position 2551: 0.005469134642957515
Position 791: 0.005315673742084219
Position 4878: 0.005271385065712517
Position 12102: 0.005036134538273027
Position 10478: 0.004931522001666796
Position 627: 0.004446531728965084
Position 4614: 0.0033700740958395926
Position 9444: 0.00335904816791914
Position 4272: 0.0032215768496746343
Position 3213: 0.0032159250367634366
Position 2826: 0.0029040327298747184
Position 16805: 0.002756012325890933
Position 2370: 0.0024899281331325577
Position 111: 0.0024415327044813888
Position 2834: 0.0024175143997020765
Position 11435: 0.002318566109933589
Position 13005: 0.0020648450690645736
Position 619: 0.0020170831604418276
Position 15778: 0.0019255273504299249
Position 1963: 0.001859668986085533
Position 7085: 0.001735224368431704
Position 16943: 0.0017047096969059986
Position 2506: 0.0015166351217260074
Position 9646: 0.0014403987095044873
Position 7659: 0.0013030566995337197
Position 9615: 0.001295060654202372
Position 2873: 0.0012472792927919123
Position 13236: 0.0012382574083710347
Position 12854: 0.001238221520498984
Position 13779: 0.0011941966854172661
Position 15242: 0.0010381471697797353
Position 1231: 0.00103632635761857
Position 26061: 0.0008687406374897653
Position 7909: 0.0007523853313100828
Position 11707: 0.000733622961824029
Position 948: 0.0006871227396174446
Position 6951: 0.0005851161822558812
Position 7780: 0.0005629017996796181
Position 7048: 0.0005502828372447459
Position 240: 0.000536126237808326
Position 13503: 0.0005114721350592749
Position 12858: 0.0004961561537269661
Position 169: 0.00045551988676900603
