Gene = Iqck
index = 592
Annotated 5SS: [  187 17111 20597 21923 43908 44112 59821 85922]
Annotated 3SS: [ 17045  20466  21824  43854  44033  59735  85809 115659]
SMsplice 5SS: [   187  19612  20597  21923  44112  44985  56976  59821  60489  81345
  85922 104661]
SMsplice 3SS: [ 19493  20466  21824  43854  44895  56835  59735  60243  81253  85809
 104574 115659]
top_k =  1000
Partition function (log Z): -64.52227730633736

Sorted 5' Splice Sites (High to Low Probability):
Position 20597: 0.9999613887696728
Position 21923: 0.9694550091312549
Position 4057: 0.9275305132067647
Position 187: 0.47835475699406627
Position 24622: 0.4705635651080215
Position 17120: 0.45337732705731115
Position 21334: 0.43585692241460794
Position 23093: 0.4030646556349751
Position 10293: 0.3501041182510031
Position 24918: 0.345137094144393
Position 387: 0.19427371079328393
Position 23164: 0.10556427076747432
Position 349: 0.07131133668487707
Position 1133: 0.058101047683888685
Position 141: 0.049582002044014604
Position 26331: 0.02253190403988907
Position 326: 0.021281332088210418
Position 8883: 0.02115759222221554
Position 90: 0.020997193513372966
Position 273: 0.020548140927835416
Position 488: 0.018074829949073272
Position 1057: 0.01636159166717836
Position 25665: 0.015546405275726191
Position 418: 0.013244726778911713
Position 332: 0.011696283674821237
Position 24631: 0.011495540887730145
Position 9071: 0.011010449613259542
Position 205: 0.009941082368343854
Position 25897: 0.008027893386971886
Position 2237: 0.007040705629893267
Position 1246: 0.006849067140763629
Position 675: 0.006675784912326493
Position 6754: 0.006538079330058585
Position 2563: 0.00643637537317272
Position 4166: 0.006344651584292433
Position 6348: 0.005642790777310182
Position 110: 0.004488990821708678
Position 502: 0.002955103894728582
Position 101: 0.002921133586985091
Position 21935: 0.0007591860285010185
Position 25092: 0.0005381057342512094
Position 144: 8.204256933410708e-05
Position 651: 8.017668215914785e-05
Position 120: 6.596751484604439e-05
Position 510: 6.133689031882044e-05
Position 848: 5.966203121371403e-05
Position 260: 4.7487163178441795e-05
Position 395: 4.4478976968550706e-05
Position 40: 3.9428506345754296e-05
Position 1158: 2.7740707043152445e-05
Position 18: 2.6673313898635502e-05
Position 1162: 2.3718705193127318e-05
Position 400: 1.64278967743598e-05
Position 1615: 1.3218421140255787e-05
Position 592: 9.863065962248367e-06
Position 1300: 8.885920729929167e-06
Position 956: 7.235649676087415e-06
Position 1642: 6.461318556550169e-06
Position 1204: 6.434819881169377e-06
Position 716: 2.797929562022155e-06
Position 10411: 2.1351021117981183e-06
Position 930: 2.092404932013215e-06
Position 405: 1.913074874336263e-06
Position 99: 5.049856381080952e-07
Position 622: 3.41158449679097e-07
Position 609: 2.5041861649211375e-07
Position 3021: 2.237722045921044e-07
Position 4937: 2.1663300934664533e-07
Position 126: 2.139056726601024e-07
Position 702: 1.974651536669536e-07
Position 474: 1.4771168570714155e-07
Position 7023: 1.2832640236894331e-07
Position 128: 8.945458896645721e-08
Position 631: 7.927003423545654e-08
Position 685: 7.746633211252527e-08
Position 2367: 7.554283177730481e-08
Position 3335: 6.341443701877845e-08
Position 4668: 6.272693957126026e-08
Position 8448: 6.270095447338417e-08
Position 2876: 4.086219658396112e-08
Position 3787: 3.103001636871171e-08
Position 1694: 1.970081167526453e-09
Position 1796: 2.364835111879295e-10
Position 1464: 1.7850477596013325e-10
Position 2241: 1.7233698000236058e-10
Position 2547: 1.3677593938479934e-10
Position 2580: 9.499271397869201e-11
Position 3182: 8.398561951070575e-11
Position 33: 2.1389569857047284e-12
Position 965: 2.0852650789262035e-12
Position 617: 2.078168652785291e-12
Position 947: 1.2511397766324429e-12
Position 942: 1.100086987611247e-12
Position 247: 5.339275302681704e-14
Position 336: 4.746390716524402e-14
Position 512: 4.3866393919188e-14
Position 403: 3.8018456601072704e-14
Position 628: 5.75787108235943e-16
Position 659: 5.687696024614842e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 20466: 0.9999613887696738
Position 21824: 0.8225803431926563
Position 3890: 0.6573928037307872
Position 23018: 0.5345118349760096
Position 17045: 0.45338053951461754
Position 29287: 0.4294966024314882
Position 10248: 0.3501101450428067
Position 24755: 0.34519836753051736
Position 21240: 0.3199265179437354
Position 24518: 0.2698016314602166
Position 27334: 0.173792814845082
Position 3866: 0.15086541040972742
Position 21804: 0.14875050060295833
Position 21274: 0.11593040447087256
Position 25533: 0.08623649973489432
Position 24457: 0.08345728693941563
Position 24538: 0.08335571535510478
Position 3949: 0.08153676064590888
Position 26205: 0.0627974432469191
Position 24365: 0.06066639016264198
Position 27245: 0.045987584422975396
Position 30666: 0.03110890675144494
Position 23273: 0.027990530051016385
Position 29125: 0.02577228180487975
Position 23089: 0.018154229731218326
Position 29566: 0.01681566077809095
Position 8825: 0.01555464733897872
Position 3522: 0.014443211460568602
Position 3729: 0.013582398081033988
Position 29057: 0.012466814879467924
Position 27214: 0.012081569563734762
Position 24695: 0.010782973343613151
Position 23035: 0.009891209376109386
Position 25962: 0.008476354245441025
Position 6631: 0.006538214460685131
Position 2443: 0.006116442792583488
Position 8828: 0.005984784250074055
Position 24208: 0.005777295507657648
Position 8723: 0.005770674459554268
Position 4084: 0.005168662516805089
Position 6275: 0.004440718612895361
Position 3763: 0.00410409293822412
Position 28062: 0.0040758720092307025
Position 23385: 0.004043289849403312
Position 3780: 0.0033910524921979047
Position 1033: 0.003235785219957356
Position 23355: 0.002722888712247634
Position 2162: 0.002564150307556802
Position 8612: 0.00251616164039341
Position 25965: 0.002351393129491258
Position 8996: 0.0023429580484429073
Position 27055: 0.0022305014995387023
Position 26993: 0.0022284748084942354
Position 22495: 0.0020499584180230204
Position 22572: 0.0015984626848296437
Position 831: 0.0013570525671495167
Position 1050: 0.0013097540772077365
Position 22548: 0.0011755578442171131
Position 2197: 0.001142281786157669
Position 3613: 0.0011217240070644425
Position 2176: 0.001080924974156342
Position 1056: 0.0010673404406202505
Position 25006: 0.001019369547786939
Position 2022: 0.0009956851759104642
Position 2029: 0.0008653793137677024
Position 3734: 0.0007744048308807112
Position 25116: 0.000739756257609129
Position 3661: 0.0006939352446227974
Position 3578: 0.0006649350425672829
Position 23163: 0.0004991573479083155
Position 21976: 0.0004572284535061407
Position 5960: 0.00045313397809662484
Position 1085: 0.0004501978570027113
Position 22158: 0.00042997763121250697
Position 6139: 0.0003761338082690557
Position 6301: 0.00037294561324800713
Position 2049: 0.00034503363242396683
Position 22034: 0.0003393245363352912
Position 23229: 0.0003109803433885359
Position 982: 0.0003045645217245444
Position 864: 0.00024219001106255445
Position 23756: 0.00015720008156221518
Position 1097: 0.0001385166656983522
Position 3665: 0.00013680764161922045
Position 2236: 0.00013523250249655028
Position 1944: 0.00012978172881539344
Position 23121: 0.00012128251768747188
Position 2464: 9.017574146765245e-05
Position 872: 8.816459756944115e-05
Position 22446: 7.679012064325064e-05
Position 20737: 6.671218218345178e-05
Position 843: 6.315187692018472e-05
Position 738: 4.939863447528732e-05
Position 12139: 6.4628245198014345e-06
Position 10665: 5.403077193839868e-06
Position 12162: 2.9934036389145998e-06
Position 16487: 2.4079612524103884e-06
Position 12016: 2.3817851327329e-06
Position 11872: 1.4411633147042325e-06
Position 13602: 1.4122082037238161e-06
Position 9816: 8.939758726171901e-07
Position 13084: 8.682667934336652e-07
Position 9565: 6.996952793405466e-07
Position 7302: 6.548800087898256e-07
Position 9370: 4.543048631240943e-07
Position 13008: 3.2945100619254856e-07
Position 4592: 3.2458678206373097e-07
Position 7395: 3.1400396372158664e-07
Position 7239: 2.31040297009515e-07
Position 3076: 2.0783803486604789e-07
Position 10428: 1.935599019679729e-07
Position 2790: 1.9029513016998635e-07
Position 11576: 1.8765780322688815e-07
Position 8968: 1.4824113207050426e-07
Position 11423: 1.4053434372529555e-07
Position 8275: 1.2269163379493027e-07
Position 5661: 1.0875425881036402e-07
Position 6928: 1.0417527544962993e-07
Position 10670: 9.277623713821703e-08
Position 4776: 7.944656266625647e-08
Position 10530: 7.378148868092227e-08
Position 2873: 5.7929920204908166e-08
Position 4876: 5.7236872798813655e-08
Position 2899: 5.572294871887314e-08
Position 8382: 5.4191159960585396e-08
Position 8584: 4.228561803744581e-08
Position 1675: 3.914806046199829e-08
Position 3369: 3.8059533569909044e-08
Position 3017: 3.722427178547397e-08
Position 5690: 3.4389556536277215e-08
Position 1451: 3.2792708237430456e-08
Position 7638: 2.949497168167943e-08
Position 4815: 2.498369986961382e-08
Position 6409: 2.433913381820374e-08
Position 4734: 2.1862269611314356e-08
Position 2769: 2.086193076988568e-08
