Gene = I830077J02Rik
index = 553
Annotated 5SS: [ 107 3931 4700 5518 5797]
Annotated 3SS: [3882 4641 5422 5746 6065]
SMsplice 5SS: [ 107 1438]
SMsplice 3SS: [1361 4641]
top_k =  1000
Partition function (log Z): -4.486162620896547

Sorted 5' Splice Sites (High to Low Probability):
Position 107: 0.9714090284389475
Position 1438: 0.6980448015159119
Position 4700: 0.3960640789181702
Position 5797: 0.3636669601472886
Position 793: 0.3289751240391857
Position 753: 0.21188785346528552
Position 1448: 0.16302009554520389
Position 4806: 0.13927953102154536
Position 3931: 0.13307350975619744
Position 5136: 0.10123601033880802
Position 5518: 0.09024551580629063
Position 5962: 0.07276130733722386
Position 3170: 0.07209294970910168
Position 2593: 0.0664929538445651
Position 2808: 0.05838538905327825
Position 3970: 0.045220380562908224
Position 1300: 0.03554938790313059
Position 478: 0.032314822427530886
Position 6595: 0.030845914156107157
Position 2495: 0.03067969808384718
Position 5257: 0.030417444896091935
Position 2222: 0.027965140123372534
Position 5552: 0.027570466814707633
Position 3258: 0.02428439093739188
Position 4721: 0.022650424872141084
Position 5679: 0.02260615238062568
Position 254: 0.01984744678052676
Position 828: 0.01567072968107857
Position 2745: 0.012866924863280336
Position 4551: 0.006826710849266003
Position 8007: 0.006766584174133667
Position 3699: 0.006584713172200431
Position 5747: 0.006080496820387053
Position 2655: 0.0054348903569455
Position 4147: 0.004988843268040159
Position 3214: 0.0046193829327387135
Position 2216: 0.003911079956966788
Position 5850: 0.0032681453392548582
Position 651: 0.002782623383190042
Position 360: 0.0023247131765057587
Position 977: 0.002017305299066455
Position 3752: 0.001953571391781081
Position 2274: 0.0019174490178831547
Position 5951: 0.001532341554915528
Position 6095: 0.0010463575429653833
Position 5853: 0.0009968690022636234
Position 959: 0.0008601677932396881
Position 2694: 0.0007964552520167285
Position 523: 0.0005532574058959234
Position 2409: 0.000486911255577243
Position 82: 0.00047849910628433774
Position 3005: 0.0004308121593301027
Position 3961: 0.0003221522641529711
Position 5653: 0.0002935251888232255
Position 362: 0.0002696725126262057
Position 1236: 0.00024312870928996908
Position 4135: 0.00023669661909903828
Position 2575: 0.00022081602064749615
Position 245: 0.00021298807539084385
Position 1255: 0.00017419547128069698
Position 1985: 0.0001629413433043785
Position 700: 0.00015940023106819566
Position 1870: 0.00013057562950702172
Position 982: 0.00011633685086512978
Position 1696: 9.483374198579688e-05
Position 3461: 8.40042648046533e-05
Position 198: 7.901900557946179e-05
Position 1600: 7.371779402114782e-05
Position 364: 7.029773562843303e-05
Position 366: 6.145792979494601e-05
Position 368: 5.883194719214679e-05
Position 1052: 5.614529472397261e-05
Position 637: 5.162541658529162e-05
Position 370: 4.506920967810961e-05
Position 832: 4.133729144854268e-05
Position 372: 3.4899154957538445e-05
Position 757: 3.201970561880321e-05
Position 374: 2.6210437675150254e-05
Position 1334: 2.2277974265179373e-05
Position 877: 1.950851323337172e-05
Position 258: 1.9005879116375096e-05
Position 801: 1.8279813376569306e-05
Position 1657: 1.7257707554683437e-05
Position 482: 1.6531905922687633e-05
Position 1344: 1.608773410714124e-05
Position 470: 1.5483137979812144e-05
Position 166: 1.4774595739622307e-05
Position 376: 1.432944252750801e-05
Position 780: 1.409165897835069e-05
Position 1312: 1.2569959132609514e-05
Position 93: 1.1456555209285183e-05
Position 378: 1.1263778556137446e-05
Position 336: 9.270554190206186e-06
Position 292: 7.932661548934827e-06
Position 6: 6.724472995712599e-06
Position 66: 4.950888633827275e-06
Position 1314: 4.7299720368110885e-06
Position 171: 4.7195414672916775e-06
Position 186: 2.748279726573364e-06
Position 54: 2.603984353319035e-06
Position 1679: 2.579725895092767e-06
Position 515: 2.16909844554276e-06
Position 252: 1.6738662044588968e-06
Position 392: 1.5428959172636165e-06
Position 473: 1.280159617227097e-06
Position 568: 1.1216290484594378e-06
Position 416: 1.0038912030234298e-06
Position 209: 7.618764171304185e-07
Position 558: 7.007610009853009e-07
Position 380: 6.205091420474699e-07
Position 5844: 5.367780782547292e-07
Position 382: 5.324508833746997e-07
Position 387: 2.931422746733595e-07
Position 385: 2.1946095197383692e-07
Position 15: 2.1812906963151642e-07
Position 547: 1.5688360723453571e-07
Position 189: 1.5324483385251195e-07
Position 527: 1.4711561388512413e-07
Position 537: 1.425561227553247e-07
Position 542: 1.3937814722466344e-07
Position 228: 1.0307840837410869e-07
Position 390: 1.5580001034462937e-08
Position 810: 1.1974425765649193e-08
Position 965: 3.0576062316016195e-09
Position 226: 3.2389336994401665e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4641: 0.7491492662287652
Position 1361: 0.6044967752329722
Position 5746: 0.33617140543386737
Position 6065: 0.3359902744083976
Position 5601: 0.2563544763781072
Position 556: 0.2420480579215313
Position 552: 0.16522643962708128
Position 1413: 0.13278391484596788
Position 3882: 0.1284001935869739
Position 692: 0.12366458150840179
Position 5422: 0.10782303633232639
Position 3056: 0.08583873764372318
Position 7907: 0.07461976897436999
Position 5108: 0.06509387835439945
Position 7767: 0.05090651538807737
Position 1157: 0.049795173963351966
Position 2526: 0.0496226119415452
Position 2326: 0.04801175753918399
Position 1391: 0.042749313375289325
Position 7669: 0.04220363099054253
Position 5105: 0.0413536693882293
Position 7642: 0.03583354540495139
Position 1212: 0.03182351680393936
Position 3791: 0.03179094450941482
Position 6493: 0.031103514981934244
Position 2485: 0.02702641499781734
Position 2563: 0.02676518183825371
Position 6188: 0.025194176326747874
Position 7373: 0.020149912558647717
Position 4934: 0.018723380572666117
Position 3751: 0.017897724373503152
Position 4904: 0.017115624242583484
Position 1366: 0.015676659467783464
Position 2021: 0.014808400505579931
Position 171: 0.01258263416464717
Position 236: 0.012263439266296123
Position 2441: 0.011805314473907678
Position 8135: 0.011785581506573635
Position 7823: 0.011460453074222526
Position 2158: 0.010635362757373664
Position 8028: 0.009785074941351307
Position 2060: 0.009406662852317156
Position 6083: 0.00908526796766596
Position 4414: 0.007734445862329182
Position 708: 0.007062880217147274
Position 6617: 0.0069301156418751205
Position 5870: 0.006779884033336617
Position 3599: 0.006765756862579035
Position 593: 0.006458020049085742
Position 271: 0.0064452449079007495
Position 2896: 0.005764578301853694
Position 4771: 0.005763217094483382
Position 3843: 0.0052199799479788495
Position 1236: 0.005127340870116902
Position 6450: 0.0051146510197209545
Position 2993: 0.0050739137416656145
Position 668: 0.004920077827452524
Position 8277: 0.0039015165798993857
Position 6415: 0.003685557357675029
Position 2494: 0.003679778379709282
Position 1419: 0.0036077079777963317
Position 1136: 0.0034557019040114376
Position 2359: 0.0032640432398953687
Position 1289: 0.0031051930823999363
Position 3652: 0.0031013042823623293
Position 6379: 0.0030770638686371684
Position 5653: 0.003049685730959794
Position 2652: 0.002954494033010681
Position 4574: 0.0029495187342044615
Position 1174: 0.002836962907057371
Position 3157: 0.0028040689864715167
Position 7406: 0.0023428789599625275
Position 4521: 0.0022767328166314405
Position 207: 0.0019099321914088946
Position 451: 0.0017897957078918734
Position 2686: 0.0017766644791143967
Position 2716: 0.0016881185271656874
Position 4842: 0.0016871363633887192
Position 5504: 0.0013074269313647345
Position 2744: 0.0012083711086923142
Position 5818: 0.0012022941560379456
Position 4659: 0.0011783125312379837
Position 1040: 0.0011759893167103944
Position 3112: 0.0011471319221431516
Position 936: 0.0010130759764769687
Position 646: 0.0009963727947393509
Position 2724: 0.0009858797383378154
Position 744: 0.0009831789389970246
Position 1188: 0.0009365329514370222
Position 823: 0.0008271067422211659
Position 4069: 0.0007937836535134157
Position 7607: 0.0007295108685272193
Position 1299: 0.0007004994747005029
Position 416: 0.0006420319197256371
Position 3692: 0.0006408958635312823
Position 7314: 0.0005977559158921645
Position 3464: 0.0005828506618020013
Position 612: 0.0005722297511994451
Position 7530: 0.0005678411951182032
Position 2942: 0.00053165218827482
Position 1860: 0.000523832936790226
Position 2964: 0.0005149543892059191
Position 6594: 0.00038359950138592674
Position 3558: 0.00037910821997995023
Position 713: 0.0003671558764995655
Position 360: 0.00035968601573174356
Position 1750: 0.0003504028278033714
Position 6581: 0.00031535836692640816
Position 6021: 0.0002751820116860376
Position 6001: 0.00024231734599485964
Position 3850: 0.00023688697013448453
Position 1532: 0.00022351906912015221
Position 877: 0.00020024061971494708
Position 614: 0.000198498554473585
Position 792: 0.0001946765037777347
Position 252: 0.00018660847526807647
Position 3442: 0.0001827990155434415
Position 2693: 0.00016597270619172352
Position 5085: 0.0001644353148909087
Position 3403: 0.00016386268958636959
Position 3094: 0.00013423024687953862
Position 648: 0.0001310185303336121
Position 3213: 0.0001299681257462718
Position 1553: 0.00012573647033107727
Position 2449: 0.0001072453934586922
Position 2395: 9.855735981259599e-05
Position 867: 9.153046791112876e-05
Position 880: 5.895684926794336e-05
Position 753: 5.734863389289567e-05
Position 2246: 5.395343465134777e-05
Position 258: 5.142970519438778e-05
Position 1251: 4.68827017588717e-05
Position 2842: 3.807355534741057e-05
Position 2195: 2.9142484748212382e-05
Position 2128: 2.2941544433375403e-05
Position 2632: 2.0328380831798235e-05
Position 920: 1.9437289890923536e-05
Position 2898: 1.7072329754574268e-05
Position 776: 1.6329768962058378e-05
Position 1194: 1.4016318065507757e-05
Position 468: 1.1725168147675454e-05
Position 3493: 1.1130268254228957e-05
Position 956: 9.406894436140615e-06
Position 890: 7.3240106040493715e-06
Position 1306: 5.2485707934287895e-06
Position 285: 5.0745021957973535e-06
Position 499: 4.6631740898864395e-06
Position 460: 4.11308588298796e-06
Position 1918: 2.874014594311393e-06
Position 5545: 2.8635623960923532e-06
Position 3674: 1.714827543806055e-06
Position 3885: 1.6766827560012291e-06
Position 1537: 1.4557880689701924e-06
Position 1600: 1.1318722524079273e-06
Position 1869: 1.0399161119295861e-06
Position 1732: 1.0128289790585762e-06
