Gene = Ndufc2
index = 740
Annotated 5SS: [ 355 7007]
Annotated 3SS: [6862 7615]
SMsplice 5SS: [ 355 7007]
SMsplice 3SS: [6862 7615]
top_k =  1000
Partition function (log Z): -10.386895014788326

Sorted 5' Splice Sites (High to Low Probability):
Position 355: 0.9394556522228532
Position 7007: 0.35287077379090703
Position 4652: 0.15311975626095561
Position 4082: 0.09192865368405363
Position 7078: 0.048433753087103626
Position 6179: 0.027814442380158882
Position 104: 0.0266418956293133
Position 4683: 0.01820278724674913
Position 644: 0.017544762410757687
Position 342: 0.017530752052416807
Position 7228: 0.014769206230106892
Position 3973: 0.013244489638065989
Position 3034: 0.012905485289973272
Position 5434: 0.011852832617112825
Position 2287: 0.010592702001974203
Position 6477: 0.010317241911167556
Position 1513: 0.009623652461302696
Position 556: 0.008244927074791715
Position 6491: 0.00800140937406744
Position 5499: 0.007897622635455008
Position 5204: 0.007144687117519676
Position 410: 0.007034338552982481
Position 740: 0.006781992163897964
Position 1386: 0.005141642740679899
Position 65: 0.004563033957269551
Position 6305: 0.004257616193071449
Position 6517: 0.00408041889999997
Position 1217: 0.003998065592336209
Position 1392: 0.0037076151309230745
Position 2391: 0.003270746036576113
Position 3935: 0.003041397649372107
Position 1830: 0.0028606428212155583
Position 112: 0.00231856336483419
Position 4244: 0.0019648728800802807
Position 5077: 0.0019576804065984344
Position 7380: 0.001789047505097217
Position 3939: 0.0016179082232917487
Position 652: 0.0014112571390029003
Position 4045: 0.0013210405832221235
Position 6939: 0.0011549394884815681
Position 157: 0.0010693406374074452
Position 2063: 0.0008877811044594354
Position 7331: 0.0008776330936745806
Position 2084: 0.0007646600366637998
Position 1260: 0.0006998968052365896
Position 7218: 0.0006867381844715018
Position 6352: 0.00042116959753832665
Position 7657: 0.00039420393179166453
Position 5615: 0.00033750091922511347
Position 6863: 0.0003013728744248126
Position 1866: 0.00025651181614580037
Position 2055: 0.0002528067150240851
Position 2087: 0.0002450653411893933
Position 2000: 0.0002343501953286191
Position 18: 0.0001079158085424497
Position 4186: 0.00010684362916332133
Position 130: 6.770104411418459e-05
Position 707: 6.483920913175653e-05
Position 821: 5.112196793661658e-05
Position 52: 4.7562386101740494e-05
Position 1848: 4.363251746519531e-05
Position 2259: 4.057656779475602e-05
Position 3424: 3.969245297053089e-05
Position 3107: 3.760306696966813e-05
Position 2791: 3.5551664651057735e-05
Position 3451: 3.3464271385314425e-05
Position 2496: 2.8222297465181165e-05
Position 1264: 2.54053954163368e-05
Position 593: 2.506483058753386e-05
