Gene = Sdhd
index = 959
Annotated 5SS: [  75 3265 5052]
Annotated 3SS: [3147 4906 6561]
SMsplice 5SS: [  75 3265]
SMsplice 3SS: [3147 6561]
top_k =  1000
Partition function (log Z): -6.122373080922552

Sorted 5' Splice Sites (High to Low Probability):
Position 75: 0.9462874314650642
Position 3265: 0.7982778243703653
Position 3034: 0.6017057056084791
Position 3680: 0.20179995863829117
Position 4845: 0.0730165955742591
Position 3224: 0.070689359833351
Position 1980: 0.06398687420722586
Position 1984: 0.05747033182919081
Position 1253: 0.04236709742114885
Position 98: 0.03459192471948494
Position 3013: 0.03396621345320227
Position 3229: 0.03266056410326202
Position 5056: 0.03127936833888428
Position 5581: 0.02402550023444344
Position 5086: 0.01941636661197208
Position 5197: 0.01892339943922444
Position 765: 0.018841804731046276
Position 4403: 0.017631279808098057
Position 790: 0.017537891639642568
Position 938: 0.016370936694966167
Position 4823: 0.015434771673637564
Position 2238: 0.015202811109171328
Position 4940: 0.01304329104113888
Position 2562: 0.012621313102363564
Position 1145: 0.00927135919557748
Position 5585: 0.008712659850857724
Position 925: 0.007857197542843834
Position 4211: 0.007645624742126121
Position 3817: 0.0070165205861138485
Position 4379: 0.006975996405676426
Position 80: 0.0067354040938400065
Position 2699: 0.006650152800797478
Position 5673: 0.006540178840213991
Position 5654: 0.005367144615307773
Position 918: 0.005209950509419067
Position 2178: 0.005184829252126722
Position 4840: 0.004907413041297876
Position 2757: 0.004847917684089924
Position 4816: 0.004841142925562167
Position 2703: 0.004805033880100536
Position 4345: 0.004448446412861051
Position 814: 0.004061214451041032
Position 6014: 0.003910893016174227
Position 2592: 0.0037522512168509927
Position 5894: 0.0034515969344041985
Position 6458: 0.0030635922050144893
Position 4986: 0.0027992820149246095
Position 2750: 0.0026884268396116595
Position 4715: 0.002557825429637838
Position 628: 0.002445493757207286
Position 5230: 0.0022099130344086686
Position 5577: 0.0018826949917209335
Position 359: 0.001881439082772341
Position 2201: 0.0014338960359429743
Position 6498: 0.0013433920811495525
Position 2441: 0.00107152374448193
Position 2814: 0.0010335564186941374
Position 280: 0.0010248953490644191
Position 837: 0.0009792495907533173
Position 4362: 0.0007491171214244814
Position 3030: 0.0007215072199092647
Position 156: 0.0005384131658929556
Position 2022: 0.0005367326758815256
Position 3071: 0.0004976598437202899
Position 2102: 0.00047322061212911633
Position 5365: 0.0004353035455459612
Position 3319: 0.0004146415682981989
Position 303: 0.00040071784917584637
Position 4795: 0.0003885154742178268
Position 4853: 0.00038032761520747645
Position 3269: 0.00037734100221408455
Position 2400: 0.0003743802176805514
Position 4133: 0.00035080273638322327
Position 222: 0.0003215271797156876
Position 5074: 0.0003003644611089579
Position 257: 0.0002953064450871287
Position 3669: 0.0002950792277367198
Position 684: 0.00028723631819490306
Position 3415: 0.00025742946469843624
Position 3296: 0.00025685743376455095
Position 249: 0.0002491742362758297
Position 2871: 0.00023999795920700065
Position 2576: 0.00020852970366822945
Position 267: 0.00019301682654751978
Position 306: 0.00018485024514809217
Position 134: 0.0001825619679052117
Position 3171: 0.00017946253168815943
Position 1537: 0.0001591086007682733
Position 269: 0.0001352482909258048
Position 829: 0.00012975768997116114
Position 4526: 0.00012759068793769966
Position 2951: 0.00012595451668330232
Position 2082: 0.00012486519765052555
Position 3660: 0.0001227099454059855
Position 2249: 7.92320764898874e-05
Position 2232: 6.396006669893937e-05
Position 740: 6.3285471263472e-05
Position 300: 6.269876708152082e-05
Position 823: 6.268332176035876e-05
Position 4793: 5.591560778201933e-05
Position 251: 5.4049951833817124e-05
Position 2026: 4.9977836678808145e-05
Position 3289: 4.279750442671237e-05
Position 2845: 3.9125221057299665e-05
Position 3406: 3.702607892487711e-05
Position 4814: 3.4445573090617896e-05
Position 2222: 3.089895136376687e-05
Position 947: 2.565338078016856e-05
Position 2334: 2.477846286449575e-05
Position 153: 2.2648727746429986e-05
Position 835: 2.1455957024949693e-05
Position 2416: 1.643700233231486e-05
Position 2076: 1.522279071241982e-05
Position 1976: 1.5058100278592205e-05
Position 489: 1.4970456970585428e-05
