Gene = Prc1
index = 849
Annotated 5SS: [  142  5984  6710 10145 10402 11618 12073 13246 15039 16438 16731 17878
 18759]
Annotated 3SS: [ 5850  6586  9910 10230 11467 11924 13108 14942 16290 16619 17766 18581
 20663]
SMsplice 5SS: [  142  5984 10402 11618 12073 13246 15039 16438 16731 17878 18682]
SMsplice 3SS: [ 5850 10230 11467 11924 13108 14942 16290 16619 17766 18581 20663]
top_k =  1000
Partition function (log Z): 8.249694802170982

Sorted 5' Splice Sites (High to Low Probability):
Position 10402: 0.9831861218627532
Position 16438: 0.9599124182466597
Position 142: 0.935531573412782
Position 5984: 0.8921771799033406
Position 11618: 0.8793540511435214
Position 13246: 0.8598047887362084
Position 12073: 0.8310765104104563
Position 17878: 0.7834271444910625
Position 16731: 0.7748681635523098
Position 15039: 0.6753356799682263
Position 18682: 0.6166803030659544
Position 7025: 0.4105197809255559
Position 6710: 0.40419602853311304
Position 8043: 0.3203848198753499
Position 8280: 0.22521002675195542
Position 18759: 0.2049353875643771
Position 5773: 0.1874111501479562
Position 6684: 0.15251468092179585
Position 1647: 0.1503323595763304
Position 9322: 0.14074169838661008
Position 768: 0.1271208772668488
Position 8070: 0.12190440580307395
Position 2880: 0.12107210620390396
Position 18999: 0.11548811503584794
Position 12165: 0.10951660231033496
Position 9372: 0.10452537418432807
Position 5391: 0.10184288180463973
Position 10050: 0.0708765219851745
Position 16722: 0.056454672171901435
Position 14437: 0.05111771111588312
Position 19944: 0.04758540458621213
Position 3625: 0.04724183139577825
Position 20883: 0.041710815800517984
Position 19299: 0.039760846622608446
Position 9187: 0.03974509866705114
Position 177: 0.03718166591523824
Position 6959: 0.036935941561866366
Position 17586: 0.03617108873375219
Position 9539: 0.030706230624182644
Position 18435: 0.029456480396416428
Position 11641: 0.029034718191771145
Position 19119: 0.027949174685224464
Position 1684: 0.02488826082120259
Position 7716: 0.023186387089365545
Position 20439: 0.022390719567193615
Position 17538: 0.02181985585635678
Position 6715: 0.020271401648997316
Position 14251: 0.019488069073361463
Position 1467: 0.01684505180823314
Position 17558: 0.01576734055511248
Position 8289: 0.015456501530344287
Position 12085: 0.01361818725132021
Position 15613: 0.01335315723465809
Position 14472: 0.013006698258559215
Position 3507: 0.010810591270232782
Position 387: 0.009877510266034867
Position 6695: 0.009347067828162432
Position 195: 0.008432871076285344
Position 20749: 0.007939197409957527
Position 9811: 0.007877173719352737
Position 19798: 0.007294604215273084
Position 7598: 0.006918933329722645
Position 18686: 0.006830797805202758
Position 13410: 0.006594772098826642
Position 1460: 0.006089347697759408
Position 9031: 0.005331890167558228
Position 9351: 0.0050828662912715886
Position 16377: 0.004765491598448703
Position 14540: 0.004568201834151377
Position 17063: 0.0044733922712526155
Position 11979: 0.004106954934543731
Position 10330: 0.004042128695610657
Position 44: 0.003470789619853702
Position 15959: 0.0032811344155899737
Position 18901: 0.003272752382559747
Position 20856: 0.003100153126140613
Position 12118: 0.003058037633738478
Position 15051: 0.0030328092746999095
Position 984: 0.002756951921238301
Position 20381: 0.002489722344311189
Position 6011: 0.002472942244767805
Position 2700: 0.0024441173765630264
Position 16167: 0.002350091083801661
Position 13158: 0.002150640461723392
Position 441: 0.001991570340613018
Position 4934: 0.0018483748605678198
Position 344: 0.0018481746453952823
Position 21437: 0.0017904222518229744
Position 1690: 0.001706026319655674
Position 10062: 0.0016953750683184954
Position 447: 0.0016330759887288745
Position 6672: 0.001536472544505974
Position 11375: 0.001445534020876545
Position 15623: 0.0013291617946773822
Position 15842: 0.0012383630693112713
Position 10676: 0.0011779465653703445
Position 1045: 0.001037309768518087
Position 8622: 0.0010350908651387846
Position 5963: 0.0010008205773290222
Position 3124: 0.0009707251980925812
Position 92: 0.0009597366604472306
Position 1484: 0.00092937513711637
Position 3821: 0.0009199087848982083
Position 9231: 0.0009120215542231877
Position 188: 0.0008280161293551088
Position 1437: 0.0007606420264250261
Position 12252: 0.0007475533232079217
Position 18728: 0.0006390695573602847
Position 3515: 0.0005786354367699259
Position 11836: 0.0005335302653950696
Position 13005: 0.000530698166825776
Position 12986: 0.0005138764912217184
Position 9727: 0.0005020478169609854
Position 1374: 0.0004738968749729461
Position 99: 0.0004607986699872334
Position 76: 0.0004398215184978971
Position 148: 0.0004297974331806627
Position 7881: 0.00042194973273716437
Position 9326: 0.000413002600268873
Position 17929: 0.00039283317953137174
Position 18235: 0.00037779548207438865
Position 1774: 0.0003723052059824223
Position 5000: 0.0003402653436043158
