Gene = Pvrig
index = 877
Annotated 5SS: [108 549 749 887]
Annotated 3SS: [ 194  624  828 1160]
SMsplice 5SS: [108 749 887]
SMsplice 3SS: [624 828 982]
top_k =  1000
Partition function (log Z): -2.48537341643633

Sorted 5' Splice Sites (High to Low Probability):
Position 108: 0.9526635895232899
Position 749: 0.7276029616019501
Position 887: 0.6919090493534068
Position 549: 0.5986293391082929
Position 669: 0.09682170883377102
Position 1315: 0.05369966376168708
Position 293: 0.04708741989759833
Position 299: 0.02918247079335369
Position 1068: 0.008993499041127392
Position 363: 0.005074914448899528
Position 206: 0.0038728825280134214
Position 764: 0.0031104054056624872
Position 875: 0.0020746210420403304
Position 1055: 0.001015381835125201
Position 131: 0.0009911101887844652
Position 731: 0.0009811064040043073
Position 1214: 0.0009044842848561542
Position 487: 0.0007854525047731549
Position 724: 0.0006658083350180804
Position 1280: 0.0004665672012682703
Position 759: 0.00030698988550338814
Position 266: 0.0002744111775838602
Position 152: 0.0002284208435703345
Position 790: 0.00021841519096031385
Position 261: 0.00019143741816826892
Position 706: 0.00018447595525947935
Position 373: 0.00017749209167311722
Position 1078: 0.00017681742467936308
Position 218: 0.00011726037939287515
Position 507: 9.844660601020167e-05
Position 952: 9.582575160005284e-05
Position 254: 9.52405602288923e-05
Position 1011: 8.917297771556052e-05
Position 701: 8.501830674188369e-05
Position 208: 7.24913758828334e-05
Position 522: 6.635218122435553e-05
Position 785: 6.295880582343001e-05
Position 927: 6.024194587085459e-05
Position 1081: 5.544510458828531e-05
Position 306: 5.338231296565472e-05
Position 212: 4.432748384362978e-05
Position 693: 3.3523113282592336e-05
Position 68: 2.7331912992826567e-05
Position 515: 2.4234115407525752e-05
Position 829: 1.8308690905975743e-05
Position 1324: 1.710483768948481e-05
Position 1303: 1.6040363877967544e-05
Position 416: 1.5647648005327885e-05
Position 317: 1.547592319486727e-05
Position 98: 1.4864004917720831e-05
Position 112: 1.2786012460510523e-05
Position 491: 1.230862162702006e-05
Position 1504: 8.86616089166696e-06
Position 422: 8.027709104400337e-06
Position 145: 7.9131630533689e-06
Position 1493: 6.456797676123098e-06
Position 1230: 5.601310927523463e-06
Position 553: 4.808402675378401e-06
Position 244: 4.301986489148329e-06
Position 96: 3.524086166785537e-06
Position 180: 2.5862348701069807e-06
Position 344: 2.459110680074103e-06
Position 346: 1.5626442931022376e-06
Position 129: 1.4621070331741497e-06
Position 837: 1.1687184181960094e-06
Position 619: 1.0795806675799718e-06
Position 906: 6.172425484527682e-07
Position 617: 1.3087590326179968e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 828: 0.9137906295673955
Position 624: 0.7770260666868465
Position 982: 0.503250967839295
Position 194: 0.21190625472714572
Position 1160: 0.1630968696373039
Position 513: 0.13114402032502237
Position 299: 0.08574277283880807
Position 645: 0.08324459495894536
Position 254: 0.06746016798534614
Position 414: 0.059175251931253406
Position 1410: 0.048095097080723195
Position 356: 0.02498642833852144
Position 1186: 0.023296197874817622
Position 387: 0.02029097070741386
Position 373: 0.01730795515714624
Position 1334: 0.015309503007891802
Position 391: 0.009816811277149397
Position 272: 0.008788925718674413
Position 1127: 0.007479237125639925
Position 1047: 0.007047837338041433
Position 1440: 0.006587876347891224
Position 370: 0.006344537390202046
Position 330: 0.006015443044949981
Position 1379: 0.004749442277421487
Position 861: 0.003266570568421634
Position 663: 0.003099466598051489
Position 1107: 0.003021852674229274
Position 1189: 0.0025252003819972216
Position 1421: 0.0020216690238435073
Position 1546: 0.001712817265940963
Position 449: 0.0015387131954279105
Position 1280: 0.0012594065879174955
Position 198: 0.001230585457695846
Position 660: 0.0007935488598761437
Position 1573: 0.0006840123925269612
Position 1444: 0.0006712048083968259
Position 341: 0.0006538772288832167
Position 1063: 0.0006444060080559173
Position 1314: 0.00039120610263538593
Position 991: 0.00029599550479551443
Position 456: 0.0002891168014958385
Position 487: 0.00025557169254161483
Position 525: 0.000254585487243021
Position 1479: 0.00025271763164221137
Position 453: 0.00025083704269080777
Position 1060: 0.0002486055638262788
Position 868: 0.0002037759597705663
Position 1230: 0.00018365311707196991
Position 303: 0.00018072848228099802
Position 1300: 0.00017355413178989304
Position 1205: 0.0001715038701666372
Position 464: 0.00015175004148535923
Position 690: 0.0001445386657257572
Position 789: 0.00010860936493499233
Position 916: 0.00010653759059224822
Position 1275: 0.00010380942083354098
Position 571: 9.760984938427966e-05
Position 279: 9.749828774610687e-05
Position 737: 9.216639488919248e-05
Position 874: 5.2000118147094935e-05
Position 1081: 4.4257700072915105e-05
Position 1503: 4.2064071463916825e-05
Position 537: 3.961174810770038e-05
Position 218: 3.7687965012760395e-05
Position 1303: 3.602115572003034e-05
Position 205: 2.8700786216346543e-05
Position 740: 2.392857710049689e-05
Position 311: 2.2688807928610448e-05
Position 924: 1.6258764671518318e-05
Position 229: 1.60572250262218e-05
Position 223: 1.5131954375646135e-05
Position 1485: 1.3784863082415743e-05
Position 527: 1.263346889998036e-05
Position 847: 6.771350605343151e-06
Position 542: 4.767533289248682e-06
Position 548: 3.3846459986209213e-06
Position 742: 2.1983337118354982e-06
Position 564: 2.1776798744459624e-06
Position 764: 1.5040581184478355e-06
Position 693: 1.1246301767080575e-06
Position 837: 5.608869076896851e-07
Position 880: 1.442579544012784e-07
Position 562: 1.0968376588119631e-07
Position 673: 1.0070887516795306e-07
Position 165: 1.6972961822996372e-08
Position 152: 2.0129375384027656e-09
Position 579: 4.6849585555081584e-11
Position 134: 1.4653313981486387e-12
