Gene = Snapc5
index = 995
Annotated 5SS: [ 147 1315]
Annotated 3SS: [1224 2867]
SMsplice 5SS: [ 147 1315]
SMsplice 3SS: [1224 2867]
top_k =  1000
Partition function (log Z): -0.8318949553317805

Sorted 5' Splice Sites (High to Low Probability):
Position 147: 0.9235570182666633
Position 1315: 0.859365633809033
Position 1498: 0.5399727038313821
Position 2016: 0.19046020631643817
Position 902: 0.17814552282032914
Position 834: 0.14286188059073243
Position 2281: 0.07906175563960674
Position 2156: 0.07685580206737515
Position 2993: 0.05865606143346904
Position 444: 0.04683258206336834
Position 1096: 0.04640494971577096
Position 734: 0.04307507276073295
Position 2152: 0.040118553530400634
Position 1878: 0.03854359745164114
Position 541: 0.03351011478067399
Position 474: 0.02423665730171626
Position 201: 0.021709198877405213
Position 1506: 0.02162157820113484
Position 3015: 0.011904445845065201
Position 2010: 0.010862407599336397
Position 718: 0.008946720386978038
Position 2297: 0.006781297552334875
Position 1088: 0.006258540212561318
Position 502: 0.00612775455479419
Position 1920: 0.004868100214988793
Position 2658: 0.004097424647590338
Position 1517: 0.0036314465975018848
Position 1329: 0.002737158954158189
Position 2356: 0.00260193182690803
Position 3266: 0.0024598704807752996
Position 232: 0.002288005352426234
Position 1814: 0.002121140080438911
Position 1595: 0.00206668552973484
Position 864: 0.0020634287002682565
Position 2754: 0.0015061254154934548
Position 2108: 0.0012621905496825662
Position 2397: 0.0012157929599950063
Position 2545: 0.0011752876812431456
Position 1831: 0.001070338719455387
Position 824: 0.001047059626405856
Position 2301: 0.0008911294337902485
Position 512: 0.0008590178218722746
Position 889: 0.0007865775737738972
Position 1310: 0.0007486286295523655
Position 671: 0.0005650243829518582
Position 2081: 0.0005416376201971254
Position 1991: 0.0004841778201280808
Position 221: 0.00047816524535811334
Position 153: 0.0004759603969568898
Position 1305: 0.0004606156410572981
Position 709: 0.00043038043164411326
Position 282: 0.00041437210199610816
Position 2283: 0.0004045914012248451
Position 775: 0.0003766661926480474
