Gene = 1700012B09Rik
index = 7
Annotated 5SS: [ 192 4174 9426]
Annotated 3SS: [ 4068  9299 12574]
SMsplice 5SS: [ 331 4174 4719]
SMsplice 3SS: [ 4068  4563 12574]
top_k =  1000
Partition function (log Z): -2.4977290625354795

Sorted 5' Splice Sites (High to Low Probability):
Position 4719: 0.9849942063710125
Position 4174: 0.8189837422093125
Position 331: 0.5642121493754334
Position 555: 0.3531925094107084
Position 192: 0.3166955175154682
Position 4412: 0.1659652797045949
Position 4193: 0.15941114584143792
Position 8277: 0.11897387541242509
Position 10228: 0.11590108312219276
Position 9426: 0.06626933299985517
Position 1845: 0.05988313862251784
Position 6897: 0.05261313751925586
Position 2998: 0.05085310175270131
Position 5014: 0.04000706817820597
Position 8831: 0.03977583207474122
Position 2532: 0.03271020096741027
Position 5721: 0.030371626704837482
Position 8303: 0.026245785417662988
Position 5337: 0.026113752302328156
Position 8144: 0.02300474493154254
Position 10261: 0.014035721312930332
Position 656: 0.013833343160959055
Position 3354: 0.013734370798187744
Position 927: 0.012563618540523088
Position 10257: 0.012142228255465374
Position 4279: 0.010886391763680978
Position 3414: 0.010141836145024322
Position 5563: 0.008494385666608536
Position 2690: 0.008424929913140465
Position 1602: 0.008247693138419077
Position 6399: 0.007156847373306998
Position 963: 0.0054933652207058
Position 4542: 0.005085586616670278
Position 226: 0.004809011865654161
Position 9455: 0.004551731480387444
Position 11559: 0.0041724423072675414
Position 8402: 0.003362198842105308
Position 3360: 0.0032078800529262773
Position 8500: 0.003187166404755239
Position 2893: 0.0030479871322656596
Position 817: 0.002085820858027176
Position 8273: 0.0019831217817414936
Position 295: 0.0016995697851699815
Position 7947: 0.0016027240377291523
Position 2962: 0.0015782892955059523
Position 1985: 0.0015660104464623775
Position 11009: 0.001548233772837024
Position 2030: 0.0015404218312680806
Position 1800: 0.001486594656245473
Position 3106: 0.0012454297288553994
Position 3679: 0.0010463194696021768
Position 2405: 0.0010174293419710607
Position 4874: 0.0008105802668293132
Position 7677: 0.0007777988638904589
Position 4849: 0.0007573921842409454
Position 3584: 0.0007043518703783723
Position 9960: 0.0006943757285730948
Position 2089: 0.0006816928652426871
Position 6466: 0.0006512073443598898
Position 10377: 0.0006197180796169774
Position 3549: 0.0006122199106561762
Position 1923: 0.0005355830266721713
Position 1913: 0.0004890946663679717
Position 495: 0.0004514236529250619
Position 5059: 0.0004349695825651802
Position 2897: 0.00042613240505623917
Position 4673: 0.0003804764822891482
Position 1436: 0.0003719029528068473
Position 885: 0.00035199815249255104
Position 7752: 0.00032375224120826946
Position 591: 0.0003153598677856753
Position 196: 0.00030525730594332733
Position 5001: 0.00028901405803794845
Position 7950: 0.0002879217411316861
Position 3475: 0.0002799151974540424
Position 1849: 0.0002579769397129796
Position 6053: 0.00022946607428670897
Position 4197: 0.0002248952948106439
Position 1920: 0.00021764179721204583
Position 5597: 0.0002111712624562606
Position 4954: 0.0002091410793156571
Position 6889: 0.00019290842089855545
Position 142: 0.00018240547333809847
Position 1235: 0.00016993513685194717
Position 2594: 0.00016488479871737478
Position 178: 0.00015291939152648986
Position 7649: 0.0001407092930860244
Position 500: 0.00012602451897718154
Position 6063: 0.00012313449760734663
Position 504: 0.0001192893884983543
Position 4155: 0.00011232230525046634
Position 3402: 0.00011224996560488479
Position 2095: 0.00010901260356324006
Position 429: 0.00010784394400518407
Position 559: 9.412220572065192e-05
Position 1431: 8.240416798545406e-05
Position 2209: 7.497782938464642e-05
Position 2305: 6.253630568407655e-05
Position 235: 3.1257807866455226e-05
Position 286: 2.6702727104421437e-05
Position 271: 2.4683354658555955e-05
Position 4240: 2.012724664944092e-05
