Gene = Sgcb
index = 972
Annotated 5SS: [ 116 3519 7108 8002 8408]
Annotated 3SS: [ 3308  6921  7809  8275 12091]
SMsplice 5SS: [  116  3519  7108  7910  8408 12185]
SMsplice 3SS: [ 3308  6921  7821  8275 12091 14868]
top_k =  1000
Partition function (log Z): -1.7453442582315817

Sorted 5' Splice Sites (High to Low Probability):
Position 8408: 0.9951546929228702
Position 116: 0.8786924754478922
Position 7108: 0.8727621569776891
Position 3519: 0.6324081321304903
Position 11121: 0.48342056841753217
Position 12185: 0.42825588605864606
Position 2937: 0.3086483870362248
Position 3552: 0.2927254662388402
Position 9380: 0.162791970102654
Position 8002: 0.128139772150563
Position 8834: 0.10064023821490252
Position 13125: 0.0858168667403977
Position 7958: 0.06792218754080026
Position 120: 0.05688726016341413
Position 9560: 0.053035617985503596
Position 8792: 0.0491939865307622
Position 498: 0.03972858603613973
Position 3523: 0.03663158466939299
Position 6211: 0.033982447683368215
Position 7963: 0.030384244287044136
Position 423: 0.029721276079557046
Position 1599: 0.029590726825563136
Position 7978: 0.02820795811958966
Position 6218: 0.0269580562189873
Position 12177: 0.026746728327387077
Position 8007: 0.025238964503189142
Position 14343: 0.02142692523524541
Position 7057: 0.0212704344316812
Position 6225: 0.020104210119207655
Position 7944: 0.019738713485150907
Position 9194: 0.01859604437370593
Position 14534: 0.017771602938159728
Position 6528: 0.014603512099500204
Position 2349: 0.013759077897348475
Position 1604: 0.013637693962174537
Position 9319: 0.013525286836101496
Position 10660: 0.013041477909603413
Position 8887: 0.012660746389180128
Position 5019: 0.011844437942744817
Position 12125: 0.011214591058139984
Position 12263: 0.010600341521245067
Position 12243: 0.009963293999610665
Position 14926: 0.00982695702474664
Position 12119: 0.0096698252072328
Position 9422: 0.00943447949608892
Position 1541: 0.009390729532246086
Position 13058: 0.009149505628747952
Position 13235: 0.009001047780855448
Position 2047: 0.008089747904682778
Position 12844: 0.00805023213768239
Position 466: 0.007917690577651994
Position 7411: 0.00781384243966236
Position 11876: 0.007190987905775337
Position 1285: 0.006894704620754192
Position 7917: 0.0068785563491946125
Position 7660: 0.006640528052109967
Position 12236: 0.006608399674712604
Position 3990: 0.006123519359665441
Position 12485: 0.005839294081331077
Position 4240: 0.0057960571034265515
Position 12299: 0.005621529378658511
Position 9394: 0.005082707322104984
Position 8930: 0.004539151675892073
Position 7681: 0.0041123189548288586
Position 7970: 0.003920120555536293
Position 3798: 0.003874489866744184
Position 2428: 0.003815845962142801
