Gene = C130074G19Rik
index = 193
Annotated 5SS: [533]
Annotated 3SS: [8790]
SMsplice 5SS: [ 533 3561 7401]
SMsplice 3SS: [ 3456  7289 10285]
top_k =  1000
Partition function (log Z): -8.975658387136148

Sorted 5' Splice Sites (High to Low Probability):
Position 533: 0.922411749127758
Position 3561: 0.6216893661241918
Position 7401: 0.5659798378723285
Position 8929: 0.21300177908745893
Position 4250: 0.13274502954967746
Position 2707: 0.1284782391966923
Position 4162: 0.10241182891376134
Position 2675: 0.09744402266050269
Position 502: 0.042539463375163296
Position 4280: 0.037366998437385
Position 1300: 0.03396090267383678
Position 3592: 0.027896101133919007
Position 1741: 0.026123593829435705
Position 9137: 0.022103279956339185
Position 5669: 0.020240331675311484
Position 6117: 0.017913842871717642
Position 378: 0.015086853912307433
Position 523: 0.014040817406544948
Position 2753: 0.011575030021449738
Position 4964: 0.011360019232924467
Position 8410: 0.010233612209732103
Position 2671: 0.009985588903683661
Position 9910: 0.009962309421982715
Position 10790: 0.009599260037283834
Position 3138: 0.008362451901870797
Position 1608: 0.007898356849842969
Position 1151: 0.007646584530017434
Position 8711: 0.006557698755235392
Position 7559: 0.005962009633409607
Position 4304: 0.005491507062467177
Position 1790: 0.005431693201838385
Position 1285: 0.00520920212861876
Position 10414: 0.005182814907821322
Position 9142: 0.004698131304933344
Position 5543: 0.003855758435181586
Position 2087: 0.003567390573113673
Position 3115: 0.0035178584097285926
Position 145: 0.0033272501268058084
Position 1414: 0.003048018322868522
Position 3813: 0.0028594005974905074
Position 233: 0.0026313717527553957
Position 1336: 0.0022395817678493237
Position 2345: 0.001998313962537522
Position 1632: 0.00194435655239723
Position 1319: 0.0016679378960413871
Position 8166: 0.0015001786392132607
Position 711: 0.0013380564430720053
Position 706: 0.0012515461081461581
Position 638: 0.0012232396634237106
Position 309: 0.0010648230329350803
Position 9777: 0.001022127604866184
Position 1348: 0.0009500218052593675
Position 3901: 0.0008540281289846031
Position 3876: 0.0008232124473828763
Position 7724: 0.0007822396907092622
Position 7755: 0.000781870857849798
Position 7991: 0.0007796406704982979
Position 7797: 0.0007562173631501673
Position 2722: 0.0006757054354757522
Position 8384: 0.0006343668293796863
Position 3416: 0.0006053295963099434
Position 689: 0.000528586944664772
Position 2183: 0.0005015721161839165
Position 811: 0.0004550386937552054
Position 1280: 0.00045191841011667184
Position 1037: 0.0004436516044255326
Position 101: 0.00034783470091056704
Position 3218: 0.0002621877247035997
Position 2726: 0.00022861092185467432
Position 184: 0.00017688092435899606
Position 77: 0.00011402297929454532
Position 3579: 0.00011163575054387295
Position 1002: 8.205718492222433e-05
Position 3829: 7.181806482909559e-05
Position 1193: 6.429485631978656e-05
Position 2430: 5.0549121461263844e-05
Position 3869: 5.008802779012757e-05
Position 1161: 4.059387496458536e-05
Position 1376: 3.8955452727103265e-05
Position 3850: 3.265532785994338e-05
Position 6760: 2.7272028604504154e-05
Position 962: 1.852858060178396e-05
Position 537: 1.1157696248561028e-05
Position 578: 5.853160591124736e-06
Position 1344: 4.952568958895362e-06
Position 32: 4.775196991603096e-06
Position 46: 4.7490167551568464e-06
Position 118: 4.503591335655061e-06
Position 2644: 4.48252302066449e-06
Position 2776: 4.308503192473169e-06
Position 2547: 3.43457369468064e-06
Position 103: 3.3452335817810435e-06
Position 428: 3.091046953503152e-06
Position 757: 2.8661879163252534e-06
Position 2786: 2.8650149153469626e-06
Position 272: 2.338200587977924e-06
Position 2740: 2.2349928875051585e-06
Position 173: 1.950450212355114e-06
Position 1165: 1.8328568998916973e-06
Position 67: 1.8043098762452568e-06
Position 1782: 1.7622786585032914e-06
Position 1207: 1.7369436821267774e-06
Position 588: 1.7343987916181435e-06
Position 1667: 1.7217402835665461e-06
Position 5674: 1.6859486489167659e-06
Position 1029: 1.5751014635661453e-06
Position 3639: 1.357479778278418e-06
Position 1271: 1.156596231771036e-06
Position 1995: 1.0897768587434722e-06
Position 2893: 9.971482259569673e-07
Position 1694: 9.030798589256755e-07
Position 2884: 8.921570387325503e-07
Position 332: 8.870572839397961e-07
Position 2850: 8.843116172641204e-07
Position 1007: 7.30033828319673e-07
Position 593: 6.544779399820848e-07
Position 1274: 4.95002085757309e-07
Position 642: 3.9920664956747614e-07
Position 745: 2.6811953286179307e-07
Position 1212: 4.752504525430172e-08
Position 596: 1.1049698709772047e-09
Position 819: 1.4817732964409582e-10
Position 834: 1.4612749950805358e-10
Position 866: 8.050512135539334e-11
Position 751: 1.518781888998862e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 7289: 0.5595786577650825
Position 3456: 0.5513913752300135
Position 10285: 0.41858501823979055
Position 8790: 0.325431969931285
Position 4048: 0.20812919298407132
Position 8276: 0.1870925985893166
Position 2606: 0.1764605821596818
Position 4153: 0.0674422220364785
Position 1150: 0.038926457797704685
Position 10710: 0.036580772432224906
Position 3490: 0.03469476342316042
Position 3461: 0.02912024652645317
Position 4003: 0.025770143906900585
Position 3326: 0.025636459056287978
Position 7669: 0.025253387001894712
Position 3707: 0.02475535015936807
Position 7293: 0.02392815877937322
Position 2536: 0.023789712437685077
Position 9508: 0.023520365322215003
Position 1498: 0.02165487584966374
Position 3054: 0.021102060500354843
Position 9360: 0.019016614788563847
Position 9687: 0.01812078972895572
Position 8557: 0.016683362000926256
Position 6001: 0.016633658344150797
Position 8953: 0.015753819477884963
Position 11116: 0.015155799048020243
Position 5398: 0.014446613981032468
Position 10083: 0.014028184163774151
Position 2609: 0.013672631589240288
Position 2581: 0.012178591341238802
Position 4786: 0.01064616672174354
Position 6698: 0.010424938003417705
Position 5530: 0.009884485269587382
Position 1501: 0.009770033097030787
Position 11161: 0.009658889158056816
Position 2588: 0.008873836596819912
Position 10316: 0.00843392559674915
Position 8982: 0.00839526843182906
Position 1204: 0.008109039872260889
Position 3671: 0.007253545299126117
Position 2449: 0.006750693867163627
Position 1454: 0.0062582856847272945
Position 9700: 0.0058876780144721695
Position 9381: 0.005249884544334017
Position 3374: 0.005175270047896132
Position 8070: 0.004176003610185756
Position 5365: 0.004140798504306429
Position 1036: 0.003817480090260542
Position 10238: 0.0036118005957609814
Position 2628: 0.0034775091793889327
Position 4012: 0.003419261336528993
Position 1121: 0.0030091831717299553
Position 8810: 0.0029770552028384927
Position 8845: 0.002781565807027173
Position 8676: 0.0027034806616315996
Position 7702: 0.0026320963106835522
Position 2290: 0.0024741399686500584
Position 933: 0.002382962570868388
Position 1641: 0.002371127032901771
Position 2657: 0.0022517014896936047
Position 5643: 0.0022479908395613177
Position 7137: 0.002146069049830242
Position 5240: 0.002125737298280373
Position 2035: 0.001979231169499075
Position 451: 0.001705958573478746
Position 3648: 0.0014914817907375072
Position 8857: 0.0014870784003846557
Position 5570: 0.001384673466902583
Position 3487: 0.001351187961522177
Position 8651: 0.0013049491464237944
Position 7528: 0.0012131308925581537
Position 3523: 0.0011805557379732194
Position 5428: 0.0011614870075420266
Position 4574: 0.0010103634415074263
Position 8960: 0.0009741023552690378
Position 5465: 0.0009512939883039227
Position 1857: 0.0009267698848516008
Position 426: 0.0009235232595235663
Position 1662: 0.0009167917325946105
Position 633: 0.0009128483762918744
Position 4220: 0.0008908634733388434
Position 1014: 0.0008666203155510252
Position 1529: 0.000754151844871313
Position 4716: 0.0007400772103720314
Position 2467: 0.0006797831255491625
Position 469: 0.0006445139364193501
Position 472: 0.0006363050169202445
