Gene = Gon4l
index = 516
Annotated 5SS: [   66  2290 11349 19565 20470 20635 21996 23276 23829 28382 33621 34613
 40700 44944 51874 52415 54609 55727 57438 59328 61341 63130 63844 64897
 66491 67670 67871 70332 72352 73377 73559]
Annotated 3SS: [ 1758 11156 19373 20394 20583 21896 23155 23657 28188 33518 34571 40675
 44839 51674 52327 54439 55581 57286 59210 59588 62873 63658 64698 66346
 67525 67750 70220 72140 72757 73455 74006]
SMsplice 5SS: [  302  2290 11349 12301 19565 20470 21996 23276 23829 28382 33621 34613
 34968 37324 44944 52052 52415 54609 55727 59328 61341 67670 67871 70332
 71349 71980 72352 73377 73559]
SMsplice 3SS: [ 2204 11156 12194 19370 20394 21896 23155 23657 28188 33518 34571 34873
 37290 44839 51674 52327 54439 55581 59210 61206 67506 67750 70220 71214
 71911 72140 73241 73455 74006]
top_k =  1000
Partition function (log Z): 33.66201627389997

Sorted 5' Splice Sites (High to Low Probability):
Position 67871: 0.9962311175644618
Position 23829: 0.9961096797280532
Position 59328: 0.9959464767179965
Position 2290: 0.9885353293311521
Position 61341: 0.9881435762343741
Position 44944: 0.9767878288741431
Position 11349: 0.9513687461461703
Position 21996: 0.9411837022504964
Position 54609: 0.9378160471902572
Position 23276: 0.9266401262547453
Position 70332: 0.8919637018925043
Position 67670: 0.871960748566879
Position 72352: 0.8347858183865319
Position 73559: 0.82859267533389
Position 12301: 0.815437816428804
Position 28382: 0.7882414465361621
Position 20470: 0.763245741757763
Position 55727: 0.7463601891165158
Position 19565: 0.7340121836336017
Position 37324: 0.7304637137878562
Position 33621: 0.6775180615376839
Position 52052: 0.6757800264763494
Position 71349: 0.6196663486732145
Position 71980: 0.6078660081162638
Position 34613: 0.6035319912598684
Position 52415: 0.5781949194532622
Position 34968: 0.567351884341065
Position 73377: 0.5613684136583575
Position 39298: 0.5399954371624162
Position 5281: 0.5180624671251829
Position 45204: 0.5154529256754072
Position 14777: 0.4735956249647162
Position 64897: 0.453324508902413
Position 10470: 0.4138876968397507
Position 302: 0.3897644624356867
Position 21239: 0.388709260608679
Position 51781: 0.37009691003678735
Position 53275: 0.31514967017710566
Position 63844: 0.2864104683038004
Position 8562: 0.28417752057810397
Position 33608: 0.28036993995657
Position 68783: 0.2723301211519487
Position 512: 0.26903148605499244
Position 3433: 0.2687135588882524
Position 1548: 0.2677826249053041
Position 57438: 0.26362042549113385
Position 47434: 0.2581393069887975
Position 70647: 0.23695106591147203
Position 36300: 0.20669123924851004
Position 20635: 0.20023138172627178
Position 34639: 0.19457402814899372
Position 5230: 0.190785553871962
Position 31917: 0.18184278926775824
Position 8063: 0.16015839459697204
Position 52451: 0.15610735889457691
Position 835: 0.1532605415985765
Position 66491: 0.152062539786683
Position 790: 0.1505334829233118
Position 52420: 0.1478019871134352
Position 22430: 0.137845889047786
Position 2617: 0.13433594834423151
Position 73339: 0.12637744724096625
Position 321: 0.1236402109499139
Position 60946: 0.12001574336277736
Position 12550: 0.10833006764992412
Position 1933: 0.1017002686695251
Position 72527: 0.09843045681208906
Position 35795: 0.09840104925515036
Position 70499: 0.09339675524117297
Position 8047: 0.09290117289890706
Position 40209: 0.09173259492715222
Position 45367: 0.0916477568828995
Position 37476: 0.09041133540187508
Position 57446: 0.08760683269610271
Position 38679: 0.08573955329028461
Position 63130: 0.08498727341132699
Position 23988: 0.08355117997267249
Position 57442: 0.08259905864696529
Position 922: 0.08020019406766714
Position 35179: 0.0800064595699755
Position 62668: 0.07875018160842542
Position 39070: 0.07865900469164015
Position 19797: 0.07627445418565697
Position 50986: 0.07193134509788053
Position 64699: 0.07149991350600875
Position 27209: 0.06328420194885673
Position 73595: 0.05923261854184934
Position 59: 0.05914108469077322
Position 53238: 0.05894364836853996
Position 20512: 0.05750788479125706
Position 34635: 0.056203176356284364
Position 3451: 0.05236172035116599
Position 1524: 0.05209582245057358
Position 47457: 0.048929311835565904
Position 73564: 0.04832058647983968
Position 203: 0.04767149166635726
Position 1852: 0.04546782016692188
Position 59729: 0.04537548222170874
Position 21353: 0.04328638437243082
Position 33922: 0.039863389124161555
Position 2822: 0.03867009244261245
Position 68604: 0.0384782045989802
Position 1913: 0.03820577555934678
Position 66446: 0.03806259105883931
