Gene = Lyrm1
index = 654
Annotated 5SS: [   30 14102 18405 20425]
Annotated 3SS: [13942 18311 20279 55684]
SMsplice 5SS: [   30  4448 14102 45515 45851 54952]
SMsplice 3SS: [ 4249 13995 45438 45784 54857 55684]
top_k =  1000
Partition function (log Z): -37.32202896457505

Sorted 5' Splice Sites (High to Low Probability):
Position 4448: 0.8421841762893908
Position 30: 0.84062998285687
Position 14102: 0.7875393892486038
Position 3243: 0.200265126694889
Position 18025: 0.1945121958681412
Position 2269: 0.17172637698835921
Position 20425: 0.13236701019075772
Position 386: 0.07153967841903892
Position 8006: 0.0633060899365771
Position 712: 0.053203522960628344
Position 58: 0.030684832999965207
Position 4250: 0.027245066571631293
Position 149: 0.01969533108651181
Position 7350: 0.019444194940589868
Position 356: 0.015474494785298356
Position 392: 0.01476588309981722
Position 5738: 0.012257178239025347
Position 1838: 0.011994944976710812
Position 4799: 0.011406748759245947
Position 5720: 0.011175109837159638
Position 3150: 0.007918821659987264
Position 360: 0.007467874017508931
Position 302: 0.005446326271141526
Position 655: 0.0038753706059748328
Position 1939: 0.0036274433136851986
Position 1330: 0.0031874027973882117
Position 1257: 0.002479277336551689
Position 843: 0.002475160660159211
Position 1375: 0.0023979201503051173
Position 904: 0.002291072299946362
Position 2202: 0.002244722044964829
Position 2886: 0.0021213841849808627
Position 205: 0.0019269145201076946
Position 1724: 0.0017101873087899194
Position 1051: 0.0010644687262859956
Position 247: 0.0010132584668317824
Position 2348: 0.0009164729984678238
Position 4007: 0.0008149239215302129
Position 1346: 0.0006541386504958158
Position 1324: 0.0005884868737537459
Position 4383: 0.00017988980197280544
Position 22: 0.0001654436503118719
Position 5866: 0.00011026923056814534
Position 471: 0.00010351387190974235
Position 963: 0.00010345495368197358
Position 121: 8.833541763224274e-05
Position 573: 8.708350904893791e-05
Position 694: 7.092699495063268e-05
Position 1920: 5.45317453525788e-05
Position 1992: 3.505744739099888e-05
Position 256: 2.2719178481585042e-05
Position 4393: 1.7592983699177023e-05
Position 2015: 1.7570046977286044e-05
Position 12: 1.6062452336833527e-05
Position 6543: 1.4826913114856452e-05
Position 1607: 1.4517278289603865e-05
Position 1436: 1.1146825455850902e-05
Position 439: 1.0827644548968902e-05
Position 1637: 9.100293775045746e-06
Position 376: 8.890604652910884e-06
Position 1508: 8.142113155339281e-06
Position 259: 7.51177189463011e-06
Position 416: 6.164221452409623e-06
Position 166: 5.591104160233874e-06
Position 497: 5.1660741113765444e-06
Position 900: 4.647605561450552e-06
Position 1180: 3.833463759754919e-06
Position 2644: 3.734155285130832e-06
Position 195: 3.0403344787218786e-06
Position 158: 2.337160530149166e-06
Position 161: 1.5370446042773206e-06
Position 3660: 1.5062181601876482e-06
Position 3613: 1.0355667590951484e-06
Position 478: 9.926319589221727e-07
Position 304: 9.842109931401316e-07
Position 838: 9.21177129073702e-07
Position 1681: 8.049373400799802e-07
Position 1446: 4.20741325403647e-07
Position 1527: 3.206668838650544e-07
Position 178: 2.9557900563126067e-07
Position 390: 2.412715162361062e-07
Position 526: 2.0250415838172748e-07
Position 862: 1.5178490455718463e-07
Position 795: 1.4640476795624802e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4249: 0.6197013014393853
Position 17812: 0.5294780022580052
Position 13809: 0.4554721439327784
Position 13995: 0.3919527917599033
Position 20279: 0.2801993501624977
Position 4355: 0.15375367246437135
