Gene = Emsy
index = 377
Annotated 5SS: [  306  2036  8975 10331 11613 15287 19519 26649 30314 35389 37481 41304
 43796 46113 54197 56108 59747 62028 63449]
Annotated 3SS: [ 1926  8874 10255 11570 15110 19258 26371 30058 35238 37309 41166 43621
 45913 54031 55951 59594 61466 62968 65894]
SMsplice 5SS: [  306  2036  8975  9284 10331 15287 19519 26649 30314 32214 35389 37481
 41304 43796 46113 54197 56108 57133 59747 61564 63449]
SMsplice 3SS: [ 1926  8874  9194 10255 15211 19258 26371 30058 32069 35238 37309 41166
 43621 45913 54072 55951 57027 59594 61466 63345 65894]
top_k =  1000
Partition function (log Z): 8.819584419764011

Sorted 5' Splice Sites (High to Low Probability):
Position 46113: 0.9908194330733128
Position 8975: 0.9483859314525205
Position 35389: 0.9345493320874206
Position 61564: 0.9264145287019528
Position 57133: 0.9141322104157172
Position 26649: 0.9109622996065608
Position 30314: 0.9043725203558989
Position 9284: 0.9032438140093484
Position 56108: 0.8986604864152672
Position 306: 0.8904107883311949
Position 15287: 0.8865426924122632
Position 37481: 0.8402807975879186
Position 41304: 0.814140107273286
Position 63449: 0.7971295199383464
Position 10331: 0.7786507442131416
Position 43796: 0.7207084529247999
Position 62028: 0.7101387820752679
Position 49876: 0.6729050196291319
Position 19519: 0.6355340089082963
Position 2036: 0.611390081293775
Position 54197: 0.6081820332765646
Position 32214: 0.50657775097327
Position 50654: 0.4227351540694794
Position 6119: 0.37627868780680596
Position 19390: 0.36655691720024086
Position 59920: 0.353370453052941
Position 17049: 0.34320191070924694
Position 51379: 0.334033592600062
Position 26216: 0.3172027068720251
Position 59747: 0.2656327162874779
Position 57455: 0.2600887628162538
Position 64473: 0.25893589150506185
Position 63240: 0.21311257570984654
Position 46490: 0.21143761273140704
Position 45716: 0.20569645233495784
Position 55172: 0.2026238953951746
Position 32205: 0.18516287997600306
Position 2146: 0.17549629183203871
Position 25164: 0.1546468552559487
Position 26196: 0.15397035413981988
Position 41308: 0.15374467537090578
Position 59690: 0.13842321712565328
Position 38400: 0.1357773989623627
Position 1830: 0.12660875391858564
Position 46500: 0.1233751355183059
Position 38439: 0.12090294665606
Position 13454: 0.11207165522324625
Position 59067: 0.10406630063280332
Position 21587: 0.09001848868188483
Position 16181: 0.08681006784660765
Position 59784: 0.08406193993980948
Position 31465: 0.07416868064854293
Position 61129: 0.07150340877888885
Position 26656: 0.06846210697154612
Position 15344: 0.0643035386880309
Position 28869: 0.06298068086493153
Position 15474: 0.052504781756054324
Position 41582: 0.04798270919516405
Position 45601: 0.04759198077947345
Position 55559: 0.045045510921433725
Position 59687: 0.04499795208529272
Position 18809: 0.043313629330772534
Position 36423: 0.039906716433457196
Position 5825: 0.03934581158926754
Position 23195: 0.03874167112884891
Position 49226: 0.03583502164682955
Position 29888: 0.03544212326939017
Position 7804: 0.03243690499480266
Position 37423: 0.03223716932248133
Position 33082: 0.03211629045072958
Position 61053: 0.03192077073290176
Position 17161: 0.03073026966996943
Position 34148: 0.030081513638765284
Position 18037: 0.028409738014140255
Position 57570: 0.028349805382615337
Position 59022: 0.02604887292905933
Position 44617: 0.024814907477347253
Position 66377: 0.0242242061072695
Position 6101: 0.024103270549222247
Position 858: 0.02389143027843903
Position 196: 0.02343511596355736
Position 58744: 0.02337934901868435
Position 37485: 0.023328477122892943
Position 59693: 0.022876010213324742
Position 38415: 0.02281872377277243
Position 38572: 0.02259160810873999
Position 40365: 0.02166139033129141
Position 3170: 0.021114416829221737
Position 10154: 0.02104973425658435
Position 35618: 0.02101338471700565
Position 64482: 0.0196032801977575
Position 61207: 0.019565987189846378
Position 4691: 0.019386119010764112
Position 31720: 0.01901788199501439
Position 45689: 0.0182542431224431
Position 57028: 0.01811287128078941
Position 37420: 0.016689840643253226
Position 33058: 0.016428939585937913
Position 22535: 0.016253589861218592
Position 61202: 0.016215289350794842
Position 38244: 0.016190342450609237
