Gene = Iqch
index = 590
Annotated 5SS: [   127   7748   8318  14164  29882  54596  57697  66259  68157  77798
  78589  90257  94248 101629 106450 119927 121986 147934 157020 173481
 177136]
Annotated 3SS: [  7624   8225  14051  29764  54474  57567  66178  68117  77245  78521
  90172  94071 101355 106257 119805 121698 147762 156896 173418 177026
 180523]
SMsplice 5SS: [   576   7748   8318  14164  29882  54596  57697  66259  74808  77798
  80499  90257  94248  95962 101629 106450 118163 119927 121986 134488
 147934 177136]
SMsplice 3SS: [  7624   8225  14051  29764  54474  57567  66178  74692  77727  80264
  90172  94071  95847 101355 106380 118065 119805 121698 134410 147762
 177026 180523]
top_k =  1000
Partition function (log Z): -101.9412933234346

Sorted 5' Splice Sites (High to Low Probability):
Position 14164: 0.9786597611677649
Position 7748: 0.9303823236094759
Position 8318: 0.8504057232537441
Position 576: 0.5845545385427946
Position 5047: 0.4116196366764251
Position 3288: 0.40187457376098007
Position 16176: 0.4001285597475105
Position 127: 0.36279819812539643
Position 6889: 0.2948233079948362
Position 13913: 0.2607700643754839
Position 3060: 0.1865332260808956
Position 9463: 0.1254841954262232
Position 17044: 0.10636364722144415
Position 9248: 0.0751319599870824
Position 1153: 0.06302835467719911
Position 9834: 0.06273032455251411
Position 21013: 0.060062305211329256
Position 3587: 0.052405611593671464
Position 5023: 0.04258433456859047
Position 14573: 0.03564554309659302
Position 13965: 0.03517539888675322
Position 8528: 0.03459595201268907
Position 4180: 0.03369346343805629
Position 556: 0.03203483519873724
Position 14518: 0.025327322019273492
Position 4461: 0.024624006909126757
Position 6410: 0.021309357888361084
Position 6383: 0.021062240293274352
Position 8502: 0.0193205559274978
Position 15378: 0.019031692714814117
Position 1342: 0.017571562685063418
Position 7472: 0.0171435487072212
Position 781: 0.016914684525200212
Position 13978: 0.015540146414812085
Position 13178: 0.015172708535486457
Position 7994: 0.014375963874374465
Position 3414: 0.013876305057388329
Position 4465: 0.013712211797276636
Position 9581: 0.01254867378021422
Position 3094: 0.010747481756285133
Position 5611: 0.010691626752454816
Position 1351: 0.010041595194326139
Position 951: 0.009843561117204677
Position 9750: 0.008958534536603016
Position 13146: 0.008808716821467832
Position 1855: 0.008664897555707712
Position 423: 0.007906687803003873
Position 3054: 0.006823185403097309
Position 16618: 0.006307532567836268
Position 17235: 0.005247801085777914
Position 6439: 0.00482466692794733
Position 15559: 0.0035221228197336463
