Gene = Defb41
index = 330
Annotated 5SS: [55]
Annotated 3SS: [4413]
SMsplice 5SS: [227]
SMsplice 3SS: [4413]
top_k =  1000
Partition function (log Z): -8.439871556851637

Sorted 5' Splice Sites (High to Low Probability):
Position 227: 0.5714965638141896
Position 55: 0.4118821029636684
Position 2537: 0.1564600750744067
Position 2630: 0.08231322524080857
Position 2531: 0.05919478456184455
Position 2555: 0.04951666042248243
Position 592: 0.03384758865405836
Position 1595: 0.020775880538879896
Position 1807: 0.017887681246661763
Position 410: 0.015788996113245794
Position 3604: 0.006061573612604377
Position 1208: 0.005933537653527843
Position 249: 0.00575061671825493
Position 2216: 0.004566124013464482
Position 414: 0.003623760241022291
Position 2621: 0.0031895958768815443
Position 1870: 0.002891321500994903
Position 804: 0.002570154231333705
Position 3816: 0.002495067758791906
Position 3700: 0.0022361928201285373
Position 4280: 0.002059591349934541
Position 2418: 0.0014322650842458525
Position 2604: 0.0013431601711412354
Position 2546: 0.0013236555631463618
Position 353: 0.0006668723718739749
Position 2567: 0.0006401631298537364
Position 815: 0.0005320156679231823
Position 3149: 0.0005139961587679197
Position 1324: 0.00048303493836769883
Position 472: 0.0004801963242452307
Position 828: 0.0003925926083006841
Position 2803: 0.0003823556939991821
Position 2740: 0.0003623410528011816
Position 2875: 0.0003366265469755197
Position 3545: 0.0002454693164232045
Position 2116: 0.00020942981445849697
Position 2503: 0.0001887730290330921
Position 88: 0.0001474987700768991
Position 4167: 0.00014558817983997027
Position 324: 0.00014007411100801928
Position 634: 0.00013101042008668908
Position 2924: 0.00012258992087820378
Position 2090: 9.03339583030713e-05
Position 1034: 7.501624608335103e-05
Position 2912: 7.171185427597765e-05
Position 2932: 6.750594941511751e-05
Position 731: 6.558085803663677e-05
Position 841: 5.870067442367611e-05
Position 3794: 5.369167218138383e-05
Position 5: 5.164629682623945e-05
Position 839: 4.835594378185359e-05
Position 79: 4.7864731183566196e-05
Position 1815: 3.451380682716885e-05
Position 1040: 2.7847235151677843e-05
Position 982: 2.7591265479121736e-05
Position 761: 2.487167123942841e-05
Position 2157: 2.22571256514976e-05
Position 208: 2.1077729684255694e-05
Position 2331: 2.0990748656418232e-05
Position 1895: 1.6166103000851718e-05
Position 972: 1.606530333238238e-05
Position 2350: 1.4994758774192196e-05
Position 596: 1.3526387362612634e-05
Position 111: 9.633801905198395e-06
Position 72: 1.1464889052737416e-06
Position 397: 8.25666742229852e-07
Position 1431: 8.224463529378776e-07
Position 117: 8.203639461047494e-07
Position 265: 6.180311379465923e-07
Position 357: 5.274134084303698e-07
Position 2679: 3.9798342021517134e-07
Position 337: 2.8999397726761915e-07
Position 514: 1.6004284482861193e-07
Position 121: 1.534719300405643e-07
Position 506: 1.514984246100743e-07
