Gene = Glmn
index = 436
Annotated 5SS: [   82  1101  4136 19438 22657 24204 25609 27759 35138 35644 36047 36836
 37013 39427 39971 40607 46917 48498]
Annotated 3SS: [ 1025  4009 19320 22547 23965 25505 27570 35083 35612 35956 36793 36938
 39341 39863 40542 46792 48414 48712]
SMsplice 5SS: [   82  4136 19438 22657 25609 35138 35840 36047 39444 39971 40634 43455]
SMsplice 3SS: [ 4009 19320 22523 25505 35083 35612 35956 39341 39863 40542 43385 48712]
top_k =  1000
Partition function (log Z): -22.05658028019439

Sorted 5' Splice Sites (High to Low Probability):
Position 19438: 0.9975849357804071
Position 4136: 0.9920002763798847
Position 22657: 0.8867747213103305
Position 82: 0.7112042547911228
Position 25609: 0.7069354065676131
Position 8567: 0.6249188123631791
Position 17453: 0.5068840152472235
Position 3448: 0.3139348220633367
Position 24204: 0.29146142023075317
Position 345: 0.15898679441758276
Position 1913: 0.08442524044745633
Position 2433: 0.08050645595068277
Position 41: 0.07091178609147843
Position 1535: 0.045685747918351644
Position 27759: 0.04443994819536593
Position 7969: 0.037128573342408606
Position 6112: 0.03426405477044676
Position 3453: 0.03221347831095659
Position 2139: 0.03164375021988353
Position 500: 0.02716230661679494
Position 60: 0.02475112069526573
Position 1101: 0.013790522429227391
Position 24237: 0.0109605919114429
Position 2822: 0.009645543868906661
Position 112: 0.008977199131039287
Position 6529: 0.0087467541386045
Position 429: 0.008150991130183761
Position 4714: 0.008075079924867593
Position 8025: 0.007965298297875229
Position 5237: 0.005873855126463248
Position 5436: 0.00550526138585629
Position 8206: 0.004855780161087557
Position 597: 0.00464282395082879
Position 658: 0.004425333481311842
Position 6159: 0.00407347560193508
Position 7945: 0.004010092390888615
Position 3623: 0.003550189204939527
Position 2470: 0.003298699263635429
Position 4407: 0.0029606818212040906
Position 3741: 0.0027603655390517215
Position 1541: 0.002596437850435282
Position 4429: 0.002148952302789535
Position 3481: 0.002039045715354721
Position 6493: 0.0020360056024455193
Position 349: 0.0019148276426958271
Position 573: 0.00190398336299735
Position 4420: 0.0015458518844623454
Position 5338: 0.0014371061021764585
Position 626: 0.0010922431129491215
Position 4830: 0.0010874930193481807
Position 30: 0.000930059715569963
Position 6878: 0.0007736899490521784
Position 7992: 0.0007728744734109357
Position 6442: 0.000646689648193463
Position 4454: 0.000500854429615306
Position 6779: 0.00037884403355719536
Position 6821: 0.0003216422246537337
Position 7357: 0.0002290986802648175
Position 125: 0.00013492780755405088
Position 8450: 8.704006067067724e-05
Position 10983: 6.384291129115883e-05
Position 8534: 4.967911513183172e-05
Position 505: 2.236589641347825e-05
Position 45: 1.8917258617780476e-05
Position 13880: 1.824877420661762e-05
Position 92: 1.0698581938439511e-05
Position 258: 8.281314238668304e-06
Position 3103: 6.637204937065143e-06
Position 20: 5.89870632414159e-06
Position 8502: 5.215131177210308e-06
Position 24: 3.562459837148351e-06
Position 253: 2.2110873386273206e-06
Position 739: 2.168463430303659e-06
Position 11: 1.9301291580240753e-06
Position 1719: 1.9121766567328996e-06
Position 992: 1.772708819290544e-06
Position 4151: 7.277094797931522e-07
Position 362: 6.983793520643143e-07
Position 4153: 6.106596240891082e-07
Position 563: 3.211131614050485e-07
Position 333: 2.213195083709386e-07
Position 299: 2.0619709899063885e-07
Position 278: 1.505449702387069e-07
Position 507: 1.0160003014525592e-07
Position 1149: 4.081480485629606e-08
Position 4465: 3.782936766068195e-08
Position 518: 1.7432797834341134e-08
Position 1105: 1.6465797675720482e-08
Position 1345: 1.614797323354088e-08
Position 1527: 7.454325539095446e-09
Position 895: 1.79473273387275e-10
Position 688: 8.028401495247982e-11
Position 905: 3.9747253737597194e-11
Position 900: 3.7825046723625526e-11
Position 969: 3.2855313856409504e-11
Position 591: 1.3372806293232642e-15
Position 614: 1.080927980552774e-15
Position 786: 2.663189763860923e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 19320: 0.9979264828309262
Position 22523: 0.8877550561247822
Position 4009: 0.7520712902677319
Position 25505: 0.6743391621144985
Position 8366: 0.5701775246486918
Position 17331: 0.5070352002200708
Position 23965: 0.3212772370989159
Position 24312: 0.24640536637299484
Position 4060: 0.2268797786270361
Position 31921: 0.20461071480841306
Position 3356: 0.19891243109175688
Position 25704: 0.16854713983541322
Position 27876: 0.12069483184588843
Position 3209: 0.11408338021188405
Position 26592: 0.07359680642360066
Position 27570: 0.0664752781208571
Position 25395: 0.052996386794333855
Position 8339: 0.04126036590218424
Position 2362: 0.040735748894509934
Position 28874: 0.03882511954807575
Position 26475: 0.037006283040725785
Position 1811: 0.03348064626284014
Position 5920: 0.025131095587958154
Position 2305: 0.021963491319464033
Position 7909: 0.021749885149108344
Position 1870: 0.02153913150418482
Position 3312: 0.01657701506647968
Position 1828: 0.016148854565456557
Position 2013: 0.01564743015526417
Position 27234: 0.015059834421847652
Position 1356: 0.0150058082446608
Position 7794: 0.014678920933427212
Position 25886: 0.01405248506108616
Position 1825: 0.013041173020134859
Position 2223: 0.012362298057097315
Position 275: 0.011210484894720745
Position 3377: 0.010803004234367655
Position 2101: 0.010461845134279777
Position 6413: 0.009901707666308834
Position 1285: 0.009047273810256816
Position 7778: 0.008682754122924893
Position 6049: 0.008281421493151456
Position 26348: 0.0066874833492456915
Position 8409: 0.0065162939206732775
Position 1485: 0.006207391558742404
Position 8406: 0.006048149355515478
Position 1326: 0.005884611861022375
Position 25970: 0.00581937830782632
Position 458: 0.0057439731170284055
Position 4323: 0.0057400085794530945
Position 1025: 0.00556569314146301
Position 4064: 0.005332146249467444
Position 1361: 0.00493302779230842
Position 2338: 0.004854198321669146
Position 5254: 0.004673786331964433
Position 6071: 0.004290736345709232
Position 959: 0.004165714193932606
Position 8076: 0.00410235250571137
Position 2017: 0.0037645933406689346
Position 7756: 0.003627304417198851
Position 2771: 0.003288461394149489
Position 4343: 0.003282397495011168
Position 2717: 0.0030737231242546716
Position 388: 0.0028352578131241864
Position 4043: 0.0027303870111856574
Position 3264: 0.0026124540849443946
Position 3852: 0.002511006988367062
Position 3711: 0.0024487497339757054
Position 4632: 0.0024085594099696015
Position 5145: 0.0023126754615247483
Position 3221: 0.0022533994904447817
Position 221: 0.0021952667390724235
Position 5127: 0.0021256373300562307
Position 2618: 0.0020897295042832027
Position 4691: 0.0019224154461908245
Position 3065: 0.001819831584542978
Position 21719: 0.0016989393232230388
Position 885: 0.001643918101745952
Position 22781: 0.0016038206919993846
Position 3316: 0.0015997327294208438
Position 348: 0.0015552376852829076
Position 8205: 0.0015086506154706103
Position 7703: 0.001471629243294169
Position 490: 0.0014482029787665112
Position 1234: 0.0013939433925178068
Position 1603: 0.0013875133226095922
Position 6603: 0.0013439645937806644
Position 1874: 0.0012521563873913435
Position 5274: 0.001251037026386763
Position 849: 0.0012046826227147455
Position 6377: 0.001014798139106128
Position 5039: 0.0010006761435943942
Position 3597: 0.0009995940172824159
Position 1035: 0.0009832591628916249
Position 3186: 0.000982440512643783
Position 4595: 0.0007811821111517223
Position 2737: 0.0007788955110268063
Position 4629: 0.0007491515157963314
Position 3227: 0.0007407752142266918
Position 537: 0.00071203699738499
Position 3940: 0.0007079890446797814
Position 4975: 0.0007027718187335258
Position 1768: 0.00067519048332363
Position 1984: 0.0006541312054579007
Position 494: 0.0005781157489392562
Position 299: 0.0005624362953133427
Position 2208: 0.0005605605252530216
Position 19551: 0.0005328726917773509
Position 4561: 0.0005209281739297066
Position 5880: 0.0004762647492820456
Position 185: 0.00045432760635717235
Position 3183: 0.0004539823399464641
Position 428: 0.0004492103219242871
Position 1848: 0.00043530030923926116
Position 313: 0.00043314402369404396
Position 1047: 0.00043046760849078025
Position 7930: 0.0004237324213746004
Position 15885: 0.0004186864531752219
Position 4405: 0.0004184686252383579
Position 251: 0.000367912647218589
Position 3497: 0.00034586435272079645
Position 310: 0.0003424776104861166
Position 14067: 0.0003267972490888844
Position 1402: 0.00032348069701631686
Position 3267: 0.0003118474360180116
Position 5428: 0.00029701006587858314
Position 1458: 0.00029688944274290364
Position 3622: 0.00029000883468608275
Position 6337: 0.00028572121834804956
Position 4527: 0.0002848133488054197
Position 3243: 0.00027834265516606804
Position 4580: 0.00024052051900707615
Position 601: 0.0002398200892532885
Position 3921: 0.00023868288179581173
Position 2057: 0.00023758728923567343
Position 6493: 0.00023398132423990692
Position 7204: 0.00023220724513951202
Position 2697: 0.00023149768672236888
Position 1381: 0.00022967468156348498
Position 4067: 0.00022924174479323008
Position 3501: 0.00021952696564264156
Position 2752: 0.00018276878587646295
Position 5076: 0.00017840423823370342
Position 19704: 0.00017282802041086
Position 10819: 0.00017050391476927868
Position 5770: 0.00016133055440759348
Position 6811: 0.00015980800616173418
Position 2070: 0.00015702199746802005
Position 5395: 0.00015015634684439552
Position 1674: 0.0001491034925718214
Position 237: 0.00014661426662329328
Position 5320: 0.00013502587653836052
Position 1411: 0.00013501381546500988
Position 1644: 0.00013210705560079913
Position 1303: 0.00013089287912139945
Position 461: 0.00011771943291252602
Position 1835: 0.0001156356328849012
Position 1912: 9.548616824760447e-05
Position 316: 9.526966613508063e-05
Position 464: 6.804415420108712e-05
Position 738: 6.690289802362579e-05
Position 3797: 6.667112106750158e-05
Position 1383: 5.2826723150503264e-05
Position 278: 5.236381090283679e-05
Position 1242: 5.0907146248094986e-05
Position 14877: 4.8394176090517464e-05
Position 13567: 4.613087387959147e-05
Position 15370: 4.4061942732484413e-05
Position 12644: 4.0710728609685425e-05
Position 16280: 3.7396640812619716e-05
Position 11256: 3.685830093679224e-05
Position 13850: 3.6680135976105146e-05
Position 13879: 2.9345927787174274e-05
Position 14563: 2.3380365555655235e-05
Position 12103: 2.2403510982262283e-05
Position 13996: 2.1202117703687123e-05
Position 14116: 1.9985587172129565e-05
Position 10877: 1.7042487334352625e-05
Position 11749: 1.5923368707818197e-05
Position 10776: 1.53300395582977e-05
Position 10880: 1.252632422619905e-05
Position 11904: 1.1906350261830866e-05
Position 12395: 1.1524508743768887e-05
Position 10851: 6.825018672755782e-06
Position 9413: 4.813066065167447e-06
Position 10714: 4.101469201587898e-06
Position 8555: 3.6556339204202787e-06
Position 6583: 3.5021718078360935e-06
Position 8660: 3.406458081990343e-06
Position 10515: 2.7294115998476038e-06
Position 9813: 2.687044092503152e-06
Position 7067: 2.4255744381538664e-06
Position 8612: 2.238113382662464e-06
Position 8790: 2.235056955812029e-06
Position 2922: 2.2034155144325565e-06
Position 9115: 2.1793072671637423e-06
Position 9875: 1.9386895099727374e-06
Position 3014: 1.917646946077341e-06
Position 8822: 1.695764260115486e-06
Position 8952: 1.558988707894184e-06
Position 9050: 1.4390781499489502e-06
Position 2971: 1.4223330521678436e-06
Position 8854: 1.24189469787708e-06
Position 3696: 1.2182850348141e-06
Position 8758: 1.1815854212376378e-06
Position 6947: 1.100493324762031e-06
Position 2262: 9.227481629919652e-07
Position 8887: 8.752333771780232e-07
Position 8266: 8.471384123736743e-07
Position 3017: 7.444728041489341e-07
Position 6624: 6.604855828411834e-07
Position 5712: 6.503433062694805e-07
Position 1718: 6.407004483603419e-07
Position 8307: 5.776905056238965e-07
Position 3003: 5.748438704937922e-07
Position 2531: 5.188515577940119e-07
Position 1638: 4.3254748646495886e-07
Position 1514: 4.1484730439358905e-07
Position 776: 4.0323895737710365e-07
Position 2320: 4.0176135615839846e-07
Position 1059: 3.6050734029429665e-07
Position 5476: 3.3917399116066416e-07
Position 6496: 3.19246267621733e-07
Position 608: 2.8483120299545505e-07
Position 7180: 2.7431988520918124e-07
Position 8725: 2.7214722831239614e-07
Position 8692: 2.36445481752191e-07
Position 8717: 2.2260973295667624e-07
Position 4856: 2.1733081743622594e-07
Position 4377: 2.0622742307632194e-07
Position 134: 2.0550636435718806e-07
Position 8439: 1.973024911243235e-07
Position 6181: 1.9362259929417747e-07
Position 4367: 1.9333148342843332e-07
Position 1650: 1.8928919388884854e-07
Position 5596: 1.7606958628915597e-07
Position 5654: 1.610347774926373e-07
Position 6685: 1.5061083696153445e-07
Position 1917: 1.4873017570814798e-07
Position 1385: 1.4837434199575562e-07
Position 2050: 1.3988475910235592e-07
Position 682: 1.3845259345159197e-07
Position 861: 1.3638097284431814e-07
Position 2113: 1.172592571435684e-07
Position 5521: 1.1251185389721114e-07
Position 5538: 1.0078609945834155e-07
Position 5458: 9.836331407083291e-08
Position 5215: 9.389744006237817e-08
Position 4830: 7.288412228187444e-08
Position 1877: 7.01686033158307e-08
Position 1387: 6.77351960702931e-08
Position 307: 6.42585895021002e-08
Position 304: 5.751761629350401e-08
